"file_name","file_path","file_description","data_orientation","header_rows","column_or_row_name_position"
"TMP_PW_FW_POOLED_15CM_20220622_T2_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_20220622_T2_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_20220622_T2 sample","horizontal","1","1"
"TMP_PW_FW_POOLED_15CM_20220623_T3_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_20220623_T3_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_20220623_T3 sample","horizontal","1","1"
"TMP_PW_FW_POOLED_15CM_20220718_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_20220718_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_20220718 sample","horizontal","1","1"
"TMP_PW_FW_POOLED_15CM_20220721_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_20220721_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_20220721 sample","horizontal","1","1"
"TMP_PW_FW_POOLED_15CM_20220808_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_20220808_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_20220808 sample","horizontal","1","1"
"TMP_PW_FW_POOLED_15CM_20220912_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_20220912_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_20220912 sample","horizontal","1","1"
"TMP_PW_FW_POOLED_15CM_20221019-24_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_20221019-24_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_20221019-24 sample","horizontal","1","1"
"TMP_PW_FW_POOLED_15CM_202211_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_FW_POOLED_15CM_202211_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_FW_POOLED_15CM_202211 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220613_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220613_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220613 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220622_T1_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220622_T1_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220622_T1 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220622_T2_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220622_T2_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220622_T2 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220623_T3_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220623_T3_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220623_T3 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220624_T4_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220624_T4_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220624_T4 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220718_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220718_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220718 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220721_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220721_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220721 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220808_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220808_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220808 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20220912_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20220912_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20220912 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_20221019_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_20221019_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_20221019 sample","horizontal","1","1"
"TMP_PW_SW_POOLED_15CM_202211_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_PW_SW_POOLED_15CM_202211_ABS_DilCorr.csv","Processed Absorbance for TMP_PW_SW_POOLED_15CM_202211 sample","horizontal","1","1"
"TMP_SOURCE_ESTUARY_20220622_HR4_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_ESTUARY_20220622_HR4_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_ESTUARY_20220622_HR4 sample","horizontal","1","1"
"TMP_SOURCE_ESTUARY_20220622_HR7_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_ESTUARY_20220622_HR7_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_ESTUARY_20220622_HR7 sample","horizontal","1","1"
"TMP_SOURCE_FW_20220622_HR0_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_FW_20220622_HR0_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_FW_20220622_HR0 sample","horizontal","1","1"
"TMP_SOURCE_FW_20220622_HR1_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_FW_20220622_HR1_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_FW_20220622_HR1 sample","horizontal","1","1"
"TMP_SOURCE_FW_20220622_HR2_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_FW_20220622_HR2_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_FW_20220622_HR2 sample","horizontal","1","1"
"TMP_SOURCE_FW_20220622_HR3_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_FW_20220622_HR3_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_FW_20220622_HR3 sample","horizontal","1","1"
"TMP_SOURCE_FW_20220622_HR4_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_FW_20220622_HR4_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_FW_20220622_HR4 sample","horizontal","1","1"
"TMP_SOURCE_FW_20220622_HR5_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_FW_20220622_HR5_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_FW_20220622_HR5 sample","horizontal","1","1"
"TMP_SOURCE_FW_20220622_HR7_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_FW_20220622_HR7_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_FW_20220622_HR7 sample","horizontal","1","1"
"TMP_SOURCE_SW_20220622_HR0_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_SW_20220622_HR0_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_SW_20220622_HR0 sample","horizontal","1","1"
"TMP_SOURCE_SW_20220622_HR1_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_SW_20220622_HR1_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_SW_20220622_HR1 sample","horizontal","1","1"
"TMP_SOURCE_SW_20220622_HR2_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_SW_20220622_HR2_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_SW_20220622_HR2 sample","horizontal","1","1"
"TMP_SOURCE_SW_20220622_HR3_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_SW_20220622_HR3_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_SW_20220622_HR3 sample","horizontal","1","1"
"TMP_SOURCE_SW_20220622_HR4_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_SW_20220622_HR4_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_SW_20220622_HR4 sample","horizontal","1","1"
"TMP_SOURCE_SW_20220622_HR5_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_SW_20220622_HR5_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_SW_20220622_HR5 sample","horizontal","1","1"
"TMP_SOURCE_SW_20220622_HR7_ABS_DilCorr.csv","2022/COMPASS_TEMPEST_water_CDOM/Abs_2022/TMP_SOURCE_SW_20220622_HR7_ABS_DilCorr.csv","Processed Absorbance for TMP_SOURCE_SW_20220622_HR7 sample","horizontal","1","1"
"CDOM_metadata_2022.csv","2022/COMPASS_TEMPEST_water_CDOM/CDOM_metadata_2022.csv","CDOM metadata for Abs and EEM files for porewater, sourcewater, and rainwater samples collected from COMPASS TEMPEST site in 2022","horizontal","1","1"
"TMP_PW_C_POOLED_15CM_20220613_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220613_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220613 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220615_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220615_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220615 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220622_T2 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220623_T3_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220623_T3_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220623_T3 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220624_T4_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220624_T4_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220624_T4 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220718_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220718_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220718 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220721_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220721_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220721 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220808_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220808_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220808 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20220912_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20220912_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20220912 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_20221019-24_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_20221019-24_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_20221019-24 sample","matrix","1","1"
"TMP_PW_C_POOLED_15CM_202211_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_C_POOLED_15CM_202211_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_C_POOLED_15CM_202211 sample","matrix","1","1"
"TMP_PW_FW_H6_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_H6_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_H6_15CM_20220622_T2 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220613_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220613_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220613 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220615_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220615_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220615 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220620_T0_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220620_T0_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220620_T0 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220622_T1_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220622_T1_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220622_T1 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220622_T2 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220623_T3_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220623_T3_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220623_T3 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220718_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220718_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220718 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220721_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220721_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220721 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220808_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220808_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220808 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20220912_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20220912_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20220912 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_20221019-24_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_20221019-24_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_20221019-24 sample","matrix","1","1"
"TMP_PW_FW_POOLED_15CM_202211_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_FW_POOLED_15CM_202211_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_FW_POOLED_15CM_202211 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220613_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220613_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220613 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220622_T1_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220622_T1_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220622_T1 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220622_T2_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220622_T2 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220623_T3_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220623_T3_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220623_T3 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220624_T4_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220624_T4_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220624_T4 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220718_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220718_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220718 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220721_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220721_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220721 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220808_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220808_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220808 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20220912_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20220912_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20220912 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_20221019_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_20221019_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_20221019 sample","matrix","1","1"
"TMP_PW_SW_POOLED_15CM_202211_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_PW_SW_POOLED_15CM_202211_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_PW_SW_POOLED_15CM_202211 sample","matrix","1","1"
"TMP_SOURCE_ESTUARY_20220622_HR4_EEM_DilCorr_IFE_RamNorm.csv","2022/COMPASS_TEMPEST_water_CDOM/EEM_2022/TMP_SOURCE_ESTUARY_20220622_HR4_EEM_DilCorr_IFE_RamNorm.csv","Processed EEM spectra for TMP_SOURCE_ESTUARY_20220622_HR4 sample","matrix","1","1"
