"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","T_num","TOD","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_flag","Analyte_Notes"
"COMPASS","CB","TMP_PW_FW_H3_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","F","H3",15,"T5","PM","PW",20240613,20240613,834,1,"EDT",NA,4.532,377.67,"NPOC checks out of range",0.185,13.21,"TN checks out of range",0.014243,1.01687,"bdl",0.011623,0.829817,"bdl",0.002275,0.073449,"bdl",5.5044,0.1717,"Within_Range",4.0385,0.1139,"Within_Range",0.0073,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_T5_20240613_PM",2024,6,13,"TMP","TMP-III","F","I5",15,"T5","PM","PW",20240613,20240613,822,1,"EDT",NA,5.037,419.75,"NPOC checks out of range",0.3525,25.18,"TN checks out of range",0.020687,1.476936,"bdl",0.061027,4.356986,"Within_Range",0.002926,0.094467,"bdl",6.3791,0.199,"Within_Range",4.9657,0.1401,"Within_Range",0.009,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_C_H3_15CM_20240607",2024,6,7,"TMP","Monitoring","C","H3",15,NA,NA,"PW",20240604,20240607,1203,1,"EDT",NA,18.52,1543.33,"NPOC checks out of range",1.475,105.36,"TN checks out of range",0.02487,1.775579,"bdl",0.433686,30.962754,"Within_Range",0.006615,0.213568,"Within_Range",0.1768,0.0055,"Within_Range",2.0158,0.0569,"Within_Range",0.0037,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20240607",2024,6,7,"TMP","Monitoring","S","H3",15,NA,NA,"PW",20240604,20240607,1305,1,"EDT","yellow",35.2,2933.33,"NPOC checks out of range",1.528,109.14,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7443,0.4911,"Within_Range",1.0747,0.0303,"Within_Range",0.002,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240607",2024,6,7,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20240604,20240607,1251,1,"EDT",NA,8.779,731.58,"NPOC checks out of range",0.4539,32.42,"TN checks out of range",0.022592,1.612942,"bdl",0.045175,3.225242,"Within_Range",0.018757,0.605577,"Within_Range",16.1069,0.5024,"Within_Range",1.3221,0.0373,"Within_Range",0.0024,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240607",2024,6,7,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20240604,20240607,1215,1,"EDT",NA,12.6,1050,"NPOC checks out of range",0.5109,36.49,"TN checks out of range",0.005736,0.409518,"bdl",0.015506,1.107042,"bdl",0.004847,0.156487,"Within_Range",0.0066,2e-04,"Within_Range",0.3061,0.0086,"Within_Range",6e-04,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240617",2024,6,17,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20240614,20240617,1506,1,"EDT",NA,5.447,453.92,"NPOC checks out of range",0.4675,33.39,"TN checks out of range",0.000346,0.024702,"bdl",0.106912,7.632919,"Within_Range",0.020573,0.664207,"Within_Range",377.1778,11.7647,"Within_Range",3158.9624,89.1104,"Within_Range",5.7083,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240617",2024,6,17,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20240614,20240617,1443,1,"EDT",NA,7.377,614.75,"NPOC checks out of range",0.4362,31.16,"TN checks out of range",0.00843,0.601855,"bdl",0.027092,1.934217,"Within_Range",0.002762,0.089172,"bdl",288.9939,9.0142,"Within_Range",2810.0972,79.2693,"Within_Range",5.0779,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240617",2024,6,17,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20240614,20240617,1420,1,"EDT",NA,4.416,368,"NPOC checks out of range",0.6946,49.61,"TN checks out of range",0.017438,1.244976,"bdl",0.304038,21.706612,"Within_Range",0.001893,0.061116,"bdl",347.0077,10.8237,"Within_Range",2983.5108,84.1611,"Within_Range",5.3912,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240617",2024,6,17,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20240614,20240617,1455,1,"EDT",NA,5.757,479.75,"NPOC checks out of range",0.2263,16.16,"TN checks out of range",0.006061,0.432721,"bdl",0.013289,0.94876,"bdl",0.013142,0.424295,"Within_Range",3.2407,0.1011,"Within_Range",4.4946,0.1268,"Within_Range",0.0081,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20240617",2024,6,17,"TMP","Monitoring","F","D5",15,NA,NA,"PW",20240614,20240617,1434,1,"EDT","112 mL extracted but no volumes filled in on field sheet; AES to check",6.783,565.25,"NPOC checks out of range",0.2202,15.73,"TN checks out of range",0.005199,0.37118,"bdl",0.013785,0.984172,"bdl",0.003702,0.119521,"Within_Range",5.421,0.1691,"Within_Range",4.4245,0.1248,"Within_Range",0.008,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_20240617",2024,6,17,"TMP","Monitoring","F","F4",15,NA,NA,"PW",20240614,20240617,1535,1,"EDT",NA,8.772,731,"NPOC checks out of range",0.3446,24.61,"TN checks out of range",0.008046,0.574439,"bdl",0.015188,1.084338,"bdl",0.0044,0.142056,"Within_Range",4.0044,0.1249,"Within_Range",5.1069,0.1441,"Within_Range",0.0093,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240617",2024,6,17,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20240614,20240617,1342,1,"EDT",NA,8.705,725.42,"NPOC checks out of range",0.6735,48.11,"TN checks out of range",0.00973,0.694668,"bdl",0.1476,10.537814,"Within_Range",0.006813,0.21996,"Within_Range",3.6686,0.1144,"Within_Range",5.7181,0.1613,"Within_Range",0.0104,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240611_AM",2024,6,11,"TMP","TMP-III","S",NA,NA,NA,"AM","SOURCE",NA,20240611,847,NA,"EDT",NA,4.668,389,"NPOC checks out of range",0.3559,25.42,"TN checks out of range",0.014814,1.057637,"bdl",0.015245,1.088408,"bdl",0.02642,0.85298,"Within_Range",455.0348,14.1932,"Within_Range",3421.0234,96.5028,"Within_Range",6.1818,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240611_MID",2024,6,11,"TMP","TMP-III","S",NA,NA,NA,"MID","SOURCE",NA,20240611,1247,NA,"EDT",NA,4.873,406.08,"NPOC checks out of range",0.3409,24.35,"TN checks out of range",0.013798,0.9851,"bdl",0.023395,1.670272,"Within_Range",0.030641,0.989257,"Within_Range",483.8673,15.0926,"Within_Range",3667.6635,103.4602,"Within_Range",6.6275,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240611_PM",2024,6,11,"TMP","TMP-III","S",NA,NA,NA,"PM","SOURCE",NA,20240611,1550,NA,"EDT",NA,5.117,426.42,"NPOC checks out of range",0.3878,27.7,"TN checks out of range",0.015876,1.133458,"bdl",0.013926,0.994238,"bdl",0.036241,1.170055,"Within_Range",419.2784,13.0779,"Within_Range",3194.8201,90.1219,"Within_Range",5.7731,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240612_AM",2024,6,12,"TMP","TMP-III","S",NA,NA,NA,"AM","SOURCE",NA,20240612,845,NA,"EDT",NA,5.09,424.17,"NPOC checks out of range",0.387,27.64,"TN checks out of range",0.034783,2.483312,"Within_Range",0.029239,2.087501,"Within_Range",0.024325,0.785342,"Within_Range",450.6764,14.0573,"Within_Range",3400.7436,95.9307,"Within_Range",6.1452,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240612_MID",2024,6,12,"TMP","TMP-III","S",NA,NA,NA,"MID","SOURCE",NA,20240612,1230,NA,"EDT",NA,4.955,412.92,"NPOC checks out of range",0.4316,30.83,"TN checks out of range",0.002631,0.187839,"bdl",0.019183,1.369559,"bdl",0.031444,1.015182,"Within_Range",432.8411,13.501,"Within_Range",3280.067,92.5266,"Within_Range",5.9271,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240612_PM",2024,6,12,"TMP","TMP-III","S",NA,NA,NA,"PM","SOURCE",NA,20240612,1535,NA,"EDT",NA,4.966,413.83,"NPOC checks out of range",0.3624,25.89,"TN checks out of range",0.01581,1.128746,"bdl",0.036248,2.587904,"Within_Range",0.014289,0.461326,"Within_Range",445.5297,13.8967,"Within_Range",3368.9869,95.0349,"Within_Range",6.0878,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240613_AM",2024,6,13,"TMP","TMP-III","S",NA,NA,NA,"AM","SOURCE",NA,20240613,838,NA,"EDT",NA,4.992,416,"NPOC checks out of range",0.3748,26.77,"TN checks out of range",0,0,"bdl",0.024352,1.738597,"Within_Range",0.02452,0.791638,"Within_Range",467.8069,14.5916,"Within_Range",3535.5176,99.7325,"Within_Range",6.3887,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240613_MID",2024,6,13,"TMP","TMP-III","S",NA,NA,NA,"MID","SOURCE",NA,20240613,1228,NA,"EDT",NA,5.133,427.75,"NPOC checks out of range",0.3225,23.04,"TN checks out of range",0.000206,0.014707,"bdl",0.020934,1.49457,"Within_Range",0.028674,0.925751,"Within_Range",453.8037,14.1548,"Within_Range",3426.8123,96.6661,"Within_Range",6.1923,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_SW_20240613_PM",2024,6,13,"TMP","TMP-III","S",NA,NA,NA,"PM","SOURCE",NA,20240613,1548,NA,"EDT",NA,5.745,478.75,"NPOC checks out of range",0.3301,23.58,"TN checks out of range",0,0,"bdl",0.029569,2.111061,"Within_Range",0.034097,1.100835,"Within_Range",458.2906,14.2948,"Within_Range",3466.6049,97.7886,"Within_Range",6.2642,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240611_AM",2024,6,11,"TMP","TMP-III","F",NA,NA,NA,"AM","SOURCE",NA,20240611,834,NA,"EDT",NA,0.8408,70.07,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",0.1068,7.63,"TN checks out of range",0.067171,4.795634,"Within_Range",0.002384,0.170204,"bdl",0.017356,0.560345,"Within_Range",8.3255,0.2597,"Within_Range",4.5192,0.1275,"Within_Range",0.0082,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240611_MID",2024,6,11,"TMP","TMP-III","F",NA,NA,NA,"MID","SOURCE",NA,20240611,1232,NA,"EDT",NA,0.7946,66.22,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",-0.02565,-1.83,"TN checks out of range",0.00928,0.66254,"bdl",0.007657,0.546667,"bdl",0.025003,0.807232,"Within_Range",8.1301,0.2536,"Within_Range",3.5151,0.0992,"Within_Range",0.0064,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240611_PM",2024,6,11,"TMP","TMP-III","F",NA,NA,NA,"PM","SOURCE",NA,20240611,1550,NA,"EDT",NA,0.7258,60.48,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",-0.00574,-0.41,"TN checks out of range",0.00688,0.491194,"bdl",0.00749,0.534744,"bdl",0.023865,0.770491,"Within_Range",8.5342,0.2662,"Within_Range",3.9184,0.1105,"Within_Range",0.0071,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240612_AM",2024,6,12,"TMP","TMP-III","F",NA,NA,NA,"AM","SOURCE",NA,20240612,900,NA,"EDT",NA,0.7821,65.17,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",-0.00395,-0.28,"TN checks out of range",0.040993,2.926671,"Within_Range",0.008759,0.625344,"bdl",0.020143,0.650325,"Within_Range",8.9432,0.279,"Within_Range",4.6792,0.132,"Within_Range",0.0085,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240612_MID",2024,6,12,"TMP","TMP-III","F",NA,NA,NA,"MID","SOURCE",NA,20240612,1255,NA,"EDT",NA,0.5653,47.11,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",-0.01697,-1.21,"TN checks out of range",0.03614,2.580194,"Within_Range",0.017088,1.219988,"bdl",0.023412,0.755866,"Within_Range",7.974,0.2487,"Within_Range",3.1488,0.0888,"Within_Range",0.0057,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240612_PM",2024,6,12,"TMP","TMP-III","F",NA,NA,NA,"PM","SOURCE",NA,20240612,1554,NA,"EDT",NA,0.7364,61.37,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",-0.01577,-1.13,"TN checks out of range",0.021063,1.50378,"bdl",0.006686,0.477343,"bdl",0.020726,0.669147,"Within_Range",8.667,0.2703,"Within_Range",3.9375,0.1111,"Within_Range",0.0071,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240613_AM",2024,6,13,"TMP","TMP-III","F",NA,NA,NA,"AM","SOURCE",NA,20240613,853,NA,"EDT",NA,0.8965,74.71,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",0.01293,0.92,"TN checks out of range",0.029564,2.110704,"Within_Range",0.017725,1.265466,"bdl",0.021805,0.703983,"Within_Range",8.5959,0.2681,"Within_Range",4.483,0.1265,"Within_Range",0.0081,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240613_MID",2024,6,13,"TMP","TMP-III","F",NA,NA,NA,"MID","SOURCE",NA,20240613,1257,NA,"EDT",NA,0.6947,57.89,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",-0.01852,-1.32,"TN checks out of range",0.031948,2.280908,"Within_Range",0.01271,0.907423,"bdl",0.024973,0.806263,"Within_Range",7.9322,0.2474,"Within_Range",3.8858,0.1096,"Within_Range",0.007,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_FW_20240613_PM",2024,6,13,"TMP","TMP-III","F",NA,NA,NA,"PM","SOURCE",NA,20240613,1615,NA,"EDT",NA,0.6873,57.27,"NPOC checks out of range; blank is greater than or equal to 25% of sample value",0.021,1.5,"TN checks out of range",0.02408,1.719177,"bdl",0.009378,0.669537,"bdl",0.02558,0.82586,"Within_Range",8.4073,0.2622,"Within_Range",4.0132,0.1132,"Within_Range",0.0073,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240611_PM",2024,6,11,"TMP","TMP-III","ESTUARY",NA,NA,NA,"PM","SOURCE",NA,20240611,1630,NA,"EDT","low tide",5.054,421.17,"NPOC checks out of range",0.3493,24.95,"TN checks out of range",0.015926,1.137027,"bdl",0.029358,2.095997,"Within_Range",0.020641,0.666403,"Within_Range",428.4834,13.365,"Within_Range",3269.2374,92.2211,"Within_Range",5.9075,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240611_AM",2024,6,11,"TMP","TMP-III","ESTUARY",NA,NA,NA,"AM","SOURCE",NA,20240611,940,NA,"EDT","high tide",4.621,385.08,"NPOC checks out of range",0.294,21,"TN checks out of range",0.053805,3.841376,"Within_Range",0.025524,1.822271,"Within_Range",0.01546,0.499132,"Within_Range",464.2414,14.4804,"Within_Range",3491.7519,98.4979,"Within_Range",6.3096,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240612_PM",2024,6,12,"TMP","TMP-III","ESTUARY",NA,NA,NA,"PM","SOURCE",NA,20240612,1704,NA,"EDT","low tide",5.53,460.83,"NPOC checks out of range",0.3982,28.44,"TN checks out of range",0.014627,1.044286,"bdl",0.022356,1.596093,"Within_Range",0.026955,0.870253,"Within_Range",457.0698,14.2567,"Within_Range",3463.6409,97.705,"Within_Range",6.2588,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240612_AM",2024,6,12,"TMP","TMP-III","ESTUARY",NA,NA,NA,"AM","SOURCE",NA,20240612,1008,NA,"EDT","high tide",4.642,386.83,"NPOC checks out of range",0.3183,22.74,"TN checks out of range",0,0,"bdl",0.010659,0.760993,"bdl",0.018448,0.595601,"Within_Range",491.0263,15.3159,"Within_Range",3784.5568,106.7576,"Within_Range",6.8387,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240613_PM",2024,6,13,"TMP","TMP-III","ESTUARY",NA,NA,NA,"PM","SOURCE",NA,20240613,1657,NA,"EDT","low tide",5.328,444,"NPOC checks out of range",0.3359,23.99,"TN checks out of range",0.012611,0.900355,"bdl",0.037534,2.679718,"Within_Range",0.03193,1.030873,"Within_Range",509.2368,15.8839,"Within_Range",3860.8575,108.9099,"Within_Range",6.9766,0,0,NA,NA,NA
"COMPASS","CB","TMP_SOURCE_ESTUARY_20240613_AM",2024,6,13,"TMP","TMP-III","ESTUARY",NA,NA,NA,"AM","SOURCE",NA,20240613,1033,NA,"EDT","high tide",4.738,394.83,"NPOC checks out of range",0.3708,26.49,"TN checks out of range",0.002399,0.171275,"bdl",0.023482,1.676483,"Within_Range",0.017744,0.572872,"Within_Range",511.3148,15.9487,"Within_Range",3859.6824,108.8768,"Within_Range",6.9745,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240624",2024,6,24,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20240621,20240624,1157,1,"EDT",NA,4.969,414.08,"NPOC checks out of range",NA,NA,"TN r2 low; TN checks out of range; value above cal curve",0.012706,0.907137,"bdl",0.224618,16.036468,"Within_Range",0.002616,0.084459,"bdl",312.1626,9.7368,"Within_Range",2969.5678,83.7678,"Within_Range",5.366,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240624",2024,6,24,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20240621,20240624,1210,1,"EDT",NA,7.708,642.33,"NPOC checks out of range",NA,NA,"TN r2 low; TN checks out of range; value above cal curve",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5627,0.0487,"Within_Range",13.9322,0.393,"Within_Range",0.0252,0,0,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240715",2024,7,15,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20240711,20240715,1046,1,"EDT","clear",5.321,443.42,"NPOC checks out of range",NA,NA,"TN r2 low; TN checks out of range; blank is greater than 25% of sample value",0.023676,1.690334,"bdl",0.154929,11.061064,"Within_Range",0.002217,0.071577,"bdl",238.648,7.4438,"Within_Range",2596.5847,73.2464,"Within_Range",4.6921,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240808",2024,8,8,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20240805,20240808,919,1,"EDT",NA,28.77,2397.5,NA,4.368,312,"value above cal curve",0.077341,5.521715,"Within_Range",1.547253,110.465206,"Within_Range",0.005952,0.192163,"Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240805",2024,8,5,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20240802,20240805,1136,1,"EDT","clear",10.8,900,NA,0.6228,44.49,"",0.007908,0.564587,"bdl",0.021695,1.548902,"Within_Range",0.007304,0.235812,"Within_Range",150.4161,4.6917,"Within_Range",1334.4913,37.6443,"Within_Range",2.4115,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240802",2024,8,2,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20240730,20240802,827,1,"EDT","clear",8.801,733.42,NA,1.031,73.64,"",0.012276,0.876438,"bdl",0.104413,7.454504,"Within_Range",0.00222,0.071674,"bdl",190.9233,5.9552,"Within_Range",2485.1006,70.1016,"Within_Range",4.4906,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240805",2024,8,5,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20240802,20240805,1122,1,"EDT","clear",9.924,827,NA,0.6386,45.61,"",0.007252,0.517752,"bdl",0.005291,0.377748,"bdl",0.00173,0.055854,"bdl",156.3821,4.8778,"Within_Range",1789.4926,50.4793,"Within_Range",3.2336,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20240802",2024,8,2,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20240730,20240802,834,1,"EDT","clear",4.006,333.83,NA,0.4656,33.26,"",0.024605,1.756659,"bdl",0.096192,6.867571,"Within_Range",0.002736,0.088333,"bdl",75.3304,2.3497,"Within_Range",1143.3719,32.2531,"Within_Range",2.0661,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20240805",2024,8,5,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20240802,20240805,1143,1,"EDT","clear",6.315,526.25,NA,0.4707,33.62,"",0.035945,2.566272,"Within_Range",0.025411,1.814203,"Within_Range",0.00175,0.056499,"bdl",62.8258,1.9596,"Within_Range",931.6525,26.2807,"Within_Range",1.6835,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240802",2024,8,2,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20240730,20240802,836,1,"EDT","clear",4.719,393.25,NA,0.4649,33.21,"",0.013899,0.992311,"bdl",0.142397,10.166349,"Within_Range",0.001825,0.058921,"bdl",186.3881,5.8137,"Within_Range",1945.9116,54.8917,"Within_Range",3.5163,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20240808",2024,8,8,"TMP","Monitoring","S","H3",15,NA,NA,"PW",20240805,20240808,1002,1,"EDT","clear",6.53,544.17,NA,0.4862,34.73,"",0.011598,0.828032,"bdl",0.04898,3.496898,"Within_Range",0.004715,0.152226,"Within_Range",132.256,4.1253,"Within_Range",749.5124,21.1428,"Within_Range",1.3544,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20240808",2024,8,8,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20240805,20240808,954,1,"EDT","clear",9.555,796.25,NA,0.6142,43.87,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_I5_15CM_20240808",2024,8,8,"TMP","Monitoring","S","I5",15,NA,NA,"PW",20240805,20240808,956,1,"EDT","clear",11.67,972.5,NA,0.8969,64.06,"",0.008748,0.624558,"bdl",0.020673,1.475937,"Within_Range",0.006406,0.20682,"Within_Range",230.647,7.1942,"Within_Range",1916.5281,54.0629,"Within_Range",3.4632,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C6_15CM_20240812",2024,8,12,"TMP","Monitoring","S","C6",15,NA,NA,"PW",20240808,20240812,900,1,"EDT","clear",11.55,962.5,NA,2.097,149.79,NA,0.036574,2.611179,"Within_Range",0.58798,41.978482,"Within_Range",0.002983,0.096307,"bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20240812",2024,8,12,"TMP","Monitoring","S","E3",15,NA,NA,"PW",20240808,20240812,1002,1,"EDT","clear",4.861,405.08,NA,0.3165,22.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7554,2.207,"Within_Range",991.2441,27.9618,"Within_Range",1.7912,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240906",2024,9,6,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20240903,20240906,900,1,"EDT","clear",9.329,777.42,"NPOC checks out of range",0.6664,47.6,"",0.008061,0.57551,"bdl",0.019429,1.387122,"bdl",0.001864,0.06018,"bdl",167.8868,5.2366,"Within_Range",1955.902,55.1735,"Within_Range",3.5343,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20240906",2024,9,6,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20240903,20240906,910,1,"EDT","clear",5.781,481.75,"NPOC checks out of range",0.2683,19.16,"blank is less than 25% of sample value",0.01151,0.82175,"bdl",0.009124,0.651403,"bdl",0.001664,0.053723,"bdl",68.0785,2.1235,"Within_Range",852.1598,24.0384,"Within_Range",1.5399,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240906",2024,9,6,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20240903,20240906,913,1,"EDT","clear",6.013,501.08,"NPOC checks out of range",0.353,25.21,"",0.003284,0.234459,"bdl",0.032909,2.349518,"Within_Range",0.001223,0.039485,"bdl",131.0875,4.0888,"Within_Range",1116.0869,31.4834,"Within_Range",2.0168,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20241003",2024,10,3,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20240930,20241003,948,1,"EDT","clear",27.44,2286.67,"NPOC checks out of range",NA,NA,"TN broken, no data",NA,NA,NA,NA,NA,NA,NA,NA,NA,151.4184,4.723,"Within_Range",1629.5775,45.9683,"Within_Range",2.9447,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20241003",2024,10,3,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20240930,20241003,945,1,"EDT","clear",31.81,2650.83,"NPOC checks out of range",NA,NA,"TN broken, no data",NA,NA,NA,0.00605,0.431936,"bdl",0.002463,0.079519,"bdl",113.9217,3.5534,"Within_Range",1203.5409,33.9504,"Within_Range",2.1748,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C6_15CM_20241007",2024,10,7,"TMP","Monitoring","S","C6",15,NA,NA,"PW",20241003,20241007,1233,1,"EDT","clear",29.69,2474.17,"NPOC checks out of range",NA,NA,"TN broken, no data",0.026563,1.89645,"Within_Range",0.496917,35.477093,"Within_Range",0.012434,0.401437,"Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20241003",2024,10,3,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20240930,20241003,928,1,"EDT","clear",15.02,1251.67,"NPOC checks out of range",NA,NA,"TN broken, no data",NA,NA,NA,0.010461,0.746857,"bdl",0.003032,0.097889,"Within_Range",69.9716,2.1825,"Within_Range",693.2407,19.5554,"Within_Range",1.2527,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20241003",2024,10,3,"TMP","Monitoring","S","E3",15,NA,NA,"PW",20240930,20241003,1138,1,"EDT","clear",11.55,962.5,"NPOC checks out of range",NA,NA,"TN broken, no data",0.007636,0.545168,"bdl",0.045682,3.261439,"Within_Range",0.01021,0.329634,"Within_Range",85.2432,2.6589,"Within_Range",774.5142,21.8481,"Within_Range",1.3996,NA,NA,NA,NA,NA
