"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","T_num","TOD","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","salinity","H2S_mean_uM","H2S_sd_uM","H2S_cv","H2S_flag","Analyte_Notes"
"COMPASS","CB","TMP_PW_C_H6_15CM_20250509",2025,5,9,"TMP","Monitoring","C","H6",15,NA,NA,"PW",20250506,20250509,736,1,"EDT","sub-sampled at 1411",29.91,2492.5,"NPOC checks out of range",0.9752,69.66,"TN checks out of range",0,0,"bdl",0.037062,2.646019,"Within_Range",0.008008,0.258541,"Within_Range",0.1469,0.0046,"Within_Range",1.4521,0.041,"Within_Range",0.0026,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20250509",2025,5,9,"TMP","Monitoring","C","I5",15,NA,NA,"PW",20250506,20250509,740,1,"EDT","sub-sampled at 1351",21.48,1790,"NPOC checks out of range",0.5675,40.54,"TN checks out of range",0.003817,0.272512,"bdl",0.02858,2.040452,"Within_Range",0.011736,0.378901,"Within_Range",0.4619,0.0144,"Within_Range",1.1403,0.0322,"Within_Range",0.0021,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250509",2025,5,9,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20250506,20250509,824,1,"EDT","sub-sampled at 1120",10.3,858.33,"NPOC checks out of range",0.3652,26.09,"TN checks out of range",0.000744,0.053117,"bdl",0.022705,1.62101,"Within_Range",0.017934,0.579006,"Within_Range",0.8216,0.0256,"Within_Range",0.2932,0.0083,"Within_Range",6e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250509",2025,5,9,"TMP","Monitoring","F","D5",15,NA,NA,"PW",20250506,20250509,833,1,"EDT","sub-sampled at 1055",18.45,1537.5,"NPOC checks out of range",0.6574,46.96,"TN checks out of range",0.004898,0.34969,"bdl",0.024897,1.777506,"Within_Range",0.009826,0.317236,"Within_Range",1.4188,0.0443,"Within_Range",0.4278,0.0121,"Within_Range",8e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_20250509",2025,5,9,"TMP","Monitoring","F","H3",15,NA,NA,"PW",20250506,20250509,840,1,"EDT","sub-sampled at 1118",13.93,1160.83,"NPOC checks out of range",0.7482,53.44,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2107,0.069,"Within_Range",3.4787,0.0981,"Within_Range",0.0063,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_H6_15CM_20250512",2025,5,12,"TMP","Monitoring","F","H6",15,NA,NA,"PW",20250509,20250512,1016,1,"EDT",NA,18.34,1528.33,"NPOC checks out of range",0.7041,50.29,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250509",2025,5,9,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20250506,20250509,842,1,"EDT","sub-sampled at 1106",19.3,1608.33,"NPOC checks out of range",0.7764,55.46,"TN checks out of range",0,0,"bdl",0.015657,1.117822,"bdl",0.00421,0.135921,"Within_Range",0,0,"bdl",0.125,0.0035,"Within_Range",3e-04,2.309,0.203,8.7862,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250509",2025,5,9,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20250506,20250509,758,1,"EDT","sub-sampled at 1209",42.4,3533.33,"NPOC checks out of range",1.312,93.71,"TN checks out of range",0.004262,0.304283,"bdl",0.024606,1.756731,"Within_Range",0.023329,0.753186,"Within_Range",9.3076,0.2903,"Within_Range",14.8132,0.4179,"Within_Range",0.0268,1.352,0.203,14.9982,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20250509",2025,5,9,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20250506,20250509,801,1,"EDT","sub-sampled at 1205",68.25,5687.5,"NPOC checks out of range",2.303,164.5,"TN checks out of range",0.011362,0.811183,"bdl",0.035953,2.566843,"Within_Range",0.014864,0.47989,"Within_Range",10.0106,0.3122,"Within_Range",9.3475,0.2637,"Within_Range",0.0169,2.293,0.221,9.6317,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20250509",2025,5,9,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20250506,20250509,809,1,"EDT","sub-sampled at 1229",49.77,4147.5,"NPOC checks out of range",1.84,131.43,"TN checks out of range",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6493,0.1762,"Within_Range",18.3306,0.5171,"Within_Range",0.0331,1.878,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250602",2025,6,2,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20250530,20250602,1312,1,"EDT",NA,47.02,3918.33,"NPOC checks out of range",1.185,84.64,"",0,0,"bdl",0.031097,2.220152,"Within_Range",0.012881,0.415868,"Within_Range",1.9936,0.0622,"Within_Range",2.74,0.0773,"Within_Range",0.005,1.815,0.055,3.0423,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20250602",2025,6,2,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20250530,20250602,1308,1,"EDT",NA,65.21,5434.17,"NPOC checks out of range",1.804,128.86,"",0.017666,1.261254,"bdl",0.042206,3.013272,"Within_Range",0.026801,0.865281,"Within_Range",4.4158,0.1377,"Within_Range",4.5618,0.1287,"Within_Range",0.0083,1.878,0.27,14.3985,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C6_15CM_20250602",2025,6,2,"TMP","Monitoring","S","C6",15,NA,NA,"PW",20250530,20250602,1246,1,"EDT",NA,54.19,4515.83,"NPOC checks out of range",1.871,133.64,"",0.006583,0.469989,"bdl",0.057695,4.1191,"Within_Range",0.020785,0.671052,"Within_Range",4.6362,0.1446,"Within_Range",3.9255,0.1107,"Within_Range",0.0071,1.735,0.068,3.8972,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250602",2025,6,2,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20250530,20250602,1248,1,"EDT",NA,33.01,2750.83,"NPOC checks out of range",1.045,74.64,"",0.003075,0.219538,"bdl",0.04751,3.391948,"Within_Range",0.028951,0.934694,"Within_Range",6.7805,0.2115,"Within_Range",7.9692,0.2248,"Within_Range",0.0144,0.492,0.068,13.7466,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20250602",2025,6,2,"TMP","Monitoring","S","E3",15,NA,NA,"PW",20250530,20250602,1302,1,"EDT",NA,33.58,2798.33,"NPOC checks out of range",1.076,76.86,"",0,0,"bdl",0.028537,2.037382,"Within_Range",0.011544,0.372703,"Within_Range",3.1599,0.0986,"Within_Range",4.9766,0.1404,"Within_Range",0.009,0.444,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_F4_15CM_20250602",2025,6,2,"TMP","Monitoring","S","F4",15,NA,NA,"PW",20250530,20250602,1259,1,"EDT",NA,41.28,3440,"NPOC checks out of range",1.453,103.79,"",0.010871,0.776129,"bdl",0.037578,2.682859,"Within_Range",0.073587,2.375785,"Within_Range",2.538,0.0792,"Within_Range",1.659,0.0468,"Within_Range",0.003,1.066,0.068,6.3452,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20250602",2025,6,2,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20250530,20250602,1252,1,"EDT",NA,46.15,3845.83,"NPOC checks out of range",1.714,122.43,"",0.009649,0.688885,"bdl",0.03701,2.642307,"Within_Range",0.01718,0.554663,"Within_Range",2.3249,0.0725,"Within_Range",1.4007,0.0395,"Within_Range",0.0026,1.496,0.27,18.0801,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20250602",2025,6,2,"TMP","Monitoring","S","H3",15,NA,NA,"PW",20250530,20250602,1257,1,"EDT",NA,27.82,2318.33,"NPOC checks out of range",0.8934,63.81,"",0,0,"bdl",0.031979,2.283122,"Within_Range",0.020484,0.661334,"Within_Range",4.0211,0.1254,"Within_Range",4.0811,0.1151,"Within_Range",0.0074,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20250602",2025,6,2,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20250530,20250602,1253,1,"EDT",NA,34.14,2845,"NPOC checks out of range",1.046,74.71,"",0.00183,0.130652,"bdl",0.029842,2.130552,"Within_Range",0.015055,0.486057,"Within_Range",3.0055,0.0937,"Within_Range",4.227,0.1192,"Within_Range",0.0077,0.492,0.068,13.7466,"Within Range",NA
"COMPASS","CB","TMP_PW_FW_B4_15CM_20250602",2025,6,2,"TMP","Monitoring","F","B4",15,NA,NA,"PW",20250530,20250602,1101,1,"EDT",NA,10.42,868.33,"NPOC checks out of range",0.3236,23.11,"",0,0,"bdl",0.020954,1.495998,"Within_Range",0.003494,0.112805,"Within_Range",0.3146,0.0098,"Within_Range",0,0,"bdl",0,1.878,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_20250602",2025,6,2,"TMP","Monitoring","F","C3",15,NA,NA,"PW",20250530,20250602,1100,1,"EDT",NA,10.72,893.33,"NPOC checks out of range",0.274,19.57,"",0,0,"bdl",0.016431,1.173081,"bdl",0.003956,0.127721,"Within_Range",0.7647,0.0239,"Within_Range",17.6029,0.4966,"Within_Range",0.0318,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250602",2025,6,2,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20250530,20250602,1107,1,"EDT",NA,9.584,798.67,"NPOC checks out of range",0.2677,19.12,"",0.003955,0.282365,"bdl",0.020898,1.492,"Within_Range",0.008802,0.284176,"Within_Range",0.8893,0.0277,"Within_Range",0.2138,0.006,"Within_Range",4e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250602",2025,6,2,"TMP","Monitoring","F","D5",15,NA,NA,"PW",20250530,20250602,1105,1,"EDT",NA,14.33,1194.17,"NPOC checks out of range",0.3921,28.01,"",0,0,"bdl",0.018818,1.3435,"bdl",0.005303,0.171209,"Within_Range",0.4973,0.0155,"Within_Range",0.034,0.001,"Within_Range",1e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_E3_15CM_20250602",2025,6,2,"TMP","Monitoring","F","E3",15,NA,NA,"PW",20250530,20250602,1058,1,"EDT",NA,9.522,793.5,"NPOC checks out of range",0.2566,18.33,"",0.010956,0.782197,"bdl",0.025939,1.851899,"Within_Range",0.001942,0.062698,"bdl",0.6533,0.0204,"Within_Range",0,0,"bdl",0,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_20250602",2025,6,2,"TMP","Monitoring","F","F4",15,NA,NA,"PW",20250530,20250602,1052,1,"EDT",NA,15.63,1302.5,"NPOC checks out of range",0.4121,29.44,"",0.026174,1.868677,"Within_Range",0.03276,2.338881,"Within_Range",0.003107,0.100311,"Within_Range",0.5041,0.0157,"Within_Range",0,0,"bdl",0,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_F6_15CM_20250602",2025,6,2,"TMP","Monitoring","F","F6",15,NA,NA,"PW",20250530,20250602,1056,1,"EDT",NA,12.67,1055.83,"NPOC checks out of range",0.3162,22.59,"",0.003711,0.264945,"bdl",0.011534,0.823463,"bdl",0.004639,0.149772,"Within_Range",0.158,0.0049,"Within_Range",0,0,"bdl",0,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_20250602",2025,6,2,"TMP","Monitoring","F","H3",15,NA,NA,"PW",20250530,20250602,1050,1,"EDT",NA,11.21,934.17,"NPOC checks out of range",0.4481,32.01,"",0.006463,0.461422,"bdl",0.116011,8.282536,"Within_Range",0.034095,1.10077,"Within_Range",1.246,0.0389,"Within_Range",0,0,"bdl",0,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_H6_15CM_20250602",2025,6,2,"TMP","Monitoring","F","H6",15,NA,NA,"PW",20250530,20250602,1055,1,"EDT",NA,12.28,1023.33,"NPOC checks out of range",0.4213,30.09,"",0.00701,0.500475,"bdl",0.009639,0.688171,"bdl",0.000813,0.026248,"bdl",0.4132,0.0129,"Within_Range",0,0,"bdl",0,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250602",2025,6,2,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20250530,20250602,1049,1,"EDT",NA,12.27,1022.5,"NPOC checks out of range",0.395,28.21,"",0.013422,0.958256,"bdl",0.023402,1.670772,"Within_Range",0.000283,0.009137,"bdl",0.0954,0.003,"Within_Range",0.3591,0.0101,"Within_Range",7e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_B4_15CM_20250602",2025,6,2,"TMP","Monitoring","C","B4",15,NA,NA,"PW",20250530,20250602,1322,1,"EDT",NA,15.96,1330,"NPOC checks out of range",0.4102,29.3,"",0,0,"bdl",0.021293,1.520201,"Within_Range",0.004176,0.134824,"Within_Range",0.331,0.0103,"Within_Range",0.6221,0.0175,"Within_Range",0.0012,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_C3_15CM_20250602",2025,6,2,"TMP","Monitoring","C","C3",15,NA,NA,"PW",20250530,20250602,1324,1,"EDT",NA,19.63,1635.83,"NPOC checks out of range",0.4815,34.39,"",0,0,"bdl",0.055481,3.961033,"Within_Range",0.022235,0.717866,"Within_Range",0.2617,0.0082,"Within_Range",0.4486,0.0127,"Within_Range",8e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_C6_15CM_20250602",2025,6,2,"TMP","Monitoring","C","C6",15,NA,NA,"PW",20250530,20250602,1318,1,"EDT",NA,15.06,1255,"NPOC checks out of range",0.4146,29.61,"",0.000744,0.053117,"bdl",0.094864,6.772759,"Within_Range",0.008482,0.273845,"Within_Range",0.1139,0.0036,"Within_Range",0.3611,0.0102,"Within_Range",7e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_F4_15CM_20250602",2025,6,2,"TMP","Monitoring","C","F4",15,NA,NA,"PW",20250530,20250602,1339,1,"EDT",NA,14.63,1219.17,"NPOC checks out of range",0.3898,27.84,"",0,0,"bdl",0.023028,1.64407,"Within_Range",0.007795,0.251665,"Within_Range",0.4048,0.0126,"Within_Range",13.2532,0.3739,"Within_Range",0.024,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_F6_15CM_20250602",2025,6,2,"TMP","Monitoring","C","F6",15,NA,NA,"PW",20250530,20250602,1331,1,"EDT",NA,22.46,1871.67,"NPOC checks out of range",0.4656,33.26,"",0,0,"bdl",0.011887,0.848665,"bdl",0.031063,1.002881,"Within_Range",0.7918,0.0247,"Within_Range",0.6691,0.0189,"Within_Range",0.0012,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_H3_15CM_20250602",2025,6,2,"TMP","Monitoring","C","H3",15,NA,NA,"PW",20250530,20250602,1342,1,"EDT",NA,21.5,1791.67,"NPOC checks out of range",0.5364,38.31,"",0,0,"bdl",0.02038,1.455018,"Within_Range",0.005581,0.180185,"Within_Range",0.126,0.0039,"Within_Range",0.1806,0.0051,"Within_Range",4e-04,0.444,0.406,91.3599,"Within Range",NA
"COMPASS","CB","TMP_PW_C_H6_15CM_20250602",2025,6,2,"TMP","Monitoring","C","H6",15,NA,NA,"PW",20250530,20250602,1349,1,"EDT",NA,20.72,1726.67,"NPOC checks out of range",3.034,216.71,"value above cal curve",0.003812,0.272155,"bdl",0.938518,67.004933,"Within_Range",0.006319,0.204011,"bdl",0.1618,0.005,"Within_Range",0.2516,0.0071,"Within_Range",5e-04,0.031,0.044,141.4214,"Within Range",NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20250602",2025,6,2,"TMP","Monitoring","C","I5",15,NA,NA,"PW",20250530,20250602,1344,1,"EDT",NA,15.11,1259.17,"NPOC checks out of range",0.3941,28.15,"",0,0,"bdl",0.020796,1.484718,"Within_Range",0.010321,0.333218,"Within_Range",0.1915,0.006,"Within_Range",0.2985,0.0084,"Within_Range",6e-04,0.031,0.044,141.4214,"Within Range",NA
"COMPASS","CB","TMP_PW_C_F6_15CM_20250711",2025,7,11,"TMP","Monitoring","C","F6",15,NA,NA,"PW",20250708,20250711,1340,1,"EDT",NA,24.78,2065,NA,0.8238,58.84,NA,0.007791,0.556234,"bdl",0.065259,4.659127,"Within_Range",0.029424,0.949965,"Within_Range",1.0586,0.033,"Within_Range",0.3997,0.0113,"Within_Range",7e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_H3_15CM_20250711",2025,7,11,"TMP","Monitoring","C","H3",15,NA,NA,"PW",20250708,20250711,1038,1,"EDT",NA,25.42,2118.33,NA,0.9261,66.15,NA,0.002212,0.157924,"bdl",0.077177,5.510006,"Within_Range",0.013632,0.440114,"Within_Range",0.0597,0.0019,"Within_Range",0.0232,7e-04,"Within_Range",1e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_H6_15CM_20250711",2025,7,11,"TMP","Monitoring","C","H6",15,NA,NA,"PW",20250708,20250711,1048,1,"EDT",NA,25.83,2152.5,NA,0.8619,61.56,NA,0.013027,0.930055,"bdl",0.021071,1.504351,"Within_Range",0.003443,0.111159,"Within_Range",0.0453,0.0014,"Within_Range",0.1701,0.0048,"Within_Range",3e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20250711",2025,7,11,"TMP","Monitoring","C","I5",15,NA,NA,"PW",20250708,20250711,1044,1,"EDT",NA,17.98,1498.33,NA,0.5845,41.75,NA,0.00693,0.494763,"bdl",0.021552,1.538692,"Within_Range",0.01151,0.371605,"Within_Range",0.0822,0.0026,"Within_Range",0.3858,0.0109,"Within_Range",7e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250711",2025,7,11,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20250708,20250711,1224,1,"EDT",NA,75.8,6316.67,NA,2.597,185.5,NA,0.035935,2.565558,"Within_Range",0.150716,10.760279,"Within_Range",0.014887,0.480633,"Within_Range",0.863,0.0269,"Within_Range",15.8583,0.4473,"Within_Range",0.0287,4.938,0.191,3.8727,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20250711",2025,7,11,"TMP","Monitoring","S","C3",15,NA,NA,"PW",20250708,20250711,1218,1,"EDT",NA,96.36,8030,NA,2.976,212.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8716,0.1831,"Within_Range",20.014,0.5646,"Within_Range",0.0362,4.906,0.292,5.954,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250711",2025,7,11,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20250708,20250711,1228,1,"EDT",NA,32.21,2684.17,NA,1.26,90,NA,0.038859,2.774315,"Within_Range",0.020794,1.484575,"Within_Range",0.009704,0.313297,"Within_Range",3.789,0.1182,"Within_Range",18.712,0.5278,"Within_Range",0.0338,0.205,0.068,32.9826,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20250711",2025,7,11,"TMP","Monitoring","S","E3",15,NA,NA,"PW",20250708,20250711,1347,1,"EDT",NA,41.82,3485,NA,1.627,116.21,NA,0.026767,1.911014,"Within_Range",0.032361,2.310394,"Within_Range",0.015319,0.49458,"Within_Range",3.8151,0.119,"Within_Range",11.5615,0.3261,"Within_Range",0.0209,0.858,0.055,6.4313,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20250711",2025,7,11,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20250708,20250711,1233,1,"EDT",NA,61.9,5158.33,NA,2.374,169.57,NA,0.024409,1.742666,"bdl",0.042969,3.067746,"Within_Range",0.021832,0.704855,"Within_Range",2.8004,0.0873,"Within_Range",3.676,0.1037,"Within_Range",0.0067,1.878,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20250711",2025,7,11,"TMP","Monitoring","S","H3",15,NA,NA,"PW",20250708,20250711,1243,1,"EDT",NA,44.03,3669.17,NA,1.718,122.71,NA,0.013434,0.959112,"bdl",0.052774,3.767768,"Within_Range",0.03593,1.160014,"Within_Range",2.2976,0.0717,"Within_Range",5.4554,0.1539,"Within_Range",0.0099,1.273,0.055,4.3375,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20250711",2025,7,11,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20250708,20250711,1249,1,"EDT",NA,61.34,5111.67,NA,1.909,136.36,NA,0.016349,1.167227,"bdl",0.094865,6.77283,"Within_Range",0.056871,1.836102,"Within_Range",3.0433,0.0949,"Within_Range",4.6972,0.1325,"Within_Range",0.0085,0.779,0.068,8.6827,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_I5_15CM_20250711",2025,7,11,"TMP","Monitoring","S","I5",15,NA,NA,"PW",20250708,20250711,1353,1,"EDT",NA,43.44,3620,NA,2.113,150.93,NA,0.035703,2.548994,"Within_Range",0.26407,18.85312,"Within_Range",0.070727,2.283449,"Within_Range",1.546,0.0482,"Within_Range",3.8559,0.1088,"Within_Range",0.007,1.113,0,0,"Within Range",NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_20250711",2025,7,11,"TMP","Monitoring","F","C3",15,NA,NA,"PW",20250708,20250711,1303,1,"EDT",NA,15.81,1317.5,NA,0.8707,62.19,NA,0.044658,3.188331,"Within_Range",0.139686,9.972799,"Within_Range",0.013659,0.440986,"Within_Range",0.3939,0.0123,"Within_Range",0.8746,0.0247,"Within_Range",0.0016,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250711",2025,7,11,"TMP","Monitoring","F","C6",15,NA,NA,"PW",20250708,20250711,1253,1,"EDT",NA,10.3,858.33,NA,0.4455,31.82,NA,0.078572,5.609601,"bdl",0.044586,3.183191,"Within_Range",0.034186,1.103708,"Within_Range",1.1597,0.0362,"Within_Range",0.3108,0.0088,"Within_Range",6e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250711",2025,7,11,"TMP","Monitoring","F","D5",15,NA,NA,"PW",20250708,20250711,1258,1,"EDT",NA,19.1,1591.67,NA,0.8667,61.91,NA,0.125086,8.93044,"Within_Range",0.123277,8.801288,"Within_Range",0.047946,1.547955,"Within_Range",0.689,0.0215,"Within_Range",0.2765,0.0078,"Within_Range",5e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_F4_15CM_20250711",2025,7,11,"TMP","Monitoring","F","F4",15,NA,NA,"PW",20250708,20250711,1413,1,"EDT",NA,20.71,1725.83,NA,0.8748,62.49,NA,0.009491,0.677604,"bdl",0.031486,2.247924,"Within_Range",0.004147,0.133888,"Within_Range",0.4377,0.0137,"Within_Range",0.4786,0.0135,"Within_Range",9e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250711",2025,7,11,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20250708,20250711,1313,1,"EDT",NA,19.53,1627.5,NA,0.849,60.64,NA,0.009235,0.659327,"bdl",0.093938,6.706648,"Within_Range",0.009675,0.312361,"Within_Range",0.1402,0.0044,"Within_Range",0.0847,0.0024,"Within_Range",2e-04,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250926",2025,9,26,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20250923,20250926,1107,1,"EDT",NA,15.73,1310.83,NA,0.6051,43.22,NA,0.021196,1.513276,"bdl",0.046187,3.297493,"Within_Range",0.012777,0.41251,"Within_Range",2.3257,0.0725,"Within_Range",60.3808,1.7033,"Within_Range",0.1091,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20250929",2025,9,29,"TMP","Monitoring","S","H3",15,NA,NA,"PW",20250926,20250929,1229,1,"EDT",NA,17.7,1475,NA,0.6428,45.91,NA,0.023414,1.671629,"bdl",0.038855,2.77403,"Within_Range",0.009353,0.301965,"Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20250926",2025,9,26,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20250923,20250926,1119,1,"EDT",NA,20.77,1730.83,NA,0.8676,61.97,NA,0.032901,2.348947,"Within_Range",0.034138,2.437262,"Within_Range",0.02402,0.775495,"Within_Range",9.9831,0.3114,"Within_Range",74.5543,2.1031,"Within_Range",0.1347,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20251101",2025,11,1,"TMP","Monitoring","C","I5",15,NA,NA,"PW",20251029,20251101,1305,1,"EDT",NA,12.05,1004.17,"NPOC checks out of range",0.5878,41.99,NA,0.015572,1.111754,"bdl",0.228928,16.344178,"Within_Range",0.004576,0.147738,"Within_Range",0.2682,0.0084,"Within_Range",3.6609,0.1033,"Within_Range",0.0066,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20251101",2025,11,1,"TMP","Monitoring","F","I5",15,NA,NA,"PW",20251029,20251101,1406,1,"EDT",NA,19.22,1601.67,"NPOC checks out of range",0.7134,50.96,NA,0.016075,1.147665,"bdl",0.003196,0.228177,"bdl",0.004469,0.144283,"Within_Range",0.2507,0.0078,"Within_Range",3.1271,0.0882,"Within_Range",0.0057,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20251101",2025,11,1,"TMP","Monitoring","S","F6",15,NA,NA,"PW",20251029,20251101,1337,1,"EDT",NA,23.89,1990.83,"NPOC checks out of range",0.8135,58.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9321,0.0603,"Within_Range",67.3225,1.8991,"Within_Range",0.1217,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20251101",2025,11,1,"TMP","Monitoring","S","H6",15,NA,NA,"PW",20251029,20251101,1345,1,"EDT",NA,27.3,2275,"NPOC checks out of range",1.084,77.43,NA,0.04633,3.307703,"Within_Range",0.043097,3.076885,"Within_Range",0.015911,0.513693,"Within_Range",1.3249,0.0413,"Within_Range",33.2391,0.9376,"Within_Range",0.0601,0,0,0,"bdl",NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250929",2025,9,29,"TMP","Monitoring","S","B4",15,NA,NA,"PW",20250926,20250929,1150,1,"EDT",NA,NA,NA,NA,NA,NA,NA,0.015153,1.081839,"bdl",0.067433,4.814339,"Within_Range",0.024905,0.804068,"Within_Range",2.3764,0.0741,"Within_Range",115.3775,3.2547,"Within_Range",0.2085,0.346,0.067,19.3426,"Within Range",NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250929",2025,9,29,"TMP","Monitoring","S","D5",15,NA,NA,"PW",20250926,20250929,1202,1,"EDT",NA,NA,NA,NA,NA,NA,NA,0.01046,0.746785,"bdl",0.011464,0.818465,"bdl",0.009348,0.301804,"Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
