"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","Timepoint","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","pH","pH_flag","Cond","Cond_units","Collection_temp_C","Temperature_flag","Analyte_Notes"
"COMPASS","CB","TMP_PW_C_D5_15CM_20230202",2023,2,2,"TMP","Monitoring","C","D5",15,NA,"PW",20230130,20230202,1000,1,"EST",NA,7.77,647.5,NA,0.29,20.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_E3_15CM_20230202",2023,2,2,"TMP","Monitoring","C","E3",15,NA,"PW",20230130,20230202,1000,1,"EST",NA,8.63,719.17,NA,0.3,21.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_F6_15CM_20230202",2023,2,2,"TMP","Monitoring","C","F6",15,NA,"PW",20230130,20230202,1000,1,"EST",NA,14.28,1190,NA,0.47,33.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20230202",2023,2,2,"TMP","Monitoring","C","I5",15,NA,"PW",20230130,20230202,1000,1,"EST",NA,14.91,1242.5,NA,0.41,29.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230202",2023,2,2,"TMP","Monitoring","F","C3",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,12.3,1025,NA,0.48,34.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20230202",2023,2,2,"TMP","Monitoring","F","C6",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,7.2,600,NA,0.39,27.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_20230202",2023,2,2,"TMP","Monitoring","F","H3",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,8.89,740.83,NA,0.34,24.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H6_15CM_20230202",2023,2,2,"TMP","Monitoring","F","H6",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,11.86,988.33,NA,1.71,122.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_B4_15CM_20230202",2023,2,2,"TMP","Monitoring","F","B4",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,11.29,940.83,NA,0.49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230202",2023,2,2,"TMP","Monitoring","F","D5",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,10.41,867.5,NA,0.35,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_F6_15CM_20230202",2023,2,2,"TMP","Monitoring","F","F6",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,13.77,1147.5,NA,0.64,45.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230202",2023,2,2,"TMP","Monitoring","F","I5",15,NA,"PW",20230130,20230202,1430,1,"EST",NA,13.09,1090.83,NA,0.58,41.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20230202",2023,2,2,"TMP","Monitoring","S","C3",15,NA,"PW",20230130,20230202,1130,1,"EST","yellow",45.24,3770,NA,1.47,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C6_15CM_20230202",2023,2,2,"TMP","Monitoring","S","C6",15,NA,"PW",20230130,20230202,1130,1,"EST","yellow",39.86,3321.67,NA,1.82,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F4_15CM_20230202",2023,2,2,"TMP","Monitoring","S","F4",15,NA,"PW",20230130,20230202,1130,1,"EST","slightly colored",20.21,1684.17,NA,1.72,122.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H6_15CM_20230202",2023,2,2,"TMP","Monitoring","S","H6",15,NA,"PW",20230130,20230202,1130,1,"EST","slightly colored",19.65,1637.5,NA,0.76,54.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230202",2023,2,2,"TMP","Monitoring","S","B4",15,NA,"PW",20230130,20230202,1130,1,"EST","yellow",42.47,3539.17,NA,1.11,79.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20230202",2023,2,2,"TMP","Monitoring","S","D5",15,NA,"PW",20230130,20230202,1130,1,"EST","yellow",52.63,4385.83,NA,1.54,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20230202",2023,2,2,"TMP","Monitoring","S","E3",15,NA,"PW",20230130,20230202,1130,1,"EST","yellow",40.1,3341.67,NA,1.33,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20230202",2023,2,2,"TMP","Monitoring","S","F6",15,NA,"PW",20230130,20230202,1130,1,"EST","yellow",42.55,3545.83,NA,1.45,103.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_H3_15CM_20230206",2023,2,6,"TMP","Monitoring","C","H3",15,NA,"PW",20230202,20230206,1015,1,"EST",NA,14.7,1225,NA,0.42,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_E3_15CM_20230206",2023,2,6,"TMP","Monitoring","F","E3",15,NA,"PW",20230202,20230206,1100,1,"EST",NA,10.96,913.33,NA,1.31,93.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20230206",2023,2,6,"TMP","Monitoring","S","H3",15,NA,"PW",20230202,20230206,1040,1,"EST","yellow",24.3,2025,NA,0.95,67.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_I5_15CM_20230206",2023,2,6,"TMP","Monitoring","S","I5",15,NA,"PW",20230202,20230206,1040,1,"EST","yellow",85.4,7116.67,NA,3.13,223.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20230417",2023,4,17,"TMP","Monitoring","C","I5",15,NA,"PW",20230414,20230417,931,1,"EDT",NA,15.83,1319.17,NA,0.82,58.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_H6_15CM_20230417",2023,4,17,"TMP","Monitoring","C","H6",15,NA,"PW",20230414,20230417,912,1,"EDT",NA,12.12,1010,NA,0.47,33.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_H3_15CM_20230417",2023,4,17,"TMP","Monitoring","C","H3",15,NA,"PW",20230414,20230417,903,1,"EDT",NA,17.32,1443.33,NA,0.73,52.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_C6_15CM_20230417",2023,4,17,"TMP","Monitoring","C","C6",15,NA,"PW",20230414,20230417,932,1,"EDT",NA,8.4,700,NA,0.34,24.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230417",2023,4,17,"TMP","Monitoring","F","C3",15,NA,"PW",20230414,20230417,1017,1,"EDT",NA,13.39,1115.83,NA,0.59,42.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H6_15CM_20230417",2023,4,17,"TMP","Monitoring","F","H6",15,NA,"PW",20230414,20230417,1019,1,"EDT",NA,12.89,1074.17,NA,0.6,42.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230417",2023,4,17,"TMP","Monitoring","F","D5",15,NA,"PW",20230414,20230417,1013,1,"EDT",NA,10.7,891.67,NA,0.37,26.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230417",2023,4,17,"TMP","Monitoring","F","I5",15,NA,"PW",20230414,20230417,1017,1,"EDT",NA,12.43,1035.83,NA,0.47,33.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_H3_15CM_20230417",2023,4,17,"TMP","Monitoring","F","H3",15,NA,"PW",20230414,20230417,1010,1,"EDT",NA,8.59,715.83,NA,0.32,22.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_FW_C6_15CM_20230417",2023,4,17,"TMP","Monitoring","F","C6",15,NA,"PW",20230414,20230417,1145,1,"EDT",NA,12.22,1018.33,NA,2.54,181.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_F6_15CM_20230417",2023,4,17,"TMP","Monitoring","S","F6",15,NA,"PW",20230414,20230417,954,1,"EDT",NA,42.05,3504.17,NA,1.4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C6_15CM_20230417",2023,4,17,"TMP","Monitoring","S","C6",15,NA,"PW",20230414,20230417,1136,1,"EDT",NA,34.28,2856.67,NA,1.19,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230417",2023,4,17,"TMP","Monitoring","S","B4",15,NA,"PW",20230414,20230417,1001,1,"EDT",NA,49.13,4094.17,NA,1.19,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_D5_15CM_20230417",2023,4,17,"TMP","Monitoring","S","D5",15,NA,"PW",20230414,20230417,948,1,"EDT",NA,58,4833.33,NA,1.72,122.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_E3_15CM_20230417",2023,4,17,"TMP","Monitoring","S","E3",15,NA,"PW",20230414,20230417,938,1,"EDT",NA,42.35,3529.17,NA,1.35,96.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_C3_15CM_20230417",2023,4,17,"TMP","Monitoring","S","C3",15,NA,"PW",20230414,20230417,1129,1,"EDT",NA,53.19,4432.5,NA,1.59,113.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_SW_H3_15CM_20230417",2023,4,17,"TMP","Monitoring","S","H3",15,NA,"PW",20230414,20230417,942,1,"EDT",NA,36.41,3034.17,NA,1.08,77.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_I5_15CM_20230515",2023,5,15,"TMP","Monitoring","C","I5",15,NA,"PW",20230512,20230515,1139,1,"EDT",NA,15.39,1282.5,NA,0.48,34.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_F6_15CM_20230515",2023,5,15,"TMP","Monitoring","C","F6",15,NA,"PW",20230512,20230515,1136,1,"EDT",NA,15.58,1298.33,NA,0.41,29.29,NA,NA,NA,NA,-0.046479,-3.318341,"bdl",0.006522,0.465634,"Within_Range",0,0,NA,28.2531,0.797,NA,0.0511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_E3_15CM_20230515",2023,5,15,"TMP","Monitoring","C","E3",15,NA,"PW",20230512,20230515,1401,1,"EDT",NA,9.92,826.67,NA,0.48,34.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_C6_15CM_20230515",2023,5,15,"TMP","Monitoring","C","C6",15,NA,"PW",20230512,20230515,1126,1,"EDT",NA,9.93,827.5,NA,0.32,22.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3224,0.0101,NA,30.5616,0.8621,NA,0.0553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMPASS","CB","TMP_PW_C_H6_15CM_20230515",2023,5,15,"TMP","Monitoring","C","H6",15,NA,"PW",20230512,20230515,1136,1,"EDT",NA,14.55,1212.5,NA,0.5,35.71,NA,0.013228,0.944405,"bdl",-0.037608,-2.685001,"bdl",0.00686,0.489766,"Within_Range",4.3694,0.1363,NA,24.2582,0.6843,NA,0.0439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
