ABS1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.05,0.054,0.051,0.054,0.055,0.057,0.052,0.055,0.053,0.054,0.057,0.054
B,0.124,0.123,0.114,0.053,0.053,0.051,0.056,0.056,0.058,0.061,0.054,0.053
C,0.299,0.294,0.246,0.054,0.053,0.052,0.053,0.052,0.056,0.055,0.053,0.055
D,0.455,0.506,0.442,0.053,0.056,0.052,0.054,0.054,0.053,0.052,0.053,0.055
E,0.794,0.696,0.758,0.053,0.055,0.052,0.053,0.054,0.054,0.056,0.056,0.055
F,1.407,1.326,1.378,0.057,0.056,0.055,0.053,0.051,0.055,0.052,0.054,0.056
G,1.187,1.281,1.37,0.052,0.054,0.055,0.053,0.056,0.056,0.053,0.054,0.053
H,1.183,1.135,1.119,0.056,0.053,0.054,0.32,0.353,0.444,0.054,0.055,0.054
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,STD0_0uM,STD0_0uM,STD0_0uM,T5_20240613_FW_B4,T5_20240613_FW_B4,T5_20240613_FW_B4,T5_20240613_FW_H6,T5_20240613_FW_H6,T5_20240613_FW_H6,T5_20240613_SW_F6,T5_20240613_SW_F6,T5_20240613_SW_F6
B,STD1_5uM,STD1_5uM,STD1_5uM,T5_20240613_FW_C3,T5_20240613_FW_C3,T5_20240613_FW_C3,T5_20240613_FW_I5,T5_20240613_FW_I5,T5_20240613_FW_I5,T5_20240613_SW_H3,T5_20240613_SW_H3,T5_20240613_SW_H3
C,STD2_12.5uM,STD2_12.5uM,STD2_12.5uM,T5_20240613_FW_C6,T5_20240613_FW_C6,T5_20240613_FW_C6,T5_20240613_SW_B4,T5_20240613_SW_B4,T5_20240613_SW_B4,T5_20240613_SW_H6,T5_20240613_SW_H6,T5_20240613_SW_H6
D,STD3_25uM,STD3_25uM,STD3_25uM,T5_20240613_FW_D5,T5_20240613_FW_D5,T5_20240613_FW_D5,T5_20240613_SW_C3,T5_20240613_SW_C3,T5_20240613_SW_C3,T5_20240613_SW_I5,T5_20240613_SW_I5,T5_20240613_SW_I5
E,STD4_50uM,STD4_50uM,STD4_50uM,T5_20240613_FW_E3,T5_20240613_FW_E3,T5_20240613_FW_E3,T5_20240613_SW_D5,T5_20240613_SW_D5,T5_20240613_SW_D5,T6_20240614_FW_B4,T6_20240614_FW_B4,T6_20240614_FW_B4
F,STD5_100uM,STD5_100uM,STD5_100uM,T5_20240613_FW_F4,T5_20240613_FW_F4,T5_20240613_FW_F4,T5_20240613_SW_D5_DUP,T5_20240613_SW_D5_DUP,T5_20240613_SW_D5_DUP,T6_20240614_FW_C3,T6_20240614_FW_C3,T6_20240614_FW_C3
G,10ppt_S5,10ppt_S5,10ppt_S5,T5_20240613_FW_F6,T5_20240613_FW_F6,T5_20240613_FW_F6,T5_20240613_SW_F4,T5_20240613_SW_F4,T5_20240613_SW_F4,T6_20240614_FW_C6,T6_20240614_FW_C6,T6_20240614_FW_C6
H,20ppt_S6,20ppt_S6,20ppt_S6,T5_20240613_FW_H3,T5_20240613_FW_H3,T5_20240613_FW_H3,T5_20240613_SW_F4-SPK,T5_20240613_SW_F4-SPK,T5_20240613_SW_F4-SPK,T6_20240614_FW_D5,T6_20240614_FW_D5,T6_20240614_FW_D5
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,
Std_Conc_uM,1,2,3,4,5,6,7,8,9,10,11,12
A,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,12.5,12.5,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
D,25,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
E,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
F,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
G,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
H,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
