Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.147	4.899	93.07	6.0305	49.96	BMB*
6	Standard 2	Calibration Standard	3.15	9.9313	93.01	12.2251	99.61	BMB*
7	Standard 3	Calibration Standard	3.147	19.3944	93.37	23.8741	190.99	BMB*
8	Standard 4	Calibration Standard	3.127	99.7698	93.1	122.8141	948.33	BMb*
9	Standard 5	Calibration Standard	3.137	200.1816	93.06	246.4187	1938.93	BMb*
10	Lab Blank	Unknown	3.143	0.0185	26.87	0.0227	0.13	BM 
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
12	24	Unknown	3.15	116.7003	22.49	2.8731	25.04	bMb*
13	25	Unknown	3.147	12.6675	3.76	0.3119	2.86	bMb*
14	26	Unknown	3.15	6.0463	1.42	0.1489	1.43	Rd
15	27	Unknown	3.153	0.0628	0.02	0.0015	0.04	bMb*
16	28	Unknown	3.15	2.2965	0.56	0.0565	0.6	Rd
17	29	Unknown	3.143	4919.3416	84.24	60.5559	472.92	bMB*
18	30	Unknown	3.15	3.0175	0.75	0.0743	0.76	Rd
19	30_DUP	Unknown	3.157	2.761	0.68	0.068	0.7	Rd
20	31	Unknown	3.137	4189.4437	83	51.571	405.19	bMB*
21	31_SPK	Spiked	3.143	4185.7245	80.81	51.5252	404.34	bMB*
22	Standard 3	Check Standard	3.15	19.523	93.34	24.0323	191.24	BMB*
23	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
24	32	Unknown	3.15	2.0436	0.5	0.0503	0.54	Rd
25	33	Unknown	3.137	2243.9506	81.47	55.245	435.62	bMB*
26	34	Unknown	3.153	45.3801	12.03	1.1172	9.89	bMb*
27	35	Unknown	3.143	1012.9714	72.21	24.9389	202.36	bMB*^
28	36	Unknown	3.153	24.2604	5.36	0.5973	5.37	bMb*
29	37	Unknown	3.14	1603.4811	79.04	39.4769	314.3	bMB*
30	38	Unknown	3.15	10.2559	2.3	0.2525	2.34	Rd
31	39	Unknown	3.147	7.1838	1.65	0.1769	1.68	Rd
32	40	Unknown	3.137	2015.2495	80.02	49.6145	391.54	bMB*
33	40_DUP	Unknown	3.143	2022.4108	80.04	49.7908	393.16	bMB*
34	41	Unknown	3.157	1.9829	0.45	0.0488	0.53	Rd
35	41_SPK	Spiked	3.15	1.9787	0.39	0.0487	0.53	Rd
