[Header]	
System	TOCL TNML ASIL 9ML	
S/W Version	1.00	
User	sjw	
Date/Time	11/10/2025 8:15:15 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:23:56 AM	1	1	NPOC	5.943	0.4861	NPOC:0.4326mg/L TN:0.00472mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:28:03 AM	1	2	NPOC	9.784	1.176	NPOC:0.4326mg/L TN:0.00472mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:32:57 AM	1	3	NPOC	12.86	1.728	NPOC:0.4326mg/L TN:0.00472mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:36:55 AM	1	4	NPOC	6.828	0.6449	NPOC:0.4326mg/L TN:0.00472mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:40:50 AM	1	5	NPOC	4.164	0.1667	NPOC:0.4326mg/L TN:0.00472mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20251015.2025_10_22_21_55_26.cal	1.00		11/3/2025 9:23:56 AM	1	1	TN	0.3074	0.00257	NPOC:0.4326mg/L TN:0.00472mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20251015.2025_10_22_21_55_26.cal	1.00		11/3/2025 9:28:03 AM	1	2	TN	0.3491	0.00630	NPOC:0.4326mg/L TN:0.00472mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20251015.2025_10_22_21_55_26.cal	1.00		11/3/2025 9:32:57 AM	1	3	TN	0.3377	0.00528	NPOC:0.4326mg/L TN:0.00472mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:49:59 AM	1	1	NPOC	6.797	0.6394	NPOC:0.3005mg/L TN:-0.00236mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:53:59 AM	1	2	NPOC	5.688	0.4403	NPOC:0.3005mg/L TN:-0.00236mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 9:58:20 AM	1	3	NPOC	4.912	0.3010	NPOC:0.3005mg/L TN:-0.00236mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 10:02:35 AM	1	4	NPOC	5.239	0.3597	NPOC:0.3005mg/L TN:-0.00236mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_NPOC100_20251015.2025_10_22_18_07_22.cal	1.00		11/3/2025 10:06:23 AM	1	5	NPOC	4.577	0.2408	NPOC:0.3005mg/L TN:-0.00236mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20251015.2025_10_22_21_55_26.cal	1.00		11/3/2025 9:49:59 AM	1	1	TN	0.4990	0.01968	NPOC:0.3005mg/L TN:-0.00236mg/L	1	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20251015.2025_10_22_21_55_26.cal	1.00		11/3/2025 9:53:59 AM	1	2	TN	0.1865	-0.00822	NPOC:0.3005mg/L TN:-0.00236mg/L	0	50	
Unknown	NPOC/TN	DI	Untitled	C:\TOC-L\Methods\BGC_NPOC_TN_2024_9ml.met	C:\TOC-L\CalCurves\BGC_TN3_20251015.2025_10_22_21_55_26.cal	1.00		11/3/2025 9:58:20 AM	1	3	TN	1.708	0.1276	NPOC:0.3005mg/L TN:-0.00236mg/L	1	50	
