"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","Timepoint","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","integration_time_s","dilution_factor","RSU_area_1s","abs_file_id","eem_file_id"
"COMPASS","CB","TMP_PW_C_I5_15CM_20231002",2023,10,2,"TMP","Monitoring","C","I5","15","NA","PW",20230929,20231002,1506,1218,"EDT",NA,2,0.5,3220,"TMP_PW_C_I5_15CM_20231002_ABS_DilCorr.dat","TMP_PW_C_I5_15CM_20231002_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_C_POOLED_15CM_202302",2023,2,6,"TMP","Monitoring","C",NA,"15","NA","PW",20230130,20230206,1000,1117,"EST",NA,2,0.5,2911,"TMP_PW_C_POOLED_15CM_202302_ABS_DilCorr.dat","TMP_PW_C_POOLED_15CM_202302_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_C_POOLED_15CM_20230417",2023,4,17,"TMP","Monitoring","C",NA,"15","NA","PW",20230414,20230417,917,930,"EDT",NA,1,0.666666666666667,3020,"TMP_PW_C_POOLED_15CM_20230417_ABS_DilCorr.dat","TMP_PW_C_POOLED_15CM_20230417_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_C_POOLED_15CM_20230628",2023,6,28,"TMP","Monitoring","C",NA,"15","NA","PW",20230623,20230628,NA,NA,"EDT",NA,1,0.5,3276,"TMP_PW_C_POOLED_15CM_20230628_ABS_DilCorr.dat","TMP_PW_C_POOLED_15CM_20230628_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_B4_15CM_20230606",2023,6,6,"TMP","TMP-II","F","B4","15","NA","PW",20230605,20230606,1542,1630,"EDT",NA,4,0.428571428571429,3224,"TMP_PW_FW_B4_15CM_20230606_ABS_DilCorr.dat","TMP_PW_FW_B4_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_B4_15CM_20230627",2023,6,27,"TMP","Monitoring","F","B4","15","NA","PW",20230623,20230627,1304,1202,"EDT",NA,1,0.833333333333333,3302,"TMP_PW_FW_B4_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_B4_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230515",2023,5,15,"TMP","Monitoring","F","C3","15","NA","PW",20230512,20230515,1321,1655,"EDT",NA,2,0.666666666666667,3073,"TMP_PW_FW_C3_15CM_20230515_ABS_DilCorr.dat","TMP_PW_FW_C3_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230606",2023,6,6,"TMP","TMP-II","F","C3","15","NA","PW",20230605,20230606,NA,1640,"EDT",NA,2,0.828571428571429,3256,"TMP_PW_FW_C3_15CM_20230606_ABS_DilCorr.dat","TMP_PW_FW_C3_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230608",2023,6,8,"TMP","Monitoring","F","C3","15","NA","PW",20230607,20230608,1734,1613,"EDT",NA,1,1,3267,"TMP_PW_FW_C3_15CM_20230608_ABS_DilCorr.dat","TMP_PW_FW_C3_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230614",2023,6,14,"TMP","Monitoring","F","C3","15","NA","PW",20230612,20230614,939,1502,"EDT",NA,2,0.657142857142857,3197,"TMP_PW_FW_C3_15CM_20230614_ABS_DilCorr.dat","TMP_PW_FW_C3_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230627",2023,6,27,"TMP","Monitoring","F","C3","15","NA","PW",20230623,20230627,1306,1211,"EDT",NA,1,0.666666666666667,3295,"TMP_PW_FW_C3_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_C3_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20230710",2023,7,10,"TMP","Monitoring","F","C3","15","NA","PW",20230707,20230710,1009,1105,"EDT",NA,1,0.666666666666667,3295,"TMP_PW_FW_C3_15CM_20230710_ABS_DilCorr.dat","TMP_PW_FW_C3_15CM_20230710_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230515",2023,5,15,"TMP","Monitoring","F","D5","15","NA","PW",20230512,20230515,1050,1637,"EDT",NA,2,0.5,3077,"TMP_PW_FW_D5_15CM_20230515_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230603",2023,6,3,"TMP","Monitoring","F","D5","15","NA","PW",20230531,20230603,1326,1552,"EDT",NA,2,0.5,3056,"TMP_PW_FW_D5_15CM_20230603_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230603_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230606",2023,6,6,"TMP","TMP-II","F","D5","15","NA","PW",20230605,20230606,1547,1650,"EDT",NA,1,1,3338,"TMP_PW_FW_D5_15CM_20230606_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230608",2023,6,8,"TMP","Monitoring","F","D5","15","NA","PW",20230607,20230608,1805,1555,"EDT",NA,1,1,3256,"TMP_PW_FW_D5_15CM_20230608_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230612",2023,6,12,"TMP","Monitoring","F","D5","15","NA","PW",20230608,20230612,1555,944,"EDT",NA,1,1,3267,"TMP_PW_FW_D5_15CM_20230612_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230612_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230614",2023,6,14,"TMP","Monitoring","F","D5","15","NA","PW",20230612,20230614,944,1513,"EDT",NA,2,0.733333333333333,3197,"TMP_PW_FW_D5_15CM_20230614_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230627",2023,6,27,"TMP","Monitoring","F","D5","15","NA","PW",20230623,20230627,1323,1149,"EDT",NA,1,0.666666666666667,3295,"TMP_PW_FW_D5_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20230710",2023,7,10,"TMP","Monitoring","F","D5","15","NA","PW",20230707,20230710,958,1055,"EDT",NA,1,0.666666666666667,3295,"TMP_PW_FW_D5_15CM_20230710_ABS_DilCorr.dat","TMP_PW_FW_D5_15CM_20230710_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20230515",2023,5,15,"TMP","Monitoring","F","E3","15","NA","PW",20230512,20230515,1734,1317,"EDT",NA,2,0.75,3077,"TMP_PW_FW_E3_15CM_20230515_ABS_DilCorr.dat","TMP_PW_FW_E3_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20230627",2023,6,27,"TMP","Monitoring","F","E3","15","NA","PW",20230623,20230627,1329,1130,"EDT",NA,2,0.666666666666667,3327,"TMP_PW_FW_E3_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_E3_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20230606",2023,6,6,"TMP","TMP-II","F","F4","15","NA","PW",20230605,20230606,1521,1716,"EDT",NA,1,1,3338,"TMP_PW_FW_F4_15CM_20230606_ABS_DilCorr.dat","TMP_PW_FW_F4_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20230608",2023,6,8,"TMP","Monitoring","F","F4","15","NA","PW",20230607,20230608,1754,1632,"EDT",NA,1,1,3256,"TMP_PW_FW_F4_15CM_20230608_ABS_DilCorr.dat","TMP_PW_FW_F4_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20230627",2023,6,27,"TMP","Monitoring","F","F4","15","NA","PW",20230623,20230627,1332,1117,"EDT",NA,1,0.666666666666667,3327,"TMP_PW_FW_F4_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_F4_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20230710",2023,7,10,"TMP","Monitoring","F","F4","15","NA","PW",20230707,20230710,944,1035,"EDT",NA,1,0.666666666666667,3327,"TMP_PW_FW_F4_15CM_20230710_ABS_DilCorr.dat","TMP_PW_FW_F4_15CM_20230710_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_F6_15CM_20230515",2023,5,15,"TMP","Monitoring","F","F6","15","NA","PW",20230512,20230515,1314,1746,"EDT",NA,1,0.75,3073,"TMP_PW_FW_F6_15CM_20230515_ABS_DilCorr.dat","TMP_PW_FW_F6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_F6_15CM_20230627",2023,6,27,"TMP","Monitoring","F","F6","15","NA","PW",20230623,20230627,1326,1140,"EDT",NA,1,0.666666666666667,3302,"TMP_PW_FW_F6_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_F6_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20230515",2023,5,15,"TMP","Monitoring","F","H3","15","NA","PW",20230512,20230515,1038,1715,"EDT",NA,2,0.5,3077,"TMP_PW_FW_H3_15CM_20230515_ABS_DilCorr.dat","TMP_PW_FW_H3_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20230606",2023,6,6,"TMP","TMP-II","F","H3","15","NA","PW",20230605,20230606,NA,1800,"EDT",NA,2,0.666666666666667,3338,"TMP_PW_FW_H3_15CM_20230606_ABS_DilCorr.dat","TMP_PW_FW_H3_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20230627",2023,6,27,"TMP","Monitoring","F","H3","15","NA","PW",20230623,20230627,1334,1108,"EDT",NA,2,0.5,3327,"TMP_PW_FW_H3_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_H3_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20231002",2023,10,2,"TMP","Monitoring","F","H3","15","NA","PW",20230929,20231002,1548,951,"EDT",NA,2,0.666666666666667,3220,"TMP_PW_FW_H3_15CM_20231002_ABS_DilCorr.dat","TMP_PW_FW_H3_15CM_20231002_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20230515",2023,5,15,"TMP","Monitoring","F","H6","15","NA","PW",20230512,20230515,1040,1734,"EDT",NA,2,0.4,3077,"TMP_PW_FW_H6_15CM_20230515_ABS_DilCorr.dat","TMP_PW_FW_H6_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20230608",2023,6,8,"TMP","Monitoring","F","H6","15","NA","PW",20230607,20230608,1643,1543,"EDT",NA,1,1,3267,"TMP_PW_FW_H6_15CM_20230608_ABS_DilCorr.dat","TMP_PW_FW_H6_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20230617",2023,6,17,"TMP","Monitoring","F","H6","15","NA","PW",20230614,20230617,1549,1234,"EDT",NA,1,0.766666666666667,3197,"TMP_PW_FW_H6_15CM_20230617_ABS_DilCorr.dat","TMP_PW_FW_H6_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20230710",2023,7,10,"TMP","Monitoring","F","H6","15","NA","PW",20230707,20230710,932,1025,"EDT",NA,1,0.666666666666667,3295,"TMP_PW_FW_H6_15CM_20230710_ABS_DilCorr.dat","TMP_PW_FW_H6_15CM_20230710_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230515",2023,5,15,"TMP","Monitoring","F","I5","15","NA","PW",20230512,20230515,1036,1726,"EDT",NA,2,0.5,3077,"TMP_PW_FW_I5_15CM_20230515_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230603",2023,6,3,"TMP","Monitoring","F","I5","15","NA","PW",20230531,20230603,1305,1609,"EDT",NA,2,0.5,3056,"TMP_PW_FW_I5_15CM_20230603_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230603_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230606",2023,6,6,"TMP","TMP-II","F","I5","15","NA","PW",20230605,20230606,NA,1745,"EDT",NA,1,1,3338,"TMP_PW_FW_I5_15CM_20230606_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230606_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230608",2023,6,8,"TMP","Monitoring","F","I5","15","NA","PW",20230607,20230608,1704,1528,"EDT",NA,1,1,3267,"TMP_PW_FW_I5_15CM_20230608_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230612",2023,6,12,"TMP","Monitoring","F","I5","15","NA","PW",20230608,20230612,1528,1009,"EDT",NA,1,0.7,3267,"TMP_PW_FW_I5_15CM_20230612_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230612_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230614",2023,6,14,"TMP","Monitoring","F","I5","15","NA","PW",20230612,20230614,1009,1536,"EDT",NA,1,1,3267,"TMP_PW_FW_I5_15CM_20230614_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230617",2023,6,17,"TMP","Monitoring","F","I5","15","NA","PW",20230614,20230617,1536,1225,"EDT",NA,1,0.9,3267,"TMP_PW_FW_I5_15CM_20230617_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230627",2023,6,27,"TMP","Monitoring","F","I5","15","NA","PW",20230623,20230627,1336,1054,"EDT",NA,1,0.666666666666667,3302,"TMP_PW_FW_I5_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20230707",2023,7,7,"TMP","Monitoring","F","I5","15","NA","PW",20230705,20230707,1416,920,"EDT",NA,1,0.5,3327,"TMP_PW_FW_I5_15CM_20230707_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20230707_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20231005",2023,10,5,"TMP","Monitoring","F","I5","15","NA","PW",20231002,20231005,933,1037,"EDT",NA,1,0.6,3220,"TMP_PW_FW_I5_15CM_20231005_ABS_DilCorr.dat","TMP_PW_FW_I5_15CM_20231005_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_POOLED_15CM_202302",2023,2,6,"TMP","Monitoring","F",NA,"15","NA","PW",20230130,20230206,1430,1530,"EST",NA,2,0.5,2911,"TMP_PW_FW_POOLED_15CM_202302_ABS_DilCorr.dat","TMP_PW_FW_POOLED_15CM_202302_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_POOLED_15CM_20230417",2023,4,17,"TMP","Monitoring","F",NA,"15","NA","PW",20230414,20230417,1010,1123,"EDT",NA,1,0.8,3020,"TMP_PW_FW_POOLED_15CM_20230417_ABS_DilCorr.dat","TMP_PW_FW_POOLED_15CM_20230417_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_POOLED_15CM_20230627",2023,6,27,"TMP","Monitoring","F",NA,"15","NA","PW",20230623,20230627,NA,NA,"EDT",NA,1,0.666666666666667,3276,"TMP_PW_FW_POOLED_15CM_20230627_ABS_DilCorr.dat","TMP_PW_FW_POOLED_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_FW_POOLED_15CM_202307",2023,7,10,"TMP","Monitoring","F",NA,"15","NA","PW",20230707,20230710,NA,NA,"EDT",NA,1,0.666666666666667,3276,"TMP_PW_FW_POOLED_15CM_202307_ABS_DilCorr.dat","TMP_PW_FW_POOLED_15CM_202307_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230515",2023,5,15,"TMP","Monitoring","S","B4","15","NA","PW",20230512,20230515,1059,1511,"EDT",NA,4,0.1,3077,"TMP_PW_SW_B4_15CM_20230515_ABS_DilCorr.dat","TMP_PW_SW_B4_15CM_20230515_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230603",2023,6,3,"TMP","Monitoring","S","B4","15","NA","PW",20230531,20230603,1405,1506,"EDT",NA,4,0.08,3056,"TMP_PW_SW_B4_15CM_20230603_ABS_DilCorr.dat","TMP_PW_SW_B4_15CM_20230603_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230608",2023,6,8,"TMP","Monitoring","S","B4","15","NA","PW",20230607,20230608,1723,1415,"EDT","bubbles in syringe",4,1,3256,"TMP_PW_SW_B4_15CM_20230608_ABS_DilCorr.dat","TMP_PW_SW_B4_15CM_20230608_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230614",2023,6,14,"TMP","Monitoring","S","B4","15","NA","PW",20230612,20230614,935,1214,"EDT",NA,4,0.666666666666667,3267,"TMP_PW_SW_B4_15CM_20230614_ABS_DilCorr.dat","TMP_PW_SW_B4_15CM_20230614_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230617",2023,6,17,"TMP","Monitoring","S","B4","15","NA","PW",20230614,20230617,1214,1133,"EDT",NA,4,0.666666666666667,3197,"TMP_PW_SW_B4_15CM_20230617_ABS_DilCorr.dat","TMP_PW_SW_B4_15CM_20230617_EEM_DilCorr_IFE_RamNorm.dat"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20230627",2023,6,27,"TMP","Monitoring","S","B4","15","NA","PW",20230623,20230627,1239,1431,"EDT","Clear",4,0.666666666666667,3327,"TMP_PW_SW_B4_15CM_20230627_ABS_DilCorr.dat","TMP_PW_SW_B4_15CM_20230627_EEM_DilCorr_IFE_RamNorm.dat"
