Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height
20	90_TEMPEST_FW_D5_20230807	Unknown	4.553 	0.0494 	0.01 	0.0018 	0.02 
21	90_TEMPEST_FW_D5_20230807_dup	Unknown	4.557 	0.0475 	0.01 	0.0017 	0.02 
22	91_TEMPEST_FW_B4_20230807	Unknown	4.560 	32.8252 	8.24 	1.1773 	2.88 
23	91_TEMPEST_FW_B4_20230807_spk	Spiked	4.517 	0.0059 	0.00 	0.0002 	0.01 
24	Standard 4	Check Standard	4.540 	100.6655 	93.01 	180.5256 	1062.99 
25	Lab Blank	Unknown	4.547 	0.0263 	77.06 	0.0472 	0.26 
26	92_TEMPEST_FW_H3_20230810	Unknown	4.553 	0.8575 	0.21 	0.0308 	0.27 
27	93_TEMPEST_FW_F4_20230807	Unknown	4.527 	32.2465 	8.21 	1.1566 	2.76 
28	94_TEMPEST_FW_C6_20230807	Unknown	4.553 	0.4195 	0.10 	0.0150 	0.14 
29	95_TEMPEST_FW_C3_20230807	Unknown	4.557 	0.0706 	0.02 	0.0025 	0.03 
30	96_TEMPEST_C_I5_20230807	Unknown	4.550 	0.5934 	0.15 	0.0213 	0.20 
31	97_TEMPEST_C_F6_20230810	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
32	98_TEMPEST_C_E3_20230810	Unknown	4.563 	0.0034 	0.00 	0.0001 	0.00 
33	99_TEMPEST_C_D5_20230807	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.
34	100_TEMPEST_C_B4_20230810	Unknown	4.530 	0.0705 	0.02 	0.0025 	0.03 
35	100_TEMPEST_C_B4_20230810_dup	Unknown	4.567 	0.0396 	0.01 	0.0014 	0.02 
36	101_TEMPEST_C_H6_20230807	Unknown	4.563 	0.9717 	0.24 	0.0349 	0.29 
37	101_TEMPEST_C_H6_20230807_spk	Spiked	4.563 	1.0566 	0.23 	0.0379 	0.32 
38	Standard 5	Check Standard	4.520 	199.7619 	92.98 	358.2373 	2014.17 
39	Lab Blank	Unknown	4.547 	0.0557 	62.50 	0.0999 	0.56 
40	102_TEMPEST_C_H3_20230807	Unknown	4.557 	0.0087 	0.00 	0.0003 	0.01 
41	103_TEMPEST_C_F4_20230810	Unknown	4.523 	0.0371 	0.01 	0.0013 	0.02 
42	104_TEMPEST_C_C6_20230807	Unknown	4.553 	3.7102 	0.92 	0.1331 	0.97 
43	105_TEMPEST_SW_I5_20231002	Unknown	4.550 	281.4327 	38.89 	10.0940 	50.77 
44	106_TEMPEST_SW_F6_20231002	Unknown	4.547 	183.2011 	32.19 	6.5708 	28.94 
45	107_TEMPEST_SW_D5_20231002	Unknown	4.507 	124.1628 	25.32 	4.4533 	18.28 
46	108_TEMPEST_SW_H3_20231002	Unknown	4.540 	69.5723 	16.25 	2.4953 	7.90 
47	109_TEMPEST_SW_F4_20231002	Unknown	4.550 	123.0738 	24.46 	4.4142 	17.96 
48	110_TEMPEST_SW_C3_20231002	Unknown	4.543 	988.1749 	73.01 	35.4423 	184.28 
49	110_TEMPEST_SW_C3_20231002_dup	Unknown	4.507 	983.5062 	73.09 	35.2749 	181.47 
50	111_TEMPEST_FW_I5_20231002	Unknown	4.557 	0.3448 	0.09 	0.0124 	0.12 
51	111_TEMPEST_FW_I5_20231002_spk	Spiked	4.563 	0.3888 	0.08 	0.0139 	0.13 
52	Standard 1	Check Standard	4.550 	5.0469 	92.96 	9.0507 	50.57 
53	Lab Blank	Unknown	4.547 	0.0118 	38.40 	0.0212 	0.04 
54	112_TEMPEST_FW_F6_20231002	Unknown	4.567 	0.4049 	0.10 	0.0145 	0.13 
55	113_TEMPEST_FW_E3_20231002	Unknown	4.567 	0.2343 	0.06 	0.0084 	0.08 
56	114_TEMPEST_FW_D5_20231002	Unknown	4.523 	0.2550 	0.06 	0.0091 	0.09 
57	115_TEMPEST_FW_H3_20231002	Unknown	4.557 	3.6983 	0.90 	0.1326 	0.93 
58	116_TEMPEST_FW_C6_20231002	Unknown	4.560 	0.8974 	0.23 	0.0327 	0.27 
59	117_TEMPEST_C_I5_20231002	Unknown	4.567 	1.4490 	0.35 	0.0520 	0.40 
60	118_TEMPEST_C_H3_20231002	Unknown	4.527 	0.2590 	0.06 	0.0093 	0.09 
61	119_TEMPEST_SW_F6_202311	Unknown	4.550 	269.1183 	41.06 	9.6523 	44.58 
62	120_TEMPEST_SW_B4_202311	Unknown	4.557 	353.8215 	47.13 	12.6903 	62.72 
63	120_TEMPEST_SW_B4_202311_dup	Unknown	4.557 	351.4739 	47.10 	12.6061 	62.19 
64	121_TEMPEST_SW_H6_202311	Unknown	4.517 	142.0156 	27.26 	5.0936 	20.74 
65	121_TEMPEST_SW_H6_202311_spk	Spiked	4.557 	141.0457 	24.24 	5.0588 	20.96 
66	Standard 2	Check Standard	4.537 	10.1185 	93.02 	18.1457 	100.38 
67	Lab Blank	Unknown	4.497 	0.0056 	22.49 	0.0101 	0.04 
68	122_TEMPEST_SW_F6_20231208	Unknown	4.543 	127.7845 	24.68 	4.5832 	17.00 
69	123_TEMPEST_SW_D5_20231208	Unknown	4.537 	79.8801 	17.48 	2.8650 	9.45 
70	124_TEMPEST_SW_B4_20231208	Unknown	4.540 	103.2413 	21.73 	3.7029 	13.93 
71	125_TEMPEST_SW_H6_20231208	Unknown	4.490 	62.5444 	14.33 	2.2432 	6.30 
72	126_TEMPEST_SW_H3_20231208	Unknown	4.543 	3.2778 	0.78 	0.1176 	0.84 
73	127_TEMPEST_SW_F4_20231208	Unknown	4.533 	76.2077 	16.29 	2.7333 	8.44 
74	128_TEMPEST_SW_C3_20231208	Unknown	4.543 	183.5675 	30.75 	6.5839 	29.28 
75	129_TEMPEST_FW_I5_20231208	Unknown	4.510 	0.6241 	0.15 	0.0224 	0.19 
76	130_TEMPEST_FW_F6_20231208	Unknown	4.550 	0.5455 	0.13 	0.0196 	0.17 
77	130_TEMPEST_FW_F6_20231208_dup	Unknown	4.550 	0.5484 	0.13 	0.0197 	0.17 
78	131_TEMPEST_FW_E3_20231208	Unknown	4.550 	0.8009 	0.19 	0.0287 	0.24 
79	131_TEMPEST_FW_E3_20231208_spk	Spiked	4.517 	0.8722 	0.18 	0.0313 	0.26 
80	Standard 3	Check Standard	4.537 	20.1054 	92.96 	36.0555 	199.08 
81	Lab Blank	Unknown	4.537 	0.0076 	25.67 	0.0137 	0.06 
82	132_TEMPEST_FW_D5_20231208	Unknown	4.553 	0.4272 	0.11 	0.0153 	0.14 
83	133_TEMPEST_FW_H6_20231208	Unknown	4.517 	0.5596 	0.13 	0.0201 	0.17 
84	134_TEMPEST_FW_H3_20231208	Unknown	4.550 	1.8021 	0.42 	0.0646 	0.49 
85	135_TEMPEST_FW_F4_20231208	Unknown	4.547 	0.5998 	0.14 	0.0215 	0.19 
86	136_TEMPEST_FW_C6_20231208	Unknown	4.517 	3.1304 	0.73 	0.1123 	0.80 
87	137_TEMPEST_C_I5_20231208	Unknown	4.557 	0.5431 	0.13 	0.0195 	0.17 
88	138_TEMPEST_C_B4_20231211	Unknown	4.553 	3.0224 	0.70 	0.1084 	0.78 
89	139_TEMPEST_C_H6_20231211	Unknown	4.523 	0.0616 	0.01 	0.0022 	0.03 
90	140_TEMPEST_C_H3_20231211	Unknown	4.560 	0.3123 	0.08 	0.0112 	0.11 
91	140_TEMPEST_C_H3_20231211_dup	Unknown	4.560 	0.5758 	0.14 	0.0207 	0.18 
92	141_TEMPEST_C_C6_20231208	Unknown	4.560 	0.8842 	0.21 	0.0317 	0.26 
93	141_TEMPEST_C_C6_20231208_spk	Spiked	4.520 	1.1352 	0.24 	0.0407 	0.32 
94	Standard 4	Check Standard	4.537 	100.7310 	93.02 	180.6430 	999.48 
95	Lab Blank	Unknown	4.540 	0.0265 	67.10 	0.0476 	0.24 
96	142_TEMPEST_Aquifer_Sample_A	Unknown	4.510 	0.0671 	0.02 	0.0024 	0.03 
97	143_TEMPEST_Aquifer_Sample_B	Unknown	4.560 	0.0009 	0.00 	0.0000 	0.00 
98	144_TEMPEST_Aquifer_Sample_C	Unknown	4.563 	0.0114 	0.00 	0.0004 	0.01 
99	Lab Blank	Unknown	4.493 	0.0061 	24.35 	0.0110 	0.03 
100	Standard 1	Check Standard	4.543 	5.0406 	93.04 	9.0394 	50.03 
101	Standard 2	Check Standard	4.543 	10.1644 	93.03 	18.2280 	100.80 
102	Standard 3	Check Standard	4.537 	20.2524 	93.01 	36.3191 	200.79 
103	Standard 4	Check Standard	4.497 	100.8917 	93.01 	180.9312 	993.43 
104	Standard 5	Check Standard	4.537 	200.2386 	93.03 	359.0921 	1968.50 
105	Lab Blank	Unknown	4.533 	0.0589 	64.98 	0.1057 	0.57 
Maximum			4.567 	1207.9926 	100.00 	359.0921 	2096.13 
Average			4.541 	76.2651 	28.58 	22.4134 	125.57 
Minimum			4.490 	0.0009 	0.00 	0.0000 	0.00 
Standard Deviation			0.019 	193.2321 	36.20 	69.7428 	396.06 
Relative Standard Deviation			0.42%	253.37%	126.68%	311.16%	315.41%
