"","Project","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","Evacuation_Date","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","Sample_ID","NH3_uM","PO4_uM","NOx_uM","NH3_range","PO4_range","NOx_range","Run_notes","Field_notes"
"95","TEMPEST","SW","C6","15cm",NA,NA,"PW",8,"20230627",20230623,1242,1421,"TMP_SW_C6_20230627_15cm","1.50577937701243","0.234387828681988","0.840026558718328","Within_Range","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"96","TEMPEST","SW","C6","15cm",NA,NA,"PW",8,"20230810",20230807,1053,1131,"TMP_SW_C6_20230810_15cm","3.82024316934039","1.64278523849301","1.86567856811383","Within_Range","Within_Range","Within_Range","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","very yellow"
"97","TEMPEST","SW","D5","15cm",NA,NA,"PW",8,"20230614",20230612,927,1228,"TMP_SW_D5_20230614_15cm","3.79325608458809","0.305568049576274","0.810540669822299","Within_Range","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"98","TEMPEST","SW","D5","15cm",NA,NA,"PW",6,"20230617",20230614,1228,1122,"TMP_SW_D5_20230617_15cm","0.19290767989605","0.279009331248617","0.547309501881243","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"99","TEMPEST","SW","D5","15cm",NA,NA,"PW",8,"20230627",20230623,1245,1412,"TMP_SW_D5_20230627_15cm","0.491978838698623","0.235530139147694","0.83659962732121","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
"100","TEMPEST","SW","D5","15cm",NA,NA,"PW",8,"20230807",20230804,1225,1044,"TMP_SW_D5_20230807_15cm","1.14759365160959","0.801330791692547","0.902996423140354","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","light yellow"
"101","TEMPEST","SW","D5","15cm",NA,NA,"PW",6.5,"20231002",20230929,1122,1123,"TMP_SW_D5_20231002_15cm","0.994309865992704","0.864086472902254","0.629627249816159","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"102","TEMPEST","SW","D5","15cm",NA,NA,"PW",6.5,"20231208",20231205,1042,1043,"TMP_SW_D5_20231208_15cm","1.74902011180364","0.909778891530482","0.666538156739275","Within_Range","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","yellow"
"103","TEMPEST","SW","E3","15cm",NA,NA,"PW",7,"20230612",20230608,1330,855,"TMP_SW_E3_20230612_15cm","1.22312893115438","0.250451569605974","1.04792706347676","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"104","TEMPEST","SW","E3","15cm",NA,NA,"PW",8,"20230614",20230612,855,1257,"TMP_SW_E3_20230614_15cm","0.234030856661455","0.257662404420741","0.514825048012737","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"105","TEMPEST","SW","E3","15cm",NA,NA,"PW",6,"20230617",20230614,1257,1057,"TMP_SW_E3_20230617_15cm","0.586862001756302","0.27958048648147","0.981387478849408","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"106","TEMPEST","SW","E3","15cm",NA,NA,"PW",8,"20230627",20230623,1247,1339,"TMP_SW_E3_20230627_15cm","0.596571640714801","0.220608708689413","1.14159652166463","bdl","Within_Range","bdl","Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","Clear"
