"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","Timepoint","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","NOx_mgL","NOx_uM","NOx_flag","NH3_mgL","NH3_uM","NH3_flag","PO4_mgL","PO4_uM","PO4_flag","SO4_ppm","SO4_mM","SO4_flag","Cl_ppm","Cl_mM","Cl_flag","Salinity","H2S_mean_uM","H2S_sd_uM","H2S_flag","pH","pH_flag","Cond","Cond_units","Collection_temp_C","Temperature_flag","Analyte_Notes"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20220718",2022,7,18,"TMP","Monitoring","F","C6","15","NA","PW",20220714,20220718,1030,1,"EDT",NA,7.21,600.83,NA,0.23,16.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20220718",2022,7,18,"TMP","Monitoring","F","H6","15","NA","PW",20220714,20220718,1030,1,"EDT",NA,11.01,917.5,NA,0.46,32.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_B4_15CM_20220721",2022,7,21,"TMP","Monitoring","F","B4","15","NA","PW",20220718,20220721,1230,1,"EDT",NA,11.88,990,NA,1.07,76.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20220718",2022,7,18,"TMP","Monitoring","F","D5","15","NA","PW",20220714,20220718,1030,1,"EDT",NA,12.17,1014.17,NA,1.27,90.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20220718",2022,7,18,"TMP","Monitoring","F","E3","15","NA","PW",20220714,20220718,1030,1,"EDT",NA,9.61,800.83,NA,0.79,56.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20220718",2022,7,18,"TMP","Monitoring","F","I5","15","NA","PW",20220714,20220718,1030,1,"EDT",NA,14.7,1225,NA,0.57,40.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20220718",2022,7,18,"TMP","Monitoring","S","C3","15","NA","PW",20220714,20220718,1120,1,"EDT",NA,9.15,762.5,NA,0.47,33.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_C6_15CM_20220718",2022,7,18,"TMP","Monitoring","S","C6","15","NA","PW",20220714,20220718,1120,1,"EDT",NA,19.29,1607.5,NA,5.07,362.14,"value above cal curve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_F4_15CM_20220718",2022,7,18,"TMP","Monitoring","S","F4","15","NA","PW",20220714,20220718,1120,1,"EDT",NA,7.66,638.33,NA,0.62,44.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20220718",2022,7,18,"TMP","Monitoring","S","B4","15","NA","PW",20220714,20220718,1120,1,"EDT",NA,21.99,1832.5,NA,0.7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20220718",2022,7,18,"TMP","Monitoring","S","D5","15","NA","PW",20220714,20220718,1120,1,"EDT",NA,6.11,509.17,NA,0.44,31.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20220718",2022,7,18,"TMP","Monitoring","S","F6","15","NA","PW",20220714,20220718,1120,1,"EDT",NA,4.94,411.67,NA,0.41,29.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_I5_15CM_20220718",2022,7,18,"TMP","Monitoring","S","I5","15","NA","PW",20220714,20220718,1120,1,"EDT",NA,15.02,1251.67,NA,1.07,76.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_H6_15CM_20220721",2022,7,21,"TMP","Monitoring","C","H6","15","NA","PW",20220718,20220721,1130,1,"EDT",NA,16.28,1356.67,NA,1.15,82.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_D5_15CM_20220721",2022,7,21,"TMP","Monitoring","C","D5","15","NA","PW",20220718,20220721,1130,1,"EDT",NA,8.83,735.83,NA,0.46,32.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_F6_15CM_20220721",2022,7,21,"TMP","Monitoring","C","F6","15","NA","PW",20220718,20220721,1130,1,"EDT",NA,16.45,1370.83,NA,0.81,57.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_H3_15CM_20220721",2022,7,21,"TMP","Monitoring","S","H3","15","NA","PW",20220718,20220721,1205,1,"EDT",NA,86.27,7189.17,NA,2.94,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_H3_15CM_20220808",2022,8,8,"TMP","Monitoring","C","H3","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,20.09,1674.17,NA,0.61,43.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_H6_15CM_20220808",2022,8,8,"TMP","Monitoring","C","H6","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,15.89,1324.17,NA,0.58,41.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_B4_15CM_20220808",2022,8,8,"TMP","Monitoring","C","B4","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,10.61,884.17,NA,0.45,32.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_D5_15CM_20220808",2022,8,8,"TMP","Monitoring","C","D5","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,11.37,947.5,NA,0.41,29.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_E3_15CM_20220808",2022,8,8,"TMP","Monitoring","C","E3","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,12.71,1059.17,NA,0.93,66.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_F6_15CM_20220808",2022,8,8,"TMP","Monitoring","C","F6","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,15.7,1308.33,NA,0.5,35.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_I5_15CM_20220808",2022,8,8,"TMP","Monitoring","C","I5","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,23.39,1949.17,NA,0.71,50.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_C3_15CM_20220808",2022,8,8,"TMP","Monitoring","C","C3","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,16.66,1388.33,NA,0.49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_C6_15CM_20220808",2022,8,8,"TMP","Monitoring","C","C6","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,13.45,1120.83,NA,1.73,123.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_F4_15CM_20220808",2022,8,8,"TMP","Monitoring","C","F4","15","NA","PW",20220805,20220808,1400,1,"EDT",NA,14.43,1202.5,NA,0.59,42.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20220808",2022,8,8,"TMP","Monitoring","F","C3","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,14.84,1236.67,NA,0.53,37.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20220808",2022,8,8,"TMP","Monitoring","F","C6","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,9.31,775.83,NA,0.41,29.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20220808",2022,8,8,"TMP","Monitoring","F","F4","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,14.67,1222.5,NA,0.73,52.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20220808",2022,8,8,"TMP","Monitoring","F","H3","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,11.59,965.83,NA,0.46,32.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20220808",2022,8,8,"TMP","Monitoring","F","H6","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,14.9,1241.67,NA,1.9,135.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_B4_15CM_20220808",2022,8,8,"TMP","Monitoring","F","B4","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,12.08,1006.67,NA,0.49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20220808",2022,8,8,"TMP","Monitoring","F","D5","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,18.81,1567.5,NA,0.75,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20220808",2022,8,8,"TMP","Monitoring","F","E3","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,10.3,858.33,NA,0.54,38.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20220808",2022,8,8,"TMP","Monitoring","F","I5","15","NA","PW",20220805,20220808,1145,1,"EDT",NA,16.38,1365,NA,0.6,42.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_F4_15CM_20220808",2022,8,8,"TMP","Monitoring","S","F4","15","NA","PW",20220805,20220808,1255,1,"EDT","light yellow",33.7,2808.33,NA,1.19,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_H6_15CM_20220808",2022,8,8,"TMP","Monitoring","S","H6","15","NA","PW",20220805,20220808,1255,1,"EDT","Dark yellow",38.01,3167.5,NA,1.29,92.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20220808",2022,8,8,"TMP","Monitoring","S","B4","15","NA","PW",20220805,20220808,1255,1,"EDT","Dark yellow",84.9,7075,NA,1.95,139.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20220808",2022,8,8,"TMP","Monitoring","S","D5","15","NA","PW",20220805,20220808,1255,1,"EDT","light yellow",24.83,2069.17,NA,1.11,79.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20220808",2022,8,8,"TMP","Monitoring","S","F6","15","NA","PW",20220805,20220808,1255,1,"EDT",NA,12.87,1072.5,NA,0.66,47.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_I5_15CM_20220808",2022,8,8,"TMP","Monitoring","S","I5","15","NA","PW",20220805,20220808,1255,1,"EDT",NA,20.27,1689.17,NA,0.82,58.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20220808",2022,8,8,"TMP","Monitoring","S","C3","15","NA","PW",20220805,20220808,1255,1,"EDT",NA,16.19,1349.17,NA,0.6,42.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_E3_15CM_20220808",2022,8,8,"TMP","Monitoring","S","E3","15","NA","PW",20220805,20220808,1255,1,"EDT",NA,18.85,1570.83,NA,0.73,52.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_H3_15CM_20220811",2022,8,11,"TMP","Monitoring","S","H3","15","NA","PW",20220808,20220811,NA,NA,"EDT","Dark yellow",83.08,6923.33,"average value of multiple aliquots",2.97,212.14,"average value of multiple aliquots",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_H6_15CM_20220912",2022,9,12,"TMP","Monitoring","C","H6","15","NA","PW",20220909,20220912,1000,1,"EDT",NA,25,2083.33,NA,0.84,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_C6_15CM_20220912",2022,9,12,"TMP","Monitoring","C","C6","15","NA","PW",20220909,20220912,1000,1,"EDT",NA,17.31,1442.5,NA,0.59,42.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_E3_15CM_20220912",2022,9,12,"TMP","Monitoring","C","E3","15","NA","PW",20220909,20220912,1000,1,"EDT",NA,11.21,934.17,NA,0.52,37.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20220912",2022,9,12,"TMP","Monitoring","F","H6","15","NA","PW",20220909,20220912,1125,1,"EDT",NA,20.45,1704.17,NA,0.79,56.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20220912",2022,9,12,"TMP","Monitoring","F","I5","15","NA","PW",20220909,20220912,1125,1,"EDT",NA,23.83,1985.83,NA,1.16,82.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20220912",2022,9,12,"TMP","Monitoring","S","B4","15","NA","PW",20220909,20220912,1040,1,"EDT",NA,75.62,6301.67,NA,1.8,128.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20220912",2022,9,12,"TMP","Monitoring","S","F6","15","NA","PW",20220909,20220912,1040,1,"EDT",NA,13.25,1104.17,NA,0.61,43.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_D5_15CM_20220915",2022,9,15,"TMP","Monitoring","C","D5","15","NA","PW",20220912,20220915,1028,1,"EDT",NA,11.13,927.5,NA,0.6,42.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_H3_15CM_20220915",2022,9,15,"TMP","Monitoring","C","H3","15","NA","PW",20220912,20220915,1028,1,"EDT",NA,23.46,1955,NA,3.27,233.57,"value above cal curve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_C_I5_15CM_20220915",2022,9,15,"TMP","Monitoring","C","I5","15","NA","PW",20220912,20220915,1028,1,"EDT",NA,15.9,1325,NA,0.49,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20220915",2022,9,15,"TMP","Monitoring","F","I5","15","NA","PW",20220912,20220915,1200,1,"EDT",NA,22.43,1869.17,NA,0.8,57.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20220915",2022,9,15,"TMP","Monitoring","F","E3","15","NA","PW",20220912,20220915,1200,1,"EDT",NA,8.16,680,NA,0.4,28.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20220915",2022,9,15,"TMP","Monitoring","F","C3","15","NA","PW",20220912,20220915,1200,1,"EDT",NA,21.35,1779.17,NA,0.72,51.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20220915",2022,9,15,"TMP","Monitoring","F","C6","15","NA","PW",20220912,20220915,1200,1,"EDT",NA,8.6,716.67,NA,0.37,26.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
"COMPASS","CB","TMP_PW_FW_F6_15CM_20220915",2022,9,15,"TMP","Monitoring","F","F6","15","NA","PW",20220912,20220915,1200,1,"EDT",NA,16.19,1349.17,NA,0.76,54.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nutrients, pH, Sulfate/Chloride/Salinity, and Sulfide were not analyzed in 2022"
