Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.183,0.182,0.178,0.041,0.041,0.041,0.042,0.042,0.04,0.04,0.038,0.04
B,0.054,0.058,0.054,0.042,0.043,0.041,0.049,0.048,0.048,0.041,0.041,0.042
C,0.037,0.038,0.037,0.043,0.042,0.041,0.066,0.064,0.065,0.04,0.051,0.042
D,0.038,0.038,0.037,0.041,0.047,0.04,0.055,0.064,0.063,0.043,0.045,0.043
E,0.04,0.041,0.04,0.041,0.042,0.042,0.073,0.07,0.062,0.052,0.051,0.051
F,0.039,0.038,0.038,0.045,0.042,0.041,0.061,0.059,0.059,0.047,0.047,0.047
G,0.038,0.037,0.037,0.041,0.041,0.041,0.059,0.063,0.064,0.047,0.047,0.047
H,0.038,0.037,0.038,0.044,0.043,0.042,0.117,0.15,0.149,0.047,0.047,0.047
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.319,0.304,0.284,0.043,0.043,0.044,0.044,0.043,0.042,0.042,0.041,0.041
B,0.073,0.082,0.073,0.043,0.045,0.044,0.052,0.051,0.05,0.044,0.044,0.043
C,0.04,0.04,0.04,0.044,0.046,0.044,0.069,0.071,0.07,0.044,0.053,0.043
D,0.038,0.038,0.038,0.044,0.049,0.043,0.064,0.07,0.07,0.047,0.048,0.048
E,0.186,0.183,0.184,0.043,0.044,0.044,0.074,0.073,0.071,0.055,0.055,0.055
F,0.063,0.059,0.052,0.044,0.044,0.044,0.066,0.068,0.071,0.047,0.048,0.048
G,0.041,0.04,0.041,0.046,0.044,0.045,0.066,0.067,0.068,0.047,0.048,0.047
H,0.038,0.038,0.039,0.046,0.045,0.044,0.149,0.149,0.152,0.047,0.047,0.047
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,Fe_2_60 uM,Fe_2_60 uM,Fe_2_60 uM,FW_B4_20230607_1600,FW_B4_20230607_1600,FW_B4_20230607_1600,FW_I5_20230607_1600,FW_I5_20230607_1600,FW_I5_20230607_1600,SW_F4_20230607_1600,SW_F4_20230607_1600,SW_F4_20230607_1600
B,Fe_2_9 uM,Fe_2_9 uM,Fe_2_9 uM,FW_C3_20230607_1600,FW_C3_20230607_1600,FW_C3_20230607_1600,SW_B4_20230607_1600,SW_B4_20230607_1600,SW_B4_20230607_1600,SW_F6_20230607_1600,SW_F6_20230607_1600,SW_F6_20230607_1600
C,Fe_2_0.6 uM,Fe_2_0.6 uM,Fe_2_0.6 uM,FW_D5_20230607_1600,FW_D5_20230607_1600,FW_D5_20230607_1600,SW_C3_20230607_1600,SW_C3_20230607_1600,SW_C3_20230607_1600,SW_H3_20230607_1600,SW_H3_20230607_1600,SW_H3_20230607_1600
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,FW_E3_20230607_1600,FW_E3_20230607_1600,FW_E3_20230607_1600,SW_C3_20230607_1600_dup,SW_C3_20230607_1600_dup,SW_C3_20230607_1600_dup,SW_H6_20230607_1600,SW_H6_20230607_1600,SW_H6_20230607_1600
E,Fe_3_60 uM,Fe_3_60 uM,Fe_3_60 uM,FW_F4_20230607_1600,FW_F4_20230607_1600,FW_F4_20230607_1600,SW_D5_20230607_1600,SW_D5_20230607_1600,SW_D5_20230607_1600,SW_I5_20230607_1600,SW_I5_20230607_1600,SW_I5_20230607_1600
F,Fe_3_9 uM,Fe_3_9 uM,Fe_3_9 uM,FW_F6_20230607_1600,FW_F6_20230607_1600,FW_F6_20230607_1600,SW_C6_20230607_1600,SW_C6_20230607_1600,SW_C6_20230607_1600,NA,NA,NA
G,Fe_3_0.6 uM,Fe_3_0.6 uM,Fe_3_0.6 uM,FW_H3_20230607_1600,FW_H3_20230607_1600,FW_H3_20230607_1600,SW_C6_20230607_1600_dup,SW_C6_20230607_1600_dup,SW_C6_20230607_1600_dup,NA,NA,NA
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,FW_H6_20230607_1600,FW_H6_20230607_1600,FW_H6_20230607_1600,SW_E3_20230607_1600,SW_E3_20230607_1600,SW_E3_20230607_1600,NA,NA,NA
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
