Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.109,0.118,0.107,0.049,0.049,0.049,0.048,0.048,0.047,0.085,0.083,0.081
B,0.076,0.079,0.083,0.093,0.09,0.089,0.066,0.065,0.064,0.047,0.047,0.047
C,0.044,0.045,0.044,0.15,0.141,0.102,0.102,0.104,0.101,0.048,0.048,0.048
D,0.038,0.038,0.038,0.07,0.077,0.068,0.102,0.102,0.101,0.047,0.047,0.048
E,0.039,0.039,0.039,0.178,0.195,0.171,0.074,0.073,0.072,0.047,0.048,0.048
F,0.04,0.039,0.038,0.199,0.19,0.184,0.146,0.139,0.157,0.05,0.05,0.047
G,0.038,0.038,0.04,0.088,0.076,0.079,0.077,0.076,0.073,0.049,0.049,0.047
H,0.037,0.037,0.104,0.056,0.055,0.054,0.089,0.089,0.089,0.048,0.047,0.056
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.189,0.184,0.192,0.061,0.058,0.061,0.049,0.049,0.048,0.083,0.081,0.079
B,0.107,0.134,0.126,0.094,0.098,0.089,0.065,0.064,0.063,0.047,0.047,0.047
C,0.053,0.052,0.052,0.156,0.151,0.147,0.106,0.104,0.105,0.048,0.05,0.047
D,0.039,0.04,0.039,0.069,0.079,0.066,0.108,0.107,0.101,0.047,0.048,0.047
E,0.12,0.129,0.125,0.181,0.198,0.177,0.074,0.072,0.072,0.047,0.048,0.047
F,0.09,0.082,0.059,0.215,0.208,0.2,0.217,0.211,0.232,0.05,0.049,0.047
G,0.045,0.053,0.046,0.104,0.073,0.079,0.075,0.078,0.072,0.049,0.049,0.047
H,0.038,0.039,0.104,0.059,0.056,0.055,0.091,0.088,0.088,0.048,0.047,0.047
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,Fe_2_30 uM,Fe_2_30 uM,Fe_2_30 uM,SW_B4_20230810,SW_B4_20230807,SW_B4_20230807,C_D5_20230807,C_D5_20230807,C_D5_20230807,C_H6_20230807,C_H6_20230807,C_H6_20230807
B,Fe_2_18 uM,Fe_2_18 uM,Fe_2_18 uM,SW_D5_20230807,SW_D5_20230807,SW_D5_20230807,C_E3_20230810,C_E3_20230810,C_E3_20230810,NA,NA,NA
C,Fe_2_3 uM,Fe_2_3 uM,Fe_2_3 uM,SW_F4_20230810,SW_F4_20230810,SW_F4_20230810,C_I5_20230810,C_I5_20230810,C_I5_20230810,NA,NA,NA
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,SW_I5_20230807,SW_I5_20230807,SW_I5_20230807,C_I5_20230810_dup,C_I5_20230810_dup,C_I5_20230810_dup,NA,NA,NA
E,Fe_3_30 uM,Fe_3_30 uM,Fe_3_30 uM,SW_H3_20230807,SW_H3_20230807,SW_H3_20230807,C_F4_20230810,C_F4_20230810,C_F4_20230810,NA,NA,NA
F,Fe_3_18 uM,Fe_3_18 uM,Fe_3_18 uM,SW_H6_20230810,SW_H6_20230810,SW_H6_20230810,C_F4_20230810_spk,C_F4_20230810_spk,C_F4_20230810_spk,NA,NA,NA
G,Fe_3_3 uM,Fe_3_3 uM,Fe_3_3 uM,C_B4_20230810,C_B4_20230810,C_B4_20230810,C_F6_20230810,C_F6_20230810,C_F6_20230810,NA,NA,NA
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,C_C6_20230807,C_C6_20230807,C_C6_20230810,C_H3_20230807,C_H3_20230807,C_H3_20230807,NA,NA,NA
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
