Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.145,0.155,0.146,0.042,0.041,0.041,0.178,0.172,0.17,0.043,0.043,0.043
B,0.053,0.05,0.051,0.046,0.043,0.043,0.123,0.111,0.117,0.059,0.056,0.055
C,0.038,0.038,0.037,0.043,0.042,0.043,0.087,0.08,0.082,0.061,0.058,0.06
D,0.037,0.037,0.037,0.041,0.041,0.041,0.084,0.083,0.081,0.047,0.047,0.047
E,0.039,0.04,0.04,0.044,0.044,0.044,0.221,0.222,0.217,0.047,0.047,0.048
F,0.039,0.039,0.037,0.043,0.045,0.044,0.119,0.127,0.113,0.047,0.047,0.047
G,0.038,0.038,0.037,0.042,0.042,0.042,0.039,0.039,0.039,0.047,0.047,0.053
H,0.038,0.037,0.037,0.098,0.092,0.091,0.058,0.057,0.056,0.049,0.048,0.047
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.302,0.289,0.309,0.045,0.045,0.046,0.178,0.174,0.18,0.047,0.045,0.045
B,0.072,0.082,0.075,0.046,0.047,0.047,0.125,0.127,0.119,0.061,0.058,0.058
C,0.04,0.04,0.04,0.045,0.046,0.045,0.088,0.083,0.084,0.065,0.063,0.064
D,0.038,0.038,0.039,0.044,0.045,0.047,0.087,0.091,0.084,0.047,0.047,0.047
E,0.175,0.196,0.138,0.047,0.048,0.049,0.216,0.22,0.216,0.047,0.047,0.047
F,0.063,0.061,0.05,0.047,0.048,0.048,0.223,0.259,0.216,0.047,0.052,0.047
G,0.04,0.04,0.04,0.045,0.044,0.044,0.042,0.041,0.042,0.047,0.048,0.054
H,0.038,0.038,0.038,0.097,0.096,0.095,0.061,0.061,0.06,0.049,0.048,0.047
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,Fe_2_60 uM,Fe_2_60 uM,Fe_2_60 uM,FW_B4_20230608,FW_B4_20230608,FW_B4_20230608,SW_C3_20230608,SW_C3_20230608,SW_C3_20230608,SW_H3_20230608,SW_H3_20230608,SW_H3_20230608
B,Fe_2_9 uM,Fe_2_9 uM,Fe_2_9 uM,FW_C3_20230608,FW_C3_20230608,FW_C3_20230608,SW_C6_20230608,SW_C6_20230608,SW_C6_20230608,SW_H6_20230608,SW_H6_20230608,SW_H6_20230608
C,Fe_2_0.6 uM,Fe_2_0.6 uM,Fe_2_0.6 uM,FW_D5_20230608,FW_D5_20230608,FW_D5_20230608,SW_D5_20230608,SW_D5_20230608,SW_D5_20230608,SW_I5_20230608,SW_I5_20230608,SW_I5_20230608
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,FW_E3_20230608,FW_E3_20230608,FW_E3_20230608,SW_D5_20230608_dup,SW_D5_20230608_dup,SW_D5_20230608_dup,NA,NA,NA
E,Fe_3_60 uM,Fe_3_60 uM,Fe_3_60 uM,FW_F4_20230608,FW_F4_20230608,FW_F4_20230608,SW_E3_20230608_spk,SW_E3_20230608_spk,SW_E3_20230608_spk,NA,NA,NA
F,Fe_3_9 uM,Fe_3_9 uM,Fe_3_9 uM,FW_H6_20230608,FW_H6_20230608,FW_H6_20230608,SW_E3_20230608,SW_E3_20230608,SW_E3_20230608,NA,NA,NA
G,Fe_3_0.6 uM,Fe_3_0.6 uM,Fe_3_0.6 uM,FW_I5_20230608,FW_I5_20230608,FW_I5_20230608,SW_F4_20230608,SW_F4_20230608,SW_F4_20230608,NA,NA,NA
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,SW_B4_20230608,SW_B4_20230608,SW_B4_20230608,SW_F6_20230608,SW_F6_20230608,SW_F6_20230608,NA,NA,NA
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
