Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.154,0.16,0.163,0.047,0.049,0.047,0.049,0.042,0.043,0.045,0.047,0.046
B,0.061,0.059,0.058,0.05,0.059,0.053,0.056,0.055,0.052,0.045,0.058,0.048
C,0.038,0.039,0.038,0.051,0.059,0.055,0.045,0.045,0.045,0.045,0.042,0.043
D,0.038,0.038,0.038,0.071,0.059,0.056,0.048,0.045,0.045,0.045,0.044,0.043
E,0.039,0.039,0.039,0.05,0.051,0.051,0.046,0.046,0.046,0.042,0.043,0.044
F,0.037,0.038,0.038,0.043,0.044,0.046,0.128,0.159,0.159,0.045,0.044,0.045
G,0.038,0.037,0.037,0.047,0.048,0.048,0.046,0.046,0.045,0.039,0.038,0.038
H,0.037,0.039,0.038,0.049,0.047,0.046,0.065,0.063,0.063,0.048,0.049,0.047
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.251,0.252,0.234,0.054,0.056,0.053,0.053,0.047,0.048,0.048,0.049,0.048
B,0.083,0.082,0.084,0.057,0.064,0.059,0.059,0.058,0.056,0.053,0.065,0.054
C,0.041,0.042,0.041,0.06,0.066,0.063,0.051,0.049,0.05,0.046,0.045,0.045
D,0.04,0.039,0.038,0.076,0.077,0.066,0.052,0.049,0.049,0.048,0.047,0.046
E,0.231,0.226,0.215,0.054,0.053,0.052,0.049,0.048,0.048,0.045,0.045,0.046
F,0.063,0.061,0.057,0.047,0.048,0.049,0.189,0.192,0.195,0.05,0.046,0.047
G,0.04,0.04,0.04,0.051,0.056,0.05,0.048,0.048,0.048,0.073,0.084,0.08
H,0.039,0.04,0.039,0.052,0.053,0.05,0.073,0.067,0.068,0.049,0.049,0.047
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,Fe_2_45,Fe_2_45,Fe_2_45,T3_20240612_SW_H6,T3_20240612_SW_H6,T3_20240612_SW_H6,T4_20240613_FW_F6,T4_20240613_FW_F6,T4_20240613_FW_F6,T4_20240613_SW_D5,T4_20240613_SW_D5,T4_20240613_SW_D5
B,Fe_2_9,Fe_2_9,Fe_2_9,T3_20240612_SW_I5,T3_20240612_SW_I5,T3_20240612_SW_I5,T4_20240613_FW_H3,T4_20240613_FW_H3,T4_20240613_FW_H3,T4_20240613_SW_E3,T4_20240613_SW_E3,T4_20240613_SW_E3
C,Fe_2_0.6,Fe_2_0.6,Fe_2_0.6,T4_20240613_FW_B4,T4_20240613_FW_B4,T4_20240613_FW_B4,T4_20240613_FW_H6,T4_20240613_FW_H6,T4_20240613_FW_H6,T4_20240613_SW_F4,T4_20240613_SW_F4,T4_20240613_SW_F4
D,Blank,Blank,Blank,T4_20240613_FW_C3,T4_20240613_FW_C3,T4_20240613_FW_C3,T4_20240613_FW_H6_DUP,T4_20240613_FW_H6_DUP,T4_20240613_FW_H6_DUP,T4_20240613_SW_F6,T4_20240613_SW_F6,T4_20240613_SW_F6
E,Fe_3_60,Fe_3_60,Fe_3_60,T4_20240613_FW_C6,T4_20240613_FW_C6,T4_20240613_FW_C6,T4_20240613_FW_I5,T4_20240613_FW_I5,T4_20240613_FW_I5,T4_20240613_SW_H3,T4_20240613_SW_H3,T4_20240613_SW_H3
F,Fe_3_9,Fe_3_9,Fe_3_9,T4_20240613_FW_D5,T4_20240613_FW_D5,T4_20240613_FW_D5,T4_20240613_FW_I5_SPK,T4_20240613_FW_I5_SPK,T4_20240613_FW_I5_SPK,T4_20240613_SW_H6,T4_20240613_SW_H6,T4_20240613_SW_H6
G,Fe_3_0.6,Fe_3_0.6,Fe_3_0.6,T4_20240613_FW_E3,T4_20240613_FW_E3,T4_20240613_FW_E3,T4_20240613_SW_B4,T4_20240613_SW_B4,T4_20240613_SW_B4,NA,NA,NA
H,Blank,Blank,Blank,T4_20240613_FW_F4,T4_20240613_FW_F4,T4_20240613_FW_F4,T4_20240613_SW_C3,T4_20240613_SW_C3,T4_20240613_SW_C3,NA,NA,NA
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
