Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.25,0.259,0.251,0.049,0.048,0.047,0.061,0.059,0.058,0.047,0.047,0.047
B,0.068,0.072,0.061,0.078,0.079,0.081,0.061,0.059,0.057,0.046,0.047,0.047
C,0.04,0.04,0.039,0.04,0.04,0.04,0.047,0.047,0.047,0.047,0.048,0.047
D,0.039,0.039,0.038,0.04,0.039,0.039,0.047,0.047,0.047,0.048,0.047,0.048
E,0.041,0.04,0.04,0.041,0.039,0.039,0.047,0.047,0.047,0.047,0.047,0.047
F,0.038,0.039,0.038,0.154,0.158,0.124,0.049,0.048,0.047,0.048,0.048,0.047
G,0.038,0.038,0.038,0.051,0.047,0.046,0.047,0.047,0.047,0.047,0.047,0.047
H,0.038,0.038,0.039,0.04,0.039,0.04,0.047,0.047,0.049,0.047,0.047,0.051
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.41,0.409,0.396,0.084,0.073,0.077,0.15,0.143,0.117,0.047,0.047,0.047
B,0.094,0.095,0.095,0.087,0.083,0.089,0.152,0.143,0.155,0.046,0.047,0.046
C,0.043,0.042,0.042,0.05,0.049,0.047,0.047,0.047,0.047,0.047,0.047,0.047
D,0.039,0.039,0.038,0.046,0.047,0.045,0.047,0.047,0.047,0.047,0.047,0.047
E,0.199,0.23,0.184,0.047,0.047,0.044,0.047,0.047,0.047,0.047,0.047,0.047
F,0.067,0.064,0.071,0.251,0.248,0.194,0.048,0.048,0.047,0.048,0.048,0.047
G,0.04,0.04,0.04,0.052,0.051,0.05,0.047,0.047,0.046,0.047,0.047,0.047
H,0.038,0.039,0.038,0.05,0.049,0.048,0.047,0.047,0.049,0.047,0.047,0.051
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,Fe_2_60 uM,Fe_2_60 uM,Fe_2_60 uM,20240426_C_H3,20240426_C_H3,20240426_C_H3,20240426_SW_B4,20240426_SW_B4,20240426_SW_B4,,,
B,Fe_2_18 uM,Fe_2_18 uM,Fe_2_18 uM,20240426_C_I5,20240426_C_I5,20240426_C_I5,20240426_SW_F6,20240426_SW_F6,20240426_SW_F6,,,
C,Fe_2_0.6 uM,Fe_2_0.6 uM,Fe_2_0.6 uM,20240426_FW_C6,20240426_FW_C6,20240426_FW_C6,,,,,,
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,20240426_FW_D5_dup,20240426_FW_D5_dup,20240426_FW_D5_dup,,,,,,
E,Fe_3_60 uM,Fe_3_60 uM,Fe_3_60 uM,20240426_FW_D5,20240426_FW_D5,20240426_FW_D5,,,,,,
F,Fe_3_30 uM,Fe_3_30 uM,Fe_3_30 uM,20240426_FW_H3_spk,20240426_FW_H3_spk,20240426_FW_H3_spk,,,,,,
G,Fe_3_0.6 uM,Fe_3_0.6 uM,Fe_3_0.6 uM,20240426_FW_H3,20240426_FW_H3,20240426_FW_H3,,,,,,
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,20240426_FW_I5,20240426_FW_I5,20240426_FW_I5,,,,,,
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
