"","Project","Sample_ID","Number_on_vial","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","H2S_Conc_uM","H2S_Conc_sd","H2S_cv","H2S_Conc_flag","H2S_cv_flag","H2S_QAQC_flag","Dilution","Analysis_rundate","Field_notes","Run_notes"
"191","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260607_D1_PM","28",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"192","TEMPEST","TMP_SW_PW_F4_30cm_SO4_20260608_D2_PM","36",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"193","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260608_D2_PM","42",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"194","TEMPEST","TMP_SW_SCE_SO4_20260608_D2_AM","29",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"195","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260608_D2_PM","37",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"196","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260608_D2_PM","43",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"197","TEMPEST","TMP_FW_SCE_SO4_20260608_D2_AM","30",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"198","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260608_D2_PM","44",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"199","TEMPEST","TMP_SW_RO_SO4_20260608_D2_T1","31",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"200","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260608_D2_PM","38",NA,NA,NA,NA,NA,NA,1.73454545454545,0.119993878019535,6.91788604934429,"Within_Range","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"201","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260608_D2_PM","45",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"202","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260607_D1_PM","24",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"203","TEMPEST","TMP_C_PW_C6_50cm_SO4_20260608_D2_PM","32",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"204","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260608_D2_PM","46",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Spk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"205","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260608_D2_PM","48",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"206","TEMPEST","TMP_EST_SCE_SO4_20260608_D2_HT","56",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"207","TEMPEST","TMP_SW_PW_C6_15cm_SO4_20260609_D3_AM","62",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"208","TEMPEST","TMP_FW_PW_H3_30cm_SO4_20260608_D2_PM","49",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"209","TEMPEST","TMP_SW_RO_SO4_20260608_D2_T2","57",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"210","TEMPEST","TMP_SW_PW_C6_30cm_SO4_20260609_D3_AM","63",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"211","TEMPEST","TMP_FW_PW_H3_50cm_SO4_20260608_D2_PM","50",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"212","TEMPEST","TMP_SW_PW_B4_15cm_SO4_20260609_D3_AM","58",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"213","TEMPEST","TMP_SW_PW_C6_50cm_SO4_20260609_D3_AM","64",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"214","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260608_D2_PM","51",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"215","TEMPEST","TMP_SW_PW_C3_15cm_SO4_20260609_D3_AM","59",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"216","TEMPEST","TMP_SW_PW_D5_15cm_SO4_20260609_D3_AM","65",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"217","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260608_D2_PM","52",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"218","TEMPEST","TMP_SW_PW_C3_30cm_SO4_20260609_D3_AM","60",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"219","TEMPEST","TMP_SW_PW_F4_30cm_SO4_20260609_D3_AM","66",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"220","TEMPEST","TMP_SW_SCE_SO4_20260608_D2_PM","53",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"221","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260609_D3_AM","67",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"222","TEMPEST","TMP_FW_SCE_SO4_20260608_D2_PM","54",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"223","TEMPEST","TMP_SW_PW_C3_50cm_SO4_20260609_D3_AM","61",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"224","TEMPEST","TMP_SW_PW_F6_15cm_SO4_20260609_D3_AM","68",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"225","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260608_D2_PM","47",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"226","TEMPEST","TMP_EST_SCE_SO4_20260608_D2_LT","55",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"227","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260609_D3_AM","69",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"228","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260609_D3_AM","71",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"229","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260609_D3_AM","79",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"230","TEMPEST","TMP_FW_PW_H3_30cm_SO4_20260609_D3_AM","85",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"231","TEMPEST","TMP_SW_PW_I5_15cm_SO4_20260609_D3_AM","72",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"232","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260609_D3_AM","80",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"233","TEMPEST","TMP_FW_PW_H3_50cm_SO4_20260609_D3_AM","86",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"234","TEMPEST","TMP_FW_PW_C3_15cm_SO4_20260609_D3_AM","73",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"235","TEMPEST","TMP_FW_PW_F4_15cm_SO4_20260609_D3_AM","81",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"236","TEMPEST","TMP_FW_PW_H6_15cm_SO4_20260609_D3_AM","87",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"237","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260609_D3_AM","74",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"238","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260609_D3_AM","82",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"239","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260609_D3_AM","88",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"240","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260609_D3_AM","75",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"241","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260609_D3_AM","83",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"242","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260609_D3_AM","89",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"243","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260609_D3_AM","76",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"244","TEMPEST","TMP_SW_SCE_SO4_20260609_D3_AM","90",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"245","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260609_D3_AM","77",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"246","TEMPEST","TMP_FW_PW_H3_15cm_SO4_20260609_D3_AM","84",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"247","TEMPEST","TMP_FW_SCE_SO4_20260609_D3_AM","91",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"248","TEMPEST","TMP_SW_PW_H3_50cm_SO4_20260609_D3_AM","70",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"249","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260609_D3_AM","78",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"250","TEMPEST","TMP_EST_SCE_SO4_20260609_D3_LT","92",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"251","TEMPEST","TMP_SW_RO_SO4_20260609_D3_T1","94",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"252","TEMPEST","TMP_SW_PW_E3_15cm_SO4_20260609_D3_PM","102",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"253","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260609_D3_PM","108",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"254","TEMPEST","TMP_FW_RO_SO4_20260609_D3_T1","95",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"255","TEMPEST","TMP_SW_PW_F4_15cm_SO4_20260609_D3_PM","103",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"256","TEMPEST","TMP_SW_PW_H6_50cm_SO4_20260609_D3_PM","109",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"257","TEMPEST","TMP_SW_PW_B4_15cm_SO4_20260609_D3_PM","96",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"258","TEMPEST","TMP_SW_PW_F4_30cm_SO4_20260609_D3_PM","104",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"259","TEMPEST","TMP_SW_PW_I5_15cm_SO4_20260609_D3_PM","110",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"260","TEMPEST","TMP_SW_PW_C3_30cm_SO4_20260609_D3_PM","97",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"261","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260609_D3_PM","105",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"262","TEMPEST","TMP_FW_PW_C3_15cm_SO4_20260609_D3_PM","111",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"263","TEMPEST","TMP_SW_PW_C3_50cm_SO4_20260609_D3_PM","98",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"264","TEMPEST","TMP_SW_PW_H3_15cm_SO4_20260609_D3_PM","106",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"265","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260609_D3_PM","112",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"266","TEMPEST","TMP_SW_PW_C6_30cm_SO4_20260609_D3_PM","99",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"267","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260609_D3_PM","113",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"268","TEMPEST","TMP_SW_PW_C6_50cm_SO4_20260609_D3_PM","100",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"269","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260609_D3_PM","107",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"270","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260609_D3_PM","114",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"271","TEMPEST","TMP_EST_SCE_SO4_20260609_D3_HT","93",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"272","TEMPEST","TMP_SW_PW_D5_15cm_SO4_20260609_D3_PM","101",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"273","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260609_D3_PM","115",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"274","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260609_D3_PM","117",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"275","TEMPEST","TMP_FW_PW_H6_15cm_SO4_20260609_D3_PM","125",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"276","TEMPEST","TMP_SW_RO_SO4_20260609_D3-Macropore","131",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"277","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260609_D3_PM","118",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"278","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260609_D3_PM","126",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"279","TEMPEST","TMP_SW_RO_SO4_20260609_D3_T2","132",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"280","TEMPEST","TMP_FW_PW_F4_15cm_SO4_20260609_D3_PM","119",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"281","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260609_D3_PM","127",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
"282","TEMPEST","TMP_FW_RO_SO4_20260609_D3_T2","133",NA,NA,NA,NA,NA,NA,0,0,0,"bdl","CV_Good","Std5Chk_Bad",1,2026-06-16,NA,"All dups and related samples had values of 0. 
10/16 spikes were good.

Need to fix: MC check flags show as Std5 check flag"
