"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","Timepoint","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","integration_time_s","dilution_factor","RSU_area_1s","abs_file_id","eem_file_id"
"COMPASS","CB","TMP_PW_C_H3_15CM_20250204",2025,2,4,"TMP","Monitoring","C","H3","15","NA","PW",20250131,20250204,1051,941,"EST",NA,2,0.266666666666667,2431.17885,"TMP_PW_C_H3_15CM_20250204_ABS_DilCorr.csv","TMP_PW_C_H3_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_H6_15CM_20250204",2025,2,4,"TMP","Monitoring","C","H6","15","NA","PW",20250131,20250204,1113,1006,"EST",NA,2,0.266666666666667,2431.17885,"TMP_PW_C_H6_15CM_20250204_ABS_DilCorr.csv","TMP_PW_C_H6_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_I5_15CM_20250204",2025,2,4,"TMP","Monitoring","C","I5","15","NA","PW",20250131,20250204,1100,953,"EST",NA,2,0.333333333333333,2431.17885,"TMP_PW_C_I5_15CM_20250204_ABS_DilCorr.csv","TMP_PW_C_I5_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_B4_15CM_20250204",2025,2,4,"TMP","Monitoring","F","B4","15","NA","PW",20250131,20250204,1412,1407,"EST",NA,2,0.5,2431.17885,"TMP_PW_FW_B4_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_B4_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20250204",2025,2,4,"TMP","Monitoring","F","C3","15","NA","PW",20250131,20250204,1414,1417,"EST",NA,0.5,0.333333333333333,2431.17885,"TMP_PW_FW_C3_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250204",2025,2,4,"TMP","Monitoring","F","C6","15","NA","PW",20250131,20250204,1405,1358,"EST",NA,2,0.833333333333333,2431.17885,"TMP_PW_FW_C6_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250204",2025,2,4,"TMP","Monitoring","F","D5","15","NA","PW",20250131,20250204,1408,1424,"EST",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_D5_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20250204",2025,2,4,"TMP","Monitoring","F","E3","15","NA","PW",20250131,20250204,1416,1433,"EST",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_E3_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_E3_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20250204",2025,2,4,"TMP","Monitoring","F","F4","15","NA","PW",20250131,20250204,1418,1444,"EST",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_F4_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F6_15CM_20250204",2025,2,4,"TMP","Monitoring","F","F6","15","NA","PW",20250131,20250204,1433,1522,"EST",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_F6_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_F6_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20250204",2025,2,4,"TMP","Monitoring","F","H3","15","NA","PW",20250131,20250204,1420,1454,"EST",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_H3_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_H3_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20250204",2025,2,4,"TMP","Monitoring","F","H6","15","NA","PW",20250131,20250204,1431,1512,"EST",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_H6_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_H6_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250204",2025,2,4,"TMP","Monitoring","F","I5","15","NA","PW",20250131,20250204,1427,1502,"EST","light color",2,0.3,2431.17885,"TMP_PW_FW_I5_15CM_20250204_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250204",2025,2,4,"TMP","Monitoring","S","B4","15","NA","PW",20250131,20250204,1308,1220,"EST","colored",2,0.0666666666666667,2431.17885,"TMP_PW_SW_B4_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20250204",2025,2,4,"TMP","Monitoring","S","C3","15","NA","PW",20250131,20250204,1252,1210,"EST","colored",2,0.0666666666666667,2431.17885,"TMP_PW_SW_C3_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C6_15CM_20250204",2025,2,4,"TMP","Monitoring","S","C6","15","NA","PW",20250131,20250204,1245,1230,"EST","colored",2,0.1,2431.17885,"TMP_PW_SW_C6_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_C6_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250204",2025,2,4,"TMP","Monitoring","S","D5","15","NA","PW",20250131,20250204,1345,1239,"EST","colored",2,0.1,2431.17885,"TMP_PW_SW_D5_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_D5_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_E3_15CM_20250204",2025,2,4,"TMP","Monitoring","S","E3","15","NA","PW",20250131,20250204,1355,1306,"EST","colored",2,0.1,2431.17885,"TMP_PW_SW_E3_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_E3_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20250204",2025,2,4,"TMP","Monitoring","S","F6","15","NA","PW",20250131,20250204,1347,1248,"EST","colored",2,0.1,2431.17885,"TMP_PW_SW_F6_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F4_15CM_20250204",2025,2,4,"TMP","Monitoring","S","F4","15","NA","PW",20250131,20250204,1351,1258,"EST","colored",2,0.0666666666666667,2431.17885,"TMP_PW_SW_F4_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_F4_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_H3_15CM_20250204",2025,2,4,"TMP","Monitoring","S","H3","15","NA","PW",20250131,20250204,1357,1317,"EST","colored",2,0.1,2431.17885,"TMP_PW_SW_H3_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_H3_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_I5_15CM_20250204",2025,2,4,"TMP","Monitoring","S","I5","15","NA","PW",20250131,20250204,1359,1325,"EST","colored",2,0.1,2431.17885,"TMP_PW_SW_I5_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_I5_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_H6_15CM_20250204",2025,2,4,"TMP","Monitoring","S","H6","15","NA","PW",20250131,20250204,1400,1333,"EST","colored",4,0.1,2431.17885,"TMP_PW_SW_H6_15CM_20250204_ABS_DilCorr.csv","TMP_PW_SW_H6_15CM_20250204_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_F6_15CM_20250403",2025,4,3,"TMP","Monitoring","C","F6","15","NA","PW",20250331,20250403,1458,1407,"EDT",NA,2,0.233333333333333,2431.17885,"TMP_PW_C_F6_15CM_20250403_ABS_DilCorr.csv","TMP_PW_C_F6_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_I5_15CM_20250403",2025,4,3,"TMP","Monitoring","C","I5","15","NA","PW",20250331,20250403,1336,1424,"EDT",NA,2,0.333333333333333,2431.17885,"TMP_PW_C_I5_15CM_20250403_ABS_DilCorr.csv","TMP_PW_C_I5_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250403",2025,4,3,"TMP","Monitoring","F","C6","15","NA","PW",20250331,20250403,1429,1124,"EDT",NA,2,0.666666666666667,2431.17885,"TMP_PW_FW_C6_15CM_20250403_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250403",2025,4,3,"TMP","Monitoring","F","D5","15","NA","PW",20250331,20250403,1431,1110,"EDT",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_D5_15CM_20250403_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20250403",2025,4,3,"TMP","Monitoring","F","F4","15","NA","PW",20250331,20250403,1439,1028,"EDT",NA,2,0.333333333333333,2431.17885,"TMP_PW_FW_F4_15CM_20250403_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20250403",2025,4,3,"TMP","Monitoring","S","B4","15","NA","PW",20250331,20250403,1400,1232,"EDT",NA,4,0.0333333333333333,2431.17885,"TMP_PW_SW_B4_15CM_20250403_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20250403",2025,4,3,"TMP","Monitoring","S","C3","15","NA","PW",20250331,20250403,1356,1336,"EDT",NA,4,0.0666666666666667,2431.17885,"TMP_PW_SW_C3_15CM_20250403_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_E3_15CM_20250403",2025,4,3,"TMP","Monitoring","S","E3","15","NA","PW",20250331,20250403,1411,1327,"EDT",NA,4,0.1,2431.17885,"TMP_PW_SW_E3_15CM_20250403_ABS_DilCorr.csv","TMP_PW_SW_E3_15CM_20250403_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C6_15CM_20250406",2025,4,6,"TMP","Monitoring","S","C6","15","NA","PW",20250403,20250406,1247,1133,"EDT",NA,4,0.0666666666666667,2431.17885,"TMP_PW_SW_C6_15CM_20250406_ABS_DilCorr.csv","TMP_PW_SW_C6_15CM_20250406_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_H3_15CM_20250509",2025,5,9,"TMP","Monitoring","C","H3","15","NA","PW",20250506,20250509,731,1325,"EDT","sub-sampled at 1401",2,0.333333333333333,2506.2148,"TMP_PW_C_H3_15CM_20250509_ABS_DilCorr.csv","TMP_PW_C_H3_15CM_20250509_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_H6_15CM_20250509",2025,5,9,"TMP","Monitoring","C","H6","15","NA","PW",20250506,20250509,736,1331,"EDT","sub-sampled at 1411",2,0.233333333333333,2506.2148,"TMP_PW_C_H6_15CM_20250509_ABS_DilCorr.csv","TMP_PW_C_H6_15CM_20250509_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_I5_15CM_20250509",2025,5,9,"TMP","Monitoring","C","I5","15","NA","PW",20250506,20250509,740,1327,"EDT","sub-sampled at 1351",2,0.333333333333333,2506.2148,"TMP_PW_C_I5_15CM_20250509_ABS_DilCorr.csv","TMP_PW_C_I5_15CM_20250509_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250509",2025,5,9,"TMP","Monitoring","F","C6","15","NA","PW",20250506,20250509,824,1024,"EDT","sub-sampled at 1120",2,0.333333333333333,2506.2148,"TMP_PW_FW_C6_15CM_20250509_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20250509_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250509",2025,5,9,"TMP","Monitoring","F","D5","15","NA","PW",20250506,20250509,833,1022,"EDT","sub-sampled at 1055",2,0.333333333333333,2506.2148,"TMP_PW_FW_D5_15CM_20250509_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20250509_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20250512",2025,5,12,"TMP","Monitoring","F","H6","15","NA","PW",20250509,20250512,1016,1103,"EDT",NA,2,0.333333333333333,2506.2148,"TMP_PW_FW_H6_15CM_20250512_ABS_DilCorr.csv","TMP_PW_FW_H6_15CM_20250512_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250509",2025,5,9,"TMP","Monitoring","F","I5","15","NA","PW",20250506,20250509,842,1035,"EDT","sub-sampled at 1106",2,0.333333333333333,2506.2148,"TMP_PW_FW_I5_15CM_20250509_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20250509_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20250509",2025,5,9,"TMP","Monitoring","S","D5","15","NA","PW",20250506,20250509,758,1156,"EDT","sub-sampled at 1209",2,0.1,2506.2148,"TMP_PW_SW_D5_15CM_20250509_ABS_DilCorr.csv","TMP_PW_SW_D5_15CM_20250509_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_B4_15CM_20250602",2025,6,2,"TMP","Monitoring","C","B4","15","NA","PW",20250530,20250602,1322,1558,"EDT",NA,2,0.333333333333333,2557.94337,"TMP_PW_C_B4_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_B4_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_C3_15CM_20250602",2025,6,2,"TMP","Monitoring","C","C3","15","NA","PW",20250530,20250602,1324,1609,"EDT",NA,2,0.333333333333333,2557.94337,"TMP_PW_C_C3_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_C3_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_C6_15CM_20250602",2025,6,2,"TMP","Monitoring","C","C6","15","NA","PW",20250530,20250602,1318,1546,"EDT",NA,2,0.333333333333333,2557.94337,"TMP_PW_C_C6_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_C6_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_F4_15CM_20250602",2025,6,2,"TMP","Monitoring","C","F4","15","NA","PW",20250530,20250602,1339,1634,"EDT",NA,2,0.333333333333333,2557.94337,"TMP_PW_C_F4_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_F4_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_F6_15CM_20250602",2025,6,2,"TMP","Monitoring","C","F6","15","NA","PW",20250530,20250602,1331,1624,"EDT",NA,2,0.333333333333333,2557.94337,"TMP_PW_C_F6_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_F6_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_H3_15CM_20250602",2025,6,2,"TMP","Monitoring","C","H3","15","NA","PW",20250530,20250602,1342,1643,"EDT",NA,2,0.333333333333333,2557.94337,"TMP_PW_C_H3_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_H3_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_H6_15CM_20250602",2025,6,2,"TMP","Monitoring","C","H6","15","NA","PW",20250530,20250602,1349,1707,"EDT",NA,2,0.3,2557.94337,"TMP_PW_C_H6_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_H6_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_I5_15CM_20250602",2025,6,2,"TMP","Monitoring","C","I5","15","NA","PW",20250530,20250602,1344,1656,"EDT",NA,2,0.333333333333333,2557.94337,"TMP_PW_C_I5_15CM_20250602_ABS_DilCorr.csv","TMP_PW_C_I5_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_B4_15CM_20250602",2025,6,2,"TMP","Monitoring","F","B4","15","NA","PW",20250530,20250602,1101,1159,"EDT",NA,2,0.666666666666667,2557.94337,"TMP_PW_FW_B4_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_B4_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20250602",2025,6,2,"TMP","Monitoring","F","C3","15","NA","PW",20250530,20250602,1100,1147,"EDT",NA,2,0.666666666666667,2557.94337,"TMP_PW_FW_C3_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20250602",2025,6,2,"TMP","Monitoring","F","C6","15","NA","PW",20250530,20250602,1107,1221,"EDT",NA,2,0.666666666666667,2557.94337,"TMP_PW_FW_C6_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20250602",2025,6,2,"TMP","Monitoring","F","D5","15","NA","PW",20250530,20250602,1105,1210,"EDT",NA,2,0.5,2557.94337,"TMP_PW_FW_D5_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_E3_15CM_20250602",2025,6,2,"TMP","Monitoring","F","E3","15","NA","PW",20250530,20250602,1058,1138,"EDT",NA,2,0.666666666666667,2557.94337,"TMP_PW_FW_E3_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_E3_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20250602",2025,6,2,"TMP","Monitoring","F","F4","15","NA","PW",20250530,20250602,1052,1102,"EDT",NA,2,0.5,2557.94337,"TMP_PW_FW_F4_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F6_15CM_20250602",2025,6,2,"TMP","Monitoring","F","F6","15","NA","PW",20250530,20250602,1056,1125,"EDT",NA,2,0.5,2557.94337,"TMP_PW_FW_F6_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_F6_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20250602",2025,6,2,"TMP","Monitoring","F","H3","15","NA","PW",20250530,20250602,1050,1051,"EDT",NA,2,0.666666666666667,2557.94337,"TMP_PW_FW_H3_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_H3_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H6_15CM_20250602",2025,6,2,"TMP","Monitoring","F","H6","15","NA","PW",20250530,20250602,1055,1113,"EDT",NA,2,0.5,2557.94337,"TMP_PW_FW_H6_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_H6_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20250602",2025,6,2,"TMP","Monitoring","F","I5","15","NA","PW",20250530,20250602,1049,1033,"EDT",NA,2,0.5,2557.94337,"TMP_PW_FW_I5_15CM_20250602_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20250602_EEM_DilCorr_IFE_RamNorm.csv"
