Abs1,1,2,3,4,5,6,7,8,9,10,11,12
A,0.199,0.195,0.181,0.059,0.058,0.059,0.101,0.112,0.112,0.047,0.048,0.048
B,0.063,0.062,0.065,0.106,0.101,0.1,0.166,0.166,0.137,0.048,0.047,0.047
C,0.04,0.039,0.039,0.111,0.105,0.106,0.123,0.137,0.126,0.048,0.047,0.048
D,0.038,0.038,0.038,0.329,0.249,0.286,0.362,0.327,0.348,0.048,0.048,0.048
E,0.04,0.04,0.04,0.093,0.089,0.088,0.118,0.101,0.137,0.048,0.048,0.047
F,0.038,0.039,0.039,0.125,0.173,0.173,0.19,0.181,0.177,0.048,0.047,0.048
G,0.038,0.038,0.038,0.09,0.086,0.085,0.091,0.123,0.122,0.048,0.047,0.047
H,0.038,0.039,0.038,0.079,0.076,0.075,0.115,0.055,0.049,0.048,0.047,0.048
,,,,,,,,,,,,
Abs2,1,2,3,4,5,6,7,8,9,10,11,12
A,0.287,0.306,0.301,0.062,0.06,0.06,0.123,0.118,0.116,0.048,0.047,0.047
B,0.077,0.077,0.079,0.106,0.101,0.1,0.039,0.04,0.04,0.048,0.047,0.047
C,0.042,0.041,0.041,0.114,0.106,0.104,0.039,0.039,0.039,0.048,0.047,0.047
D,0.038,0.038,0.039,0.4,0.345,0.388,0.402,0.378,0.375,0.048,0.048,0.048
E,0.164,0.166,0.151,0.095,0.091,0.089,0.039,0.039,0.039,0.047,0.047,0.047
F,0.055,0.057,0.055,0.163,0.186,0.184,0.198,0.188,0.183,0.048,0.048,0.048
G,0.039,0.041,0.04,0.088,0.085,0.084,0.039,0.039,0.039,0.048,0.047,0.047
H,0.038,0.039,0.04,0.079,0.076,0.075,0.039,0.039,0.039,0.048,0.047,0.048
,,,,,,,,,,,,
IDs,1,2,3,4,5,6,7,8,9,10,11,12
A,60 uM Fe_2 A,60 uM Fe_2 A,60 uM Fe_2 A,FW_I5_20250711,FW_I5_20250711,FW_I5_20250711,,,,,,
B,9 uM Fe_2 E,9 uM Fe_2 E,9 uM Fe_2 E,C_H6_20250711,C_H6_20250711,C_H6_20250711,,,,,,
C,0.6 uM Fe_2 H,0.6 uM Fe_2 H,0.6 uM Fe_2 H,SW_D5_20250926,SW_D5_20250926,SW_D5_20250926,,,,,,
D,0.5 M HCl,0.5 M HCl,0.5 M HCl,SW_F6_20250926,SW_F6_20250926,SW_F6_20250926,SW_F6_20250926 dup,SW_F6_20250926 dup,SW_F6_20250926 dup,,,
E,60 uM Fe_3 A,60 uM Fe_3 A,60 uM Fe_3 A,SW_H6_20250926,SW_H6_20250926,SW_H6_20250926,,,,,,
F,9 uM Fe_3 E,9 uM Fe_3 E,9 uM Fe_3 E,SW_B4_20250929,SW_B4_20250929,SW_B4_20250929,SW_B4_20250929 dup,SW_B4_20250929 dup,SW_B4_20250929 dup,,,
G,0.6 uM Fe_3 H,0.6 uM Fe_3 H,0.6 uM Fe_3 H,C_I5_20251101,C_I5_20251101,C_I5_20251101,,,,,,
H,0.5 M HCl,0.5 M HCl,0.5 M HCl,SW_D5_20251101,SW_D5_20251101,SW_D5_20251101,,,,,,
,,,,,,,,,,,,
Dilutions,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,,,,,,
B,1,1,1,1,1,1,,,,,,
C,1,1,1,1,1,1,,,,,,
D,1,1,1,1,1,1,1,1,1,,,
E,1,1,1,1,1,1,,,,,,
F,1,1,1,1,1,1,1,1,1,,,
G,1,1,1,1,1,1,,,,,,
H,1,1,1,1,1,1,,,,,,
