"","Run_Date","Project","R2","Slope","Intercept","Top_STD","Plate","Run","Curve"
"74",2025-06-23,"GENX2",0.985936740227387,0.0124649985227608,0.101324151723824,100,"All","Past Runs",NA
"75",2025-06-03,"SMARTX",0.992217588040854,0.0111068338557994,0.0874103689414035,100,"All","Past Runs",NA
"76",2025-06-03,"SMARTX",0.994571070658726,0.0126607900898859,0.0860433189817962,100,"All","Past Runs",NA
"77",2025-06-03,"SMARTX",0.987008653649406,0.0120273402963323,0.0885098858392032,100,"All","Past Runs",NA
"78",2025-06-03,"SMARTX",0.991890557230453,0.010510501606128,0.0894507042253522,100,"All","Past Runs",NA
"79",2025-06-03,"SMARTX",0.990808318989051,0.0116604821037253,0.0838928658388117,100,"All","Past Runs",NA
"80",2025-06-03,"SMARTX",0.991953080364596,0.0121889067445824,0.0760503530557584,100,"All","Past Runs",NA
"81",2025-06-03,"SMARTX",0.990300426786032,0.0111177670424047,0.0951519055287171,100,"All","Past Runs",NA
"82",2025-06-02,"SMARTX",0.990287741050837,0.0127735629579273,0.085475942291714,100,"All","Past Runs",NA
"83",2025-06-02,"SMARTX",0.985219853154598,0.0120344963320809,0.10119171587046,100,"All","Past Runs",NA
"84",2025-06-02,"POMP",0.990742933891842,0.0124429453916481,0.0915093896713616,100,"All","Past Runs",NA
"85",2025-06-02,"POMP",0.988190426292517,0.0129143051704849,0.0985816917165234,100,"All","Past Runs",NA
"86",2025-06-02,"POMP",0.989470667719906,0.0130973699940227,0.0912762627017332,100,"All","Past Runs",NA
"87",2025-06-02,"POMP",0.985446516617242,0.0125120034418471,0.101529112290262,100,"All","Past Runs",NA
"88",2025-05-29,"COMPASS",0.989516031,0.009990116,0.090615023,100,"All","Past Runs",NA
"89",2025-05-29,"COMPASS",0.989050067,0.009114036,0.092492755,100,"All","Past Runs",NA
"90",2025-05-27,"LTREB",0.992170999,0.009329021,0.090250992,100,"All","Past Runs",NA
"91",2025-05-27,"LTREB",0.991744664,0.009917044,0.078245698,100,"All","Past Runs",NA
"92",2025-05-27,"LTREB",0.994352551,0.009616728,0.087789906,100,"All","Past Runs",NA
"93",2025-05-27,"LTREB",0.985006054,0.009610255,0.07704108,100,"All","Past Runs",NA
"94",2025-05-27,"LTREB",0.993274803,0.009359273,0.090591475,100,"All","Past Runs",NA
"95",2024-11-18,"COMPASS",0.986045229,0.011531354,0.077709532,100,"All","Past Runs",NA
"96",2024-11-18,"COMPASS",0.986196268,0.011480984,0.07703203,100,"All","Past Runs",NA
"97",2024-11-18,"COMPASS",0.985787929,0.009948554,0.091199531,100,"All","Past Runs",NA
"98",2024-11-18,"COMPASS",0.988947878,0.010495862,0.093284593,100,"All","Past Runs",NA
"99",2024-10-28,"COMPASS",0.988264781,0.010127226,0.080001514,100,"All","Past Runs",NA
"100",2024-10-28,"COMPASS",0.988125768,0.009325271,0.097513836,100,"All","Past Runs",NA
"101",2024-10-28,"COMPASS",0.99758753,0.011945752,0.067197191,100,"All","Past Runs",NA
"102",2024-10-07,"COMPASS",0.993078174,0.009645972,0.08151815,100,"All","Past Runs",NA
"103",2024-10-04,"COMPASS",0.986071127,0.009987862,0.086021444,100,"All","Past Runs",NA
"104",2024-10-04,"COMPASS",0.986143404,0.009891411,0.079796142,100,"All","Past Runs",NA
"105",2024-10-03,"COMPASS",0.99164056,0.009670319,0.086201323,100,"All","Past Runs",NA
"106",2024-10-03,"COMPASS",0.992085737,0.009733216,0.067611651,100,"All","Past Runs",NA
"107",2024-10-03,"COMPASS",0.992009962,0.01118999,0.069642654,100,"All","Past Runs",NA
"108",2024-10-03,"COMPASS",0.985288821,0.010925627,0.071179528,100,"All","Past Runs",NA
"109",2024-10-03,"COMPASS",0.995390082,0.011330148,0.070037534,100,"All","Past Runs",NA
"110",2024-10-01,"COMPASS",0.994790512,0.009796019,0.071794375,100,"All","Past Runs",NA
"111",2024-10-01,"COMPASS",0.989580278,0.010755502,0.087527355,100,"All","Past Runs",NA
"112",2024-10-01,"COMPASS",0.990511071,0.009855933,0.084838618,100,"All","Past Runs",NA
"113",2024-10-01,"COMPASS",0.992652978,0.009918529,0.082342296,100,"All","Past Runs",NA
"114",2024-09-23,"COMPASS",0.986832476,0.010348222,0.095254617,100,"All","Past Runs",NA
"115",2024-09-23,"COMPASS",0.993120795,0.012220049,0.075212346,100,"All","Past Runs",NA
"116",2024-09-25,"SMARTX",0.997632416,0.009657487,0.072204384,100,"All","Past Runs",NA
"117",2024-09-24,"SMARTX",0.988833662,0.010418036,0.079942507,100,"All","Past Runs",NA
"118",2024-09-24,"SMARTX",0.989425359,0.010908767,0.079669724,100,"All","Past Runs",NA
"119",2024-09-24,"SMARTX",0.9939478,0.011206242,0.073020732,100,"All","Past Runs",NA
"120",2024-09-24,"SMARTX",0.992036143,0.010398233,0.086327041,100,"All","Past Runs",NA
"121",2024-09-24,"SMARTX",0.986162946,0.010280929,0.083188885,100,"All","Past Runs",NA
"122",2024-09-23,"SMARTX",0.987800455,0.011372072,0.073224086,100,"All","Past Runs",NA
"123",2024-09-23,"SMARTX",0.997485183,0.011409313,0.06519985,100,"All","Past Runs",NA
"124",2024-09-19,"LTREB",0.989099616,0.009735423,0.086474227,100,"All","Past Runs",NA
"125",2024-09-19,"LTREB",0.985472997,0.010406102,0.081660091,100,"All","Past Runs",NA
"126",2024-09-19,"LTREB",0.985753501,0.011560614,0.084016281,100,"All","Past Runs",NA
"127",2024-09-18,"LTREB",0.997161027,0.011775527,0.069868502,100,"All","Past Runs",NA
"128",2024-09-18,"LTREB",0.989061589,0.010749066,0.094634117,100,"All","Past Runs",NA
"129",2024-09-18,"LTREB",0.988308897,0.010324402,0.093490431,100,"All","Past Runs",NA
"130",2024-09-18,"LTREB",0.988282091,0.011748716,0.090496556,100,"All","Past Runs",NA
"131",2024-09-09,"COMPASS",0.990611188,0.011004901,0.08215848,100,"All","Past Runs",NA
"132",2024-08-30,"COMPASS",0.992687363,0.011700541,0.077148047,100,"All","Past Runs",NA
"133",2024-09-03,"COMPASS",0.988249032,0.010524088,0.096531712,100,"All","Past Runs",NA
"134",2024-09-03,"COMPASS",0.988532329,0.010996494,0.084496543,100,"All","Past Runs",NA
"135",2024-09-03,"COMPASS",0.989712544,0.011101339,0.099050983,100,"All","Past Runs",NA
"136",2024-08-30,"COMPASS",0.986439831,0.010996091,0.08776573,100,"All","Past Runs",NA
"137",2024-08-30,"COMPASS",0.989313189,0.010457844,0.084754346,100,"All","Past Runs",NA
"138",2024-08-30,"COMPASS",0.990177739,0.010268758,0.087174996,100,"All","Past Runs",NA
"139",2024-08-30,"COMPASS",0.985866463,0.010585417,0.09737672,100,"All","Past Runs",NA
"140",2024-08-30,"COMPASS",0.99044815,0.011181375,0.077015013,100,"All","Past Runs",NA
"141",2024-08-29,"SMARTX",0.99053911,0.011535354,0.07384657,100,"All","Past Runs",NA
"142",2024-08-29,"GenX2",0.985015156,0.009782729,0.093669731,100,"All","Past Runs",NA
"143",2024-08-29,"GenX2",0.990100963,0.011025989,0.095480695,100,"All","Past Runs",NA
"144",2024-08-29,"GenX2",0.986738056,0.011094002,0.090055999,100,"All","Past Runs",NA
"145",2024-08-29,"GenX2",0.994093709,0.010473948,0.080691929,100,"All","Past Runs",NA
"146",2024-08-07,"GenX2",0.986192277,0.011543972,0.085092199,100,"All","Past Runs",NA
"147",2024-08-07,"GenX2",0.989960946,0.010741325,0.089432284,100,"All","Past Runs",NA
"148",2024-08-07,"GenX2",0.986951933,0.011912043,0.085700427,100,"All","Past Runs",NA
"149",2024-08-07,"GenX2",0.991998444,0.010555363,0.079000944,100,"All","Past Runs",NA
"150",2024-07-29,"COMPASS",0.985536677,0.011846101,0.081424587,100,"All","Past Runs",NA
"151",2024-07-29,"COMPASS",0.989595015,0.01224124,0.098524648,100,"All","Past Runs",NA
"152",2024-07-25,"COMPASS",0.986188356,0.010118538,0.089341935,100,"All","Past Runs",NA
"153",2024-07-25,"COMPASS",0.992411811,0.012549456,0.078491188,100,"All","Past Runs",NA
"154",2024-07-25,"COMPASS",0.986593659,0.012390759,0.091396714,100,"All","Past Runs",NA
"155",2024-07-25,"COMPASS",0.987105229,0.011378377,0.09863995,100,"All","Past Runs",NA
"156",2024-07-25,"COMPASS",0.985994152,0.011415216,0.08057319,100,"All","Past Runs",NA
"157",2024-07-31,"COMPASS",0.990738705,0.011295641,0.084048401,100,"All","Past Runs",NA
"158",2024-07-29,"COMPASS",0.987136133,0.011450047,0.079739708,100,"All","Past Runs",NA
"159",2024-07-29,"COMPASS",0.99126783,0.013018999,0.08407446,100,"All","Past Runs",NA
"160",2024-07-29,"COMPASS",0.991454138,0.01254834,0.090174827,100,"All","Past Runs",NA
"161",2024-07-24,"COMPASS",0.99018676,0.010771473,0.09900375,100,"All","Past Runs",NA
"162",2024-07-24,"COMPASS",0.984822062,0.011740029,0.096632577,100,"All","Past Runs",NA
"163",2024-07-19,"SMARTX",0.993424378,0.012468772,0.07384182,100,"All","Past Runs",NA
"164",2024-07-19,"SMARTX",0.989184664,0.01069962,0.08457192,100,"All","Past Runs",NA
"165",2024-07-19,"SMARTX",0.989831855,0.011217555,0.074495287,100,"All","Past Runs",NA
"166",2024-07-19,"SMARTX",0.988637133,0.011247898,0.09116868,100,"All","Past Runs",NA
"167",2024-07-19,"SMARTX",0.990494512,0.012004154,0.08805378,100,"All","Past Runs",NA
"168",2024-07-19,"SMARTX",0.988124802,0.011667535,0.091833244,100,"All","Past Runs",NA
"169",2024-07-18,"SMARTX",0.990863942,0.010234964,0.079436097,100,"All","Past Runs",NA
"170",2024-07-18,"SMARTX",0.983817166,0.010882717,0.094621893,100,"All","Past Runs",NA
"171",2024-07-18,"SMARTX",0.990198017,0.011687802,0.081889383,100,"All","Past Runs",NA
"172",2024-07-18,"SMARTX",0.987899965,0.01159855,0.091733041,100,"All","Past Runs",NA
"173",2024-07-18,"SMARTX",0.989060685,0.011495464,0.099538763,100,"All","Past Runs",NA
"174",2024-07-18,"GenX2",0.986916133,0.009342433,0.095298628,100,"All","Past Runs",NA
"175",2024-07-19,"GenX2",0.984427464,0.011641613,0.092097982,100,"All","Past Runs",NA
"176",2024-07-19,"GenX2",0.990912834,0.010479158,0.086080607,100,"All","Past Runs",NA
"177",2024-07-18,"LTREB",0.987412326,0.010983562,0.094991681,100,"All","Past Runs",NA
"178",2024-07-18,"LTREB",0.986465804,0.011418341,0.090477665,100,"All","Past Runs",NA
"179",2024-07-18,"LTREB",0.987068169,0.011199063,0.089853992,100,"All","Past Runs",NA
"180",2024-07-17,"LTREB",0.989037854,0.011295078,0.081699567,100,"All","Past Runs",NA
"181",2024-07-17,"LTREB",0.992083054,0.012185227,0.07626707,100,"All","Past Runs",NA
"182",2024-07-17,"LTREB",0.992139993,0.011646417,0.077884912,100,"All","Past Runs",NA
"183",2024-07-17,"LTREB",0.993165626,0.012227159,0.072878643,100,"All","Past Runs",NA
"184",2024-07-17,"LTREB",0.991179678,0.010917098,0.077263615,100,"All","Past Runs",NA
"185",2024-07-17,"LTREB",0.994482296,0.010706488,0.074416857,100,"All","Past Runs",NA
"186",2024-07-15,"LTREB",0.993221658,0.011432212,0.085152764,100,"All","Past Runs",NA
"187",2024-07-05,"COMPASS",0.991012311,0.012163061,0.075124953,100,"All","Past Runs",NA
"188",2024-07-05,"COMPASS",0.985644961,0.012042341,0.087343444,100,"All","Past Runs",NA
"189",2024-07-05,"COMPASS",0.990282541,0.011631377,0.089041685,100,"All","Past Runs",NA
"190",2024-07-05,"GENX2",0.987824676,0.011559837,0.066632483,100,"All","Past Runs",NA
"191",2024-07-03,"GENX2",0.987863383,0.012339206,0.093894911,100,"All","Past Runs",NA
"192",2024-07-03,"GENX2",0.994315831,0.012786291,0.087233216,100,"All","Past Runs",NA
"193",2024-07-03,"GENX2",0.988339045,0.011649182,0.091537982,100,"All","Past Runs",NA
"194",2023-11-14,"GENX",0.988950697,0.014678212,0.09163757,100,"All","Past Runs",NA
"195",2023-11-14,"GENX",0.990040026,0.012259376,0.107676904,100,"All","Past Runs",NA
"196",2024-05-29,"COMPASS",0.992010649,0.010954084,0.079408389,100,"All","Past Runs",NA
"197",2024-05-29,"COMPASS",0.989206107,0.010763348,0.088663974,100,"All","Past Runs",NA
"198",2024-05-29,"COMPASS",0.990869031,0.010939769,0.092318935,100,"All","Past Runs",NA
"199",2024-05-29,"COMPASS",0.985767699,0.010729643,0.084530357,100,"All","Past Runs",NA
"200",2024-05-28,"COMPASS",0.990353193,0.011621645,0.084002879,100,"All","Past Runs",NA
"201",2024-05-28,"COMPASS",0.987684582,0.01183304,0.076585822,100,"All","Past Runs",NA
"202",2024-05-28,"COMPASS",0.990127271,0.010373918,0.082859368,100,"All","Past Runs",NA
"203",2024-05-28,"COMPASS",0.992091943,0.011632631,0.078949694,100,"All","Past Runs",NA
"204",2024-05-23,"SMARTX",0.991295752,0.011015224,0.083816625,100,"All","Past Runs",NA
"205",2024-05-23,"SMARTX",0.987251905,0.011995579,0.078461365,100,"All","Past Runs",NA
"206",2024-05-23,"SMARTX",0.991135851,0.011944649,0.090053389,100,"All","Past Runs",NA
"207",2024-05-22,"SMARTX",0.987847657,0.013334201,0.076212686,100,"All","Past Runs",NA
"208",2024-05-22,"SMARTX",0.98858924,0.010019939,0.074402064,100,"All","Past Runs",NA
"209",2024-05-22,"SMARTX",0.992678091,0.012147509,0.085708498,100,"All","Past Runs",NA
"210",2024-05-22,"SMARTX",0.993578596,0.012248114,0.078688178,100,"All","Past Runs",NA
"211",2024-05-21,"SMARTX",0.992362286,0.01333791,0.069302726,100,"All","Past Runs",NA
"212",2024-05-21,"SMARTX",0.989216329,0.012520477,0.080249778,100,"All","Past Runs",NA
"213",2024-05-21,"SMARTX",0.986391164,0.012989122,0.080584704,100,"All","Past Runs",NA
"214",2026-05-27,"COMPASS",0.989575487715997,0.0125559486719121,0.0792854200770978,100,"All","Past Runs",NA
"215",2026-05-27,"COMPASS",0.989575487715997,0.0125559486719121,0.0792854200770978,100,"20260527_Plate2","Past Runs",NA
"216",2026-06-16,"TEMPEST",0.9922,0.0116,0.0856,NA,"Plate1","Current Runs","H2S"
"217",2026-06-16,"TEMPEST",0.9946,0.0128,0.0663,NA,"Plate10","Current Runs","H2S"
"218",2026-06-17,"TEMPEST",0.9934,0.0116,0.0972,NA,"Plate11","Current Runs","H2S"
"219",2026-06-17,"TEMPEST",0.9819,0.0101,0.0891,NA,"Plate12","Current Runs","H2S"
"220",2026-06-17,"TEMPEST",0.9901,0.0112,0.0883,NA,"Plate13","Current Runs","H2S"
"221",2026-06-17,"TEMPEST",0.9842,0.0118,0.0917,NA,"Plate14","Current Runs","H2S"
"222",2026-06-17,"TEMPEST",0.9904,0.0115,0.0691,NA,"Plate15","Current Runs","H2S"
"223",2026-06-17,"TEMPEST",0.9776,0.0117,0.0929,NA,"Plate16","Current Runs","H2S"
"224",2026-06-16,"TEMPEST",0.9883,0.0122,0.0797,NA,"Plate2","Current Runs","H2S"
"225",2026-06-16,"TEMPEST",0.9861,0.0117,0.0796,NA,"Plate3","Current Runs","H2S"
"226",2026-06-16,"TEMPEST",0.9876,0.0124,0.0906,NA,"Plate4","Current Runs","H2S"
"227",2026-06-16,"TEMPEST",0.9881,0.0122,0.0759,NA,"Plate5","Current Runs","H2S"
"228",2026-06-16,"TEMPEST",0.9896,0.0118,0.0955,NA,"Plate6","Current Runs","H2S"
"229",2026-06-16,"TEMPEST",0.9877,0.0111,0.0964,NA,"Plate7","Current Runs","H2S"
"230",2026-06-16,"TEMPEST",0.9963,0.0116,0.081,NA,"Plate8","Current Runs","H2S"
"231",2026-06-16,"TEMPEST",0.9842,0.0104,0.099,NA,"Plate9","Current Runs","H2S"
