"","Run_Date","Project","R2","Slope","Intercept","Top_STD","Plate","Run","Curve"
"1",2025-11-14,"COMPASS",0.983286942088252,0.0085469244288225,0.0975778972397394,100,"All","Past Runs",NA
"2",2025-11-14,"COMPASS",0.986838794595551,0.00943758936866341,0.0895720806236618,100,"All","Past Runs",NA
"3",2025-11-14,"COMPASS",0.979190428777708,0.00896766256590509,0.114139201902202,100,"All","Past Runs",NA
"4",2025-11-14,"COMPASS",0.985855200617515,0.00887432470115819,0.110478239854251,100,"All","Past Runs",NA
"5",2025-11-10,"COMPASS",0.984836907471083,0.0104531014685693,0.106239380954362,100,"All","Past Runs",NA
"6",2025-11-10,"COMPASS",0.96036806872026,0.00945741012962716,0.114122744888414,100,"All","Past Runs",NA
"7",2025-11-10,"COMPASS",0.982389519731102,0.0101323057508563,0.0771308364881919,100,"All","Past Runs",NA
"8",2025-09-25,"COMPASS",0.993503916338202,0.0112487752617482,0.0912129047966885,100,"All","Past Runs",NA
"9",2025-09-25,"COMPASS",0.983170939364509,0.0122331739390317,0.0785678795576807,100,"All","Past Runs",NA
"10",2025-09-25,"COMPASS",0.984414366845256,0.0115247627956702,0.103054456768676,100,"All","Past Runs",NA
"11",2025-09-25,"COMPASS",0.986240952341188,0.0117227465667915,0.115101622971286,100,"All","Past Runs",NA
"12",2025-09-25,"COMPASS",0.987938120389527,0.0118233505028207,0.0882239391709591,100,"All","Past Runs",NA
"13",2025-09-25,"COMPASS",0.988807552235845,0.0112130314097882,0.0960819089359629,100,"All","Past Runs",NA
"14",2025-08-13,"COMPASS",0.985192606580225,0.0110727688435453,0.0848423924529753,100,"All","Past Runs",NA
"15",2025-08-12,"COMPASS",0.975312227881175,0.0112702020939859,0.111636571706842,100,"All","Past Runs",NA
"16",2025-08-13,"COMPASS",0.984158784986947,0.0109657623947615,0.0972263797942,100,"All","Past Runs",NA
"17",2025-08-13,"COMPASS",0.984941488084038,0.0106029484486252,0.0948761502853637,100,"All","Past Runs",NA
"18",2025-08-12,"COMPASS",0.939485835305464,0.010417464774975,0.118283363043638,100,"All","Past Runs",NA
"19",2025-08-12,"COMPASS",0.956560504066794,0.0111442123204285,0.11834541027514,100,"All","Past Runs",NA
"20",2025-08-12,"COMPASS",0.987764761985027,0.011243914852365,0.097165448156077,100,"All","Past Runs",NA
"21",2025-08-12,"COMPASS",0.981147874867287,0.0119548106765984,0.102894126319057,100,"All","Past Runs",NA
"22",2025-08-13,"COMPASS",0.983164287291546,0.0120798359193865,0.0988996433030143,100,"All","Past Runs",NA
"23",2025-08-12,"COMPASS",0.985790939027501,0.0150156739811912,0.061876698014629,100,"All","Past Runs",NA
"24",2025-08-12,"COMPASS",0.979552833733172,0.0112149533465283,0.10311152401341,100,"All","Past Runs",NA
"25",2025-05-29,"COMPASS",0.981788973216385,0.0102142878013148,0.0982915997078159,100,"All","Past Runs",NA
"26",2025-05-29,"COMPASS",0.997988063654175,0.0104008171603677,0.0596772216547497,100,"All","Past Runs",NA
"27",2025-05-29,"COMPASS",0.969462988376104,0.00902938525329007,0.100410582296737,100,"All","Past Runs",NA
"28",2025-05-29,"COMPASS",0.985388744590439,0.00966949225473322,0.0873759681583476,100,"All","Past Runs",NA
"29",2025-05-29,"COMPASS",0.980652320686933,0.0102696469442415,0.094071049427806,100,"All","Past Runs",NA
"30",2025-05-29,"COMPASS",0.968564701909153,0.0091527440954468,0.113738349159971,100,"All","Past Runs",NA
"31",2025-05-29,"COMPASS",0.98412689104889,0.0138108663729809,0.0591762114537445,25,"All","Past Runs",NA
"32",2025-05-29,"COMPASS",0.988266313972749,0.0095644108214785,0.0923137077542966,100,"All","Past Runs",NA
"33",2025-05-29,"COMPASS",0.982947961287737,0.0106831887616479,0.0855546521222855,100,"All","Past Runs",NA
"34",2025-05-29,"COMPASS",0.984528681990414,0.0107326418310202,0.0820499634769905,100,"All","Past Runs",NA
"35",2025-09-19,"LTREB",0.992846268819069,0.011061190121682,0.0832717564306619,100,"All","Past Runs",NA
"36",2025-09-18,"LTREB",0.989586555953431,0.0122573368082914,0.0861314322080125,100,"All","Past Runs",NA
"37",2025-09-18,"LTREB",0.994028851331232,0.0113630461035732,0.0890138523833203,100,"All","Past Runs",NA
"38",2025-09-18,"LTREB",0.986483002319239,0.0127867830758899,0.0799240429818671,100,"All","Past Runs",NA
"39",2025-09-18,"LTREB",0.987456283276139,0.0104711885347171,0.0974377934272302,100,"All","Past Runs",NA
"40",2025-09-18,"LTREB",0.990170084817602,0.0112018151815182,0.0802058580858085,100,"All","Past Runs",NA
"41",2025-09-18,"LTREB",0.994921446858848,0.0117479680376489,0.0821679003872739,100,"All","Past Runs",NA
"42",2025-07-16,"SMARTX",0.988565261756666,0.0118398407209473,0.069910824688253,100,"All","Past Runs",NA
"43",2025-07-16,"SMARTX",0.991619503969732,0.0117451922350631,0.0815141249339074,100,"All","Past Runs",NA
"44",2025-07-16,"SMARTX",0.990299632033072,0.0110517452209581,0.0722716508010214,100,"All","Past Runs",NA
"45",2025-07-16,"SMARTX",0.991820501381023,0.0110309777247001,0.107305831040033,100,"All","Past Runs",NA
"46",2025-07-16,"SMARTX",0.987843267469966,0.0119408533710514,0.0847814120697782,100,"All","Past Runs",NA
"47",2025-07-16,"SMARTX",0.992091937516389,0.0119575567429776,0.080297784205108,100,"All","Past Runs",NA
"48",2025-07-16,"SMARTX",0.991711318195403,0.0112770240374784,0.0932059638229443,100,"All","Past Runs",NA
"49",2025-07-15,"SMARTX",0.990221806114269,0.0120076006846205,0.0817641552272171,100,"All","Past Runs",NA
"50",2025-07-15,"SMARTX",0.985259660777045,0.0101684745256238,0.104301957268788,100,"All","Past Runs",NA
"51",2025-07-16,"LTREB",0.988492906812788,0.0118130714109217,0.0689941314553992,100,"All","Past Runs",NA
"52",2025-07-15,"LTREB",0.994149684887431,0.0134180557251349,0.0724238235940515,100,"All","Past Runs",NA
"53",2025-07-15,"LTREB",0.991748191176995,0.0117355375937096,0.0886286049180728,100,"All","Past Runs",NA
"54",2025-07-15,"LTREB",0.989333167516419,0.0124116612355023,0.0884359648200709,100,"All","Past Runs",NA
"55",2025-07-14,"LTREB",0.992931678458511,0.0119464841968068,0.103706810035842,100,"All","Past Runs",NA
"56",2025-07-14,"LTREB",0.994098750486555,0.0117786544999105,0.0914184558955091,100,"All","Past Runs",NA
"57",2025-07-14,"LTREB",0.988158506918107,0.0107971505001163,0.0912718364735986,100,"All","Past Runs",NA
"58",2025-07-14,"LTREB",0.992095455850262,0.0107528278625366,0.104719178609955,100,"All","Past Runs",NA
"59",2025-07-14,"LTREB",0.994516180115421,0.0111100688801176,0.0905583933132109,100,"All","Past Runs",NA
"60",2025-08-27,"GENX2",0.99222674232991,0.0122742556687479,0.0955853434111076,100,"All","Past Runs",NA
"61",2025-08-27,"GENX2",0.989946431082284,0.0116282700865482,0.0970016118294265,100,"All","Past Runs",NA
"62",2025-08-27,"GENX2",0.988459596048237,0.011593870815653,0.102538661008958,100,"All","Past Runs",NA
"63",2025-08-08,"GENX2",0.984009844714791,0.0107744200626959,0.0946904750421993,100,"All","Past Runs",NA
"64",2025-08-08,"GENX2",0.991998683791332,0.0120037065637066,0.0878888030888031,100,"All","Past Runs",NA
"65",2025-08-08,"GENX2",0.988472936708902,0.0136540874742386,0.0807479963361576,100,"All","Past Runs",NA
"66",2025-08-08,"GENX2",0.989644137988073,0.0111875275561919,0.100376400536351,100,"All","Past Runs",NA
"67",2025-07-28,"GENX2",0.991253240642242,0.0124033503774044,0.09178139761383,100,"All","Past Runs",NA
"68",2025-07-28,"GENX2",0.985302045716693,0.0109836126629423,0.0965110567970205,100,"All","Past Runs",NA
"69",2025-07-28,"GENX2",0.989746609161085,0.0121991561181435,0.0839581072935504,100,"All","Past Runs",NA
"70",2025-07-28,"GENX2",0.983978643607826,0.0125719203769593,0.0820660640446195,100,"All","Past Runs",NA
"71",2025-06-23,"GENX2",0.985041184004033,0.0132531346989448,0.0958902855369336,100,"All","Past Runs",NA
"72",2025-06-23,"GENX2",0.988479921775765,0.0127702248579194,0.0975152582159624,100,"All","Past Runs",NA
"73",2025-06-23,"GENX2",0.986622245429801,0.0144904788859957,0.0885509453186912,100,"All","Past Runs",NA
