,1,2,3,4,5,6,7,8,9,10,11,12
A,0.061,0.062,0.061,0.062,0.063,0.067,0.069,0.062,0.064,0.064,0.063,0.066
B,0.116,0.119,0.121,0.067,0.062,0.067,0.068,0.067,0.065,0.067,0.067,0.067
C,0.25,0.216,0.205,0.067,0.065,0.07,0.064,0.064,0.064,0.062,0.063,0.065
D,0.407,0.377,0.405,0.068,0.067,0.067,0.062,0.064,0.07,0.065,0.065,0.062
E,0.709,0.639,0.796,0.064,0.063,0.065,0.065,0.078,0.067,0.065,0.068,0.067
F,0.973,1.155,1.133,0.066,0.062,0.068,0.066,0.067,0.066,0.07,0.065,0.068
G,1.186,1.276,1.057,0.064,0.063,0.065,0.076,0.073,0.066,0.069,0.063,0.07
H,0.065,0.067,0.068,0.066,0.064,0.062,0.286,0.306,0.298,0.059,0.065,0.076
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,Std 0,Std 0,Std 0,255,255,255,263,263,263,269,269,269
B,Std 1,Std 1,Std 1,256,256,256,264,264,264,270,270,270
C,Std 2,Std 2,Std 2,257,257,257,265,265,265,271,271,271
D,Std 3,Std 3,Std 3,258,258,258,266,266,266,272,272,272
E,Std 4,Std 4,Std 4,259,259,259,267,267,267,273,273,273
F,Std 5,Std 5,Std 5,260,260,260,267 dup,267 dup,267 dup,274,274,274
G,MC: 10ppt S5,MC: 10ppt S5,MC: 10ppt S5,261,261,261,268,268,268,275,275,275
H,254,254,254,262,262,262,268 spk,268 spk,268 spk,276,276,276
,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12
A,1,1,1,1,1,1,1,1,1,1,1,1
B,1,1,1,1,1,1,1,1,1,1,1,1
C,1,1,1,1,1,1,1,1,1,1,1,1
D,1,1,1,1,1,1,1,1,1,1,1,1
E,1,1,1,1,1,1,1,1,1,1,1,1
F,1,1,1,1,1,1,1,1,1,1,1,1
G,1,1,1,1,1,1,1,1,1,1,1,1
H,1,1,1,1,1,1,1,1,1,1,1,1
