"","IDs","H2S_mean","H2S_sd","H2S_cv","abs_mean","Conc_mean","QAQC_flag","Dilution","H2S_cv_flag","H2S_flag","Analysis_rundate"
"1","29",1.85733266981837,0,0,0.097,1.85733266981837,"",1,"Within range","Within_Range","20250925"
"2","30",0.918800696690724,0.234226702079629,25.4926561247995,0.0885,0.918800696690724,"",1,"High CV","Within_Range","20250925"
"3","37 Dup",0.587554117939792,0.0780755673598752,13.2882342197925,0.0855,0.587554117939792,"",1,"High CV","Within_Range","20250925"
"4","38",1.36046280169197,0.0780755673598762,5.73889762092545,0.0925,1.36046280169197,"",1,"Within range","Within_Range","20250925"
"5","43",0,0,0,0.0795,-0.074939039562074,"",1,"Within range","bdl","20250925"
"6","33",3.45835780044788,0.0780755673598762,2.25759079496531,0.1115,3.45835780044788,"",1,"Within range","Within_Range","20250925"
"7","35",0,0,0,0.074,-0.682224433938785,"",1,"Within range","bdl","20250925"
"8","37",0.587554117939792,0.0780755673598752,13.2882342197925,0.0855,0.587554117939792,"",1,"High CV","Within_Range","20250925"
"9","38 Spike",5.50104503607863,0.468453404159258,8.51571657906641,0.13,5.50104503607863,"",1,"Within range","Within_Range","20250925"
"10","40",2.02295595919384,0.390377836799381,19.2973967142097,0.0985,2.02295595919384,"",1,"High CV","Within_Range","20250925"
"11","27",2.6854491166957,0.0780755673598762,2.90735604984927,0.1045,2.6854491166957,"",1,"Within range","Within_Range","20250925"
"12","45",0.256307539188859,0.0780755673598762,30.4616741306024,0.0825,0.256307539188859,"",1,"High CV","Within_Range","20250925"
"13","24",0.679567056481717,0.0637484338033313,9.38074222334619,0.0863333333333333,0.679567056481717,"",1,"Within range","Within_Range","20250925"
"14","25",0,0,0,0.076,-0.461393381438163,"",1,"Within range","bdl","20250925"
"15","26",0.789982582732028,0.0637484338033313,8.06959991230029,0.0873333333333333,0.789982582732028,"",1,"Within range","Within_Range","20250925"
"16","28",2.44621547648669,0.229848246808432,9.39607524430125,0.102333333333333,2.44621547648669,"",1,"Within range","Within_Range","20250925"
"17","31",1.30525503856681,0.110415526250311,8.45930664795968,0.092,1.30525503856681,"",1,"Within range","Within_Range","20250925"
"18","32",1.93094302065191,0.168662502313478,8.7347218695524,0.0976666666666667,1.93094302065191,"",1,"Within range","Within_Range","20250925"
"19","34",2.26218959940284,1.27496867606663,56.3599389018137,0.100666666666667,2.26218959940284,"",1,"High CV","Within_Range","20250925"
"20","36",1.41567056481712,0.614767632159605,43.425896351742,0.093,1.41567056481712,"",1,"High CV","Within_Range","20250925"
"21","39",0,0,0,0.0793333333333333,-0.0933416272704592,"",1,"Within range","bdl","20250925"
"22","41",1.45247574023389,0.0637484338033313,4.38894998639122,0.0933333333333333,1.45247574023389,"",1,"Within range","Within_Range","20250925"
"23","42",0,0,0,0.0786666666666667,-0.166951978104,"",1,"Within range","bdl","20250925"
"24","44",5.02257775566062,0.337325004626956,6.71617287053007,0.125666666666667,5.02257775566062,"",1,"Within range","Within_Range","20250925"
"25","46",1.67330679273452,0.254993735213325,15.2389111381431,0.0953333333333333,1.67330679273452,"",1,"High CV","Within_Range","20250925"
