"Project","plot","grid","Depth_cm","Analyte","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL","Sample_ID","Site"
"COMPASS","SW","H6",15,"DOC",9.555,796.25,NA,0.6142,43.8714285714286,"","8/9/2024 10:30:28 AM",NA,"clear",20240805,20240808,954,925,"EDT",15,"TMP_SW_H6_20240808","TEMPEST"
"COMPASS","SW","I5",15,"DOC",11.67,972.5,NA,0.8969,64.0642857142857,"","8/9/2024 10:58:21 AM",NA,"clear",20240805,20240808,956,935,"EDT",20,"TMP_SW_I5_20240808","TEMPEST"
"COMPASS","SW","C6",15,"DOC",11.55,962.5,NA,2.097,149.785714285714,NA,"9/5/2024 9:35:07 PM",NA,"clear",20240808,20240812,900,1015,"EDT",20,"TMP_SW_C6_20240812","TEMPEST"
"COMPASS","SW","E3",15,"DOC",4.861,405.083333333333,NA,0.3165,22.6071428571429,NA,"9/5/2024 10:38:39 PM",NA,"clear",20240808,20240812,1002,1040,"EDT",10,"TMP_SW_E3_20240812","TEMPEST"
"COMPASS","SW","C3",15,"DOC",9.329,777.416666666667,"NPOC checks out of range",0.6664,47.6,"","9/10/2024 3:03:33 PM","This run the samples names were not put in correctly, they are
      changed in the code to be the correct format","clear",20240903,20240906,900,1115,"EDT",10,"TMP_SW_C3_20240906","TEMPEST"
"COMPASS","SW","D5",15,"DOC",5.781,481.75,"NPOC checks out of range",0.2683,19.1642857142857,"blank is < 25% of sample value","9/10/2024 3:32:19 PM","This run the samples names were not put in correctly, they are
      changed in the code to be the correct format","clear",20240903,20240906,910,1140,"EDT",10,"TMP_SW_D5_20240906","TEMPEST"
"COMPASS","SW","F6",15,"DOC",6.013,501.083333333333,"NPOC checks out of range",0.353,25.2142857142857,"","9/10/2024 4:01:16 PM","This run the samples names were not put in correctly, they are
      changed in the code to be the correct format","clear",20240903,20240906,913,1151,"EDT",20,"TMP_SW_F6_20240906","TEMPEST"
"COMPASS","C","C6",15,"DOC",68.83,5735.83333333333,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 7:22:16 AM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.",NA,20240930,20241003,1127,1424,"EDT",10,"TMP_C_C6_20241003","TEMPEST"
"COMPASS","SW","B4",15,"DOC",27.44,2286.66666666667,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 8:01:42 AM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,948,1415,"EDT",12,"TMP_SW_B4_20241003","TEMPEST"
"COMPASS","SW","C3",15,"DOC",31.81,2650.83333333333,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 8:48:18 AM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,945,1402,"EDT",20,"TMP_SW_C3_20241003","TEMPEST"
"COMPASS","SW","C6",15,"DOC",29.69,2474.16666666667,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 9:33:43 AM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20241003,20241007,1233,1031,"EDT",19,"TMP_SW_C6_20241007","TEMPEST"
"COMPASS","SW","D5",15,"DOC",15.02,1251.66666666667,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 10:17:39 AM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,928,1240,"EDT",20,"TMP_SW_D5_20241003","TEMPEST"
"COMPASS","SW","E3",15,"DOC",11.55,962.5,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 10:59:44 AM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,1138,1355,"EDT",10,"TMP_SW_E3_20241003","TEMPEST"
"COMPASS","SW","F4",15,"DOC",8.778,731.5,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 11:33:54 AM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,940,1347,"EDT",10,"TMP_SW_F4_20241003","TEMPEST"
"COMPASS","SW","F6",15,"DOC",11.84,986.666666666667,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 12:16:18 PM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,1113,1255,"EDT",20,"TMP_SW_F6_20241003","TEMPEST"
"COMPASS","SW","H3",15,"DOC",21.63,1802.5,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 12:55:53 PM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,938,1336,"EDT",20,"TMP_SW_H3_20241003","TEMPEST"
"COMPASS","SW","H6",15,"DOC",70.1,5841.66666666667,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 1:34:50 PM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","Yellow",20240930,20241003,935,1304,"EDT",21,"TMP_SW_H6_20241003","TEMPEST"
"COMPASS","SW","I5",15,"DOC",23.34,1945,"NPOC checks out of range",NA,NA,"TN broken, no data","10/13/2024 2:17:49 PM","The TN went down during this run and there were no peaks for samples, 
    and there was not enough volume to rerun - making TN NAs for these samples. Two samples
    named incorrectly on instrument run SW_D5 and SW_E3 were listed as 10-07 collections, 
    but were collected on 10-03. This is changed programmatically upon data read in.","clear",20240930,20241003,936,1326,"EDT",10,"TMP_SW_I5_20241003","TEMPEST"
"COMPASS","C","C6",15,"DOC",23.06,1921.66666666667,NA,0.7241,51.7214285714286,NA,"12/17/2024 11:28:40 PM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1444,1412,"EST",20,"TMP_C_C6_20241213","TEMPEST"
"COMPASS","C","D5",15,"DOC",21.69,1807.5,NA,0.366,26.1428571428571,NA,"12/17/2024 11:51:36 PM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1448,1430,"EST",12,"TMP_C_D5_20241213","TEMPEST"
"COMPASS","C","E3",15,"DOC",24.06,2005,NA,0.6108,43.6285714285714,NA,"12/18/2024 12:22:13 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1434,1450,"EST",10,"TMP_C_E3_20241213","TEMPEST"
"COMPASS","C","F6",15,"DOC",30.31,2525.83333333333,NA,0.6577,46.9785714285714,NA,"12/18/2024 12:47:24 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1425,1515,"EST",10,"TMP_C_F6_20241213","TEMPEST"
"COMPASS","C","H6",15,"DOC",16.43,1369.16666666667,NA,0.4995,35.6785714285714,NA,"12/18/2024 1:16:17 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1421,1511,"EST",10,"TMP_C_H6_20241213","TEMPEST"
"COMPASS","C","I5",15,"DOC",18.69,1557.5,NA,0.4601,32.8642857142857,NA,"12/18/2024 1:46:03 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1418,1515,"EST",20,"TMP_C_I5_20241213","TEMPEST"
"COMPASS","FW","B4",15,"DOC",15.61,1300.83333333333,NA,0.4696,33.5428571428571,NA,"12/18/2024 2:14:15 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1406,1158,"EST",10,"TMP_FW_B4_20241213","TEMPEST"
"COMPASS","FW","C3",15,"DOC",31.91,2659.16666666667,NA,0.7914,56.5285714285714,NA,"12/18/2024 2:44:18 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","yellow",20241210,20241213,1409,1146,"EST",20,"TMP_FW_C3_20241213","TEMPEST"
"COMPASS","FW","C6",15,"DOC",29.35,2445.83333333333,NA,0.6181,44.15,NA,"12/18/2024 3:13:53 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1402,1218,"EST",10,"TMP_FW_C6_20241213","TEMPEST"
"COMPASS","FW","D5",15,"DOC",27.75,2312.5,NA,0.6039,43.1357142857143,NA,"12/18/2024 3:42:26 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","light yellow",20241210,20241213,1359,1205,"EST",20,"TMP_FW_D5_20241213","TEMPEST"
"COMPASS","FW","F4",15,"DOC",38.88,3240,NA,0.7444,53.1714285714286,NA,"12/18/2024 5:25:17 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","yellow",20241210,20241213,1347,1120,"EST",10,"TMP_FW_F4_20241213","TEMPEST"
"COMPASS","FW","F6",15,"DOC",28.01,2334.16666666667,NA,0.602,43,NA,"12/18/2024 5:56:32 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","light yellow",20241210,20241213,1356,1102,"EST",11,"TMP_FW_F6_20241213","TEMPEST"
"COMPASS","FW","H3",15,"DOC",11.21,934.166666666667,NA,0.3698,26.4142857142857,NA,"12/18/2024 6:25:18 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1345,1111,"EST",10,"TMP_FW_H3_20241213","TEMPEST"
"COMPASS","FW","I5",15,"DOC",26.17,2180.83333333333,NA,0.9024,64.4571428571429,NA,"12/18/2024 6:56:14 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,20241210,20241213,1341,1036,"EST",20,"TMP_FW_I5_20241213","TEMPEST"
"COMPASS","SW","B4",15,"DOC",20.35,1695.83333333333,NA,0.7158,51.1285714285714,NA,"12/18/2024 7:25:16 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","Clear",20241210,20241213,1223,1357,"EST",20,"TMP_SW_B4_20241213","TEMPEST"
"COMPASS","SW","C3",15,"DOC",14.9,1241.66666666667,NA,0.4805,34.3214285714286,NA,"12/18/2024 7:53:47 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","Clear",20241210,20241213,1225,1346,"EST",20,"TMP_SW_C3_20241213","TEMPEST"
"COMPASS","SW","D5",15,"DOC",16.49,1374.16666666667,NA,0.5017,35.8357142857143,NA,"12/18/2024 8:23:40 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","Clear",20241210,20241213,1203,1236,"EST",10,"TMP_SW_D5_20241213","TEMPEST"
"COMPASS","SW","F6",15,"DOC",6.668,555.666666666667,NA,0.2709,19.35,NA,"12/18/2024 8:45:44 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","Clear",20241210,20241213,1207,1254,"EST",20,"TMP_SW_F6_20241213","TEMPEST"
"COMPASS","SW","H6",15,"DOC",26.37,2197.5,NA,0.8326,59.4714285714286,NA,"12/18/2024 9:16:09 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","light yellow",20241210,20241213,1212,1306,"EST",20,"TMP_SW_H6_20241213","TEMPEST"
"COMPASS","SW","I5",15,"DOC",12.62,1051.66666666667,NA,0.8358,59.7,NA,"12/18/2024 9:35:51 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data","Clear",20241210,20241213,1214,1318,"EST",20,"TMP_SW_I5_20241213","TEMPEST"
"COMPASS","CTRL",NA,NA,"DOC",11.05,920.833333333333,NA,0.3805,27.1785714285714,NA,"12/18/2024 11:18:36 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,NA,NA,NA,NA,NA,NA,"TMP_C_Rain_20241212","TEMPEST"
"COMPASS","FW",NA,NA,"DOC",7.418,618.166666666667,NA,0.5626,40.1857142857143,NA,"12/18/2024 11:45:14 AM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,NA,NA,NA,NA,NA,NA,"TMP_FW_Rain_20241212","TEMPEST"
"COMPASS","SW",NA,NA,"DOC",10.26,855,NA,0.4637,33.1214285714286,NA,"12/18/2024 12:14:38 PM"," SW_F4 is SW_F6 changed in this code. Rain water samples also
    collected, these are output to a separate file in processed data",NA,NA,NA,NA,NA,NA,NA,"TMP_SW_Rain_20241212","TEMPEST"
