"","Project","plot","grid","Depth_cm","sample_type","Vial_ID","date","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"19","COMPASS: TEMPEST","FW","E3",15,"DOC","FW_E3_DOC_20240614_T6","20240614",7.641,636.75,"NPOC checks out of range",0.2835,20.25,"TN checks out of range","6/19/2024 11:05:45 PM"," ",NA,"20240613","20240614","1530","1529","EDT","10"
"20","COMPASS: TEMPEST","FW","F4",15,"DOC","FW_F4_DOC_20240614_T6","20240614",5.791,482.583333333333,"NPOC checks out of range",0.02767,1.97642857142857,"TN checks out of range","6/19/2024 11:29:17 PM"," ",NA,"20240613","20240614","1506","1535","EDT","10"
"21","COMPASS: TEMPEST","FW","H3",15,"DOC","FW_H3_DOC_20240614_T6","20240614",4.228,352.333333333333,"NPOC checks out of range",0.1816,12.9714285714286,"TN checks out of range","6/19/2024 11:51:57 PM"," ",NA,"20240613","20240614","1456","1546","EDT","10"
"22","COMPASS: TEMPEST","FW","I5",15,"DOC","FW_I5_DOC_20240614_T6","20240614",6.165,513.75,"NPOC checks out of range",0.3239,23.1357142857143,"TN checks out of range","6/20/2024 12:15:33 AM"," ",NA,"20240613","20240614","1442","1342","EDT","10"
"23","COMPASS: TEMPEST","SW","B4",15,"DOC","SW_B4_DOC_20240612_T2","20240612",6.176,514.666666666667,"NPOC checks out of range",0.7919,56.5642857142857,"TN checks out of range","6/18/2024 10:56:18 PM"," ",NA,"20240611","20240612","1400","920","EDT","10"
"24","COMPASS: TEMPEST","SW","C3",15,"DOC","SW_C3_DOC_20240612_T2","20240612",12.85,1070.83333333333,"NPOC checks out of range",0.5984,42.7428571428571,"TN checks out of range","6/18/2024 11:22:41 PM"," ",NA,"20240611","20240612","1427","931","EDT","10"
"25","COMPASS: TEMPEST","SW","F6",15,"DOC","SW_F6_DOC_20240612_T2","20240612",5.898,491.5,"NPOC checks out of range",0.3155,22.5357142857143,"TN checks out of range","6/18/2024 11:45:49 PM"," ",NA,"20240611","20240612","1337","842","EDT","10"
"26","COMPASS: TEMPEST","FW","D5",15,"DOC","FW_D5_DOC_20240612_T2","20240612",5.492,457.666666666667,"NPOC checks out of range",0.1895,13.5357142857143,"TN checks out of range","6/19/2024 12:10:36 AM"," ",NA,"20240611","20240612","1330","843","EDT","10"
"27","COMPASS: TEMPEST","FW","C3",15,"DOC","FW_C3_DOC_20240612_T2","20240612",5.141,428.416666666667,"NPOC checks out of range",0.2161,15.4357142857143,"TN checks out of range","6/19/2024 12:35:25 AM"," ",NA,"20240611","20240612","1417","802","EDT","10"
"28","COMPASS: TEMPEST","FW","F4",15,"DOC","FW_F4_DOC_20240612_T2","20240612",7.021,585.083333333333,"NPOC checks out of range",0.2535,18.1071428571429,"TN checks out of range","6/19/2024 12:58:48 AM"," ",NA,"20240611","20240612","1343","947","EDT","10"
"29","COMPASS: TEMPEST","FW","H3",15,"DOC","FW_H3_DOC_20240612_T2","20240612",6.053,504.416666666667,"NPOC checks out of range",0.305,21.7857142857143,"TN checks out of range","6/19/2024 1:23:21 AM"," ",NA,"20240611","20240612","1325","1005","EDT","10"
"30","COMPASS: TEMPEST","FW","H6",15,"DOC","FW_H6_DOC_20240612_T2","20240612",8.331,694.25,"NPOC checks out of range",0.4307,30.7642857142857,"TN checks out of range","6/19/2024 2:34:53 AM"," ",NA,"20240611","20240612","1322","922","EDT","10"
"31","COMPASS: TEMPEST","FW","I5",15,"DOC","FW_I5_DOC_20240612_T2","20240612",6.318,526.5,"NPOC checks out of range",0.2869,20.4928571428571,"TN checks out of range","6/19/2024 2:57:13 AM"," ",NA,"20240611","20240612","1307","931","EDT","10"
"32","COMPASS: TEMPEST","SW","B4",15,"DOC","SW_B4_DOC_20240612_T3","20240612",4.718,393.166666666667,"NPOC checks out of range",0.4682,33.4428571428571,"TN checks out of range","6/19/2024 3:20:32 AM"," ","clear","20240612","20240612","920","1622","EDT","10"
"33","COMPASS: TEMPEST","SW","C3",15,"DOC","SW_C3_DOC_20240612_T3","20240612",6.382,531.833333333333,"NPOC checks out of range",0.3818,27.2714285714286,"TN checks out of range","6/19/2024 4:07:59 AM"," ","clear","20240612","20240612","931","1540","EDT","10"
"34","COMPASS: TEMPEST","SW","D5",15,"DOC","SW_D5_DOC_20240612_T3","20240612",4.016,334.666666666667,"NPOC checks out of range",0.2851,20.3642857142857,"TN checks out of range","6/19/2024 4:31:20 AM"," ","clear","20240612","20240612","905","1556","EDT","10"
"35","COMPASS: TEMPEST","SW","F6",15,"DOC","SW_F6_DOC_20240612_T3","20240612",3.802,316.833333333333,"NPOC checks out of range",0.2662,19.0142857142857,"TN checks out of range","6/19/2024 4:50:04 AM"," ","clear","20240612","20240612","842","1607","EDT","10"
"36","COMPASS: TEMPEST","SW","I5",15,"DOC","SW_I5_DOC_20240612_T3","20240612",10.05,837.5,"NPOC checks out of range",0.6637,47.4071428571429,"TN checks out of range","6/19/2024 5:14:18 AM"," ","clear","20240612","20240612","816","1506","EDT","10"
"37","COMPASS: TEMPEST","FW","C3",15,"DOC","FW_C3_DOC_20240612_T3","20240612",4.601,383.416666666667,"NPOC checks out of range",0.1868,13.3428571428571,"TN checks out of range","6/19/2024 5:38:17 AM"," ",NA,"20240612","20240612","802","1618","EDT","10"
"38","COMPASS: TEMPEST","FW","C6",15,"DOC","FW_C6_DOC_20240612_T3","20240612",4.642,386.833333333333,"NPOC checks out of range",0.1199,8.56428571428571,"TN checks out of range","6/19/2024 6:01:45 AM"," ",NA,"20240612","20240612","901","1603","EDT","10"
"39","COMPASS: TEMPEST","FW","D5",15,"DOC","FW_D5_DOC_20240612_T3","20240612",5.925,493.75,"NPOC checks out of range",0.2128,15.2,"TN checks out of range","6/19/2024 7:10:49 AM"," ",NA,"20240612","20240612","843","1548","EDT","10"
"40","COMPASS: TEMPEST","FW","F4",15,"DOC","FW_F4_DOC_20240612_T3","20240612",6.914,576.166666666667,"NPOC checks out of range",0.2619,18.7071428571429,"TN checks out of range","6/19/2024 7:26:35 AM"," ",NA,"20240612","20240612","947","1531","EDT","10"
"41","COMPASS: TEMPEST","FW","H3",15,"DOC","FW_H3_DOC_20240612_T3","20240612",4.875,406.25,"NPOC checks out of range",0.1782,12.7285714285714,"TN checks out of range","6/19/2024 7:52:10 AM"," ",NA,"20240612","20240612","1005","1523","EDT","10"
"42","COMPASS: TEMPEST","FW","I5",15,"DOC","FW_I5_DOC_20240612_T3","20240612",4.855,404.583333333333,"NPOC checks out of range",0.231,16.5,"TN checks out of range","6/19/2024 8:15:35 AM"," ",NA,"20240612","20240612","931","1500","EDT","10"
"43","COMPASS: TEMPEST","SW","B4",15,"DOC","SW_B4_DOC_20240613_T4","20240613",5.343,445.25,"NPOC checks out of range",0.3989,28.4928571428571,"TN checks out of range","6/19/2024 8:35:09 AM"," ","clear","20240612","20240613","1622","937","EDT","10"
"44","COMPASS: TEMPEST","SW","C3",15,"DOC","SW_C3_DOC_20240613_T4","20240613",5.849,487.416666666667,"NPOC checks out of range",0.3003,21.45,"TN checks out of range","6/19/2024 8:59:21 AM"," ","clear","20240612","20240613","1540","916","EDT","10"
"45","COMPASS: TEMPEST","SW","D5",15,"DOC","SW_D5_DOC_20240613_T4","20240613",3.878,323.166666666667,"NPOC checks out of range",0.2111,15.0785714285714,"TN checks out of range","6/19/2024 9:21:00 AM"," ","clear","20240612","20240613","1556","900","EDT","10"
"46","COMPASS: TEMPEST","SW","F6",15,"DOC","SW_F6_DOC_20240613_T4","20240613",3.641,303.416666666667,"NPOC checks out of range",0.2152,15.3714285714286,"TN checks out of range","6/19/2024 9:44:06 AM"," ","clear","20240612","20240613","1607","848","EDT","10"
"47","COMPASS: TEMPEST","FW","C6",15,"DOC","FW_C6_DOC_20240613_T4","20240613",4.613,384.416666666667,"NPOC checks out of range",0.09606,6.86142857142857,"TN checks out of range","6/19/2024 10:25:50 AM"," ",NA,"20240612","20240613","1603","943","EDT","10"
"48","COMPASS: TEMPEST","FW","D5",15,"DOC","FW_D5_DOC_20240613_T4","20240613",6.602,550.166666666667,"NPOC checks out of range",0.3157,22.55,"TN checks out of range","6/19/2024 11:26:39 AM"," ",NA,"20240612","20240613","1548","957","EDT","10"
"49","COMPASS: TEMPEST","FW","F4",15,"DOC","FW_F4_DOC_20240613_T4","20240613",6.7,558.333333333333,"NPOC checks out of range",0.2655,18.9642857142857,"TN checks out of range","6/19/2024 11:45:55 AM"," ",NA,"20240612","20240613","1531","846","EDT","10"
"50","COMPASS: TEMPEST","FW","E3",15,"DOC","FW_E3_DOC_20240613_T4","20240613",7.743,645.25,"NPOC checks out of range",0.2734,19.5285714285714,"TN checks out of range","6/19/2024 12:10:04 PM"," ",NA,"20240612","20240613","1542","902","EDT","10"
"51","COMPASS: TEMPEST","FW","H3",15,"DOC","FW_H3_DOC_20240613_T4","20240613",4.353,362.75,"NPOC checks out of range",0.1827,13.05,"TN checks out of range","6/19/2024 12:28:28 PM"," ",NA,"20240612","20240613","1523","834","EDT","10"
"52","COMPASS: TEMPEST","FW","I5",15,"DOC","FW_I5_DOC_20240613_T4","20240613",5.909,492.416666666667,"NPOC checks out of range",0.2236,15.9714285714286,"TN checks out of range","6/19/2024 12:52:39 PM"," ",NA,"20240612","20240613","1500","822","EDT","10"
"53","COMPASS: TEMPEST","SW","B4",15,"DOC","SW_B4_DOC_20240613_T5","20240613",5.297,441.416666666667,"NPOC checks out of range",0.4489,32.0642857142857,"TN checks out of range","6/19/2024 1:17:12 PM"," ",NA,"20240613","20240613","937","1544","EDT","10"
"54","COMPASS: TEMPEST","SW","C3",15,"DOC","SW_C3_DOC_20240613_T5","20240613",5.799,483.25,"NPOC checks out of range",0.3637,25.9785714285714,"TN checks out of range","6/19/2024 1:40:57 PM"," ",NA,"20240613","20240613","916","1557","EDT","10"
"55","COMPASS: TEMPEST","SW","H6",15,"DOC","SW_H6_DOC_20240613_T5","20240613",5.856,488,"NPOC checks out of range",0.6584,47.0285714285714,"TN checks out of range","6/19/2024 2:05:47 PM"," ",NA,"20240613","20240613","808","1446","EDT","10"
"56","COMPASS: TEMPEST","SW","I5",15,"DOC","SW_I5_DOC_20240613_T5","20240613",7.362,613.5,"NPOC checks out of range",0.4944,35.3142857142857,"TN checks out of range","6/19/2024 2:29:11 PM"," ",NA,"20240613","20240613","824","1452","EDT","10"
"57","COMPASS: TEMPEST","FW","C3",15,"DOC","FW_C3_DOC_20240613_T5","20240613",4.385,365.416666666667,"NPOC checks out of range",0.1474,10.5285714285714,"TN checks out of range","6/19/2024 2:54:07 PM"," ",NA,"20240613","20240613","917","1624","EDT","10"
"58","COMPASS: TEMPEST","FW","C6",15,"DOC","FW_C6_DOC_20240613_T5","20240613",3.634,302.833333333333,"NPOC checks out of range",0.09916,7.08285714285714,"TN checks out of range","6/19/2024 4:04:24 PM"," ",NA,"20240613","20240613","943","1537","EDT","10"
"59","COMPASS: TEMPEST","FW","D5",15,"DOC","FW_D5_DOC_20240613_T5","20240613",6.34,528.333333333333,"NPOC checks out of range",0.2473,17.6642857142857,"TN checks out of range","6/19/2024 4:28:51 PM"," ",NA,"20240613","20240613","957","1612","EDT","10"
"60","COMPASS: TEMPEST","FW","E3",15,"DOC","FW_E3_DOC_20240613_T5","20240613",7.736,644.666666666667,"NPOC checks out of range",0.3197,22.8357142857143,"TN checks out of range","6/19/2024 4:52:40 PM"," ",NA,"20240613","20240613","902","1530","EDT","10"
"61","COMPASS: TEMPEST","FW","F4",15,"DOC","FW_F4_DOC_20240613_T5","20240613",5.846,487.166666666667,"NPOC checks out of range",0.1936,13.8285714285714,"TN checks out of range","6/19/2024 5:14:06 PM"," ",NA,"20240613","20240613","846","1506","EDT","10"
"62","COMPASS: TEMPEST","FW","H3",15,"DOC","FW_H3_DOC_20240613_T5","20240613",4.532,377.666666666667,"NPOC checks out of range",0.185,13.2142857142857,"TN checks out of range","6/19/2024 6:02:25 PM"," ",NA,"20240613","20240613","834","1456","EDT","10"
"63","COMPASS: TEMPEST","FW","I5",15,"DOC","FW_I5_DOC_20240613_T5","20240613",5.037,419.75,"NPOC checks out of range",0.3525,25.1785714285714,"TN checks out of range","6/19/2024 6:27:33 PM"," ",NA,"20240613","20240613","822","1442","EDT","10"
"64","COMPASS: TEMPEST","C","H3",15,"DOC","C_H3_DOC_20240607","20240607",18.52,1543.33333333333,"NPOC checks out of range",1.475,105.357142857143,"TN checks out of range","6/18/2024 3:40:17 PM"," ",NA,"20240604","20240607","1203","1102","EDT","10"
"65","COMPASS: TEMPEST","SW","H3",15,"DOC","SW_H3_DOC_20240607","20240607",35.2,2933.33333333333,"NPOC checks out of range",1.528,109.142857142857,"TN checks out of range","6/18/2024 3:58:40 PM"," ","yellow","20240604","20240607","1305","1156","EDT","10"
"66","COMPASS: TEMPEST","FW","C6",15,"DOC","FW_C6_DOC_20240607","20240607",8.779,731.583333333333,"NPOC checks out of range",0.4539,32.4214285714286,"TN checks out of range","6/18/2024 4:22:35 PM"," ",NA,"20240604","20240607","1251","1434","EDT","10"
"67","COMPASS: TEMPEST","FW","I5",15,"DOC","FW_I5_DOC_20240607","20240607",12.6,1050,"NPOC checks out of range",0.5109,36.4928571428571,"TN checks out of range","6/18/2024 4:47:37 PM"," ",NA,"20240604","20240607","1215","1503","EDT","10"
"68","COMPASS: TEMPEST","SW","B4",15,"DOC","SW_B4_DOC_20240617","20240617",5.447,453.916666666667,"NPOC checks out of range",0.4675,33.3928571428571,"TN checks out of range","6/20/2024 12:39:04 AM"," ",NA,"20240614","20240617","1506","1112","EDT","10"
"69","COMPASS: TEMPEST","SW","C3",15,"DOC","SW_C3_DOC_20240617","20240617",7.377,614.75,"NPOC checks out of range",0.4362,31.1571428571429,"TN checks out of range","6/20/2024 1:39:00 AM"," ",NA,"20240614","20240617","1443","1124","EDT","10"
"70","COMPASS: TEMPEST","SW","F6",15,"DOC","SW_F6_DOC_20240617","20240617",4.416,368,"NPOC checks out of range",0.6946,49.6142857142857,"TN checks out of range","6/20/2024 2:01:09 AM"," ",NA,"20240614","20240617","1420","1040","EDT","10"
"71","COMPASS: TEMPEST","FW","C6",15,"DOC","FW_C6_DOC_20240617","20240617",5.757,479.75,"NPOC checks out of range",0.2263,16.1642857142857,"TN checks out of range","6/20/2024 2:25:33 AM"," ",NA,"20240614","20240617","1455","1024","EDT","10"
"72","COMPASS: TEMPEST","FW","D5",15,"DOC","FW_D5_DOC_20240617","20240617",6.783,565.25,"NPOC checks out of range",0.2202,15.7285714285714,"TN checks out of range","6/20/2024 2:40:27 AM"," ","112 mL extracted but no volumes filled in on field sheet; AES to check","20240614","20240617","1434","1015","EDT",NA
"73","COMPASS: TEMPEST","FW","F4",15,"DOC","FW_F4_DOC_20240617","20240617",8.772,731,"NPOC checks out of range",0.3446,24.6142857142857,"TN checks out of range","6/20/2024 3:04:21 AM"," ",NA,"20240614","20240617","1535","958","EDT","10"
"74","COMPASS: TEMPEST","FW","I5",15,"DOC","FW_I5_DOC_20240617","20240617",8.705,725.416666666667,"NPOC checks out of range",0.6735,48.1071428571429,"TN checks out of range","6/20/2024 3:29:40 AM"," ",NA,"20240614","20240617","1342","936","EDT","10"
"75","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",4.668,389,"NPOC checks out of range",0.3559,25.4214285714286,"TN checks out of range","6/20/2024 3:53:33 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"76","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",4.668,389,"NPOC checks out of range",0.3559,25.4214285714286,"TN checks out of range","6/20/2024 3:53:33 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"77","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",4.668,389,"NPOC checks out of range",0.3559,25.4214285714286,"TN checks out of range","6/20/2024 3:53:33 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"78","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",4.873,406.083333333333,"NPOC checks out of range",0.3409,24.35,"TN checks out of range","6/20/2024 4:12:16 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"79","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",4.873,406.083333333333,"NPOC checks out of range",0.3409,24.35,"TN checks out of range","6/20/2024 4:12:16 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"80","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",4.873,406.083333333333,"NPOC checks out of range",0.3409,24.35,"TN checks out of range","6/20/2024 4:12:16 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"81","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",5.117,426.416666666667,"NPOC checks out of range",0.3878,27.7,"TN checks out of range","6/20/2024 4:38:33 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"82","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",5.117,426.416666666667,"NPOC checks out of range",0.3878,27.7,"TN checks out of range","6/20/2024 4:38:33 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"83","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240611","20240611",5.117,426.416666666667,"NPOC checks out of range",0.3878,27.7,"TN checks out of range","6/20/2024 4:38:33 AM"," ",NA,NA,"20240611",NA,NA,"EDT","20"
"84","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",5.09,424.166666666667,"NPOC checks out of range",0.387,27.6428571428571,"TN checks out of range","6/20/2024 5:00:41 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"85","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",5.09,424.166666666667,"NPOC checks out of range",0.387,27.6428571428571,"TN checks out of range","6/20/2024 5:00:41 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"86","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",5.09,424.166666666667,"NPOC checks out of range",0.387,27.6428571428571,"TN checks out of range","6/20/2024 5:00:41 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"87","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",4.955,412.916666666667,"NPOC checks out of range",0.4316,30.8285714285714,"TN checks out of range","6/20/2024 6:08:07 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"88","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",4.955,412.916666666667,"NPOC checks out of range",0.4316,30.8285714285714,"TN checks out of range","6/20/2024 6:08:07 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"89","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",4.955,412.916666666667,"NPOC checks out of range",0.4316,30.8285714285714,"TN checks out of range","6/20/2024 6:08:07 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"90","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",4.966,413.833333333333,"NPOC checks out of range",0.3624,25.8857142857143,"TN checks out of range","6/20/2024 6:27:23 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"91","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",4.966,413.833333333333,"NPOC checks out of range",0.3624,25.8857142857143,"TN checks out of range","6/20/2024 6:27:23 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"92","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240612","20240612",4.966,413.833333333333,"NPOC checks out of range",0.3624,25.8857142857143,"TN checks out of range","6/20/2024 6:27:23 AM"," ",NA,NA,"20240612",NA,NA,"EDT","20"
"93","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",4.992,416,"NPOC checks out of range",0.3748,26.7714285714286,"TN checks out of range","6/20/2024 6:52:35 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"94","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",4.992,416,"NPOC checks out of range",0.3748,26.7714285714286,"TN checks out of range","6/20/2024 6:52:35 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"95","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",4.992,416,"NPOC checks out of range",0.3748,26.7714285714286,"TN checks out of range","6/20/2024 6:52:35 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"96","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",5.133,427.75,"NPOC checks out of range",0.3225,23.0357142857143,"TN checks out of range","6/20/2024 7:14:14 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"97","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",5.133,427.75,"NPOC checks out of range",0.3225,23.0357142857143,"TN checks out of range","6/20/2024 7:14:14 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"98","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",5.133,427.75,"NPOC checks out of range",0.3225,23.0357142857143,"TN checks out of range","6/20/2024 7:14:14 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"99","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",5.745,478.75,"NPOC checks out of range",0.3301,23.5785714285714,"TN checks out of range","6/20/2024 7:36:48 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
"100","COMPASS: TEMPEST","SW",NA,15,"DOC","SW_SOURCEWATER_DOC_20240613","20240613",5.745,478.75,"NPOC checks out of range",0.3301,23.5785714285714,"TN checks out of range","6/20/2024 7:36:48 AM"," ",NA,NA,"20240613",NA,NA,"EDT","20"
