"","Project","Sample_ID","Number_on_vial","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"11","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260611_D5_AM","232",5,20260611,20260611,816,NA,"EDT",2.0143,0.0628290704928259,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.5158,0.0427588152327221,"Within_Range","",0.0027650506,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"12","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260611_D5_AM","233",5,20260611,20260611,828,NA,"EDT",5.3837,0.16792576419214,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.6738,0.0472157968970381,"Within_Range","",0.0030505566,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"13","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260611_D5_AM","234",5,20260611,20260611,851,NA,"EDT",6.2596,0.195246412975671,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.3329,0.0375994358251058,"Within_Range","",0.0024345503,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"14","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260611_D5_AM","235",5,20260611,20260611,901,NA,"EDT",3.0358,0.094691203992514,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.7133,0.0483300423131171,"Within_Range","",0.0031219331,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"15","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260611_D5_AM","236",5,20260611,20260611,912,NA,"EDT",4.3484,0.135633187772926,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.5005,0.042327221438646,"Within_Range","",0.0027374035,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"16","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260611_D5_AM","237",5,20260611,20260611,1130,NA,"EDT",5.946,0.185464753587024,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.5921,0.0449111424541608,"Within_Range","",0.0029029247,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"17","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260611_D5_AM","238",5,20260611,20260611,1143,NA,"EDT",5.259,0.164036182158453,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.8974,0.0535232722143865,"Within_Range","",0.0034546018,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"18","TEMPEST","TMP_FW_PW_F4_15cm_SO4_20260611_D5_AM","239",5,20260611,20260611,936,NA,"EDT",6.7539,0.210664379288833,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.6155,0.0455712270803949,"Within_Range","",0.0029452085,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"19","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260611_D5_AM","240",5,20260611,20260611,945,NA,"EDT",6.0325,0.188162819713038,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.5672,0.0442087447108604,"Within_Range","",0.0028579304,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"20","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260611_D5_AM","241",5,20260611,20260611,959,NA,"EDT",3.6641,0.114288833437305,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.415,0.0399153737658674,"Within_Range","",0.002582905,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"21","TEMPEST","TMP_FW_PW_H3_15cm_SO4_20260611_D5_AM","242",5,20260611,20260611,1016,NA,"EDT",6.5286,0.203636930754835,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.6268,0.0458899858956276,"Within_Range","",0.0029656276,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"22","TEMPEST","TMP_FW_PW_H3_30cm_SO4_20260611_D5_AM","243",5,20260611,20260611,1023,NA,"EDT",5.5632,0.173524641297567,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2.0304,0.0572750352609309,"Within_Range","",0.0036949328,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"23","TEMPEST","TMP_FW_PW_H3_50cm_SO4_20260611_D5_AM","244",5,20260611,20260611,1034,NA,"EDT",4.1338,0.128939488459139,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.8712,0.0527842031029619,"Within_Range","",0.0034072584,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"24","TEMPEST","TMP_FW_PW_H6_15cm_SO4_20260611_D5_AM","245",5,20260611,20260611,1046,NA,"EDT",6.0632,0.189120399251404,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.4383,0.0405726375176305,"Within_Range","",0.0026250081,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"25","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260611_D5_AM","246",5,20260611,20260611,1052,NA,"EDT",2.018,0.0629444791016843,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.3432,0.0378899858956276,"Within_Range","",0.0024531624,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"26","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260611_D5_AM","247",5,20260611,20260611,1102,NA,"EDT",5.3181,0.165879600748596,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.3106,0.0369703808180536,"Within_Range","",0.0023942542,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"27","TEMPEST","TMP_FW_PW_I5_15cm_SO4_20260611_D5_AM","248",5,20260611,20260611,1159,NA,"EDT",6.771,0.211197754210855,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.7002,0.0479605077574048,"Within_Range","",0.0030982614,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"28","TEMPEST","TMP_SW_SCE_SO4_20260611_D5_AM","249",5,20260611,NA,NA,NA,"EDT",715.3523,22.3129226450405,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",5184.4214,146.246019746121,"Within_Range","",9.3682754698,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"29","TEMPEST","TMP_FW_SCE_SO4_20260611_D5_AM","250",5,20260611,NA,NA,NA,"EDT",8.768,0.273487211478478,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.4262,0.0402313117066291,"Within_Range","",0.0026031434,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"30","TEMPEST","TMP_EST_SCE_SO4_20260611_D5_LT","251",5,20260611,NA,NA,NA,"EDT",724.6192,22.6019713038054,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",5266.4995,148.561339915374,"Within_Range","",9.5165905965,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.","Low Tide"
"31","TEMPEST","TMP_SW_RO_SO4_20260611_D5_T1","252",5,20260611,NA,1003,NA,"EDT",691.0204,21.5539737991266,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",5130.6444,144.729038081805,"Within_Range","",9.2711004308,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"32","TEMPEST","TMP_FW_RO_SO4_20260611_D5_T1","253",5,20260611,NA,1017,NA,"EDT",10.4532,0.326051154086089,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",17.6703,0.498456981664316,"Within_Range","",0.0319562321,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.","AM"
"33","TEMPEST","TMP_C_PW_C6_50cm_SO4_20260611_D5_PM","254",5,20260611,20260611,1457,NA,"EDT",5.3338,0.166369307548347,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1.474,0.0415796897038082,"Within_Range","",0.002689518,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.","Cloudy"
"34","TEMPEST","TMP_SW_PW_B4_15cm_SO4_20260611_D5_PM","255",5,20260611,20260611,1518,NA,"EDT",661.2347,20.6249126637555,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",4909.2805,138.484640338505,"Within_Range","",8.8710958635,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"35","TEMPEST","TMP_SW_PW_C3_15cm_SO4_20260611_D5_PM","256",5,20260611,20260611,1453,NA,"EDT",627.3994,19.5695383655646,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",4731.4836,133.469212976023,"Within_Range","",8.5498168652,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"36","TEMPEST","TMP_SW_PW_C3_30cm_SO4_20260611_D5_PM","257",5,20260611,20260611,1503,NA,"EDT",115.7338,3.60991266375546,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2694.657,76.0128913963329,"Within_Range","",4.869271199,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"37","TEMPEST","TMP_SW_PW_C3_50cm_SO4_20260611_D5_PM","258",5,20260611,20260611,1508,NA,"EDT",540.6157,16.8626232064878,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",4406.8642,124.31210719323,"Within_Range","",7.9632296094,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"38","TEMPEST","TMP_SW_PW_C6_15cm_SO4_20260611_D5_PM","259",5,20260611,20260611,1526,NA,"EDT",444.1135,13.8525733000624,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",3783.3829,106.724482369535,"Within_Range","",6.8365989003,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"39","TEMPEST","TMP_SW_PW_C6_30cm_SO4_20260611_D5_PM","260",5,20260611,20260611,1532,NA,"EDT",125.9041,3.92713973799127,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2150.6095,60.6659943582511,"Within_Range","",3.8861773665,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"40","TEMPEST","TMP_SW_PW_C6_50cm_SO4_20260611_D5_PM","261",5,20260611,20260611,1536,NA,"EDT",247.6939,7.72594822208359,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2411.7432,68.0322482369534,"Within_Range","",4.3580459624,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"41","TEMPEST","TMP_SW_PW_D5_15cm_SO4_20260611_D5_PM","262",5,20260611,20260611,1548,NA,"EDT",375.8111,11.7221179039301,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",3347.5625,94.4305359661495,"Within_Range","",6.0490714375,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"42","TEMPEST","TMP_SW_PW_E3_15cm_SO4_20260611_D5_PM","263",5,20260611,20260611,1445,NA,"EDT",432.1545,13.4795539613225,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",3848.6602,108.565873060649,"Within_Range","",6.9545549814,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"43","TEMPEST","TMP_SW_PW_F4_15cm_SO4_20260611_D5_PM","264",5,20260611,20260611,1406,NA,"EDT",614.3482,19.1624516531503,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",4599.2675,129.739562764457,"Within_Range","",8.3109023725,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"44","TEMPEST","TMP_SW_PW_F4_30cm_SO4_20260611_D5_PM","265",5,20260611,20260611,1416,NA,"EDT",100.2547,3.127096069869,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2732.3712,77.0767616361072,"Within_Range","",4.9374207584,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"45","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260611_D5_PM","266",5,20260611,20260611,1418,NA,"EDT",224.26,6.99500935745477,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2849.7577,80.3880874471086,"Within_Range","",5.1495381639,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"46","TEMPEST","TMP_SW_PW_H3_15cm_SO4_20260611_D5_PM","267",5,20260611,20260611,1324,NA,"EDT",619.2864,19.3164815970056,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",4751.6485,134.038039492243,"Within_Range","",8.5862548395,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"47","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260611_D5_PM","268",5,20260611,20260611,1334,NA,"EDT",201.5722,6.28734248284467,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2601.3403,73.3805444287729,"Within_Range","",4.7006479221,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"48","TEMPEST","TMP_SW_PW_H3_50cm_SO4_20260611_D5_PM","269",5,20260611,20260611,1337,NA,"EDT",124.6556,3.88819713038054,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2414.1638,68.1005303244006,"Within_Range","",4.3624199866,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"49","TEMPEST","TMP_SW_PW_H6_15cm_SO4_20260611_D5_PM","270",5,20260611,20260611,1344,NA,"EDT",356.6683,11.1250249532127,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",2971.1136,83.8113850493653,"Within_Range","",5.3688282752,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
"50","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260611_D5_PM","271",5,20260611,20260611,1348,NA,"EDT",1.4641,0.0456674984404242,"Within_Range","SO4 dups cv out of range; SO4 dups perc diff out of range",1084.826,30.6015796897038,"Within_Range","",1.960306582,"2026-09-16","1/5 SO4 dup was bad, but otherwise the run looked good.",NA
