"","Project","Sample_ID","Number_on_vial","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"11","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260612_D6_PM","312",5,20260612,20260612,1336,NA,"EDT",234.6391,7.3187492202121,"Within_Range","",2923.5656,82.4701156558533,"Within_Range","",5.2829090392,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"12","TEMPEST","TMP_SW_PW_H3_50cm_SO4_20260612_D6_PM","313",5,20260612,20260612,1343,NA,"EDT",142.4107,4.44200561447286,"Within_Range","",2693.2062,75.9719661495063,"Within_Range","",4.8666496034,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"13","TEMPEST","TMP_SW_PW_H6_15cm_SO4_20260612_D6_PM","314",5,20260612,20260612,1355,NA,"EDT",393.9291,12.2872457891454,"Within_Range","",3175.5257,89.5775937940762,"Within_Range","",5.7382009399,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"14","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260612_D6_PM","315",5,20260612,20260612,1359,NA,"EDT",1.2983,0.040495945102932,"Within_Range","",1587.9732,44.794730606488,"Within_Range","",2.8694935724,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"15","TEMPEST","TMP_SW_PW_H6_50cm_SO4_20260612_D6_PM","316",5,20260612,20260612,1406,NA,"EDT",149.0292,4.6484466625078,"Within_Range","",1918.5015,54.1185190409027,"Within_Range","",3.4667582105,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"16","TEMPEST","TMP_SW_PW_I5_15cm_SO4_20260612_D6_PM","317",5,20260612,20260612,1315,NA,"EDT",666.7511,20.7969775421085,"Within_Range","",5003.7208,141.148682651622,"Within_Range","",9.0417494856,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"17","TEMPEST","TMP_FW_PW_B4_15cm_SO4_20260612_D6_PM","318",5,20260612,20260612,1609,NA,"EDT",4.7698,0.148777292576419,"Within_Range","",2.1133,0.0596135401974612,"Within_Range","",0.0038447331,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"18","TEMPEST","TMP_FW_PW_C3_15cm_SO4_20260612_D6_PM","319",5,20260612,20260612,1311,NA,"EDT",7.6939,0.239984404242046,"Within_Range","",2.0268,0.0571734837799718,"Within_Range","",0.0036884276,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater","cloudy with large particles; water came up when pumped; cleared more water before reset"
"19","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260612_D6_PM","320",5,20260612,20260612,1316,NA,"EDT",2.4205,0.0754990642545228,"Within_Range","",2.3669,0.0667672778561354,"Within_Range","",0.0043029883,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"20","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260612_D6_PM","321",5,20260612,20260612,1324,NA,"EDT",5.491,0.171272613849033,"Within_Range","",1.3828,0.0390070521861777,"Within_Range","",0.0025247196,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"21","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260612_D6_PM","322",5,20260612,20260612,1400,NA,"EDT",7.1555,0.223190892077355,"Within_Range","",1.6283,0.0459322990126939,"Within_Range","",0.0029683381,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"22","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260612_D6_PM","323",5,20260612,20260612,1409,NA,"EDT",3.6894,0.115077978789769,"Within_Range","",1.7415,0.0491255289139633,"Within_Range","",0.0031728905,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"23","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260612_D6_PM","324",5,20260612,20260612,1417,NA,"EDT",5.0219,0.156640673736744,"Within_Range","",1.7146,0.0483667136812412,"Within_Range","",0.0031242822,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"24","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260612_D6_PM","325",5,20260612,20260612,1623,NA,"EDT",6.7609,0.210882719900187,"Within_Range","",1.679,0.0473624823695346,"Within_Range","",0.003059953,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"25","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260612_D6_PM","326",5,20260612,20260612,1615,NA,"EDT",5.5683,0.173683718028696,"Within_Range","",1.66,0.0468265162200282,"Within_Range","",0.00302562,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"26","TEMPEST","TMP_FW_PW_F4_15cm_SO4_20260612_D6_PM","327",5,20260612,20260612,1438,NA,"EDT",7.579,0.236400499064255,"Within_Range","",2.9014,0.0818448519040903,"Within_Range","",0.0052688298,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"27","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260612_D6_PM","328",5,20260612,20260612,1448,NA,"EDT",6.2209,0.194039301310044,"Within_Range","",2.0153,0.0568490832157969,"Within_Range","",0.0036676471,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater","likely more water; did not get everything before pumping"
"28","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260612_D6_PM","329",5,20260612,20260612,1455,NA,"EDT",3.7833,0.1180068621335,"Within_Range","",1.6698,0.0471029619181946,"Within_Range","",0.0030433286,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"29","TEMPEST","TMP_FW_PW_F6_15cm_SO4_20260612_D6_PM","330",5,20260612,20260612,1611,NA,"EDT",5.7009,0.177819713038054,"Within_Range","",2.0162,0.0568744710860367,"Within_Range","",0.0036692734,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"30","TEMPEST","TMP_FW_PW_H3_15cm_SO4_20260612_D6_PM","331",5,20260612,20260612,1516,NA,"EDT",7.1289,0.222361197754211,"Within_Range","",2.0581,0.0580564174894217,"Within_Range","",0.0037449867,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"31","TEMPEST","TMP_FW_PW_H3_30cm_SO4_20260612_D6_PM","332",5,20260612,20260612,1520,NA,"EDT",5.8303,0.181855895196507,"Within_Range","",2.1019,0.0592919605077574,"Within_Range","",0.0038241333,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"32","TEMPEST","TMP_FW_PW_H3_50cm_SO4_20260612_D6_PM","333",5,20260612,20260612,1528,NA,"EDT",4.1505,0.129460386774797,"Within_Range","",1.8538,0.0522933709449929,"Within_Range","",0.0033758166,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"33","TEMPEST","TMP_FW_PW_H6_15cm_SO4_20260612_D6_PM","334",5,20260612,20260612,1540,NA,"EDT",6.0969,0.190171553337492,"Within_Range","",1.642,0.0463187588152327,"Within_Range","",0.002993094,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"34","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260612_D6_PM","335",5,20260612,20260612,1545,NA,"EDT",2.4481,0.0763599500935745,"Within_Range","",1.6055,0.0452891396332863,"Within_Range","",0.0029271385,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"35","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260612_D6_PM","336",5,20260612,20260612,1552,NA,"EDT",5.697,0.177698066126014,"Within_Range","",1.5035,0.0424118476727786,"Within_Range","",0.0027428245,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"36","TEMPEST","TMP_FW_PW_I5_15cm_SO4_20260612_D6_PM","337",5,20260612,20260612,1600,NA,"EDT",7.0122,0.218721147847785,"Within_Range","",1.8446,0.052033850493653,"Within_Range","",0.0033591922,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"37","TEMPEST","TMP_C_PW_C6_50cm_SO4_20260615_Post","338",5,20260615,20260615,1519,NA,"EDT",4.4454,0.13865876481597,"Within_Range","",1.0632,0.0299915373765867,"Within_Range","",0.0019472024,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"38","TEMPEST","TMP_SW_PW_B4_15cm_SO4_20260615_Post","339",5,20260615,20260615,1420,NA,"EDT",637.0227,19.8697036805989,"Within_Range","",4958.283,139.866939351199,"Within_Range","",8.959643381,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"39","TEMPEST","TMP_SW_PW_C3_30cm_SO4_20260615_Post","340",5,20260615,20260615,1433,NA,"EDT",174.3827,5.43926076107299,"Within_Range","",3327.2698,93.8581043723554,"Within_Range","",6.0124025286,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"40","TEMPEST","TMP_SW_PW_C3_50cm_SO4_20260615_Post","341",5,20260615,20260615,1449,NA,"EDT",550.9834,17.1860074859638,"Within_Range","",4589.8927,129.475111424542,"Within_Range","",8.2939621089,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"41","TEMPEST","TMP_SW_PW_C6_30cm_SO4_20260615_Post","342",5,20260615,20260615,1405,NA,"EDT",192.9143,6.01728945726762,"Within_Range","",2792.6411,78.7768998589563,"Within_Range","",5.0463284677,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"42","TEMPEST","TMP_SW_PW_C6_50cm_SO4_20260615_Post","343",5,20260615,20260615,1413,NA,"EDT",211.405,6.59404242046163,"Within_Range","",2431.1554,68.5798420310296,"Within_Range","",4.3931238078,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"43","TEMPEST","TMP_SW_PW_F4_30cm_SO4_20260615_Post","344",5,20260615,20260615,1334,NA,"EDT",228.9259,7.14054585152838,"Within_Range","",3718.3746,104.890679830748,"Within_Range","",6.7191289022,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"44","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260615_Post","345",5,20260615,20260615,1345,NA,"EDT",262.062,8.17411104179663,"Within_Range","",3172.6086,89.4953060648801,"Within_Range","",5.7329297402,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"45","TEMPEST","TMP_SW_PW_H3_15cm_SO4_20260615_Post","346",5,20260615,20260615,1306,NA,"EDT",560.3754,17.4789582033687,"Within_Range","",4442.5666,125.319227080395,"Within_Range","",8.0277438462,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"46","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260615_Post","347",5,20260615,20260615,1310,NA,"EDT",220.4059,6.87479413599501,"Within_Range","",2948.7382,83.1802031029619,"Within_Range","",5.3283959274,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"47","TEMPEST","TMP_SW_PW_H3_50cm_SO4_20260615_Post","348",5,20260615,20260615,1322,NA,"EDT",105.8371,3.30121958827199,"Within_Range","",2797.2991,78.9082961918195,"Within_Range","",5.0547454737,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"48","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260615_Post","349",5,20260615,20260615,1244,NA,"EDT",22.1249,0.690109170305677,"Within_Range","",2235.9824,63.0742566995769,"Within_Range","",4.0404461968,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"49","TEMPEST","TMP_SW_PW_H6_50cm_SO4_20260615_Post","350",5,20260615,20260615,1252,NA,"EDT",140.1933,4.37284154709919,"Within_Range","",1928.7021,54.4062651622003,"Within_Range","",3.4851906947,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"50","TEMPEST","TMP_SW_PW_I5_15cm_SO4_20260615_Post","351",5,20260615,20260615,1302,NA,"EDT",581.6451,18.1423923892701,"Within_Range","",4571.784,128.964287729196,"Within_Range","",8.261239688,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"51","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260615_Post","352",5,20260615,20260615,1121,NA,"EDT",1.8123,0.056528384279476,"Within_Range","",2.2289,0.0628744710860367,"Within_Range","",0.0040536223,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"52","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260615_Post","353",5,20260615,20260615,1131,NA,"EDT",5.3311,0.166285090455396,"Within_Range","",1.893,0.0533991537376587,"Within_Range","",0.003446651,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"53","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260615_Post","354",5,20260615,20260615,943,NA,"EDT",6.4014,0.199669369931379,"Within_Range","",17.1764,0.484524682651622,"Within_Range","",0.0310637548,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"54","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260615_Post","355",5,20260615,20260615,955,NA,"EDT",3.2458,0.101241422333125,"Within_Range","",2.0771,0.0585923836389281,"Within_Range","",0.0037793197,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"55","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260615_Post","356",5,20260615,20260615,1009,NA,"EDT",4.5418,0.14166562694947,"Within_Range","",2.0279,0.0572045133991537,"Within_Range","",0.0036904153,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"56","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260615_Post","357",5,20260615,20260615,1101,NA,"EDT",5.9226,0.184734872114785,"Within_Range","",1.7451,0.0492270803949224,"Within_Range","",0.0031793957,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"57","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260615_Post","358",5,20260615,20260615,1112,NA,"EDT",5.582,0.174111041796631,"Within_Range","",2.215,0.0624823695345557,"Within_Range","",0.004028505,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"58","TEMPEST","TMP_FW_PW_F4_30cm_SO4_20260615_Post","359",5,20260615,20260615,859,NA,"EDT",4.0725,0.127027448533999,"Within_Range","",2.2119,0.062394922425952,"Within_Range","",0.0040229033,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"59","TEMPEST","TMP_FW_PW_F4_50cm_SO4_20260615_Post","360",5,20260615,20260615,913,NA,"EDT",3.4207,0.106696818465377,"Within_Range","",1.7175,0.0484485190409027,"Within_Range","",0.0031295225,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"60","TEMPEST","TMP_FW_PW_H3_30cm_SO4_20260615_Post","361",5,20260615,20260615,843,NA,"EDT",5.3887,0.168081721771678,"Within_Range","",2.1298,0.0600789844851904,"Within_Range","",0.0038745486,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"61","TEMPEST","TMP_FW_PW_H3_50cm_SO4_20260615_Post","362",5,20260615,20260615,849,NA,"EDT",4.4944,0.140187149095446,"Within_Range","",1.999,0.0563892806770099,"Within_Range","",0.003638193,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"62","TEMPEST","TMP_FW_PW_H6_30cm_SO4_20260615_Post","363",5,20260615,20260615,926,NA,"EDT",2.2238,0.0693636930754835,"Within_Range","",1.6214,0.045737658674189,"Within_Range","",0.0029558698,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"63","TEMPEST","TMP_FW_PW_H6_50cm_SO4_20260615_Post","364",5,20260615,20260615,930,NA,"EDT",4.6895,0.146272613849033,"Within_Range","",1.4403,0.0406290550070522,"Within_Range","",0.0026286221,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"64","TEMPEST","TMP_FW_PW_I5_15cm_SO4_20260615_Post","365",5,20260615,20260615,8031,NA,"EDT",5.402,0.16849656893325,"Within_Range","",2.1333,0.0601777150916784,"Within_Range","",0.0038808731,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"65","TEMPEST","TMP_C_PW_C6_50cm_SO4_20260618_Post","366",5,20260618,20260618,1313,NA,"EDT",4.9415,0.154132875857767,"Within_Range","",1.4478,0.0408406205923836,"Within_Range","",0.0026421746,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"66","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260618_Post","367",5,20260618,20260618,929,NA,"EDT",3.4676,0.108159700561447,"Within_Range","",2.5157,0.0709647390691114,"Within_Range","",0.0045718699,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater","Smells like decay, cloudy"
"67","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260618_Post","368",5,20260618,20260618,944,NA,"EDT",5.1597,0.160938864628821,"Within_Range","",2.5659,0.0723808180535966,"Within_Range","",0.0046625813,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"68","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260618_Post","369",5,20260618,20260618,947,NA,"EDT",3.3306,0.103886462882096,"Within_Range","",6.4433,0.181757404795487,"Within_Range","",0.0116690431,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
"69","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260618_Post","370",5,20260618,20260618,959,NA,"EDT",3.938,0.122832189644417,"Within_Range","",1.7898,0.0504880112834979,"Within_Range","",0.0032601686,"2026-09-25","Run looks good other than one bad cloride dup, likely due to a small chloride value. 
  TMP_FW_PW_C6_15cm_SO4_20260615_Post had an unusually high chloride value for freshwater",NA
