"","Project","Sample_ID","Number_on_vial","Volume_mL","Collection_Date_YYYYMMDD","Evacuation_date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"1","TEMPEST","TMP_SW_PW_F4_15cm_SO4_20260610_D4_AM","142",5,20260610,20260610,904,NA,"EDT",537.3468,16.7606612601372,"Within_Range","",4137.0258,116.700304654443,"Within_Range","",7.4756316206,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"2","TEMPEST","TMP_SW_PW_F4_30cm_SO4_20260610_D4_AM","143",5,20260610,20260610,911,NA,"EDT",50.9951,1.59061447286338,"Within_Range","",1823.7534,51.4457940761636,"Within_Range","",3.2955483938,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"3","TEMPEST","TMP_SW_PW_F4_50cm_SO4_20260610_D4_AM","144",5,20260610,20260610,919,NA,"EDT",233.8285,7.29346537741734,"Within_Range","",2578.2737,72.7298645980254,"Within_Range","",4.6589665759,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"4","TEMPEST","TMP_SW_PW_F6_15cm_SO4_20260610_D4_AM","145",5,20260610,20260610,859,NA,"EDT",405.6025,12.651356830942,"Within_Range","",3444.3716,97.1613991537376,"Within_Range","",6.2240054812,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"5","TEMPEST","TMP_SW_PW_H3_30cm_SO4_20260610_D4_AM","146",5,20260610,20260610,816,NA,"EDT",155.6274,4.85425452276981,"Within_Range","",2064.6403,58.2409111424542,"Within_Range","",3.7308310221,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"6","TEMPEST","TMP_SW_PW_H3_50cm_SO4_20260610_D4_AM","147",5,20260610,20260610,828,NA,"EDT",126.2135,3.9367903930131,"Within_Range","",1981.5426,55.8968293370945,"Within_Range","",3.5806734782,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"7","TEMPEST","TMP_SW_PW_H6_30cm_SO4_20260610_D4_AM","148",5,20260610,20260610,841,NA,"EDT",2.2261,0.0694354335620711,"Within_Range","",465.0084,13.1173032440056,"Within_Range","",0.8402961788,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"8","TEMPEST","TMP_SW_PW_H6_50cm_SO4_20260610_D4_AM","149",5,20260610,20260610,847,NA,"EDT",212.005,6.61275733000624,"Within_Range","",2254.0857,63.584928067701,"Within_Range","",4.0731588599,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"9","TEMPEST","TMP_SW_PW_I5_15cm_SO4_20260610_D4_AM","150",5,20260610,20260610,803,NA,"EDT",589.1689,18.3770711166563,"Within_Range","",4485.1338,126.519994358251,"Within_Range","",8.1046627766,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"10","TEMPEST","TMP_FW_PW_C3_15cm_SO4_20260610_D4_AM","151",5,20260610,20260610,800,NA,"EDT",5.8904,0.183730505302558,"Within_Range","",2.695,0.0760225669957687,"Within_Range","",0.004895865,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"11","TEMPEST","TMP_FW_PW_C3_30cm_SO4_20260610_D4_AM","152",5,20260610,20260610,808,NA,"EDT",1.8758,0.0585090455396132,"Within_Range","",2.3818,0.0671875881523272,"Within_Range","",0.0043299126,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"12","TEMPEST","TMP_FW_PW_C3_50cm_SO4_20260610_D4_AM","153",5,20260610,20260610,822,NA,"EDT",3.955,0.123362445414847,"Within_Range","",2.5083,0.0707559943582511,"Within_Range","",0.0045584981,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"13","TEMPEST","TMP_FW_PW_C6_15cm_SO4_20260610_D4_AM","154",5,20260610,20260610,838,NA,"EDT",5.1861,0.161762320648784,"Within_Range","",1.9333,0.0545359661495063,"Within_Range","",0.0035194731,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"14","TEMPEST","TMP_FW_PW_C6_30cm_SO4_20260610_D4_AM","155",5,20260610,20260610,845,NA,"EDT",3.1022,0.0967623206487835,"Within_Range","",2.0554,0.0579802538787024,"Within_Range","",0.0037401078,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"15","TEMPEST","TMP_FW_PW_C6_50cm_SO4_20260610_D4_AM","156",5,20260610,20260610,857,NA,"EDT",4.3192,0.134722395508422,"Within_Range","",2.3867,0.0673258110014104,"Within_Range","",0.0043387669,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"16","TEMPEST","TMP_FW_PW_D5_15cm_SO4_20260610_D4_AM","157",5,20260610,20260610,1004,NA,"EDT",6.6495,0.207407985028072,"Within_Range","",1.8813,0.0530691114245416,"Within_Range","",0.0034255091,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"17","TEMPEST","TMP_FW_PW_E3_15cm_SO4_20260610_D4_AM","158",5,20260610,20260610,1033,NA,"EDT",6.7237,0.209722395508422,"Within_Range","",2.243,0.0632722143864598,"Within_Range","",0.004079101,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
"18","TEMPEST","TMP_FW_PW_F4_15cm_SO4_20260610_D4_AM","159",5,20260610,20260610,912,NA,"EDT",5.8705,0.183109794135995,"Within_Range","",2.3074,0.0650888575458392,"Within_Range","",0.0041954718,"2026-09-11","TMP_FW_RO_SO4_20260610_D4_T2 has high Cl for FW so might rerun it.",NA
