"Project","Site","plot","grid","Depth_cm","Analyte","Sample_ID","npoc_mgL","npoc_uM","npoc_flag","tdn_mgL","tdn_uM","tdn_flag","Analysis_runtime","Run_notes","Field_notes","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Volume_mL"
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20230417_15cm",8.59,715.833333333333,NA,0.32,22.8571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230414,"20230417",1010,1511,"EDT",10
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20230417_15cm",12.22,1018.33333333333,NA,2.54,181.428571428571,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230414,"20230417",1145,1444,"EDT",9
"COMPASS","TEMPEST","SW","F6",NA,"DOC","TMP_SW_F6_20230417",42.05,3504.16666666667,NA,1.4,100,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,NA,"20230417",NA,1406,NA,NA
"COMPASS","TEMPEST","SW","C6","15cm","DOC","TMP_SW_C6_20230417_15cm",34.28,2856.66666666667,NA,1.19,85,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230414,"20230417",1136,1354,"EDT",10
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20230417_15cm",49.13,4094.16666666667,NA,1.19,85,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230414,"20230417",1001,1349,"EDT",10
"COMPASS","TEMPEST","SW","D5",NA,"DOC","TMP_SW_D5_20230417",58,4833.33333333333,NA,1.72,122.857142857143,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,NA,"20230417",NA,1401,NA,NA
"COMPASS","TEMPEST","SW","E3",NA,"DOC","TMP_SW_E3_20230417",42.35,3529.16666666667,NA,1.35,96.4285714285714,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,NA,"20230417",NA,1416,NA,NA
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20230417_15cm",53.19,4432.5,NA,1.59,113.571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230414,"20230417",1129,1338,"EDT",10
"COMPASS","TEMPEST","SW","H6",NA,"DOC","TMP_SW_H6_20230417",36.41,3034.16666666667,NA,1.08,77.1428571428571,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,NA,"20230417",NA,1559,NA,NA
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20230515_15cm",15.39,1282.5,NA,0.48,34.2857142857143,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1139,1625,"EDT",10
"COMPASS","TEMPEST","C","F6","15cm","DOC","TMP_C_F6_20230515_15cm",15.58,1298.33333333333,NA,0.41,29.2857142857143,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1136,1650,"EDT",10
"COMPASS","TEMPEST","C","E3","15cm","DOC","TMP_C_E3_20230515_15cm",9.92,826.666666666667,NA,0.48,34.2857142857143,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1401,1846,"EDT",9
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20230515_15cm",9.93,827.5,NA,0.32,22.8571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1126,1902,"EDT",10
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20230515_15cm",14.55,1212.5,NA,0.5,35.7142857142857,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1136,1632,"EDT",10
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20230515_15cm",7.94,661.666666666667,NA,0.27,19.2857142857143,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1324,2045,"EDT",10
"COMPASS","TEMPEST","FW","C6","15cm","DOC","TMP_FW_C6_20230515_15cm",7.45,620.833333333333,NA,0.34,24.2857142857143,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1326,2028,"EDT",10
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20230515_15cm",11.23,935.833333333333,NA,0.35,25,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1050,2037,"EDT",10
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20230515_15cm",11.96,996.666666666667,NA,0.42,30,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1036,2126,"EDT",10
"COMPASS","TEMPEST","FW","E3","15cm","DOC","TMP_FW_E3_20230515_15cm",6.88,573.333333333333,NA,0.26,18.5714285714286,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1734,1717,"EDT",10
"COMPASS","TEMPEST","FW","H6","15cm","DOC","TMP_FW_H6_20230515_15cm",12.36,1030,NA,0.52,37.1428571428572,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1040,2134,"EDT",10
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20230515_15cm",7.51,625.833333333333,NA,0.29,20.7142857142857,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1321,2055,"EDT",10
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20230515_15cm",9.76,813.333333333333,NA,0.68,48.5714285714286,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1038,2115,"EDT",10
"COMPASS","TEMPEST","FW","F6","15cm","DOC","TMP_FW_F6_20230515_15cm",14.77,1230.83333333333,NA,0.37,26.4285714285714,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1314,2146,"EDT",10
"COMPASS","TEMPEST","SW","F6","15cm","DOC","TMP_SW_F6_20230515_15cm",50.96,4246.66666666667,NA,1.67,119.285714285714,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1106,1959,"EDT",10
"COMPASS","TEMPEST","SW","H3","15cm","DOC","TMP_SW_H3_20230515_15cm",24.18,2015,NA,0.84,60,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1347,2005,"EDT",9.5
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20230515_15cm",50.34,4195,NA,2.75,196.428571428571,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1059,1911,"EDT",10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20230515_15cm",53.12,4426.66666666667,NA,1.41,100.714285714286,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1102,1937,"EDT",10
"COMPASS","TEMPEST","SW","H6","15cm","DOC","TMP_SW_H6_20230515_15cm",27.36,2280,NA,0.67,47.8571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230512,"20230515",1336,2015,"EDT",10
"COMPASS","TEMPEST","C","I5","15cm","DOC","TMP_C_I5_20230603_15cm",20.45,1704.16666666667,NA,0.44,31.4285714285714,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230531,"20230603",1436,1800,"EDT",20
"COMPASS","TEMPEST","C","H6","15cm","DOC","TMP_C_H6_20230603_15cm",24.67,2055.83333333333,NA,0.53,37.8571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230531,"20230603",1426,1815,"EDT",19
"COMPASS","TEMPEST","C","C6","15cm","DOC","TMP_C_C6_20230603_15cm",21.48,1790,NA,0.32,22.8571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230531,"20230603",1512,1841,"EDT",10
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20230603_15cm",10.05,837.5,NA,0.36,25.7142857142857,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230531,"20230603",1326,1952,"EDT",19
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20230603_15cm",11.05,920.833333333333,NA,0.4,28.5714285714286,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230531,"20230603",1305,2009,"EDT",20
"COMPASS","TEMPEST","SW","B4","15cm","DOC","TMP_SW_B4_20230603_15cm",67.48,5623.33333333333,NA,1.45,103.571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230531,"20230603",1405,1906,"EDT",16
"COMPASS","TEMPEST","FW","D5",NA,"DOC","TMP_FW_D5_20230605",5.19,432.5,NA,0.2,14.2857142857143,"blank is ≥ 25% of sample value","NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,NA,"20230605",NA,1559,NA,NA
"COMPASS","TEMPEST","FW","B4","15cm","DOC","TMP_FW_B4_20230606_15cm",5.93,494.166666666667,NA,0.67,47.8571428571429,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",1542,2030,"EDT",10
"COMPASS","TEMPEST","FW","H3","15cm","DOC","TMP_FW_H3_20230606_15cm",4.16,346.666666666667,NA,0.19,13.5714285714286,"blank is ≥ 25% of sample value","NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",NA,2200,"EDT",18
"COMPASS","TEMPEST","FW","I5","15cm","DOC","TMP_FW_I5_20230606_15cm",4.44,370,NA,0.24,17.1428571428571,"blank is ≥ 25% of sample value","NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",NA,2145,"EDT",19
"COMPASS","TEMPEST","FW","D5","15cm","DOC","TMP_FW_D5_20230606_15cm",5.95,495.833333333333,NA,0.25,17.8571428571429,"blank is ≥ 25% of sample value","NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",1547,2050,"EDT",19
"COMPASS","TEMPEST","SW","D5","15cm","DOC","TMP_SW_D5_20230606_15cm",4.14,345,NA,0.29,20.7142857142857,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",NA,2148,"EDT",19
"COMPASS","TEMPEST","SW","E3","15cm","DOC","TMP_SW_E3_20230606_15cm",3.77,314.166666666667,NA,0.28,20,"blank is ≥ 25% of sample value","NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",NA,2058,"EDT",10
"COMPASS","TEMPEST","SW","C3","15cm","DOC","TMP_SW_C3_20230606_15cm",8.3,691.666666666667,NA,0.4,28.5714285714286,NA,"NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",NA,2019,"EDT",19
"COMPASS","TEMPEST","FW","C3","15cm","DOC","TMP_FW_C3_20230606_15cm",4.035,336.25,"average value of multiple aliquots",0.225,16.0714285714286,"average value of multiple aliquots","NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",NA,2040,"EDT",19
"COMPASS","TEMPEST","FW","F4","15cm","DOC","TMP_FW_F4_20230606_15cm",6.575,547.916666666667,"average value of multiple aliquots",0.29,20.7142857142857,"average value of multiple aliquots","NA","Some sample IDs are missing from metadata.
TMP_SW_F6_20230417, TMP_SW_D5_20230417, TMP_SW_E3_20230417, TMP_SW_H6_20230417, TMP_FW_D5_20230605, TMP_SW_H6_20230612, TMP_C_C3_20230628, TMP_SW_I5_20230807, TMP_C_H6_20230810, TMP_SW_C6_20230810, TMP_SW_H3_20230810, TMP_SW_E3_20230810, TMP_C_I5_20231005, TMP_SW_C6_20231211",NA,20230605,"20230606",1521,2116,"EDT",19
