"","QAQC_flag","FE_2_Conc_Final","FE_3_Conc_Final","FE_tot_Conc_Final","ID_full"
"1","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",22.0670718044287,0,22.0670718044287,"Plate1_1_C_H3_20250131"
"2","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",24.1969665782068,0,24.1969665782068,"Plate1_1_C_H3_20250131"
"3","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",25.9718788896886,0,25.9718788896886,"Plate1_1_C_H3_20250131"
"4","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",6.44784346338909,0,6.44784346338909,"Plate1_1_FW_E3_20250131"
"5","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",9.28770316175993,0,9.28770316175993,"Plate1_1_FW_E3_20250131"
"6","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",8.57773823716722,0,8.57773823716722,"Plate1_1_FW_E3_20250131"
"7","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",50.4656687881371,0,50.4656687881371,"Plate1_1_SW_C6_20250204"
"8","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",44.7859493913954,0,44.7859493913954,"Plate1_1_SW_C6_20250204"
"9","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",45.4959143159881,0,45.4959143159881,"Plate1_1_SW_C6_20250204"
"10","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",18.5172471814652,0,18.5172471814652,"Plate1_1_C_H6_20250131"
"11","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",18.5172471814652,0,18.5172471814652,"Plate1_1_C_H6_20250131"
"12","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",18.8722296437615,0,18.8722296437615,"Plate1_1_C_H6_20250131"
"13","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",18.5172471814652,0,18.5172471814652,"Plate1_1_FW_H3_20250131"
"14","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",16.7423348699834,0,16.7423348699834,"Plate1_1_FW_H3_20250131"
"15","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",19.2272121060579,0,19.2272121060579,"Plate1_1_FW_H3_20250131"
"16","FE_Tot_low Std curve r2 low; FE_2_diff Std curve r2 low; Fe2 Chk Std 0.6 out of range; Fe2 Chk Std 9 out of range",41.2361247684319,0,41.2361247684319,"Plate1_1_SW_H6_20250204"
