"Project","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Sample_ID","Volume_mL","Evacuation_Date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes"
"COMPASS","TEMPEST","SW","C3","15cm",NA,"AM","TMP_SW_C3_20230607_AM_15cm","8","20230606","20230607","1619","851",NA,"0.012119","0.86522878336796","bdl",NA,"0.037533","2.67964616933325","Within_Range",NA,"0.00954","0.681102615177022","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","C3","15cm",NA,"PM","TMP_SW_C3_20230607_PM_15cm","8","20230607","20230607","815","1733",NA,"0.00706","0.504044492992639","bdl",NA,"0.040334","2.87962189523585","Within_Range",NA,"0.010277","0.733720291003591","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20230606_15cm","8","20230605","20230606",NA,"1748",NA,"0.022317","1.59330891644713","bdl",NA,"0.007057","0.503830309780319","bdl",NA,"0.010266","0.732934952558419","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","D5","15cm",NA,"PM","TMP_SW_D5_20230607_PM_15cm","8","20230607","20230607","925","1711",NA,"0.013495","0.96346748341865","bdl",NA,"0.012057","0.86080233031335","bdl",NA,"0.00792","0.565443680524321","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","E3","15cm",NA,NA,"TMP_SW_E3_20230606_15cm","8","20230605","20230606",NA,"1658",NA,"0.025129","1.79406998079491","Within_Range",NA,"0.500757","35.7512476172118","Within_Range",NA,"0.008458","0.603853869933675","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","E3","15cm",NA,"AM","TMP_SW_E3_20230607_AM_15cm","8","20230606","20230607","1658","832",NA,"0.008309","0.59321610372179","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","small bubbles in syringe"
"COMPASS","TEMPEST","SW","E3","15cm",NA,"PM","TMP_SW_E3_20230607_PM_15cm","8","20230607","20230607","823","1703",NA,"0.012485","0.891359135270977","bdl",NA,"0.006943","0.495691347712166","bdl",NA,"0.008146","0.581578815852414","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","F6","15cm",NA,"AM","TMP_SW_F6_20230607_AM_15cm","8","20230606","20230607","1740","817",NA,"0.017759","1.26789322252922","bdl",NA,"0.019399","1.38498004526405","bdl",NA,"0.009222","0.658399194671122","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","F6","15cm",NA,"PM","TMP_SW_F6_20230607_PM_15cm","8","20230607","20230607","817","1748",NA,"0.016409","1.1715107769853","bdl",NA,"0.026626","1.90094740374249","Within_Range",NA,"0.010175","0.726438061784717","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","H3","15cm",NA,NA,"TMP_SW_H3_20230603_15cm","6","20230531","20230603","1507","1528",NA,"0.039788","2.84064055059364","Within_Range",NA,"0.051243","3.65846344963482","Within_Range",NA,"0.022154","1.58167162857775","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","H3","15cm",NA,"PM","TMP_SW_H3_20230607_PM_15cm","7","20230607","20230607","843","1651",NA,"0.035586","2.54064126453769","Within_Range",NA,"0.058703","4.1910657042701","Within_Range",NA,"0.00938","0.669679510519965","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST",NA,NA,NA,NA,NA,"TMP_SW_H6_20230606",NA,NA,NA,NA,NA,NA,"0.024862","1.77500767489844","bdl",NA,"0.04432","3.16419999000478","Within_Range",NA,"0.008111","0.579080011708682","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","H6","15cm",NA,"AM","TMP_SW_H6_20230607_AM_15cm","8","20230606","20230607","1731","810",NA,"0.0212","1.51356136706005","bdl",NA,"0.025532","1.82284192564987","Within_Range",NA,"0.010209","0.728865471524342","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","small bubbles in syringe"
"COMPASS","TEMPEST","SW","H6","15cm",NA,"PM","TMP_SW_H6_20230607_PM_15cm","6","20230607","20230607","810","1634",NA,"0.025511","1.82134264316363","Within_Range",NA,"0.220279","15.7266879421991","Within_Range",NA,"0.010873","0.776271355851128","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","I5","15cm",NA,NA,"TMP_SW_I5_20230606_15cm","8","20230605","20230606",NA,"1722",NA,"0.019322","1.37948267614784","bdl",NA,"0.021882","1.56225235066075","Within_Range",NA,"0.020235","1.44466576709717","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","C","C6","15cm",NA,NA,"TMP_C_C6_20230515_15cm","8","20230512","20230515","1126","1502",NA,"-0.000815","0","bdl",NA,"-0.043619","-3.11415251272605","bdl",NA,"0.004308","0.307567092891259","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","C","C6","15cm",NA,NA,"TMP_C_C6_20230515_15cm","8","20230512","20230515","1126","1502",NA,"0.001942","0.138647932775029","bdl",NA,"-0.043619","-3.11415251272605","bdl",NA,"0.004308","0.307567092891259","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","C","F6","15cm",NA,NA,"TMP_C_F6_20230515_15cm","8","20230512","20230515","1136","1250",NA,NA,NA,NA,NA,"-0.046479","-3.31834050847095","bdl",NA,"0.006522","0.465634303583285","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","C","H6","15cm",NA,NA,"TMP_C_H6_20230515_15cm","8","20230512","20230515","1136","1232",NA,"0.013228","0.944405177522186","bdl",NA,"-0.037608","-2.68500074964124","bdl",NA,"0.00686","0.489765612171318","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","B4","15cm",NA,NA,"TMP_FW_B4_20230515_15cm","8","20230512","20230515","1324","1645",NA,"0.003387","0.241812846709075","bdl",NA,"-0.03547","-2.53235951366132","bdl",NA,"0.002631","0.187838677204481","bdl",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","C3","15cm",NA,NA,"TMP_FW_C3_20230515_15cm","8","20230512","20230515","1321","1655",NA,"-0.000311","0","bdl",NA,"-0.041799","-2.98421469725203","bdl",NA,"0.002957","0.211113252943234","bdl",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","C6","15cm",NA,NA,"TMP_FW_C6_20230515_15cm","8","20230512","20230515","1326","1628",NA,"0.00286","0.204187995744894","bdl",NA,"-0.007481","-0.53410153712152","bdl",NA,"0.001857","0.132579408425968","bdl",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","D5","15cm",NA,NA,"TMP_FW_D5_20230515_15cm","8","20230512","20230515","1050","1637",NA,"-0.005152","0","bdl",NA,"-0.03681","-2.62802801516417","bdl",NA,"0.004426","0.315991632575839","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","E3","15cm",NA,NA,"TMP_FW_E3_20230515_15cm","8","20230512","20230515","1734","1317",NA,"0.002728","0.194763934402821","bdl",NA,"-0.040715","-2.90682316320047","bdl",NA,"0.004448","0.317562309466184","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","F6","15cm",NA,NA,"TMP_FW_F6_20230515_15cm","8","20230512","20230515","1314","1746",NA,"-0.002273","0","bdl",NA,"-0.047481","-3.38987770138577","bdl",NA,"0.004558","0.325415693917911","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H6","15cm",NA,NA,"TMP_FW_H6_20230515_15cm","8","20230512","20230515","1040","1734",NA,"0.001684","0.120228176515525","bdl",NA,"-0.037176","-2.65415836706719","bdl",NA,"0.003304","0.235887111168227","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20230515_15cm","8","20230512","20230515","1036","1726",NA,"-0.002149","0","bdl",NA,"-0.041007","-2.9276703291996","bdl",NA,"0.006348","0.453211677268736","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230515_15cm","8","20230512","20230515","1059","1511",NA,"0.025068","1.7897149221444","Within_Range",NA,"0.512489","36.5888467661905","Within_Range",NA,"0.021192","1.5129902118272","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20230515_15cm","8","20230512","20230515","1106","1559",NA,"0.016694","1.19185818215568","bdl",NA,"-0.02535","-1.80984814410247","bdl",NA,"0.009559","0.682459108855048","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","H6","15cm",NA,NA,"TMP_SW_H6_20230515_15cm","8","20230512","20230515","1336","1615",NA,"0.003715","0.265230211256042","bdl",NA,"-0.039194","-2.79823227455432","bdl",NA,"0.004463","0.318633225527783","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H3","15cm",NA,NA,"TMP_FW_H3_20230518_15cm","8","20230515","20230518","1715","1203",NA,"0.00505","0.360541740738361","bdl",NA,"-0.02873","-2.05116122998279","bdl",NA,"0.004852","0.346405648725253","Within_Range",NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","B4","15cm",NA,NA,"TMP_FW_B4_20230608_15cm","6","20230607","20230608","1723","1606",NA,"0.019891","1.4201060920845","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","C3","15cm",NA,NA,"TMP_FW_C3_20230608_15cm","8","20230607","20230608","1734","1613",NA,"0.029755","2.12434049419207","Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","D5","15cm",NA,NA,"TMP_FW_D5_20230608_15cm","8","20230607","20230608","1805","1555",NA,"0.013152","0.938979202810084","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","F4","15cm",NA,NA,"TMP_FW_F4_20230608_15cm","8","20230607","20230608","1754","1632",NA,"0.015612","1.11460943691233","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","H6","15cm",NA,NA,"TMP_FW_H6_20230608_15cm","8","20230607","20230608","1643","1543",NA,"0.01791","1.27867377754932","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","FW","I5","15cm",NA,NA,"TMP_FW_I5_20230608_15cm","8","20230607","20230608","1704","1528",NA,"0.019677","1.40482768960569","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606",NA
"COMPASS","TEMPEST","SW","B4","15cm",NA,NA,"TMP_SW_B4_20230608_15cm","8","20230607","20230608","1723","1415",NA,"0.017183","1.22677004576381","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","C3","15cm",NA,NA,"TMP_SW_C3_20230608_15cm","8","20230607","20230608","1733","1405",NA,"0.041955","2.99535222429266","Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","D5","15cm",NA,NA,"TMP_SW_D5_20230608_15cm","8","20230607","20230608","1711","1435",NA,"0.018964","1.35392347947768","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","E3","15cm",NA,NA,"TMP_SW_E3_20230608_15cm","8","20230607","20230608","1703","1330",NA,"0.023178","1.65477949838292","bdl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","F6","15cm",NA,NA,"TMP_SW_F6_20230608_15cm","8","20230607","20230608","1748","1319",NA,"0.038066","2.71769938672207","Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","SW","I5","15cm",NA,NA,"TMP_SW_I5_20230608_15cm","6","20230607","20230608","1645","1356",NA,"0.026417","1.88602597328421","Within_Range",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some sample IDs are missing from metadata:
TMP_SW_H6_20230606","bubbles in syringe"
"COMPASS","TEMPEST","C","H3","15",NA,NA,"TMP_C_H3_20240426","8","20240423","20240426",NA,NA,NA,"0.01447","1.03307702742259","bdl",NA,"0.019803","1.41382338452312","bdl",NA,"0.006043","0.195100614513665","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","C","H3","15",NA,NA,"TMP_C_H3_20240607","8","20240604","20240607",NA,NA,NA,"0.02487","1.77557883013129","bdl",NA,"0.433686","30.9627535393776","Within_Range",NA,"0.006615","0.213567857853366","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","C","H6","15",NA,NA,"TMP_C_H6_20240607","7.5","20240604","20240607",NA,NA,NA,"0.010005","0.714301013086594","bdl",NA,"0.041502","2.96301055923237","Within_Range",NA,"0.00666","0.215020700423797","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","C","I5","15",NA,NA,"TMP_C_I5_20240426","8","20240423","20240426",NA,NA,NA,"0.011863","0.846951815916668","bdl",NA,"0.0201","1.43502752254278","Within_Range",NA,"0.005691","0.183736157073848","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C3","15","T1",NA,"TMP_FW_C3_T1_20240611","8","20240610","20240611",NA,NA,NA,"0.011523","0.822677718520422","bdl",NA,"0.00633","0.451926577994817","bdl",NA,"0.003544","0.11441942376906","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","C3","15","T2","AM","TMP_FW_C3_T2_20240612","8","20240611","20240612",NA,NA,NA,"0.013947","0.995737754074836","bdl",NA,"0.009252","0.66054102679432","bdl",NA,"0.002943","0.0950159041061916","bdl",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C3","15","T3","PM","TMP_FW_C3_T3_20240612","8","20240612","20240612",NA,NA,NA,"0.006162","0.439932318104907","bdl",NA,"0.005095","0.363754488923158","bdl",NA,"0.003291","0.106251219984192","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","C3","15","T4","AM","TMP_FW_C3_T4_20240613","8","20240612","20240613",NA,NA,NA,"0.033103","2.36336895914098","Within_Range",NA,"0.0143","1.02093997872447","bdl",NA,"0.015253","0.492449060595222","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C3","15","T5","PM","TMP_FW_C3_T5_20240613","8","20240613","20240613",NA,NA,NA,"0.073504","5.24777427945198","Within_Range",NA,"0.013199","0.942334739803094","bdl",NA,"0.003481","0.112385444170456","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C3","15","T6",NA,"TMP_FW_C3_T6_20240614","8","20240613","20240614",NA,NA,NA,"0.014505","1.03557583156632","bdl",NA,"0.009194","0.656400151356137","bdl",NA,"0.006259","0.202074258851734","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15",NA,NA,"TMP_FW_C6_20240426","6","20240423","20240426",NA,NA,NA,"0.0567","4.04806271284457","Within_Range",NA,"0.017752","1.26739346170047","bdl",NA,"0.020799","0.671503836053238","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15",NA,NA,"TMP_FW_C6_20240607","8","20240604","20240607",NA,NA,NA,"0.022592","1.61294237757645","bdl",NA,"0.045175","3.22524220551593","Within_Range",NA,"0.018757","0.605577068746121","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15",NA,NA,"TMP_FW_C6_20240617","8","20240614","20240617",NA,NA,NA,"0.006061","0.43272148329014","bdl",NA,"0.013289","0.948760236172689","bdl",NA,"0.013142","0.424294601346779","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15","T0",NA,"TMP_FW_C6_T0_20240610","6","20240607","20240610",NA,NA,NA,"0.031675","2.26141775007675","Within_Range",NA,"0.035898","2.56291631861895","Within_Range",NA,"0.017438","0.562992638737264","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15","T1",NA,"TMP_FW_C6_T1_20240611","8","20240610","20240611",NA,NA,NA,"0.02707","1.93264651916583","Within_Range",NA,"0.016823","1.20106806028543","bdl",NA,"0.012069","0.389652377389611","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15","T3","PM","TMP_FW_C6_T3_20240612","8","20240612","20240612",NA,NA,NA,"0.007728","0.551735954935852","bdl",NA,"0.007047","0.503116365739253","bdl",NA,"0.012848","0.414802696553296","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15","T4","AM","TMP_FW_C6_T4_20240613","8","20240612","20240613",NA,NA,NA,"0.008305","0.592930526105364","bdl",NA,"0.014405","1.02843639115566","bdl",NA,"0.008397","0.271100423642436","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15","T5","PM","TMP_FW_C6_T5_20240613","8","20240613","20240613",NA,NA,NA,"0.022381","1.59787815830995","bdl",NA,"0.009534","0.680674248752383","bdl",NA,"0.012236","0.395044037595433","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","C6","15","T6",NA,"TMP_FW_C6_T6_20240614","8","20240613","20240614",NA,NA,NA,"0.015846","1.13131572747328","bdl",NA,"0.011925","0.851378268971278","bdl",NA,"0.012687","0.409604748690198","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","D5","15",NA,NA,"TMP_FW_D5_20240617",NA,"20240614","20240617",NA,NA,NA,"0.005199","0.371179506950245","bdl",NA,"0.013785","0.984171860609565","bdl",NA,"0.003702","0.119520515460795","Within_Range",NA,"02/13/2026",NA,"112 mL extracted but no volumes filled in on field sheet; AES to check"
"COMPASS","TEMPEST","FW","D5","15","T1",NA,"TMP_FW_D5_T1_20240611","8","20240610","20240611",NA,NA,NA,"0.015477","1.10497119235794","bdl",NA,"0.009305","0.66432493021197","bdl",NA,"0.003454","0.111513738628198","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","D5","15","T2","AM","TMP_FW_D5_T2_20240612","8","20240611","20240612",NA,NA,NA,"0.01053","0.751783075242562","bdl",NA,"0.010386","0.741502281051211","bdl",NA,"0.002535","0.0818434648009499","bdl",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","D5","15","T3","PM","TMP_FW_D5_T3_20240612","8","20240612","20240612",NA,NA,NA,"0","0","bdl",NA,"0.008956","0.639408283178764","bdl",NA,"0.003436","0.110932601600025","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","D5","15","T4","AM","TMP_FW_D5_T4_20240613","8","20240612","20240613",NA,NA,NA,"0.016186","1.15558982486953","bdl",NA,"0.013932","0.994666838013237","bdl",NA,"0.002796","0.0902699517094501","bdl",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","D5","15","T5","PM","TMP_FW_D5_T5_20240613","8","20240613","20240613",NA,NA,NA,"0.015841","1.13095875545275","bdl",NA,"0.011948","0.85302034026573","bdl",NA,"0.003284","0.106025222251014","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","D5","15","T6",NA,"TMP_FW_D5_T6_20240614","8","20240613","20240614",NA,NA,NA,"0.007289","0.520393811533052","bdl",NA,"0.01067","0.761778291817487","bdl",NA,"0.003199","0.103280964062422","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","E3","15","T2","AM","TMP_FW_E3_T2_20240612","6","20240611","20240612",NA,NA,NA,"0.029622","2.11484503844589","Within_Range",NA,"0.019348","1.38133893065462","bdl",NA,"0.005963","0.192517783277343","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","E3","15","T3","PM","TMP_FW_E3_T3_20240612","6","20240612","20240612",NA,NA,NA,"0.015001","1.0709874560032","bdl",NA,"0.016086","1.14845038445887","bdl",NA,"0.00595","0.192098073201441","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","E3","15","T4","AM","TMP_FW_E3_T4_20240613","8","20240612","20240613",NA,NA,NA,"0.066136","4.7217403099945","Within_Range",NA,"0.018854","1.34607009502595","bdl",NA,"0.003209","0.103603817966962","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","F4","15",NA,NA,"TMP_FW_F4_20240617","8","20240614","20240617",NA,NA,NA,"0.008046","0.574439375441753","bdl",NA,"0.015188","1.08433820957113","bdl",NA,"0.0044","0.142055717997704","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","F4","15","T1",NA,"TMP_FW_F4_T1_20240611","8","20240610","20240611",NA,NA,NA,"0.017385","1.24119171539335","bdl",NA,"0.005598","0.399665874188781","bdl",NA,"0.004668","0.150708202639382","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","F4","15","T2","AM","TMP_FW_F4_T2_20240612","8","20240611","20240612",NA,NA,NA,"0.010164","0.725652723339545","bdl",NA,"0.009569","0.683173052896114","bdl",NA,"0.004218","0.136179776935072","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","F4","15","T3","PM","TMP_FW_F4_T3_20240612","8","20240612","20240612",NA,NA,NA,"0.003005","0.214540184340351","bdl",NA,"0.006401","0.456995580686386","bdl",NA,"0.025628","0.827409986555718","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","F4","15","T4","AM","TMP_FW_F4_T4_20240613","8","20240612","20240613",NA,NA,NA,"0.010803","0.771273747563666","bdl",NA,"0.012325","0.87993603061392","bdl",NA,"0.003767","0.121619065840307","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","F4","15","T5","PM","TMP_FW_F4_T5_20240613","8","20240613","20240613",NA,NA,NA,"0.010214","0.729222443544875","bdl",NA,"0.012158","0.868013165128117","bdl",NA,"0.004453","0.143766843691767","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","F4","15","T6",NA,"TMP_FW_F4_T6_20240614","8","20240613","20240614",NA,NA,NA,"0.00722","0.515467597649696","bdl",NA,"0.009093","0.64918931654137","bdl",NA,"0.004781","0.154356451760687","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","F6","15","T5","PM","TMP_FW_F6_T5_20240613","6","20240613","20240613",NA,NA,NA,"0.016486","1.17700814610151","bdl",NA,"0.023884","1.70518394768218","Within_Range",NA,"0.006069","0.195940034665469","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","H3","15","T2","AM","TMP_FW_H3_T2_20240612","8","20240611","20240612",NA,NA,NA,"0.026255","1.87446007981894","Within_Range",NA,"0.012847","0.917203909557569","bdl",NA,"0.002242","0.072383845397921","bdl",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","H3","15","T3","PM","TMP_FW_H3_T3_20240612","8","20240612","20240612",NA,NA,NA,"0.005344","0.381531695545703","bdl",NA,"0.006664","0.475772308966423","bdl",NA,"0.002457","0.0793252043455361","bdl",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","H3","15","T4","AM","TMP_FW_H3_T4_20240613","6","20240612","20240613",NA,NA,NA,"0.007361","0.525534208628728","bdl",NA,"0.014508","1.03579001477864","bdl",NA,"0.001872","0.0604382509299322","bdl",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","H3","15","T5","PM","TMP_FW_H3_T5_20240613","6","20240613","20240613",NA,NA,NA,"0.014243","1.01687049769039","bdl",NA,"0.011623","0.829817158931083","bdl",NA,"0.002275","0.0734492632829038","bdl",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","H3","15","T6",NA,"TMP_FW_H3_T6_20240614","8","20240613","20240614",NA,NA,NA,"0.007698","0.549594122812654","bdl",NA,"0.014026","1.00137791199926","bdl",NA,"0.003135","0.101214699073364","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","H6","15","T3","PM","TMP_FW_H6_T3_20240612","6","20240612","20240612",NA,NA,NA,"0.032122","2.2933310487124","Within_Range",NA,"0.010969","0.783125218645363","bdl",NA,"0.004841","0.156293575187928","Within_Range",NA,"02/13/2026",NA,NA
"COMPASS","TEMPEST","FW","H6","15","T4","AM","TMP_FW_H6_T4_20240613","8","20240612","20240613",NA,NA,NA,"0.022758","1.62479384865814","bdl",NA,"0.030953","2.20987099031178","Within_Range",NA,"0.003233","0.104378667337858","Within_Range",NA,"02/09/2026",NA,NA
"COMPASS","TEMPEST","FW","H6","15","T5","PM","TMP_FW_H6_T5_20240613","8","20240613","20240613",NA,NA,NA,"0.039188","2.79780390812968","Within_Range",NA,"0.013536","0.96639465398702","bdl",NA,"0.004295","0.138665752000032","Within_Range",NA,"02/09/2026",NA,NA
