"","Year","plot_1","min_NOx_mgL","max_NOx_mgL","mean_NOx_mgL","sd_NOx_mgL","min_NH3_mgL","max_NH3_mgL","mean_NH3_mgL","sd_NH3_mgL","min_PO4_mgL","max_PO4_mgL","mean_PO4_mgL","sd_PO4_mgL"
"1","2023","Control",-0.000815,0.056143,0.0137446071428571,0.0105594215552126,-0.046479,0.914771,0.0600113793103448,0.172017448402026,0.003797,0.013431,0.00684096551724138,0.00218460407466758
"2","2023","Freshwater",-0.005152,0.11825,0.0156258481012658,0.0167789674853391,-0.047481,0.684655,0.0427431232876712,0.114274787669161,0.001857,0.050299,0.00667502739726027,0.00559188565634915
"3","2023","Saltwater",0.003158,0.053738,0.0181548591549296,0.00998052573664731,-0.039194,0.512489,0.0608517230769231,0.109799684072221,0.00283,0.050842,0.0104014,0.00939758051608232
"4","2024","Control",0.001067,0.02487,0.011269,0.00744002307984131,0.000633,0.433686,0.0971469090909091,0.149930586196049,0.002947,0.074597,0.0175460909090909,0.0223340333278812
"5","2024","Freshwater",0,0.187981,0.0196821428571429,0.027323498797034,0.005095,1.547253,0.0453377619047619,0.193642560629756,0.001872,0.037088,0.00679319047619048,0.00642260041762088
"6","2024","Saltwater",0,0.036574,0.0135411698113208,0.0103205957839649,0.000458,0.626225,0.0893877192982456,0.138680592085575,0.000997,0.024531,0.00528987719298246,0.00504474978520872
"7","2025","Control",0,0.139916,0.0138901428571429,0.0277757042297818,0.005014,0.938518,0.0767885,0.174995492029874,0.001983,0.038051,0.00942317857142857,0.00857078416851268
"8","2025","Freshwater",0,0.171113,0.0189084642857143,0.0330354744574421,0.00598,0.214552,0.03237475,0.0469551009114223,0.000612,0.017934,0.00439410714285714,0.00381357417983868
"9","2025","Saltwater",0,0.49829,0.0560104242424242,0.117850747725415,0.014578,0.135581,0.0390354545454545,0.0223532802543761,0.003052,0.073587,0.0235701515151515,0.0149080329858629
