"Project","Region","Sample_ID","Sample_Year","Sample_Month","Sample_Day","Site","Event","Plot","Location","Depth_cm","Timepoint","Sample_Type","Evacuation_date_YYYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","Notes","integration_time_s","dilution_factor","RSU_area_1s","abs_file_id","eem_file_id"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20240617",2024,6,17,"TMP","Monitoring","F","D5","15","NA","PW",20240614,20240617,1434,1015,"EDT",NA,2,1,3007.3128,"TMP_PW_FW_D5_15CM_20240617_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20240617_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20240617",2024,6,17,"TMP","Monitoring","F","F4","15","NA","PW",20240614,20240617,1535,958,"EDT",NA,1,1,3007.3128,"TMP_PW_FW_F4_15CM_20240617_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20240617_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240617",2024,6,17,"TMP","Monitoring","F","I5","15","NA","PW",20240614,20240617,1342,936,"EDT",NA,1,1,3007.3128,"TMP_PW_FW_I5_15CM_20240617_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20240617_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_H3_15CM_20240607",2024,6,7,"TMP","Monitoring","C","H3","15","NA","PW",20240604,20240607,1203,1102,"EDT",NA,2,0.4,3142,"TMP_PW_C_H3_15CM_20240607_ABS_DilCorr.csv","TMP_PW_C_H3_15CM_20240607_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C6_15CM_20240607",2024,6,7,"TMP","Monitoring","F","C6","15","NA","PW",20240604,20240607,1251,1434,"EDT",NA,2,1,3142,"TMP_PW_FW_C6_15CM_20240607_ABS_DilCorr.csv","TMP_PW_FW_C6_15CM_20240607_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20240607",2024,6,7,"TMP","Monitoring","F","I5","15","NA","PW",20240604,20240607,1215,1503,"EDT",NA,2,0.666666666666667,3142,"TMP_PW_FW_I5_15CM_20240607_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20240607_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240802",2024,8,2,"TMP","Monitoring","S","C3","15","NA","PW",20240730,20240802,827,1122,"EDT","clear",2,1,3142,"TMP_PW_SW_C3_15CM_20240802_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240802_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20240805",2024,8,5,"TMP","Monitoring","S","B4","15","NA","PW",20240802,20240805,1136,1044,"EDT","clear",2,1,3142,"TMP_PW_SW_B4_15CM_20240805_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20240805_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240805",2024,8,5,"TMP","Monitoring","S","C3","15","NA","PW",20240802,20240805,1122,1053,"EDT","clear",2,1,3142,"TMP_PW_SW_C3_15CM_20240805_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240805_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20240805",2024,8,5,"TMP","Monitoring","S","D5","15","NA","PW",20240802,20240805,1143,1030,"EDT","clear",2,1,3142,"TMP_PW_SW_D5_15CM_20240805_ABS_DilCorr.csv","TMP_PW_SW_D5_15CM_20240805_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240805",2024,8,5,"TMP","Monitoring","S","F6","15","NA","PW",20240802,20240805,1153,1019,"EDT","clear",2,1,3142,"TMP_PW_SW_F6_15CM_20240805_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20240805_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20240808",2024,8,8,"TMP","Monitoring","S","D5","15","NA","PW",20240805,20240808,1030,907,"EDT","clear",2,1,3142,"TMP_PW_SW_D5_15CM_20240808_ABS_DilCorr.csv","TMP_PW_SW_D5_15CM_20240808_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_H3_15CM_20240808",2024,8,8,"TMP","Monitoring","S","H3","15","NA","PW",20240805,20240808,1002,946,"EDT","clear",2,1,3142,"TMP_PW_SW_H3_15CM_20240808_ABS_DilCorr.csv","TMP_PW_SW_H3_15CM_20240808_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_H6_15CM_20240808",2024,8,8,"TMP","Monitoring","S","H6","15","NA","PW",20240805,20240808,954,925,"EDT","clear",2,1,3142,"TMP_PW_SW_H6_15CM_20240808_ABS_DilCorr.csv","TMP_PW_SW_H6_15CM_20240808_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_I5_15CM_20240808",2024,8,8,"TMP","Monitoring","S","I5","15","NA","PW",20240805,20240808,956,935,"EDT","clear",1,1,3142,"TMP_PW_SW_I5_15CM_20240808_ABS_DilCorr.csv","TMP_PW_SW_I5_15CM_20240808_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240802",2024,8,2,"TMP","Monitoring","S","F6","15","NA","PW",20240730,20240802,836,1153,"EDT","clear",4,1,3142,"TMP_PW_SW_F6_15CM_20240802_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20240802_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20240906",2024,9,6,"TMP","Monitoring","S","C3","15","NA","PW",20240903,20240906,900,1115,"EDT","clear",2,1,3008,"TMP_PW_SW_C3_15CM_20240906_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20240906_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20240906",2024,9,6,"TMP","Monitoring","S","F6","15","NA","PW",20240903,20240906,913,1151,"EDT","clear",2,1,3008,"TMP_PW_SW_F6_15CM_20240906_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20240906_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20240906",2024,9,6,"TMP","Monitoring","S","D5","15","NA","PW",20240903,20240906,910,1140,"EDT","clear",2,1,3008,"TMP_PW_SW_D5_15CM_20240906_ABS_DilCorr.csv","TMP_PW_SW_D5_15CM_20240906_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20241003",2024,10,3,"TMP","Monitoring","S","C3","15","NA","PW",20240930,20241003,945,1402,"EDT","clear",2,0.633333333333333,2913,"TMP_PW_SW_C3_15CM_20241003_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20241003_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C6_15CM_20241007",2024,10,7,"TMP","Monitoring","S","C6","15","NA","PW",20241003,20241007,1233,1031,"EDT","clear",2,0.666666666666667,2913,"TMP_PW_SW_C6_15CM_20241007_ABS_DilCorr.csv","TMP_PW_SW_C6_15CM_20241007_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20241003",2024,10,3,"TMP","Monitoring","S","D5","15","NA","PW",20240930,20241003,928,1240,"EDT","clear",2,1,2913,"TMP_PW_SW_D5_15CM_20241003_ABS_DilCorr.csv","TMP_PW_SW_D5_15CM_20241003_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_E3_15CM_20241003",2024,10,3,"TMP","Monitoring","S","E3","15","NA","PW",20240930,20241003,1138,1355,"EDT","clear",2,1,2913,"TMP_PW_SW_E3_15CM_20241003_ABS_DilCorr.csv","TMP_PW_SW_E3_15CM_20241003_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F4_15CM_20241003",2024,10,3,"TMP","Monitoring","S","F4","15","NA","PW",20240930,20241003,940,1347,"EDT","clear",2,1,2913,"TMP_PW_SW_F4_15CM_20241003_ABS_DilCorr.csv","TMP_PW_SW_F4_15CM_20241003_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20241003",2024,10,3,"TMP","Monitoring","S","F6","15","NA","PW",20240930,20241003,1113,1255,"EDT","clear",2,1,2913,"TMP_PW_SW_F6_15CM_20241003_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20241003_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_H3_15CM_20241003",2024,10,3,"TMP","Monitoring","S","H3","15","NA","PW",20240930,20241003,938,1336,"EDT","clear",2,0.833333333333333,2913,"TMP_PW_SW_H3_15CM_20241003_ABS_DilCorr.csv","TMP_PW_SW_H3_15CM_20241003_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_H6_15CM_20241003",2024,10,3,"TMP","Monitoring","S","H6","15","NA","PW",20240930,20241003,935,1304,"EDT","Yellow",4,0.166666666666667,2913,"TMP_PW_SW_H6_15CM_20241003_ABS_DilCorr.csv","TMP_PW_SW_H6_15CM_20241003_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_C6_15CM_20241213",2024,12,13,"TMP","Monitoring","C","C6","15","NA","PW",20241210,20241213,1444,1412,"EST",NA,1,0.5,2492.89982,"TMP_PW_C_C6_15CM_20241213_ABS_DilCorr.csv","TMP_PW_C_C6_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_D5_15CM_20241213",2024,12,13,"TMP","Monitoring","C","D5","15","NA","PW",20241210,20241213,1448,1430,"EST",NA,2,0.5,2492.89982,"TMP_PW_C_D5_15CM_20241213_ABS_DilCorr.csv","TMP_PW_C_D5_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_F6_15CM_20241213",2024,12,13,"TMP","Monitoring","C","F6","15","NA","PW",20241210,20241213,1425,1515,"EST",NA,2,0.333333333333333,2492.89982,"TMP_PW_C_F6_15CM_20241213_ABS_DilCorr.csv","TMP_PW_C_F6_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_C_I5_15CM_20241213",2024,12,13,"TMP","Monitoring","C","I5","15","NA","PW",20241210,20241213,1418,1515,"EST",NA,2,0.333333333333333,2492.89982,"TMP_PW_C_I5_15CM_20241213_ABS_DilCorr.csv","TMP_PW_C_I5_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_C3_15CM_20241213",2024,12,13,"TMP","Monitoring","F","C3","15","NA","PW",20241210,20241213,1409,1146,"EST","yellow",2,0.266666666666667,2492.89982,"TMP_PW_FW_C3_15CM_20241213_ABS_DilCorr.csv","TMP_PW_FW_C3_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_D5_15CM_20241213",2024,12,13,"TMP","Monitoring","F","D5","15","NA","PW",20241210,20241213,1359,1205,"EST","light yellow",2,0.333333333333333,2492.89982,"TMP_PW_FW_D5_15CM_20241213_ABS_DilCorr.csv","TMP_PW_FW_D5_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F4_15CM_20241213",2024,12,13,"TMP","Monitoring","F","F4","15","NA","PW",20241210,20241213,1347,1120,"EST","yellow",2,0.233333333333333,2492.89982,"TMP_PW_FW_F4_15CM_20241213_ABS_DilCorr.csv","TMP_PW_FW_F4_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_F6_15CM_20241213",2024,12,13,"TMP","Monitoring","F","F6","15","NA","PW",20241210,20241213,1356,1102,"EST","light yellow",2,0.333333333333333,2492.89982,"TMP_PW_FW_F6_15CM_20241213_ABS_DilCorr.csv","TMP_PW_FW_F6_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_H3_15CM_20241213",2024,12,13,"TMP","Monitoring","F","H3","15","NA","PW",20241210,20241213,1345,1111,"EST",NA,2,0.333333333333333,2492.89982,"TMP_PW_FW_H3_15CM_20241213_ABS_DilCorr.csv","TMP_PW_FW_H3_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_FW_I5_15CM_20241213",2024,12,13,"TMP","Monitoring","F","I5","15","NA","PW",20241210,20241213,1341,1036,"EST",NA,1,0.333333333333333,2492.89982,"TMP_PW_FW_I5_15CM_20241213_ABS_DilCorr.csv","TMP_PW_FW_I5_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_B4_15CM_20241213",2024,12,13,"TMP","Monitoring","S","B4","15","NA","PW",20241210,20241213,1223,1357,"EST","Clear",2,0.333333333333333,2492.89982,"TMP_PW_SW_B4_15CM_20241213_ABS_DilCorr.csv","TMP_PW_SW_B4_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_C3_15CM_20241213",2024,12,13,"TMP","Monitoring","S","C3","15","NA","PW",20241210,20241213,1225,1346,"EST","Clear",2,0.666666666666667,2492.89982,"TMP_PW_SW_C3_15CM_20241213_ABS_DilCorr.csv","TMP_PW_SW_C3_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_D5_15CM_20241213",2024,12,13,"TMP","Monitoring","S","D5","15","NA","PW",20241210,20241213,1203,1236,"EST","Clear",2,0.5,2492.89982,"TMP_PW_SW_D5_15CM_20241213_ABS_DilCorr.csv","TMP_PW_SW_D5_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_F6_15CM_20241213",2024,12,13,"TMP","Monitoring","S","F6","15","NA","PW",20241210,20241213,1207,1254,"EST","Clear",2,1,2492.89982,"TMP_PW_SW_F6_15CM_20241213_ABS_DilCorr.csv","TMP_PW_SW_F6_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_H6_15CM_20241213",2024,12,13,"TMP","Monitoring","S","H6","15","NA","PW",20241210,20241213,1212,1306,"EST","light yellow",2,0.266666666666667,2492.89982,"TMP_PW_SW_H6_15CM_20241213_ABS_DilCorr.csv","TMP_PW_SW_H6_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
"COMPASS","CB","TMP_PW_SW_I5_15CM_20241213",2024,12,13,"TMP","Monitoring","S","I5","15","NA","PW",20241210,20241213,1214,1318,"EST","Clear",1,1,2492.89982,"TMP_PW_SW_I5_15CM_20241213_ABS_DilCorr.csv","TMP_PW_SW_I5_15CM_20241213_EEM_DilCorr_IFE_RamNorm.csv"
