Wavelength_nm,Dilution_Corrected_Absorbance
230,0.156787
233,0.1516514
236,0.1468367
239,0.1413544
242,0.1367714
245,0.1322764
248,0.1282751
251,0.1239023
254,0.1201197
257,0.1162104
260,0.112381
263,0.1082847
266,0.1041008
269,0.09994106
272,0.09567036
275,0.09159484
278,0.08759909
281,0.08279067
284,0.07966141
287,0.076245
290,0.07284006
293,0.06960155
296,0.06650437
299,0.06338254
302,0.06041492
305,0.0575127
308,0.05481272
311,0.05228292
314,0.04974451
317,0.04737436
320,0.04506286
323,0.04278779
326,0.04061286
329,0.03862037
332,0.03667905
335,0.03488219
338,0.0331196
341,0.03140387
344,0.02980273
347,0.02827046
350,0.02682535
353,0.02537586
356,0.02398964
359,0.02273728
362,0.02148696
365,0.02030171
368,0.01915879
371,0.01806334
374,0.0169896
377,0.01599419
380,0.0150983
383,0.0142632
386,0.01343034
389,0.01261712
392,0.01190172
395,0.01117624
398,0.01055866
401,0.009971173
404,0.009410918
407,0.008866814
410,0.008360635
413,0.007852282
416,0.007410727
419,0.007018406
422,0.00662556
425,0.006303043
428,0.00597479
431,0.005672841
434,0.005383156
437,0.005116244
440,0.004849875
443,0.004612095
446,0.004384026
449,0.004155258
452,0.00397786
455,0.003824789
458,0.003686076
461,0.003516
464,0.003399141
467,0.003275175
470,0.00313215
473,0.003018083
476,0.002888835
479,0.002755486
482,0.002679332
485,0.002558657
488,0.00244876
491,0.002360265
494,0.002275238
497,0.002184907
500,0.0021130570000000002
503,0.00203231
506,0.001968554
509,0.001936434
512,0.001853937
515,0.001761914
518,0.001700208
521,0.001647655
524,0.001622431
527,0.001574007
530,0.00152359
533,0.001462934
536,0.001400968
539,0.001369031
542,0.001347551
545,0.001291004
548,0.001291616
551,0.001241641
554,0.001210569
557,0.001228397
560,0.001193227
563,0.001154223
566,0.001116799
569,0.001089254
572,0.001067865
575,0.001044811
578,0.001010931
581,0.001010391
584,9.948177e-4
587,9.828229e-4
590,9.393069e-4
593,9.356174e-4
596,9.366861e-4
599,9.357656e-4
602,9.416515e-4
605,8.958882e-4
608,8.613379e-4
611,8.4987e-4
614,8.622861e-4
617,8.347182e-4
620,8.292514e-4
623,8.335365e-4
626,8.251838e-4
629,8.024222e-4
632,7.746214e-4
635,7.841938e-4
638,7.679192e-4
641,7.554393e-4
644,7.784823e-4
647,7.826197e-4
650,7.552374e-4
653,7.478304e-4
656,7.123886e-4
659,7.379792e-4
662,7.290672e-4
665,7.304559e-4
668,6.938143e-4
671,6.895949e-4
674,6.875605e-4
677,6.926449e-4
680,6.896765e-4
683,6.979256e-4
686,6.905622e-4
689,6.702357e-4
692,6.500759e-4
695,6.550074e-4
698,6.548072e-4
701,6.600528e-4
704,8.090721e-4
707,7.278894e-4
710,6.981e-4
713,6.722611e-4
716,6.342572e-4
719,6.116886e-4
722,6.138383e-4
725,6.507656e-4
728,7.153769e-4
731,7.462363e-4
734,7.322137e-4
737,7.446588e-4
740,7.121894e-4
743,7.230769e-4
746,7.352852e-4
749,7.171483e-4
752,7.52796e-4
755,7.399405e-4
758,7.460528e-4
761,7.77212e-4
764,7.972767e-4
767,7.860327e-4
770,7.484467e-4
773,7.394325e-4
776,8.345434e-4
779,8.613034e-4
782,8.803411e-4
785,8.642757e-4
788,8.740368e-4
791,8.642328e-4
794,8.859051e-4
797,8.875447e-4
800,8.567318e-4
