Wavelength_nm,Dilution_Corrected_Absorbance
791,0.00129888162056851
788,0.00124834173811185
785,0.00122665167823086
782,0.00119996706760755
779,0.00126348758167311
776,0.00115944123828366
773,0.0011038890181982
770,0.00112186418569402
767,0.00107859077356619
764,0.00104784107320347
761,0.00106164481861279
758,0.00103586356350576
755,9.950573367579e-4
752,9.9789206577875e-4
749,0.0010519218087549
746,9.9848818519564e-4
743,0.00100817362636509
740,0.00104060806541984
737,0.00103410445110298
734,0.00107319648899228
731,0.00109656547847758
728,0.00100233797416031
725,8.6370131428654e-4
722,7.3868770848175e-4
719,7.2442271460691e-4
716,8.390507182997e-4
713,9.3987531786387e-4
710,0.00108121882111177
707,0.00120444802408449
704,0.0011542587884893
701,0.00102964259183391
698,9.9346059206022e-4
695,0.00102310831089036
692,0.00104778032564894
689,0.00105179339302061
686,0.00107649811996205
683,0.00106671555975887
680,0.00109140391211319
677,0.00110946281421766
674,0.00109607989453254
671,0.00108718333979235
668,0.00108925541987112
665,0.00110077271305647
662,0.00109670998599053
659,0.00110411925233345
656,0.001116329433579
653,0.00110130790432891
650,0.0010907434419194
647,0.00108275447731363
644,0.0011035078470269
641,0.00111757152705272
638,0.00109131661943554
635,0.00108538325826754
632,0.00110476773552013
629,0.00109053131186637
626,0.00106135905234525
623,0.00109451887865257
620,0.00109331850668802
617,0.00106065176246642
614,0.00104740719730422
611,0.00105242488682705
608,0.00105932901648748
605,0.00102769479836287
602,0.00105378282702207
599,0.00104045068184145
596,0.00100016283478988
593,0.00100600623099985
590,9.9664152328237e-4
587,9.8800651711393e-4
584,9.8344325807116e-4
581,9.7467399605746e-4
578,9.4482863276858e-4
575,9.5652378639198e-4
572,9.7757940764968e-4
569,9.7382832572654e-4
566,9.4916896525809e-4
563,9.2660133047464e-4
560,9.2690968238816e-4
557,9.2424139528109e-4
554,9.0282085805639e-4
551,8.9179297552687e-4
548,8.8747044122619e-4
545,8.8423470470359e-4
542,8.9865363690918e-4
539,8.9581250810766e-4
536,8.5763466214272e-4
533,8.5295567178886e-4
530,8.6965575999581e-4
527,8.6165777901233e-4
524,8.3845445968305e-4
521,8.3665961102525e-4
518,8.9484710204086e-4
515,8.9638899384511e-4
512,8.70703212392e-4
509,8.6320091086004e-4
506,8.8876535877068e-4
503,8.8145318011954e-4
500,9.1433926325663e-4
497,9.3306803592384e-4
494,9.1932471090752e-4
491,9.3075540711657e-4
488,8.8584862992797e-4
485,8.9434325224158e-4
482,9.0372638395764e-4
479,8.9420328443827e-4
476,9.0948159961759e-4
473,0.00083745215778042005
470,8.3680766734711e-4
467,8.6920802723355e-4
464,8.8379442586368e-4
461,8.5680606618034e-4
458,8.1880943567439e-4
455,7.70441528305e-4
452,7.5381538167886e-4
449,7.5796475577033e-4
446,7.8819889722506e-4
443,8.2442177678989e-4
440,8.4760907427436e-4
437,8.4516872302936e-4
434,8.065031261893e-4
431,7.4092887485815e-4
428,6.9691730257112e-4
425,7.035578667385e-4
422,6.5684213208744e-4
419,6.3944362435332e-4
416,6.2214448434346e-4
413,6.23290981564e-4
410,6.1856621166198e-4
407,6.1867336544878e-4
404,6.3870289861758e-4
401,6.4872953718938e-4
398,6.2258815598161e-4
395,6.3946650011984e-4
392,6.4276095692436e-4
389,6.2338163394081e-4
386,6.2300601019262e-4
383,6.2254888404668e-4
380,6.6713306610512e-4
377,6.9085118909898e-4
374,7.1619367748984e-4
371,7.2778564014457e-4
368,7.7977464106133e-4
365,8.4760731182709e-4
362,9.0387664385132e-4
359,9.5294259248736e-4
356,0.00100614774865991
353,0.00108068188953491
350,0.00116302588893268
347,0.00123628641273363
344,0.00132979869443561
341,0.00144251970500096
338,0.00156229392962692
335,0.0017023914970357
332,0.00187172714033414
329,0.00207192820889032
326,0.00230047735428116
323,0.00257428644873339
320,0.00286722529429778
317,0.00318100924990125
314,0.00348727205100179
311,0.00381263787698407
308,0.00410516271862758
305,0.00441546160289916
302,0.00472776539638852
299,0.00498897904885238
296,0.00518564761540656
293,0.00535739243358603
290,0.00542302046264651
287,0.00575937302753384
284,0.00541427000091483
281,0.00534598669455803
278,0.00511596533018472
275,0.00493280350941832
272,0.00476637087827182
269,0.0045670122086782
266,0.00442034866102162
263,0.00427522008963731
260,0.00407487478370367
257,0.0040089608984507
254,0.00393951260048519
251,0.00396388084483723
248,0.00414994696302538
245,0.0041940975075578
242,0.00430783439965291
239,0.00472936573390005
236,0.00509757416192766
233,0.00554622630849235
230,0.00766384887006896
