"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.3128433
233,0.3015634
236,0.2920779
239,0.2815934
242,0.2725784
245,0.2642605
248,0.2566685
251,0.2488319
254,0.2416752
257,0.2343178
260,0.2271173
263,0.2193233
266,0.2113203
269,0.2034137
272,0.1951843
275,0.1872558
278,0.1795907
281,0.1712282
284,0.1633412
287,0.1566954
290,0.150574
293,0.1446032
296,0.1385744
299,0.1324336
302,0.1264645
305,0.1206818
308,0.1153049
311,0.1102245
314,0.1051074
317,0.1003095
320,0.09561441
323,0.09095439
326,0.08647085
329,0.0823704
332,0.07838036
335,0.07466096
338,0.07105237
341,0.06753566
344,0.06419374
347,0.06105994
350,0.05803525
353,0.0551073
356,0.05226219
359,0.04967163
362,0.04705086
365,0.04457709
368,0.04216435
371,0.03984861
374,0.0375742
377,0.03547379
380,0.03355668
383,0.03178661
386,0.0300026
389,0.02827363
392,0.0266996
395,0.02515457
398,0.02381712
401,0.0225119
404,0.02128934
407,0.02007875
410,0.01895704
413,0.01784597
416,0.01681445
419,0.01595363
422,0.01506399
425,0.01437329
428,0.01367901
431,0.01299169
434,0.01233859
437,0.01178475
440,0.01122042
443,0.01061412
446,0.01009013
449,0.009587052
452,0.009197829
455,0.008852404
458,0.008549696
461,0.008248249
464,0.007948317
467,0.007683991
470,0.00738567
473,0.007103233
476,0.00679803
479,0.006497585
482,0.0062574
485,0.006013172
488,0.005758568
491,0.00557524
494,0.005343477
497,0.005113003
500,0.004920408
503,0.004767642
506,0.00457316
509,0.004422803
512,0.004238781
515,0.004110658
518,0.003495761
521,0.003829256
524,0.003669035
527,0.003590672
530,0.00346383
533,0.003356957
536,0.003243973
539,0.003190768
542,0.00307298
545,0.00301604
548,0.002936711
551,0.002886848
554,0.00280388
557,0.00276417
560,0.002697715
563,0.002646323
566,0.002594252
569,0.002519972
572,0.002498667
575,0.002452851
578,0.002437006
581,0.002377891
584,0.002376363
587,0.00231046
590,0.002294423
593,0.002282437
596,0.002233076
599,0.002222796
602,0.002201919
605,0.002154741
608,0.002113228
611,0.002102578
614,0.002056764
617,0.002029872
620,0.001999606
623,0.001959215
626,0.001969681
629,0.001934354
632,0.001920229
635,0.001913468
638,0.001894692
641,0.001870148
644,0.001924858
647,0.001924522
650,0.001910112
653,0.001854796
656,0.001874563
659,0.001849288
662,0.001835325
665,0.00182352
668,0.001805346
671,0.001825169
674,0.001815067
677,0.00185153
680,0.00181895
683,0.001789701
686,0.001791476
689,0.001747091
692,0.001724736
695,0.001682263
698,0.001679496
701,0.001743323
704,0.001851613
707,0.001935901
710,0.001905165
713,0.001746988
716,0.001633594
719,0.001526053
722,0.001542552
725,0.001719442
728,0.001880029
731,0.002084417
734,0.002301409
737,0.00232561
740,0.002283393
743,0.002317122
746,0.002280893
749,0.002249246
752,0.002205696
755,0.002229036
758,0.002227008
761,0.002161856
764,0.002213195
767,0.002244484
770,0.002204499
773,0.002220642
776,0.002185089
779,0.002215927
782,0.002168297
785,0.002215968
788,0.002259599
791,0.00226349
794,0.002272006
797,0.002378689
800,0.002390922
