Wavelength (nm)	Dilution Corrected Absorbance
230	0.1863469
233	0.175006
236	0.1669386
239	0.1603324
242	0.1544895
245	0.14921
248	0.1445906
251	0.1399644
254	0.1359995
257	0.1318318
260	0.1278895
263	0.1235932
266	0.1192839
269	0.115
272	0.110528
275	0.1062137
278	0.101971
281	0.09747591
284	0.09198853
287	0.08926289
290	0.08536654
293	0.08163217
296	0.07790894
299	0.07400605
302	0.07020804
305	0.0663735
308	0.06288376
311	0.05957363
314	0.05631034
317	0.05341012
320	0.05067856
323	0.04791222
326	0.04531891
329	0.04296139
332	0.04066924
335	0.03854853
338	0.03652652
341	0.03456971
344	0.03266787
347	0.03093999
350	0.02926726
353	0.02764579
356	0.02607762
359	0.02469221
362	0.02327803
365	0.02196178
368	0.02068332
371	0.01947022
374	0.01829062
377	0.01721288
380	0.01622466
383	0.01533238
386	0.01441725
389	0.01355107
392	0.01273645
395	0.01194174
398	0.01131469
401	0.01065285
404	0.01001633
407	0.009432309
410	0.008873895
413	0.008333174
416	0.007826316
419	0.007433276
422	0.007023816
425	0.006753818
428	0.006415578
431	0.006085523
434	0.005826233
437	0.005560357
440	0.005300067
443	0.005009372
446	0.004759416
449	0.004539404
452	0.00435256
455	0.004207909
458	0.00409605
461	0.004018716
464	0.003901288
467	0.003727174
470	0.003629343
473	0.003495123
476	0.00341326
479	0.00332586
482	0.003189518
485	0.003093001
488	0.003007409
491	0.002875168
494	0.002786643
497	0.002663599
500	0.002601978
503	0.002481918
506	0.002454467
509	0.002356787
512	0.00230882
515	0.002270076
518	0.002189862
521	0.002110763
524	0.002081468
527	0.002054679
530	0.001947291
533	0.001912985
536	0.001885364
539	0.001827856
542	0.001803105
545	0.001777689
548	0.001741434
551	0.001758065
554	0.001692473
557	0.001674343
560	0.001658784
563	0.001763386
566	0.001632593
569	0.001579244
572	0.001570077
575	0.001516649
578	0.001529944
581	0.001506164
584	0.001481585
587	0.001465997
590	0.00143058
593	0.001416244
596	0.001428944
599	0.001440722
602	0.001411009
605	0.001413008
608	0.001443202
611	0.00142481
614	0.001480668
617	0.001416863
620	0.001404679
623	0.001422756
626	0.001384772
629	0.001335042
632	0.001330122
635	0.001314808
638	0.001310769
641	0.001341753
644	0.00134889
647	0.001274314
650	0.00126357
653	0.001299387
656	0.001242484
659	0.001248778
662	0.001302434
665	0.001312821
668	0.001253235
671	0.001193085
674	0.001235316
677	0.001297932
680	0.001243024
683	0.001257831
686	0.001257639
689	0.00119707
692	0.001135261
695	0.001098019
698	0.001091174
701	0.001052659
704	0.001097397
707	0.001218569
710	0.00119001
713	0.001117013
716	0.001012626
719	0.0009993086
722	0.001040885
725	0.001105268
728	0.001231203
731	0.001311537
734	0.001503396
737	0.001531506
740	0.001561318
743	0.001513529
746	0.001491966
749	0.001496645
752	0.00150288
755	0.00139036
758	0.001376587
761	0.00135675
764	0.001287093
767	0.001320168
770	0.001298323
773	0.001313999
776	0.001209869
779	0.001305589
782	0.00132084
785	0.001170023
788	0.001188111
791	0.001230414
794	0.001192205
797	0.001097132
800	0.001087456
