Wavelength (nm)	Dilution Corrected Absorbance
230	0.1684478
233	0.1592987
236	0.1519311
239	0.1452834
242	0.1398682
245	0.1352141
248	0.1311918
251	0.1275139
254	0.1242783
257	0.1208947
260	0.1174947
263	0.1137493
266	0.1097
269	0.1055986
272	0.1011175
275	0.09660992
278	0.09207753
281	0.08722439
284	0.08168816
287	0.0774314
290	0.07385212
293	0.06983078
296	0.06604029
299	0.06236949
302	0.05895037
305	0.05580956
308	0.05298498
311	0.05037661
314	0.04780997
317	0.0454943
320	0.04322818
323	0.0410271
326	0.03894169
329	0.03706715
332	0.03527368
335	0.03363554
338	0.03207063
341	0.03054804
344	0.02915466
347	0.02782633
350	0.02659691
353	0.02537503
356	0.02421254
359	0.02316345
362	0.02209053
365	0.02107383
368	0.02010354
371	0.01915654
374	0.018242
377	0.01739154
380	0.01659526
383	0.01586291
386	0.01512571
389	0.01440514
392	0.01375156
395	0.01312747
398	0.01257492
401	0.01202684
404	0.01152233
407	0.01101427
410	0.01050049
413	0.01003235
416	0.009581716
419	0.009184937
422	0.008793412
425	0.008458141
428	0.008117168
431	0.007777558
434	0.007467612
437	0.00717713
440	0.006874407
443	0.006604499
446	0.006333765
449	0.006100603
452	0.005894121
455	0.005705504
458	0.005554631
461	0.00538781
464	0.005224704
467	0.005082493
470	0.004924042
473	0.004766875
476	0.004603504
479	0.004448225
482	0.004321896
485	0.004192872
488	0.00406376
491	0.003962433
494	0.003845079
497	0.003720065
500	0.003614485
503	0.003520326
506	0.003433986
509	0.003339518
512	0.003247007
515	0.003163312
518	0.003081066
521	0.002995608
524	0.002941803
527	0.002850953
530	0.002789551
533	0.00272729
536	0.002664769
539	0.002609294
542	0.002559272
545	0.002496102
548	0.002440636
551	0.002386012
554	0.002356094
557	0.002300557
560	0.002254332
563	0.002233654
566	0.002196036
569	0.002140843
572	0.002120601
575	0.002084112
578	0.002053232
581	0.002029515
584	0.001995056
587	0.001957602
590	0.001932909
593	0.001910096
596	0.001876988
599	0.001848007
602	0.001808194
605	0.001790243
608	0.001761999
611	0.001746844
614	0.001725019
617	0.001704468
620	0.001687104
623	0.00166593
626	0.001648286
629	0.001630536
632	0.001620376
635	0.001594547
638	0.001578673
641	0.001554671
644	0.001530728
647	0.00149989
650	0.001496935
653	0.00149027
656	0.001482638
659	0.00146516
662	0.001471922
665	0.001485803
668	0.001476146
671	0.001467451
674	0.001442358
677	0.001421824
680	0.001392606
683	0.001365729
686	0.001353498
689	0.001331672
692	0.001309908
695	0.001275395
698	0.001250643
701	0.001207214
704	0.001237906
707	0.001262639
710	0.001234884
713	0.001170388
716	0.001080427
719	0.001007731
722	0.0009538906
725	0.0009838008
728	0.001027942
731	0.001050893
734	0.001026038
737	0.0009962793
740	0.0009463899
743	0.0009756176
746	0.0009891466
749	0.0009776125
752	0.001023277
755	0.001048012
758	0.001056023
761	0.001046548
764	0.001081857
767	0.001144516
770	0.001127089
773	0.001162932
776	0.001190439
779	0.001223133
782	0.001228191
785	0.001216388
788	0.001216905
791	0.00125567
794	0.00118881
797	0.001183159
800	0.001185661
