"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.08014942
233,0.07349298
236,0.06964242
239,0.06657163
242,0.06422025
245,0.06186039
248,0.0600423
251,0.0578035
254,0.05597397
257,0.05435373
260,0.05282155
263,0.05120385
266,0.04949763
269,0.04773964
272,0.04578915
275,0.04391336
278,0.04212437
281,0.03973185
284,0.03729239
287,0.03629503
290,0.03474003
293,0.03333282
296,0.03198283
299,0.03053306
302,0.0292119
305,0.02784682
308,0.02656407
311,0.02538736
314,0.02422056
317,0.02317636
320,0.02225247
323,0.02121668
326,0.02008974
329,0.01902522
332,0.01818797
335,0.0173551
338,0.01657654
341,0.01590012
344,0.01535763
347,0.01487819
350,0.01431192
353,0.01369855
356,0.01310979
359,0.01252308
362,0.01201558
365,0.01151925
368,0.0110414
371,0.01055445
374,0.01006265
377,0.00962901
380,0.009306604
383,0.008974175
386,0.008607582
389,0.008219652
392,0.007885776
395,0.007634593
398,0.007403494
401,0.007162205
404,0.006930879
407,0.006694481
410,0.006429534
413,0.006193347
416,0.006035194
419,0.005907288
422,0.005811822
425,0.005731951
428,0.005644284
431,0.005530468
434,0.005403122
437,0.005344313
440,0.00522627
443,0.005054894
446,0.004880366
449,0.004761055
452,0.004709593
455,0.004756364
458,0.004871587
461,0.004877819
464,0.004771439
467,0.004660008
470,0.004561551
473,0.004506546
476,0.004427748
479,0.004365038
482,0.004291294
485,0.004220076
488,0.00415081
491,0.004123334
494,0.00411762
497,0.004119588
500,0.004110761
503,0.004014172
506,0.003931504
509,0.00384322
512,0.003750747
515,0.003713636
518,0.003513603
521,0.003718005
524,0.003740092
527,0.003714108
530,0.003711269
533,0.00369312
536,0.003667867
539,0.003634602
542,0.003581681
545,0.003574801
548,0.003575976
551,0.003593896
554,0.0035753
557,0.003522585
560,0.003440107
563,0.003420557
566,0.003479281
569,0.003482881
572,0.003496922
575,0.003503955
578,0.003441534
581,0.003403068
584,0.003446652
587,0.003459048
590,0.00348775
593,0.003536716
596,0.003580487
599,0.003629095
602,0.003643228
605,0.003575872
608,0.003599426
611,0.003577294
614,0.003548497
617,0.003516755
620,0.003464658
623,0.003417838
626,0.003419997
629,0.003411948
632,0.003455803
635,0.003422334
638,0.003417149
641,0.003439846
644,0.00340937
647,0.003394714
650,0.003334987
653,0.003382078
656,0.003368537
659,0.003358985
662,0.003367596
665,0.003436495
668,0.003403954
671,0.003421188
674,0.003394932
677,0.003362511
680,0.003392166
683,0.003344858
686,0.003330408
689,0.003267319
692,0.003166947
695,0.003167981
698,0.003285776
701,0.003397415
704,0.003453278
707,0.003371841
710,0.003376079
713,0.003309589
716,0.00316771
719,0.003121543
722,0.003127734
725,0.003284158
728,0.003425278
731,0.003607648
734,0.003697751
737,0.003744973
740,0.003702928
743,0.003746974
746,0.003759706
749,0.003700828
752,0.003717615
755,0.003674856
758,0.003684847
761,0.003637913
764,0.003670781
767,0.003784463
770,0.003686511
773,0.003591827
776,0.00372164
779,0.003685356
782,0.003679935
785,0.003769478
788,0.003591739
791,0.003663794
794,0.003680595
797,0.003639063
800,0.003734168
