"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.5391525
233,0.5341101
236,0.5169148
239,0.4995093
242,0.4830362
245,0.4677805
248,0.4538908
251,0.4401057
254,0.4270769
257,0.4140451
260,0.4014712
263,0.3880103
266,0.3742574
269,0.3608645
272,0.346765
275,0.3332349
278,0.3197961
281,0.3057032
284,0.2908177
287,0.2787209
290,0.2667934
293,0.2567236
296,0.2455828
299,0.2342338
302,0.2233699
305,0.2127035
308,0.2029739
311,0.1938547
314,0.1846096
317,0.1761232
320,0.1678312
323,0.1596077
326,0.1518236
329,0.1447082
332,0.1377609
335,0.1313608
338,0.1251049
341,0.1189893
344,0.1131325
347,0.1076814
350,0.1023136
353,0.09713725
356,0.09204617
359,0.08748131
362,0.08284083
365,0.07853715
368,0.07428519
371,0.07027
374,0.06629052
377,0.06260847
380,0.0592798
383,0.05613745
386,0.05298797
389,0.05002764
392,0.04721963
395,0.04450205
398,0.04217393
401,0.03989187
404,0.03771947
407,0.03563177
410,0.03359223
413,0.03162857
416,0.02983696
419,0.02831832
422,0.02674264
425,0.02541524
428,0.02422232
431,0.02291299
434,0.0217013
437,0.02068558
440,0.01955632
443,0.01854479
446,0.01754441
449,0.016718
452,0.01592103
455,0.01535287
458,0.01465117
461,0.0142123
464,0.01356213
467,0.01299815
470,0.01245627
473,0.01197924
476,0.01152634
479,0.01100435
482,0.01044194
485,0.01005005
488,0.00963412
491,0.009209449
494,0.008857602
497,0.008470611
500,0.008207644
503,0.007828071
506,0.007578963
509,0.007294397
512,0.007012665
515,0.006697068
518,0.006366387
521,0.006104802
524,0.005957113
527,0.005672053
530,0.005495503
533,0.005269388
536,0.005126735
539,0.005041769
542,0.004885861
545,0.00472787
548,0.004610677
551,0.004485438
554,0.004284375
557,0.004142495
560,0.00402588
563,0.004020267
566,0.003799097
569,0.003831089
572,0.003723775
575,0.003620861
578,0.003538699
581,0.003433206
584,0.003334032
587,0.00325445
590,0.003170153
593,0.003123893
596,0.003093683
599,0.003042872
602,0.002961675
605,0.002853845
608,0.002812044
611,0.00275281
614,0.002707102
617,0.002664726
620,0.002524172
623,0.002551217
626,0.002499268
629,0.002512538
632,0.002428849
635,0.002439923
638,0.002377794
641,0.002345719
644,0.0022587
647,0.002232565
650,0.002223325
653,0.002125881
656,0.002164095
659,0.002193971
662,0.002134916
665,0.002137965
668,0.002163796
671,0.002100997
674,0.001986887
677,0.001994897
680,0.001936587
683,0.001927552
686,0.001872505
689,0.001897889
692,0.001848268
695,0.00191197
698,0.001907224
701,0.001893622
704,0.001935166
707,0.002053919
710,0.001973538
713,0.001721808
716,0.001532646
719,0.001417776
722,0.00140894
725,0.001523697
728,0.001641526
731,0.001835394
734,0.002017766
737,0.002033106
740,0.001984742
743,0.001877572
746,0.00181796
749,0.00185089
752,0.001858362
755,0.001812642
758,0.001871204
761,0.001767411
764,0.001798656
767,0.001842187
770,0.001834863
773,0.001689387
776,0.001801587
779,0.001711767
782,0.001834564
785,0.001856638
788,0.001824696
791,0.001768302
794,0.001759352
797,0.001711059
800,0.001672743
