"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.1861956
233,0.166012
236,0.1581944
239,0.1516422
242,0.1461119
245,0.1411108
248,0.136382
251,0.1317182
254,0.1273076
257,0.1225874
260,0.117923
263,0.1131207
266,0.1081565
269,0.1034258
272,0.09868556
275,0.09413378
278,0.08986974
281,0.08549994
284,0.08042857
287,0.07789593
290,0.07418625
293,0.07079887
296,0.06758115
299,0.06438094
302,0.06126473
305,0.05824357
308,0.05537324
311,0.05262539
314,0.04984763
317,0.04726862
320,0.04470393
323,0.04221082
326,0.03988646
329,0.0377286
332,0.03563959
335,0.03371733
338,0.03187697
341,0.03009486
344,0.02841922
347,0.0268523
350,0.02536963
353,0.02398706
356,0.02262849
359,0.0214202
362,0.02020797
365,0.01905437
368,0.01791669
371,0.01685139
374,0.01583713
377,0.01486237
380,0.01401943
383,0.01319676
386,0.01240872
389,0.01166902
392,0.01098955
395,0.01032434
398,0.009768006
401,0.009210976
404,0.008684379
407,0.00819669
410,0.007701401
413,0.007242092
416,0.00682717
419,0.006474818
422,0.006155656
425,0.005878502
428,0.005605779
431,0.005337235
434,0.005124825
437,0.004902493
440,0.004696284
443,0.004530347
446,0.004391092
449,0.004178637
452,0.003990042
455,0.003881415
458,0.00377842
461,0.003695988
464,0.003649013
467,0.003521901
470,0.003386851
473,0.003286332
476,0.003219593
479,0.003121458
482,0.003026249
485,0.002945629
488,0.002814584
491,0.002764281
494,0.002691866
497,0.00257315
500,0.002516779
503,0.002440903
506,0.002381641
509,0.002312593
512,0.002303612
515,0.002282185
518,0.00222443
521,0.002181045
524,0.0020957
527,0.002068661
530,0.00205921
533,0.002012505
536,0.002001238
539,0.001952221
542,0.001937663
545,0.001905447
548,0.001871486
551,0.001909306
554,0.001955124
557,0.001932772
560,0.001868493
563,0.001849392
566,0.001850382
569,0.001825351
572,0.001805465
575,0.001806022
578,0.001873135
581,0.001884888
584,0.001872175
587,0.001854596
590,0.001844966
593,0.001808809
596,0.00180444
599,0.001857191
602,0.001836635
605,0.001828594
608,0.001817831
611,0.001836198
614,0.001783448
617,0.001770294
620,0.00163129
623,0.001807794
626,0.001795892
629,0.001747823
632,0.001725513
635,0.001784436
638,0.001795324
641,0.001816271
644,0.001818495
647,0.001763228
650,0.001727704
653,0.001723752
656,0.00176122
659,0.001753534
662,0.001798086
665,0.001774647
668,0.001783569
671,0.001695866
674,0.001656569
677,0.001695195
680,0.0017672
683,0.001790656
686,0.001657267
689,0.001643221
692,0.00163291
695,0.001684985
698,0.001625513
701,0.001668449
704,0.001792552
707,0.001862389
710,0.001853449
713,0.001670442
716,0.001662828
719,0.001596058
722,0.00158776
725,0.001601207
728,0.001666796
731,0.001874309
734,0.002026866
737,0.002150663
740,0.002044218
743,0.001979987
746,0.002039761
749,0.002550634
752,0.002329175
755,0.002002113
758,0.002003229
761,0.001990773
764,0.001949837
767,0.001964417
770,0.001953975
773,0.001853845
776,0.001998712
779,0.002094094
782,0.00214165
785,0.002058101
788,0.002024458
791,0.001981571
794,0.002028792
797,0.002032727
800,0.00207365
