"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.3414853
233,0.3252464
236,0.3115379
239,0.2984598
242,0.2875558
245,0.2771937
248,0.2676205
251,0.2586391
254,0.2506937
257,0.2428118
260,0.2351651
263,0.2273641
266,0.2192986
269,0.2113535
272,0.2030561
275,0.1949317
278,0.1868933
281,0.1784962
284,0.1703221
287,0.162174
290,0.1550832
293,0.1483297
296,0.1427761
299,0.1362601
302,0.1300122
305,0.1239392
308,0.1183616
311,0.1130486
314,0.1077885
317,0.1028988
320,0.09809585
323,0.09335774
326,0.08884328
329,0.08467335
332,0.08063365
335,0.07686382
338,0.07319256
341,0.06957197
344,0.06616289
347,0.06288542
350,0.05979182
353,0.05671128
356,0.05374772
359,0.05105415
362,0.04836123
365,0.04583712
368,0.04339831
371,0.04104575
374,0.0387617
377,0.03665433
380,0.03472052
383,0.03292895
386,0.03113531
389,0.02938334
392,0.02782605
395,0.02628975
398,0.02498454
401,0.02370937
404,0.02248609
407,0.02131078
410,0.02016899
413,0.01908493
416,0.01807798
419,0.01720089
422,0.01632767
425,0.01561087
428,0.01492593
431,0.01421661
434,0.01352836
437,0.01289711
440,0.01225194
443,0.01167499
446,0.01110366
449,0.01061046
452,0.01016811
455,0.009768956
458,0.00941421
461,0.009066827
464,0.008718303
467,0.008422514
470,0.008138233
473,0.007841734
476,0.007552414
479,0.007252195
482,0.007010033
485,0.006791146
488,0.00653443
491,0.006320101
494,0.006125412
497,0.005920243
500,0.005708817
503,0.00553343
506,0.005367774
509,0.005219309
512,0.005065444
515,0.004937963
518,0.004792848
521,0.004642581
524,0.004522036
527,0.004416392
530,0.00427563
533,0.004186995
536,0.004060124
539,0.003964124
542,0.003857891
545,0.003787235
548,0.003694536
551,0.003605904
554,0.003534892
557,0.003460319
560,0.003403571
563,0.003338454
566,0.003299341
569,0.003263575
572,0.00321489
575,0.003170255
578,0.003128364
581,0.003068463
584,0.003029539
587,0.002965143
590,0.00289803
593,0.002833905
596,0.002775666
599,0.002715105
602,0.002694585
605,0.002669945
608,0.002637968
611,0.002616909
614,0.002605661
617,0.002588606
620,0.00254986
623,0.002493441
626,0.002436659
629,0.002393244
632,0.00235418
635,0.002331468
638,0.002309553
641,0.002278114
644,0.002255134
647,0.002241494
650,0.002240028
653,0.002191041
656,0.002146724
659,0.002129513
662,0.002136959
665,0.002117414
668,0.002102492
671,0.002105619
674,0.002113506
677,0.002056308
680,0.002019108
683,0.002010533
686,0.002031838
689,0.002019152
692,0.002030824
695,0.002004259
698,0.001921713
701,0.001895474
704,0.001907491
707,0.001872748
710,0.001909408
713,0.001893608
716,0.001816035
719,0.00176378
722,0.001732377
725,0.001733482
728,0.001705014
731,0.001862652
734,0.00213402
737,0.00205331
740,0.001907953
743,0.001776336
746,0.001692734
749,0.001691032
752,0.001655329
755,0.001655116
758,0.001687156
761,0.001696518
764,0.001742947
767,0.001857255
770,0.001842462
773,0.001883744
776,0.001848331
779,0.001843876
782,0.001776165
785,0.00178
788,0.001817187
791,0.001836748
794,0.00184191
797,0.001854658
800,0.001928607
