"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.1263857
233,0.1250813
236,0.1212839
239,0.116807
242,0.1130019
245,0.1094757
248,0.1066089
251,0.1034784
254,0.1007934
257,0.09802003
260,0.09521119
263,0.09216947
266,0.08888478
269,0.08558018
272,0.08197616
275,0.07833257
278,0.07469065
281,0.06995781
284,0.06633117
287,0.06319438
290,0.05964443
293,0.05632383
296,0.05323057
299,0.05020322
302,0.04745709
305,0.04483594
308,0.04251464
311,0.04036951
314,0.03826995
317,0.03635261
320,0.03451853
323,0.03270491
326,0.0310073
329,0.02946302
332,0.02801281
335,0.02668008
338,0.02543203
341,0.02419489
344,0.02307
347,0.02197755
350,0.02098626
353,0.01999053
356,0.01907079
359,0.01821729
362,0.01735118
365,0.01652483
368,0.01573653
371,0.0149652
374,0.01418125
377,0.01348657
380,0.01284922
383,0.01225525
386,0.01166777
389,0.01108402
392,0.01056262
395,0.01006953
398,0.009631745
401,0.009211157
404,0.008793928
407,0.008409024
410,0.008029785
413,0.007642829
416,0.00731213
419,0.006988394
422,0.006711741
425,0.006492456
428,0.006235426
431,0.006005622
434,0.005801047
437,0.00559511
440,0.005375689
443,0.005164314
446,0.004979507
449,0.004854375
452,0.004777801
455,0.004720223
458,0.004661702
461,0.004549976
464,0.004380342
467,0.004229646
470,0.003998973
473,0.003845251
476,0.003808025
479,0.003703942
482,0.003557698
485,0.003438472
488,0.003345635
491,0.003287268
494,0.003168974
497,0.0030867
500,0.003012861
503,0.002929486
506,0.002860576
509,0.002819784
512,0.002732577
515,0.002680022
518,0.002628747
521,0.002491215
524,0.002507837
527,0.002452795
530,0.002403933
533,0.00236235
536,0.002330084
539,0.002285728
542,0.002245422
545,0.002195841
548,0.00219459
551,0.002129636
554,0.002122067
557,0.002086768
560,0.002040491
563,0.002040663
566,0.002052685
569,0.002122101
572,0.00197122
575,0.001964242
578,0.001946162
581,0.00192527
584,0.001882124
587,0.00186674
590,0.00187464
593,0.001863985
596,0.00183947
599,0.001812549
602,0.001814498
605,0.001798631
608,0.001804743
611,0.001784348
614,0.001749986
617,0.001747317
620,0.001734758
623,0.001735556
626,0.001727374
629,0.0017169
632,0.001695731
635,0.001695605
638,0.001693603
641,0.001647952
644,0.001672373
647,0.001734432
650,0.001694794
653,0.001685992
656,0.001616483
659,0.001601049
662,0.001598665
665,0.001587762
668,0.001584718
671,0.001582081
674,0.001559623
677,0.001574827
680,0.001543842
683,0.001545764
686,0.001554286
689,0.001489132
692,0.001455261
695,0.001422102
698,0.001383487
701,0.001432834
704,0.001521808
707,0.001621594
710,0.001566677
713,0.001477901
716,0.001380777
719,0.001296119
722,0.001291152
725,0.001417226
728,0.001549195
731,0.001713047
734,0.001792531
737,0.001828906
740,0.001833911
743,0.001799115
746,0.001814204
749,0.001775354
752,0.001714112
755,0.001723479
758,0.001739481
761,0.001708388
764,0.001692808
767,0.001782224
770,0.001743266
773,0.001722512
776,0.001726175
779,0.001718903
782,0.001620815
785,0.001664509
788,0.001652164
791,0.00172505
794,0.001754192
797,0.001751172
800,0.001759147
