Wavelength (nm)	Dilution Corrected Absorbance
230	0.7636119
233	0.7332153
236	0.7062657
239	0.6795105
242	0.6572667
245	0.6355721
248	0.6164737
251	0.5973904
254	0.5808733
257	0.5639706
260	0.5470413
263	0.5291198
266	0.5100981
269	0.4913394
272	0.4718342
275	0.4527932
278	0.434323
281	0.4152431
284	0.3966541
287	0.3791136
290	0.3633384
293	0.3483797
296	0.3355277
299	0.3209274
302	0.3068382
305	0.2932492
308	0.2806293
311	0.2686302
314	0.2566209
317	0.2454406
320	0.2342916
323	0.2232453
326	0.2126213
329	0.2026688
332	0.1930068
335	0.1838683
338	0.1749804
341	0.1662715
344	0.1580548
347	0.1501153
350	0.1426293
353	0.1351167
356	0.127942
359	0.121312
362	0.1146975
365	0.1084097
368	0.1024158
371	0.09654605
374	0.0908633
377	0.08566844
380	0.08085584
383	0.07641985
386	0.07201195
389	0.06769124
392	0.06379043
395	0.06001861
398	0.05676838
401	0.05362423
404	0.05064564
407	0.04767636
410	0.04497133
413	0.04229808
416	0.03993136
419	0.03776826
422	0.03567748
425	0.03376162
428	0.03199471
431	0.03018557
434	0.02853263
437	0.02701886
440	0.02559926
443	0.0243099
446	0.02308629
449	0.02197562
452	0.0209604
455	0.01998994
458	0.01913151
461	0.01835303
464	0.01756774
467	0.01687528
470	0.01618926
473	0.01552048
476	0.01489533
479	0.01418182
482	0.01358939
485	0.01303148
488	0.01243969
491	0.01190102
494	0.01143456
497	0.01098778
500	0.01053357
503	0.01009631
506	0.008845795
509	0.009382052
512	0.009048019
515	0.008699814
518	0.008374234
521	0.008082674
524	0.007764718
527	0.007436186
530	0.007138432
533	0.00687078
536	0.00661548
539	0.006398932
542	0.006164426
545	0.005977028
548	0.005745041
551	0.005617856
554	0.005435298
557	0.005248443
560	0.005049092
563	0.004920345
566	0.004771578
569	0.004643185
572	0.004494968
575	0.004407823
578	0.004240784
581	0.00414264
584	0.004065594
587	0.003941944
590	0.003881048
593	0.003797481
596	0.00368955
599	0.00360072
602	0.003534384
605	0.003469474
608	0.003417605
611	0.003346957
614	0.003248267
617	0.003194991
620	0.003082138
623	0.002966672
626	0.002925546
629	0.00290718
632	0.0028504
635	0.002826058
638	0.00272221
641	0.002624651
644	0.002582081
647	0.002613335
650	0.002586716
653	0.002592892
656	0.00249073
659	0.002376812
662	0.002340387
665	0.002298696
668	0.002295786
671	0.002335252
674	0.002285451
677	0.002225487
680	0.002179492
683	0.002065766
686	0.002032426
689	0.002077661
692	0.001983361
695	0.001952856
698	0.001964728
701	0.001913886
704	0.00189709
707	0.001931163
710	0.00190232
713	0.001799392
716	0.001692133
719	0.001529665
722	0.001445678
725	0.001521617
728	0.001667881
731	0.00178006
734	0.001806119
737	0.001802315
740	0.001701878
743	0.00162672
746	0.00151317
749	0.00155037
752	0.001569532
755	0.001552322
758	0.001553362
761	0.001563872
764	0.001506343
767	0.001521055
770	0.001506077
773	0.00156657
776	0.001612722
779	0.001790648
782	0.001715583
785	0.001770644
788	0.001732295
791	0.001534405
794	0.001509645
797	0.001412015
800	0.001294565
