"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.6661457
233,0.6417737
236,0.6172776
239,0.5960183
242,0.5774374
245,0.5601649
248,0.5448093
251,0.5299308
254,0.5159661
257,0.5015473
260,0.4872107
263,0.4717137
266,0.4554272
269,0.4391818
272,0.4223837
275,0.4057785
278,0.3897429
281,0.3728124
284,0.3553471
287,0.3411071
290,0.3272651
293,0.3155621
296,0.3029748
299,0.2902588
302,0.2781117
305,0.266127
308,0.2550852
311,0.2445267
314,0.2338612
317,0.2237842
320,0.213786
323,0.2037422
326,0.1940704
329,0.1851046
332,0.1763237
335,0.1681549
338,0.1602361
341,0.1524227
344,0.1450107
347,0.1380292
350,0.1313576
353,0.1248296
356,0.118511
359,0.1127866
362,0.1069899
365,0.1014221
368,0.09607414
371,0.09098855
374,0.08589096
377,0.08125791
380,0.07696029
383,0.07304649
386,0.06906505
389,0.06527478
392,0.06177245
395,0.05833489
398,0.05533063
401,0.05248271
404,0.04971881
407,0.04700538
410,0.04450807
413,0.04198894
416,0.03972894
419,0.03771257
422,0.03572077
425,0.03398549
428,0.03226064
431,0.03065714
434,0.02919437
437,0.02779073
440,0.02646651
443,0.025184
446,0.02389809
449,0.02279127
452,0.02192302
455,0.02107363
458,0.02022019
461,0.01947824
464,0.01875751
467,0.01805253
470,0.01723519
473,0.01660459
476,0.01595245
479,0.01544494
482,0.01476584
485,0.01425582
488,0.01377339
491,0.01323187
494,0.01276325
497,0.01229853
500,0.0118174
503,0.01133518
506,0.01098105
509,0.01052395
512,0.01018308
515,0.009883664
518,0.009550407
521,0.00921326
524,0.008924634
527,0.008655234
530,0.008401839
533,0.008175411
536,0.007897025
539,0.007680641
542,0.007479457
545,0.007284766
548,0.007120543
551,0.006921882
554,0.006814345
557,0.006662724
560,0.006524821
563,0.006474445
566,0.006243842
569,0.00619967
572,0.006043348
575,0.005884096
578,0.005788055
581,0.005621016
584,0.005468937
587,0.005356755
590,0.005254715
593,0.005175305
596,0.005060061
599,0.005012254
602,0.004936161
605,0.004908771
608,0.004785
611,0.004797488
614,0.004618463
617,0.004527869
620,0.00447327
623,0.004379497
626,0.004342487
629,0.004229121
632,0.004163951
635,0.004104044
638,0.004016017
641,0.003951171
644,0.003940636
647,0.003877063
650,0.003872372
653,0.003879931
656,0.003850501
659,0.003744259
662,0.003684809
665,0.003745918
668,0.003688003
671,0.003580857
674,0.00362467
677,0.003526392
680,0.003536608
683,0.00348926
686,0.003488704
689,0.003390334
692,0.003337432
695,0.003225453
698,0.003190805
701,0.003420474
704,0.003471012
707,0.003395396
710,0.00344501
713,0.003266087
716,0.003128987
719,0.003026635
722,0.003035316
725,0.003165401
728,0.003295026
731,0.003403396
734,0.003630388
737,0.003545959
740,0.003536399
743,0.00341618
746,0.003343851
749,0.003279446
752,0.003346652
755,0.003370861
758,0.003337432
761,0.003279426
764,0.003367803
767,0.003360727
770,0.003299455
773,0.003349378
776,0.003405352
779,0.003405469
782,0.003492978
785,0.003360267
788,0.003321228
791,0.003314782
794,0.003407384
797,0.003370087
800,0.003384845
