"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.1199853
233,0.1149291
236,0.1105315
239,0.1063152
242,0.1024576
245,0.09894816
248,0.0958044
251,0.09263503
254,0.08990897
257,0.08700832
260,0.08419601
263,0.08118042
266,0.07808191
269,0.07502732
272,0.07186766
275,0.06886406
278,0.06594021
281,0.06296376
284,0.05938312
287,0.05768359
290,0.0552589
293,0.05297018
296,0.05073071
299,0.0484655
302,0.04626004
305,0.04411944
308,0.04213788
311,0.04025979
314,0.038384
317,0.03663334
320,0.03492228
323,0.0332356
326,0.03162657
329,0.03015016
332,0.02872331
335,0.02738933
338,0.02610698
341,0.02483787
344,0.0236312
347,0.0224858
350,0.02140465
353,0.02031729
356,0.01927802
359,0.01832575
362,0.01736357
365,0.01643845
368,0.01555558
371,0.01468735
374,0.01384706
377,0.01308592
380,0.01236587
383,0.01170956
386,0.01105413
389,0.0103953
392,0.009801168
395,0.009230871
398,0.008736837
401,0.008240328
404,0.007773832
407,0.007321067
410,0.006896569
413,0.006478798
416,0.006108161
419,0.005777349
422,0.005457496
425,0.005169185
428,0.004915069
431,0.004642947
434,0.004397445
437,0.004182242
440,0.003957175
443,0.003739866
446,0.003550758
449,0.003375652
452,0.003246782
455,0.003089699
458,0.002969084
461,0.002849143
464,0.002722292
467,0.002605108
470,0.002502493
473,0.002429363
476,0.002302168
479,0.002197086
482,0.002095423
485,0.002012603
488,0.001917238
491,0.00182472
494,0.001748645
497,0.001674244
500,0.001581061
503,0.001524962
506,0.001454736
509,0.001410682
512,0.00135082
515,0.001299991
518,0.001228974
521,0.001189431
524,0.001133876
527,0.001089588
530,0.001038876
533,0.0009998907
536,0.0009617389
539,0.0009190363
542,0.0008815177
545,0.0008324871
548,0.0008066503
551,0.0007906568
554,0.0007686482
557,0.0007241831
560,0.0006997696
563,0.0006993017
566,0.0006552295
569,0.000645864
572,0.0005991013
575,0.0005773186
578,0.0005566107
581,0.0005367661
584,0.0005221272
587,0.000509865
590,0.0004879975
593,0.0004810452
596,0.0004814053
599,0.0004703877
602,0.0004529756
605,0.0004180591
608,0.0004114433
611,0.0003859322
614,0.0003711764
617,0.0003657911
620,0.0003611626
623,0.0003449601
626,0.0003370346
629,0.0003420456
632,0.0003326256
635,0.0003307713
638,0.0003192764
641,0.0003157437
644,0.0002960652
647,0.0002958776
650,0.0002698448
653,0.0002904771
656,0.0002700113
659,0.0002560968
662,0.0002513175
665,0.0002479515
668,0.0002408804
671,0.0002192134
674,0.0002282213
677,0.0002151679
680,0.0002320132
683,0.0002332102
686,0.0002252139
689,0.0001990588
692,0.0001805415
695,0.0001613566
698,0.0001334172
701,0.0001220943
704,0.0001537858
707,0.0001919857
710,0.0001950326
713,0.0001575751
716,0.000128279
719,8.114145e-05
722,6.766388e-05
725,9.031393e-05
728,0.0001022435
731,0.0001043788
734,0.000109466
737,9.457923e-05
740,8.006498e-05
743,8.182627e-05
746,9.648111e-05
749,9.946733e-05
752,0.000104891
755,0.0001098243
758,9.561733e-05
761,0.0001219548
764,0.0001241099
767,0.0001419025
770,0.000146068
773,0.000170847
776,0.0001647298
779,0.0001516918
782,0.0001707482
785,0.0001903706
788,0.0001929185
791,0.0002015235
794,0.0002522156
797,0.0002243533
800,0.0002167169
