Wavelength (nm)	Dilution Corrected Absorbance
230	0.6280262
233	0.602344
236	0.5800852
239	0.5586226
242	0.5407221
245	0.5233123
248	0.507654
251	0.4926426
254	0.4791631
257	0.4652734
260	0.4513367
263	0.4364072
266	0.4205617
269	0.4047597
272	0.3882098
275	0.3720651
278	0.3561892
281	0.3399405
284	0.3243339
287	0.3094089
290	0.2960974
293	0.2849781
296	0.2727154
299	0.260382
302	0.2483987
305	0.2368436
308	0.2260652
311	0.2158959
314	0.2057673
317	0.1962996
320	0.1870036
323	0.1778297
326	0.1690282
329	0.160888
332	0.1529512
335	0.1455671
338	0.1383738
341	0.1312877
344	0.1246072
347	0.1181517
350	0.1120957
353	0.1060209
356	0.1002301
359	0.09489253
362	0.08957652
365	0.08454028
368	0.07972378
371	0.07506056
374	0.07052645
377	0.06637582
380	0.06255431
383	0.05902108
386	0.05550471
389	0.05205512
392	0.04893728
395	0.0459479
398	0.04331299
401	0.04077302
404	0.03839523
407	0.03605385
410	0.03385657
413	0.03176805
416	0.02983586
419	0.02812396
422	0.02648396
425	0.02486342
428	0.02345365
431	0.02199751
434	0.0206435
437	0.01941071
440	0.01828161
443	0.01732242
446	0.0163854
449	0.0155748
452	0.0148153
455	0.01407004
458	0.0134497
461	0.01280652
464	0.01218097
467	0.01160619
470	0.01104972
473	0.01051107
476	0.01000677
479	0.009454809
482	0.008968319
485	0.008563071
488	0.008142534
491	0.007776727
494	0.007489031
497	0.007088505
500	0.006731931
503	0.006428576
506	0.006126174
509	0.005825344
512	0.005541377
515	0.005288304
518	0.004996242
521	0.004756928
524	0.004512354
527	0.004292135
530	0.004069496
533	0.003904199
536	0.003709127
539	0.003540988
542	0.003346308
545	0.003207994
548	0.003068927
551	0.003495896
554	0.002830111
557	0.002714457
560	0.002588951
563	0.002480391
566	0.002367648
569	0.002246858
572	0.002156661
575	0.002066231
578	0.001975217
581	0.001900975
584	0.001785521
587	0.001728067
590	0.001640787
593	0.001549552
596	0.001517406
599	0.001421929
602	0.001339906
605	0.001307594
608	0.001254418
611	0.001162566
614	0.001168186
617	0.001141819
620	0.001045769
623	0.0009940415
626	0.0009688445
629	0.0009127105
632	0.0008707484
635	0.0008239347
638	0.000790798
641	0.0007657506
644	0.0006923543
647	0.0006612251
650	0.0006271464
653	0.000598637
656	0.0005438429
659	0.0005685017
662	0.0005020379
665	0.0004613177
668	0.0004642307
671	0.0003679545
674	0.0004498992
677	0.0003806411
680	0.0003861997
683	0.0004153633
686	0.0003235197
689	0.0003227102
692	0.0003797855
695	0.0002098757
698	0.0001787695
701	0.0001952973
704	0.000105401
707	0.0001646596
710	0.0002002393
713	0.0001652958
716	0.0001262865
719	8.731677e-05
722	7.804889e-05
725	1.80638e-05
728	1.101758e-05
731	-3.600328e-05
734	-4.822233e-05
737	-0.000146365
740	-0.00020057
743	-0.0002399397
746	-0.0002137211
749	-0.0001230476
752	-0.0001210771
755	-0.0001054645
758	2.603558e-05
761	4.806019e-05
764	3.563804e-05
767	0.0001137821
770	0.0001466066
773	-2.292865e-05
776	0.0002005769
779	0.0003833989
782	0.0001265087
785	0.0002670528
788	0.0004441737
791	0.0001990581
794	0.0003585663
797	0.0003552728
800	0.0003488382
