Wavelength (nm)	Dilution Corrected Absorbance
230	0.7086106
233	0.6783042
236	0.6518191
239	0.625734
242	0.6037921
245	0.5823061
248	0.5630542
251	0.5445905
254	0.5286707
257	0.5128809
260	0.4975803
263	0.4818961
266	0.4656833
269	0.4499837
272	0.4336705
275	0.4177583
278	0.4020231
281	0.3854903
284	0.3689527
287	0.3528948
290	0.3382906
293	0.3241621
296	0.3119748
299	0.2980145
302	0.284572
305	0.2716128
308	0.2596514
311	0.248317
314	0.2370523
317	0.2265607
320	0.216207
323	0.2059372
326	0.1960316
329	0.1867944
332	0.1778545
335	0.1693953
338	0.1612939
341	0.1533548
344	0.1459375
347	0.1388196
350	0.1321487
353	0.1255588
356	0.1192549
359	0.1134585
362	0.107724
365	0.1023242
368	0.09715714
371	0.09210646
374	0.08723636
377	0.08272827
380	0.07854399
383	0.07465027
386	0.07075494
389	0.06691882
392	0.06341688
395	0.06002428
398	0.05708658
401	0.05421551
404	0.0515055
407	0.04878947
410	0.04627081
413	0.04376391
416	0.04151841
419	0.0394776
422	0.03745912
425	0.03563811
428	0.03396999
431	0.03223134
434	0.03065505
437	0.02923481
440	0.02783987
443	0.02653152
446	0.02525818
449	0.02409826
452	0.0230571
455	0.02204127
458	0.02113086
461	0.02030564
464	0.0194482
467	0.01871424
470	0.01800471
473	0.01727942
476	0.01659067
479	0.01584353
482	0.01522294
485	0.01460979
488	0.01400787
491	0.01343084
494	0.01296207
497	0.01248024
500	0.01198355
503	0.01153968
506	0.01022578
509	0.01072692
512	0.01033763
515	0.00995454
518	0.009554816
521	0.009234399
524	0.008913777
527	0.008581202
530	0.008236735
533	0.007961071
536	0.007678436
539	0.007392058
542	0.007126537
545	0.006911414
548	0.006627784
551	0.006466112
554	0.006272048
557	0.006044062
560	0.005857817
563	0.005731499
566	0.005582789
569	0.005404559
572	0.005208699
575	0.005084724
578	0.00494601
581	0.004781799
584	0.004674521
587	0.004566806
590	0.004440877
593	0.004306796
596	0.004216068
599	0.004069002
602	0.003951142
605	0.003948301
608	0.003998709
611	0.003992657
614	0.00400723
617	0.003994429
620	0.003877603
623	0.003745922
626	0.003617147
629	0.003437657
632	0.003212524
635	0.003052356
638	0.002955096
641	0.002871112
644	0.002788549
647	0.002774809
650	0.002781645
653	0.002688637
656	0.00263179
659	0.002558977
662	0.002498392
665	0.002400824
668	0.002420507
671	0.002386719
674	0.00233184
677	0.002283066
680	0.002200477
683	0.00209844
686	0.00208489
689	0.002135204
692	0.002035705
695	0.001978623
698	0.002005226
701	0.002050138
704	0.001970812
707	0.001978799
710	0.001907675
713	0.001762378
716	0.001645635
719	0.001571982
722	0.001491594
725	0.001515861
728	0.001659272
731	0.001785522
734	0.001804494
737	0.001858841
740	0.001787295
743	0.001704431
746	0.001616389
749	0.001665917
752	0.001661971
755	0.001604317
758	0.001552784
761	0.001529712
764	0.001355884
767	0.001329363
770	0.001401716
773	0.001398087
776	0.00129397
779	0.001335497
782	0.001376082
785	0.001284611
788	0.001283727
791	0.00123663
794	0.001231664
797	0.001123232
800	0.001058557
