"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.657227
233,0.6305431
236,0.6070995
239,0.583971
242,0.5648761
245,0.5467145
248,0.5309532
251,0.5159319
254,0.5023883
257,0.4890301
260,0.4756803
263,0.4615265
266,0.4464646
269,0.4314509
272,0.4156674
275,0.40022
278,0.3850458
281,0.3691276
284,0.3536459
287,0.33899
290,0.3255178
293,0.3127818
296,0.3005792
299,0.2882983
302,0.2773804
305,0.2657409
308,0.2549268
311,0.2445825
314,0.234143
317,0.2243257
320,0.2145018
323,0.2046919
326,0.1951426
329,0.1862645
332,0.1775281
335,0.1693414
338,0.1613885
341,0.1535274
344,0.1460986
347,0.1389917
350,0.1322549
353,0.1255893
356,0.1191878
359,0.1133323
362,0.107402
365,0.1018717
368,0.09651849
371,0.09134678
374,0.08629047
377,0.08163897
380,0.0773263
383,0.07333246
386,0.0693193
389,0.06540369
392,0.06183217
395,0.0583366
398,0.05532795
401,0.05239273
404,0.04959499
407,0.04686065
410,0.04428531
413,0.04176886
416,0.03943279
419,0.03738036
422,0.03537255
425,0.03355464
428,0.03187743
431,0.03014802
434,0.02852746
437,0.02708124
440,0.02565874
443,0.02438169
446,0.02315327
449,0.02204655
452,0.02104615
455,0.02006419
458,0.01914908
461,0.01836543
464,0.01754009
467,0.01685447
470,0.01619597
473,0.01551084
476,0.01483408
479,0.01416574
482,0.01358147
485,0.01304692
488,0.01249328
491,0.01198352
494,0.01152991
497,0.01102919
500,0.01056832
503,0.01012614
506,0.009754712
509,0.009374391
512,0.009011721
515,0.008668111
518,0.008325673
521,0.007975733
524,0.007681174
527,0.007382546
530,0.007064076
533,0.00683139
536,0.00656052
539,0.006317986
542,0.006084483
545,0.005803372
548,0.005667088
551,0.005476198
554,0.005277231
557,0.005094738
560,0.00492772
563,0.004748314
566,0.004589791
569,0.004434148
572,0.004289278
575,0.004152125
578,0.004018134
581,0.003886658
584,0.003734159
587,0.003631105
590,0.003492397
593,0.003378154
596,0.003284201
599,0.003173802
602,0.003049488
605,0.002967615
608,0.002872849
611,0.002787631
614,0.002714297
617,0.002632141
620,0.002555426
623,0.002475409
626,0.00238265
629,0.002306823
632,0.002239555
635,0.002162689
638,0.002104868
641,0.002044353
644,0.00197529
647,0.001902942
650,0.001854214
653,0.001793639
656,0.001767469
659,0.001695435
662,0.001659605
665,0.00162323
668,0.001556547
671,0.001515796
674,0.001492511
677,0.0014642
680,0.001421611
683,0.001373017
686,0.001345714
689,0.001302146
692,0.00127052
695,0.001242856
698,0.001171935
701,0.001143949
704,0.001115811
707,0.001066557
710,0.001069131
713,0.001021473
716,0.001004999
719,0.000960319
722,0.0009044671
725,0.0008439261
728,0.0007723602
731,0.0006706373
734,0.0005721817
737,0.0004972641
740,0.0004245918
743,0.0004210539
746,0.0004361663
749,0.0004451728
752,0.0004841122
755,0.0005013032
758,0.0005411657
761,0.0005777896
764,0.0005907017
767,0.0006180982
770,0.0006137023
773,0.0006254291
776,0.0006591864
779,0.0007359531
782,0.0007595822
785,0.0008253929
788,0.000788867
791,0.0008708552
794,0.0009074472
797,0.0008419148
800,0.0007900752
