Wavelength (nm)	Dilution Corrected Absorbance
230	0.5910627
233	0.565937
236	0.5461297
239	0.5271255
242	0.5122584
245	0.4983979
248	0.4860587
251	0.4747152
254	0.4638967
257	0.4520018
260	0.4404136
263	0.4272061
266	0.4130131
269	0.3988917
272	0.3837959
275	0.3690035
278	0.3547947
281	0.3398104
284	0.3256904
287	0.3118685
290	0.2999809
293	0.2903709
296	0.2796175
299	0.2687625
302	0.2582705
305	0.247916
308	0.2382002
311	0.228951
314	0.2193897
317	0.210386
320	0.2013179
323	0.1921344
326	0.1832803
329	0.1750308
332	0.1669003
335	0.1593251
338	0.1519999
341	0.144819
344	0.1379081
347	0.1314359
350	0.1251707
353	0.1190654
356	0.1131112
359	0.1077347
362	0.1022428
365	0.09706514
368	0.09208387
371	0.08725407
374	0.0824793
377	0.07805203
380	0.07399169
383	0.07018736
386	0.06635025
389	0.06267648
392	0.05925397
395	0.05588211
398	0.05301655
401	0.05017684
404	0.04748757
407	0.04482775
410	0.04234876
413	0.03987552
416	0.03765483
419	0.03562266
422	0.03365055
425	0.03196456
428	0.03035303
431	0.02870234
434	0.02717536
437	0.02576958
440	0.02436244
443	0.02313232
446	0.02187539
449	0.02084648
452	0.01996482
455	0.01892897
458	0.0180551
461	0.01741591
464	0.01663391
467	0.0160295
470	0.01548181
473	0.01476254
476	0.01420128
479	0.01344471
482	0.0130039
485	0.01238881
488	0.0118449
491	0.01133958
494	0.01100272
497	0.01049283
500	0.009995181
503	0.009685952
506	0.009339946
509	0.009071157
512	0.008643222
515	0.007441744
518	0.008056779
521	0.007650218
524	0.007343871
527	0.007104682
530	0.006940134
533	0.00668226
536	0.006361169
539	0.006227898
542	0.006037499
545	0.005829787
548	0.005522965
551	0.005415228
554	0.005350686
557	0.005151232
560	0.00497388
563	0.004782123
566	0.004794326
569	0.00466804
572	0.00454804
575	0.004260608
578	0.004145346
581	0.003968431
584	0.003934372
587	0.003809695
590	0.003712029
593	0.003509696
596	0.003372376
599	0.003391024
602	0.003316147
605	0.00321178
608	0.00305675
611	0.003007345
614	0.002928007
617	0.00297067
620	0.002873525
623	0.002815412
626	0.002706391
629	0.002540845
632	0.002562776
635	0.002580476
638	0.002542496
641	0.002428688
644	0.002400447
647	0.002340775
650	0.0022271
653	0.002267231
656	0.002293705
659	0.002282948
662	0.002096234
665	0.002089062
668	0.002092467
671	0.002119033
674	0.002073715
677	0.002085781
680	0.002003007
683	0.001850449
686	0.001832665
689	0.001761215
692	0.001733484
695	0.001711666
698	0.001655997
701	0.001664451
704	0.001711636
707	0.001728053
710	0.001501165
713	0.001370243
716	0.00122061
719	0.001047335
722	0.00107931
725	0.001104985
728	0.001148618
731	0.001091604
734	0.001012207
737	0.0009018273
740	0.0008652704
743	0.0008857115
746	0.0008633026
749	0.0009689787
752	0.0009496321
755	0.0009954122
758	0.001068962
761	0.001096008
764	0.001185062
767	0.001370958
770	0.001382037
773	0.001453801
776	0.001489088
779	0.001553426
782	0.001527242
785	0.001465774
788	0.001504375
791	0.00147449
794	0.001581479
797	0.001720176
800	0.001699936
