Wavelength (nm)	Dilution Corrected Absorbance
230	0.3154866
233	0.3127058
236	0.3025862
239	0.2924055
242	0.283597
245	0.2755479
248	0.2683869
251	0.260993
254	0.253816
257	0.2463131
260	0.2384107
263	0.2295128
266	0.2198562
269	0.2102275
272	0.2003523
275	0.1909767
278	0.1821082
281	0.1732095
284	0.1640098
287	0.1569378
290	0.1511121
293	0.1447844
296	0.1388595
299	0.1329288
302	0.1273406
305	0.1218482
308	0.1166966
311	0.1116893
314	0.1064799
317	0.1015302
320	0.0966006
323	0.09164224
326	0.08689019
329	0.08254415
332	0.07831637
335	0.07443655
338	0.07069086
341	0.06704873
344	0.06364238
347	0.06041654
350	0.0573752
353	0.0544021
356	0.05153926
359	0.04889897
362	0.04629099
365	0.04384444
368	0.04146137
371	0.03916944
374	0.03695236
377	0.03490793
380	0.03300402
383	0.03123422
386	0.0294623
389	0.02772946
392	0.0261451
395	0.02459232
398	0.02322548
401	0.0219153
404	0.02073138
407	0.01954204
410	0.01836234
413	0.01717503
416	0.01614132
419	0.01526253
422	0.0143747
425	0.0135662
428	0.01283576
431	0.0121592
434	0.01147291
437	0.01089116
440	0.01034262
443	0.009835249
446	0.009325823
449	0.008882009
452	0.008512729
455	0.008135071
458	0.007812138
461	0.007484932
464	0.007214809
467	0.006918829
470	0.006642016
473	0.006369422
476	0.006124589
479	0.005907098
482	0.005627311
485	0.005441822
488	0.005222516
491	0.005037564
494	0.004896197
497	0.004705994
500	0.004573988
503	0.004395923
506	0.004265664
509	0.004114016
512	0.004009015
515	0.00386704
518	0.003767394
521	0.003633736
524	0.003524431
527	0.003376691
530	0.003329255
533	0.003250147
536	0.003169353
539	0.003064199
542	0.002991984
545	0.002921744
548	0.002850124
551	0.002791707
554	0.002734696
557	0.002661577
560	0.002611864
563	0.002593751
566	0.002521079
569	0.002439504
572	0.002412295
575	0.002392981
578	0.002332941
581	0.002313916
584	0.002266412
587	0.002246892
590	0.002216952
593	0.00215402
596	0.002154973
599	0.002109801
602	0.002066004
605	0.002042321
608	0.002068601
611	0.002032011
614	0.002002945
617	0.00194629
620	0.001954992
623	0.001951702
626	0.001924099
629	0.001913251
632	0.00188657
635	0.001904834
638	0.001907747
641	0.001837314
644	0.001842884
647	0.001836424
650	0.001805322
653	0.00180605
656	0.00179563
659	0.001787815
662	0.001772273
665	0.001781185
668	0.001820893
671	0.001767739
674	0.001756511
677	0.001752342
680	0.001731561
683	0.001718959
686	0.001693618
689	0.001654105
692	0.001653844
695	0.001624746
698	0.001600662
701	0.00165403
704	0.001718995
707	0.001700516
710	0.001638107
713	0.001591851
716	0.001501573
719	0.001456524
722	0.0014755
725	0.001558705
728	0.001624795
731	0.001699433
734	0.001811315
737	0.001759891
740	0.001720069
743	0.001799688
746	0.001787752
749	0.001769316
752	0.001729428
755	0.001708959
758	0.001662154
761	0.00163421
764	0.001655535
767	0.001598642
770	0.001529598
773	0.001655141
776	0.001619478
779	0.001567318
782	0.001570206
785	0.001609146
788	0.001568842
791	0.001550602
794	0.001582997
797	0.001579393
800	0.001643912
