"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.171763
233,0.1613988
236,0.1541837
239,0.1475584
242,0.142582
245,0.1379215
248,0.1339131
251,0.1296384
254,0.1258827
257,0.1218795
260,0.117883
263,0.1135779
266,0.1089975
269,0.104417
272,0.09965015
275,0.09506714
278,0.09061559
281,0.08533205
284,0.08184367
287,0.07808981
290,0.07447066
293,0.07104143
296,0.06781244
299,0.06461678
302,0.06158746
305,0.05863245
308,0.05586555
311,0.05321905
314,0.05052672
317,0.04804984
320,0.04557607
323,0.04310024
326,0.04071927
329,0.03858134
332,0.03651506
335,0.03458179
338,0.03274342
341,0.03098337
344,0.02929313
347,0.0277258
350,0.02624682
353,0.02483157
356,0.02345063
359,0.02223789
362,0.02099212
365,0.0198369
368,0.01870747
371,0.01762639
374,0.0165819
377,0.01565818
380,0.01479254
383,0.01396002
386,0.013171
389,0.01238732
392,0.01167151
395,0.01096347
398,0.01035962
401,0.00978124
404,0.009217857
407,0.008697546
410,0.00818159
413,0.00768127
416,0.007245601
419,0.006852773
422,0.006470482
425,0.006143344
428,0.005824583
431,0.00556548
434,0.005262063
437,0.005045365
440,0.004817159
443,0.004560402
446,0.004335081
449,0.004127843
452,0.003951636
455,0.003806238
458,0.00368966
461,0.003594454
464,0.003459313
467,0.003348329
470,0.003212629
473,0.003106938
476,0.003011583
479,0.002895657
482,0.002792657
485,0.002698794
488,0.002606229
491,0.002515351
494,0.002455725
497,0.002368806
500,0.002314084
503,0.002244941
506,0.002171228
509,0.002117297
512,0.002053647
515,0.002002104
518,0.001981434
521,0.001966457
524,0.002023805
527,0.001829855
530,0.001777091
533,0.001743644
536,0.001710279
539,0.001652861
542,0.001638803
545,0.00160973
548,0.001579942
551,0.001545583
554,0.001510691
557,0.001489618
560,0.001481497
563,0.001451763
566,0.001460114
569,0.001454223
572,0.001436743
575,0.001453525
578,0.001486398
581,0.001390155
584,0.001389105
587,0.001364157
590,0.001347858
593,0.001345135
596,0.001355101
599,0.001319082
602,0.001307627
605,0.001303735
608,0.001259682
611,0.001240005
614,0.001288888
617,0.001263237
620,0.001224462
623,0.001232138
626,0.001225356
629,0.001247986
632,0.00121883
635,0.001223582
638,0.001311468
641,0.001267328
644,0.001204399
647,0.001207352
650,0.001189774
653,0.001185921
656,0.001107485
659,0.001054768
662,0.00103501
665,0.001064379
668,0.001119588
671,0.00111373
674,0.001099996
677,0.001110481
680,0.001117836
683,0.001120047
686,0.001106288
689,0.001105258
692,0.001115239
695,0.001098796
698,0.001088916
701,0.001128523
704,0.001139401
707,0.001135611
710,0.001169732
713,0.001104608
716,0.001073848
719,0.001117884
722,0.001136624
725,0.001181667
728,0.001269957
731,0.001381361
734,0.001447204
737,0.001424854
740,0.001494387
743,0.001452542
746,0.00147533
749,0.001493623
752,0.001423274
755,0.001424309
758,0.0014649
761,0.001474253
764,0.001449162
767,0.001467696
770,0.001381917
773,0.001432948
776,0.001382796
779,0.001394414
782,0.001404319
785,0.001434199
788,0.001419488
791,0.001450751
794,0.001446646
797,0.001432269
800,0.001396092
