Wavelength (nm)	Dilution Corrected Absorbance
230	0.5643949
233	0.5429444
236	0.5233661
239	0.5032977
242	0.4864031
245	0.4700368
248	0.454958
251	0.440635
254	0.4277667
257	0.4148033
260	0.4020727
263	0.3886756
266	0.3748101
269	0.361129
272	0.3468311
275	0.3329618
278	0.3194004
281	0.3051094
284	0.2913852
287	0.2780126
290	0.2663231
293	0.2554972
296	0.2460964
299	0.2353634
302	0.2250214
305	0.2150017
308	0.2056866
311	0.1968114
314	0.1879385
317	0.1796235
320	0.1714317
323	0.1632662
326	0.1553722
329	0.1480474
332	0.1408755
335	0.1342027
338	0.1277089
341	0.1213543
344	0.1153783
347	0.109729
350	0.1044223
353	0.09913644
356	0.09406128
359	0.08940519
362	0.08469505
365	0.08025765
368	0.07595003
371	0.07178732
374	0.06779724
377	0.0641383
380	0.06076738
383	0.05764972
386	0.05457048
389	0.05152372
392	0.04880712
395	0.0461326
398	0.04385279
401	0.04163924
404	0.03949074
407	0.03740991
410	0.03542699
413	0.03346477
416	0.03168375
419	0.03006125
422	0.02850876
425	0.02713088
428	0.02581462
431	0.02443919
434	0.02316102
437	0.02207255
440	0.02095393
443	0.01999247
446	0.01907799
449	0.01825709
452	0.01749365
455	0.01679093
458	0.01613985
461	0.01552883
464	0.01491714
467	0.01439777
470	0.0138989
473	0.01337364
476	0.01291675
479	0.01239237
482	0.01193717
485	0.01155966
488	0.01112116
491	0.01075541
494	0.01040674
497	0.0100263
500	0.009703155
503	0.009387791
506	0.008168919
509	0.008835049
512	0.008595207
515	0.008342998
518	0.008072966
521	0.007797648
524	0.00758205
527	0.007322012
530	0.007150134
533	0.006950757
536	0.006750949
539	0.00661557
542	0.006420775
545	0.006260592
548	0.006193421
551	0.005904783
554	0.00576993
557	0.005652729
560	0.00555106
563	0.005432146
566	0.005362912
569	0.005244181
572	0.005108875
575	0.005055759
578	0.004944138
581	0.004875443
584	0.00483006
587	0.004719701
590	0.004647793
593	0.004652355
596	0.004645405
599	0.004613394
602	0.004552929
605	0.004444702
608	0.004347114
611	0.004270587
614	0.004190043
617	0.004160605
620	0.004130379
623	0.003974467
626	0.003912958
629	0.003824708
632	0.003773304
635	0.00376555
638	0.003755867
641	0.003686924
644	0.003675334
647	0.003670433
650	0.003603298
653	0.003600461
656	0.003569269
659	0.003476636
662	0.003544831
665	0.003574256
668	0.003478226
671	0.00353873
674	0.003511921
677	0.003419283
680	0.003502574
683	0.003477338
686	0.003387694
689	0.00347305
692	0.00341707
695	0.003377881
698	0.003431027
701	0.003354994
704	0.003101399
707	0.003109805
710	0.003214882
713	0.003381065
716	0.003405394
719	0.003282008
722	0.003172482
725	0.003148576
728	0.003124782
731	0.003060388
734	0.002919562
737	0.002818734
740	0.002761635
743	0.002772126
746	0.002738892
749	0.002773608
752	0.002745582
755	0.002716814
758	0.002811013
761	0.002882614
764	0.002849465
767	0.002886898
770	0.002874548
773	0.002957621
776	0.003143609
779	0.003206133
782	0.003236394
785	0.003203375
788	0.003312793
791	0.003312923
794	0.003155705
797	0.003225025
800	0.003126124
