"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.5544229
233,0.531449
236,0.5114369
239,0.4916949
242,0.4753766
245,0.4596023
248,0.4457462
251,0.4320875
254,0.4202091
257,0.4082799
260,0.3965795
263,0.3842837
266,0.3713281
269,0.3585116
272,0.345107
275,0.3319057
278,0.3190441
281,0.3055359
284,0.2924063
287,0.2797159
290,0.2682836
293,0.2574971
296,0.2470968
299,0.2377901
302,0.2277052
305,0.21796
308,0.208955
311,0.2003693
314,0.1917316
317,0.1836574
320,0.1757017
323,0.1677523
326,0.1601173
329,0.1530533
332,0.1460996
335,0.1396523
338,0.1333567
341,0.1271707
344,0.1213244
347,0.1157317
350,0.1104828
353,0.1052561
356,0.1002308
359,0.09565062
362,0.09102072
365,0.08664512
368,0.08245202
371,0.07840246
374,0.07442798
377,0.07077442
380,0.06740761
383,0.06425583
386,0.06111939
389,0.05807381
392,0.05533771
395,0.05268334
398,0.05037828
401,0.0481129
404,0.04595276
407,0.0438504
410,0.04179771
413,0.03975571
416,0.03787364
419,0.03619695
422,0.03454512
425,0.0330965
428,0.03184477
431,0.03063642
434,0.02955381
437,0.0285258
440,0.02744298
443,0.02635257
446,0.02529363
449,0.02428705
452,0.02344009
455,0.02270157
458,0.02202458
461,0.02140589
464,0.02078669
467,0.02022825
470,0.0196598
473,0.01910362
476,0.01858872
479,0.01803608
482,0.01755738
485,0.01711867
488,0.01666277
491,0.01624765
494,0.01585301
497,0.01546127
500,0.01509045
503,0.01404387
506,0.01440835
509,0.01410927
512,0.01381272
515,0.01348812
518,0.01319225
521,0.01290685
524,0.01263946
527,0.0123735
530,0.01212514
533,0.01187393
536,0.01164269
539,0.01141985
542,0.01119521
545,0.01101654
548,0.01081575
551,0.01063469
554,0.01046971
557,0.01029029
560,0.01013437
563,0.01000274
566,0.009824446
569,0.009692864
572,0.009581863
575,0.009454057
578,0.009338948
581,0.00921267
584,0.009108424
587,0.008971153
590,0.00882876
593,0.008714273
596,0.008605638
599,0.008503815
602,0.008389458
605,0.00828639
608,0.008166508
611,0.008093638
614,0.007996772
617,0.007912134
620,0.007811408
623,0.007697161
626,0.007659606
629,0.007585269
632,0.007502346
635,0.007435733
638,0.00739181
641,0.007306477
644,0.007251494
647,0.007165183
650,0.007093204
653,0.007048005
656,0.006984894
659,0.006914663
662,0.006881287
665,0.006803924
668,0.006761531
671,0.006728267
674,0.006679019
677,0.006605901
680,0.006576128
683,0.006527286
686,0.006452292
689,0.006406524
692,0.006296839
695,0.00624301
698,0.006315972
701,0.006587788
704,0.006813968
707,0.006710806
710,0.006375266
713,0.005885921
716,0.005494734
719,0.005355335
722,0.005427669
725,0.005651682
728,0.005849912
731,0.005963031
734,0.005936378
737,0.005914655
740,0.005852702
743,0.005793796
746,0.005755807
749,0.005721978
752,0.00574203
755,0.005702503
758,0.005679918
761,0.005694147
764,0.00575069
767,0.005651286
770,0.005621308
773,0.005686376
776,0.005665126
779,0.005708077
782,0.005654933
785,0.005654953
788,0.00563245
791,0.005610671
794,0.0055588
797,0.005550481
800,0.005485674
