Wavelength (nm)	Dilution Corrected Absorbance
230	0.6180031
233	0.5922234
236	0.5696188
239	0.5476829
242	0.5292593
245	0.5115197
248	0.4952169
251	0.4799056
254	0.4660396
257	0.4521071
260	0.4382806
263	0.4236751
266	0.408266
269	0.3931335
272	0.377494
275	0.3622636
278	0.3474278
281	0.3320395
284	0.3172107
287	0.3026689
290	0.2900814
293	0.2781169
296	0.2680539
299	0.256515
302	0.2454074
305	0.2345968
308	0.2245875
311	0.2150125
314	0.205377
317	0.196382
320	0.1874409
323	0.178559
326	0.1700027
329	0.1620451
332	0.1542966
335	0.1470171
338	0.1399758
341	0.133038
344	0.1265433
347	0.1202962
350	0.1144469
353	0.1086418
356	0.103113
359	0.09803233
362	0.09294034
365	0.08814942
368	0.08355864
371	0.07909763
374	0.07471927
377	0.07072051
380	0.06704416
383	0.06362914
386	0.0602015
389	0.05688318
392	0.05390287
395	0.05099958
398	0.04844357
401	0.04598538
404	0.0436657
407	0.04139411
410	0.03920267
413	0.03707411
416	0.03513713
419	0.0333748
422	0.03163283
425	0.03014485
428	0.02875362
431	0.02733739
434	0.02605106
437	0.02496786
440	0.02382114
443	0.0227734
446	0.02171963
449	0.02074825
452	0.01994903
455	0.01916139
458	0.01844038
461	0.01780661
464	0.01716906
467	0.01658404
470	0.0159763
473	0.01546731
476	0.01494605
479	0.01432086
482	0.01383059
485	0.01336381
488	0.01289444
491	0.01247608
494	0.01208374
497	0.01169836
500	0.01131595
503	0.01095828
506	0.01062077
509	0.01030025
512	0.01001346
515	0.009721647
518	0.009430852
521	0.009193319
524	0.008953514
527	0.008668896
530	0.008432964
533	0.008230814
536	0.008062935
539	0.007859383
542	0.007653329
545	0.006860222
548	0.00730477
551	0.00713222
554	0.006978063
557	0.006815134
560	0.006694349
563	0.006558386
566	0.006443086
569	0.006320642
572	0.006233562
575	0.006098944
578	0.005988567
581	0.005907908
584	0.005790857
587	0.005683923
590	0.005582849
593	0.005506927
596	0.00545344
599	0.005348601
602	0.005228955
605	0.005177134
608	0.005122439
611	0.005033945
614	0.004981032
617	0.004936193
620	0.004893255
623	0.004792479
626	0.004704317
629	0.004659622
632	0.004616054
635	0.004503569
638	0.004433172
641	0.004418733
644	0.00441431
647	0.004347953
650	0.004238769
653	0.00424538
656	0.00418919
659	0.004149505
662	0.004083861
665	0.004064701
668	0.004066617
671	0.003964383
674	0.003875399
677	0.003906663
680	0.003907193
683	0.003878114
686	0.003806251
689	0.003786481
692	0.003767494
695	0.003629011
698	0.003659977
701	0.00380283
704	0.003906719
707	0.00385016
710	0.003720812
713	0.003574629
716	0.003382524
719	0.003242517
722	0.003215433
725	0.003283575
728	0.003432067
731	0.00354539
734	0.003654082
737	0.003661524
740	0.003581599
743	0.003470772
746	0.003417818
749	0.003448501
752	0.003419591
755	0.003393586
758	0.00341271
761	0.00343495
764	0.003407583
767	0.003356693
770	0.003289913
773	0.003412007
776	0.003385867
779	0.003364138
782	0.003246346
785	0.00332616
788	0.003336592
791	0.003321635
794	0.003326755
797	0.003400505
800	0.003363113
