Wavelength (nm)	Dilution Corrected Absorbance
230	0.1983095
233	0.2062906
236	0.201119
239	0.1949969
242	0.1890373
245	0.1830955
248	0.1783842
251	0.1730717
254	0.1685151
257	0.1639192
260	0.1593659
263	0.1545717
266	0.1495928
269	0.1446906
272	0.1396367
275	0.1347105
278	0.1298673
281	0.1247537
284	0.1188693
287	0.1153177
290	0.1107508
293	0.1063915
296	0.102196
299	0.09788984
302	0.09378831
305	0.08980594
308	0.08611547
311	0.08262151
314	0.07906362
317	0.07575767
320	0.07247456
323	0.06916937
326	0.06599578
329	0.06301712
332	0.06012612
335	0.0574055
338	0.05478337
341	0.05218857
344	0.04976833
347	0.04744713
350	0.04524655
353	0.04310269
356	0.04102366
359	0.03911524
362	0.03721504
365	0.03541381
368	0.03363781
371	0.03195149
374	0.03028589
377	0.02875294
380	0.0273461
383	0.02601416
386	0.02473612
389	0.023457
392	0.02230619
395	0.02115806
398	0.02014406
401	0.01919086
404	0.01827033
407	0.01736569
410	0.01649547
413	0.01565625
416	0.01489981
419	0.01420837
422	0.0135607
425	0.01301977
428	0.01249286
431	0.01196243
434	0.01145655
437	0.0110067
440	0.01051557
443	0.01002944
446	0.009600247
449	0.009171319
452	0.008883526
455	0.008566034
458	0.008324354
461	0.008065603
464	0.007807674
467	0.007584858
470	0.00731559
473	0.007068181
476	0.006822806
479	0.006597357
482	0.00632667
485	0.006102423
488	0.005896341
491	0.005698212
494	0.005548079
497	0.005312272
500	0.005166798
503	0.004952284
506	0.004812188
509	0.004675052
512	0.004538282
515	0.004441798
518	0.004262513
521	0.004130863
524	0.004024912
527	0.003923664
530	0.003836288
533	0.003739263
536	0.003625406
539	0.00352692
542	0.003471211
545	0.003403867
548	0.003364065
551	0.003276592
554	0.003207197
557	0.003147228
560	0.003070554
563	0.003022389
566	0.003162524
569	0.002894012
572	0.002876965
575	0.00284646
578	0.002776564
581	0.002755888
584	0.002746065
587	0.002701199
590	0.002716873
593	0.002685758
596	0.002668438
599	0.00264848
602	0.002645237
605	0.002594441
608	0.002572315
611	0.002503867
614	0.002481979
617	0.002503079
620	0.002461203
623	0.002394719
626	0.002355334
629	0.002302555
632	0.002263923
635	0.002216129
638	0.002205694
641	0.002172225
644	0.002152648
647	0.002118718
650	0.002082573
653	0.002097591
656	0.002107714
659	0.002095633
662	0.002099618
665	0.002016426
668	0.001991999
671	0.001952772
674	0.001966658
677	0.00195095
680	0.00191263
683	0.001884885
686	0.001873072
689	0.001851098
692	0.001811363
695	0.001774501
698	0.001782736
701	0.001813224
704	0.001896867
707	0.001908271
710	0.001862457
713	0.001728608
716	0.001565391
719	0.001483608
722	0.001492011
725	0.001586604
728	0.001816971
731	0.001981792
734	0.002074605
737	0.002060809
740	0.002027312
743	0.001932295
746	0.001886338
749	0.001899437
752	0.00188976
755	0.001930447
758	0.00188292
761	0.00187209
764	0.001896414
767	0.001980117
770	0.001973912
773	0.002071859
776	0.002091743
779	0.002037175
782	0.001997734
785	0.002056707
788	0.002103474
791	0.002281646
794	0.002278324
797	0.002293783
800	0.002281393
