Wavelength (nm)	Dilution Corrected Absorbance
230	0.1555632
233	0.147173
236	0.1411392
239	0.1355295
242	0.1311324
245	0.1270183
248	0.1237561
251	0.1201922
254	0.1171599
257	0.1139822
260	0.1107947
263	0.1072676
266	0.1034938
269	0.09969407
272	0.09560766
275	0.09147642
278	0.08734437
281	0.0821327
284	0.07770949
287	0.07440729
290	0.07043943
293	0.06676771
296	0.06332391
299	0.0600011
302	0.05697781
305	0.05412736
308	0.05157731
311	0.04919193
314	0.0468063
317	0.04462168
320	0.04248085
323	0.04033537
326	0.03827818
329	0.03642139
332	0.03467936
335	0.0330803
338	0.03154485
341	0.03001687
344	0.02856796
347	0.02722993
350	0.02599876
353	0.02477587
356	0.02364642
359	0.02263854
362	0.02160898
365	0.02062123
368	0.01966451
371	0.01870475
374	0.01776352
377	0.01687619
380	0.01604195
383	0.01524709
386	0.01447133
389	0.01367592
392	0.01300433
395	0.01228874
398	0.01170094
401	0.01115476
404	0.01059353
407	0.01008295
410	0.009610067
413	0.009116817
416	0.008716269
419	0.008329395
422	0.007983297
425	0.007664537
428	0.007364447
431	0.007025614
434	0.006738568
437	0.006465367
440	0.006204489
443	0.005949631
446	0.005743558
449	0.005499171
452	0.005363578
455	0.005195997
458	0.00504689
461	0.004875344
464	0.004725207
467	0.004605937
470	0.004431175
473	0.004280372
476	0.004216224
479	0.004072684
482	0.003920631
485	0.003794517
488	0.003664433
491	0.003574319
494	0.003466235
497	0.003362384
500	0.003261079
503	0.003152998
506	0.003075675
509	0.003034219
512	0.002935129
515	0.002844444
518	0.002823458
521	0.002489151
524	0.002632917
527	0.002548188
530	0.00246437
533	0.002402817
536	0.002341977
539	0.002283362
542	0.002223006
545	0.002193791
548	0.002169476
551	0.002090507
554	0.002063034
557	0.002025967
560	0.001956916
563	0.001941899
566	0.001940896
569	0.001933856
572	0.001851937
575	0.001824345
578	0.001773859
581	0.001764753
584	0.001700363
587	0.001661589
590	0.0016475
593	0.001647334
596	0.001617747
599	0.00157171
602	0.001579741
605	0.001566341
608	0.001539725
611	0.001511191
614	0.001448058
617	0.001452107
620	0.001432403
623	0.001405516
626	0.001389597
629	0.001395836
632	0.001371062
635	0.001326395
638	0.001308114
641	0.001273153
644	0.001264388
647	0.001261435
650	0.001237102
653	0.001239904
656	0.001220642
659	0.001218446
662	0.001209928
665	0.00116186
668	0.001166737
671	0.001149017
674	0.001116217
677	0.001124557
680	0.001105653
683	0.00112356
686	0.001127187
689	0.001070926
692	0.001061274
695	0.001020549
698	0.0009900509
701	0.001025657
704	0.001038385
707	0.001080701
710	0.001039923
713	0.001023628
716	0.0009843512
719	0.0009398854
722	0.000973043
725	0.000996925
728	0.001064549
731	0.00111858
734	0.001168916
737	0.001202268
740	0.001222546
743	0.001175345
746	0.001186586
749	0.001157261
752	0.001116998
755	0.001114301
758	0.001151658
761	0.001193429
764	0.001084605
767	0.001119079
770	0.001086794
773	0.001061496
776	0.001075285
779	0.001175632
782	0.0014212
785	0.001425875
788	0.001425534
791	0.001434248
794	0.001385844
797	0.001378169
800	0.001393975
