Wavelength (nm)	Dilution Corrected Absorbance
230	0.503738
233	0.4776707
236	0.4557103
239	0.4354256
242	0.4186302
245	0.4016871
248	0.3870403
251	0.3730619
254	0.36073
257	0.3487388
260	0.3373223
263	0.325679
266	0.3137969
269	0.3024146
272	0.2907593
275	0.2793998
278	0.268172
281	0.2563444
284	0.2447472
287	0.2325375
290	0.2224309
293	0.2143421
296	0.20475
299	0.1951351
302	0.1858272
305	0.1768273
308	0.1684947
311	0.1606638
314	0.1528903
317	0.145782
320	0.1388513
323	0.1320715
326	0.1256189
329	0.1196934
332	0.1139167
335	0.1085114
338	0.1033009
341	0.09813576
344	0.09326319
347	0.08857307
350	0.08417261
353	0.07981851
356	0.07563088
359	0.07178346
362	0.06794706
365	0.06432334
368	0.06083831
371	0.05747335
374	0.05420316
377	0.05121527
380	0.04849715
383	0.04597379
386	0.04344869
389	0.04099919
392	0.03875213
395	0.03659105
398	0.03468055
401	0.03288583
404	0.03118298
407	0.02955972
410	0.02803647
413	0.02659311
416	0.02529102
419	0.02414219
422	0.02299523
425	0.02192131
428	0.02089614
431	0.01974615
434	0.01864684
437	0.01774834
440	0.01689775
443	0.01618233
446	0.01557528
449	0.01502385
452	0.01456938
455	0.01404724
458	0.01349011
461	0.01298724
464	0.01246769
467	0.01201059
470	0.01163668
473	0.0112858
476	0.01091814
479	0.01041381
482	0.01004927
485	0.009688878
488	0.009318634
491	0.009034619
494	0.008753346
497	0.008467938
500	0.008181667
503	0.007956626
506	0.007680068
509	0.007421842
512	0.007190925
515	0.007021519
518	0.00681868
521	0.00664234
524	0.006441387
527	0.006205536
530	0.006020853
533	0.005901964
536	0.005761674
539	0.005623948
542	0.005484724
545	0.005365418
548	0.005238856
551	0.005125677
554	0.005064835
557	0.004920931
560	0.004819022
563	0.004751961
566	0.004681488
569	0.004568723
572	0.004540055
575	0.004469282
578	0.004392298
581	0.004315733
584	0.004211238
587	0.004165698
590	0.004119431
593	0.004054226
596	0.003987854
599	0.003907774
602	0.003860747
605	0.003844732
608	0.0038611
611	0.003807177
614	0.003780987
617	0.00374733
620	0.003705585
623	0.003690258
626	0.003675417
629	0.003624118
632	0.003558532
635	0.003454635
638	0.003380122
641	0.003419869
644	0.003417679
647	0.003369156
650	0.00334605
653	0.003347514
656	0.003293917
659	0.003318407
662	0.003287949
665	0.003216335
668	0.003139538
671	0.003108159
674	0.003083743
677	0.003129857
680	0.003139455
683	0.003143078
686	0.003113969
689	0.003049257
692	0.003079262
695	0.00313548
698	0.003179482
701	0.003099663
704	0.002896978
707	0.002830888
710	0.002901793
713	0.003085155
716	0.003167184
719	0.003140036
722	0.00303344
725	0.00293034
728	0.002890684
731	0.002884011
734	0.002919413
737	0.0028856
740	0.002725336
743	0.002657773
746	0.002649397
749	0.002674586
752	0.002743061
755	0.002794954
758	0.002828643
761	0.002886528
764	0.002948414
767	0.002975066
770	0.003062884
773	0.0030351
776	0.003038115
779	0.003033479
782	0.003002286
785	0.003106521
788	0.003154369
791	0.00318209
794	0.003187372
797	0.003107935
800	0.003137452
