Wavelength (nm)	Dilution Corrected Absorbance
230	0.8320993
233	0.7890253
236	0.7627444
239	0.7363731
242	0.7136167
245	0.6930346
248	0.6746051
251	0.6571993
254	0.6408518
257	0.6237537
260	0.6064717
263	0.5871563
266	0.5663938
269	0.5454236
272	0.5229662
275	0.5011232
278	0.4798729
281	0.4577406
284	0.4353097
287	0.4172214
290	0.3996833
293	0.3849157
296	0.3690332
299	0.352966
302	0.3374103
305	0.3220183
308	0.3078404
311	0.2943508
314	0.2807611
317	0.2681493
320	0.2558057
323	0.2435888
326	0.2318686
329	0.2211016
332	0.2105441
335	0.2007468
338	0.1912374
341	0.1818642
344	0.1728611
347	0.1643042
350	0.1560573
353	0.1479916
356	0.1400719
359	0.1329287
362	0.1256044
365	0.1187355
368	0.1120313
371	0.1056237
374	0.09930244
377	0.09350625
380	0.0881876
383	0.08330299
386	0.07835315
389	0.07362036
392	0.06931559
395	0.06514614
398	0.0615051
401	0.05808596
404	0.05477468
407	0.05154818
410	0.04857827
413	0.04569729
416	0.04302631
419	0.04067233
422	0.03837643
425	0.03652351
428	0.03469483
431	0.03279672
434	0.03113285
437	0.02975449
440	0.02824324
443	0.0268281
446	0.02555253
449	0.02423072
452	0.02307024
455	0.0222534
458	0.02134344
461	0.02059126
464	0.01982566
467	0.01899104
470	0.01830439
473	0.01757199
476	0.01681426
479	0.01628897
482	0.01555263
485	0.01499591
488	0.01449695
491	0.0139907
494	0.01351173
497	0.01293658
500	0.01242579
503	0.01193667
506	0.01155178
509	0.01119273
512	0.01078627
515	0.01038118
518	0.0100152
521	0.009696025
524	0.009310287
527	0.009064977
530	0.008746222
533	0.008471256
536	0.008351412
539	0.008012751
542	0.007708853
545	0.007619244
548	0.007401109
551	0.007160446
554	0.007030207
557	0.006865626
560	0.006688582
563	0.006663709
566	0.006353098
569	0.00623679
572	0.006122329
575	0.005997364
578	0.005904392
581	0.005862526
584	0.005691916
587	0.005585327
590	0.005544267
593	0.005436398
596	0.005353219
599	0.005293137
602	0.005301257
605	0.005236788
608	0.005177378
611	0.005115566
614	0.005011126
617	0.004947867
620	0.004842875
623	0.004782234
626	0.004769336
629	0.004682425
632	0.004625251
635	0.004556829
638	0.004511635
641	0.004476628
644	0.004518938
647	0.004493813
650	0.004447569
653	0.004415644
656	0.004356589
659	0.004355881
662	0.004398674
665	0.004367268
668	0.004277229
671	0.004230949
674	0.00417663
677	0.004106697
680	0.004126134
683	0.003980628
686	0.003889709
689	0.003667148
692	0.003568895
695	0.003443826
698	0.003493568
701	0.003553167
704	0.004000068
707	0.00405267
710	0.004161336
713	0.003838098
716	0.003697494
719	0.003751982
722	0.003707081
725	0.003934548
728	0.00432267
731	0.004680365
734	0.004922467
737	0.005004127
740	0.005039695
743	0.004810463
746	0.004703093
749	0.004601013
752	0.004647031
755	0.004587057
758	0.004581435
761	0.004382143
764	0.00429533
767	0.004329812
770	0.00418483
773	0.004068604
776	0.004210231
779	0.004151619
782	0.004093158
785	0.004170787
788	0.004099363
791	0.004196567
794	0.004143607
797	0.004149272
800	0.004156453
