"Wavelength..nm.","Dilution.Corrected.Absorbance"
230,0.09850262
233,0.1014342
236,0.1000911
239,0.09671445
242,0.09351665
245,0.09071132
248,0.0881178
251,0.08536253
254,0.08292352
257,0.08037973
260,0.07781455
263,0.0752136
266,0.07266855
269,0.06997688
272,0.06712016
275,0.0643582
278,0.06162087
281,0.05879277
284,0.0549324
287,0.05352726
290,0.05110621
293,0.04876748
296,0.04659616
299,0.04433711
302,0.04214524
305,0.0399645
308,0.03789927
311,0.03599846
314,0.03409536
317,0.03237575
320,0.03071537
323,0.0290901
326,0.02753454
329,0.02615071
332,0.02480101
335,0.02354517
338,0.02237721
341,0.0212198
344,0.02013858
347,0.01909965
350,0.01812451
353,0.01719904
356,0.01628388
359,0.01547755
362,0.01467708
365,0.01390838
368,0.01316711
371,0.01244366
374,0.01175792
377,0.01111805
380,0.0105693
383,0.01006732
386,0.009635041
389,0.009206327
392,0.008747029
395,0.008305841
398,0.007872405
401,0.007441952
404,0.007064746
407,0.006738346
410,0.006403706
413,0.00609321
416,0.005859199
419,0.005581882
422,0.005341266
425,0.005159601
428,0.004968556
431,0.004804699
434,0.004654876
437,0.004528981
440,0.004387391
443,0.004230213
446,0.004086998
449,0.003992877
452,0.003904039
455,0.003794623
458,0.00374344
461,0.003680184
464,0.003640143
467,0.003554002
470,0.003474824
473,0.003392147
476,0.00333509
479,0.003257889
482,0.00316827
485,0.003126071
488,0.003039981
491,0.003012242
494,0.002946415
497,0.002887183
500,0.002847248
503,0.002762228
506,0.002739454
509,0.0027223
512,0.002681617
515,0.002604788
518,0.001976883
521,0.002543163
524,0.002529832
527,0.002486194
530,0.002483653
533,0.002422109
536,0.002398694
539,0.002386174
542,0.002365811
545,0.002365263
548,0.002322492
551,0.002324867
554,0.002306029
557,0.002287839
560,0.002268254
563,0.002293231
566,0.002252729
569,0.002243302
572,0.002256849
575,0.002216675
578,0.002215725
581,0.002195961
584,0.002232885
587,0.002215913
590,0.00221658
593,0.002167899
596,0.002140963
599,0.002063815
602,0.002206343
605,0.002181263
608,0.002191461
611,0.002190408
614,0.002161498
617,0.002146525
620,0.002192533
623,0.002116252
626,0.002113268
629,0.002095428
632,0.002135885
635,0.002163958
638,0.002110353
641,0.002140911
644,0.0021709
647,0.002199638
650,0.002160303
653,0.002072955
656,0.002119066
659,0.002107123
662,0.002123485
665,0.002089001
668,0.002121092
671,0.002060989
674,0.002078107
677,0.002011143
680,0.001937568
683,0.002072925
686,0.002046064
689,0.002148927
692,0.002029668
695,0.001969952
698,0.00200012
701,0.002018751
704,0.002030587
707,0.002154487
710,0.002206916
713,0.002117965
716,0.002049888
719,0.001980468
722,0.001888279
725,0.002012893
728,0.00209218
731,0.002256518
734,0.002285116
737,0.002353996
740,0.002345414
743,0.002298591
746,0.002331287
749,0.002233387
752,0.002359275
755,0.002344792
758,0.002276992
761,0.002224948
764,0.002232389
767,0.002151351
770,0.002169003
773,0.002170664
776,0.002139615
779,0.002210621
782,0.002083376
785,0.0022546
788,0.002143504
791,0.002114931
794,0.002272769
797,0.002028095
800,0.001967857
