Wavelength (nm)	Dilution Corrected Absorbance
230	0.1069084
233	0.09350996
236	0.08787741
239	0.0836151
242	0.08028621
245	0.07674835
248	0.07372735
251	0.07055944
254	0.06775003
257	0.06505625
260	0.06251692
263	0.0600182
266	0.05756333
269	0.05521876
272	0.05285573
275	0.05050625
278	0.04819691
281	0.04580252
284	0.0423807
287	0.04139076
290	0.03935463
293	0.03748118
296	0.03568869
299	0.03388154
302	0.03217398
305	0.03048109
308	0.02889411
311	0.02739429
314	0.02590367
317	0.02451847
320	0.02320627
323	0.02189478
326	0.02070343
329	0.01963877
332	0.01855131
335	0.01758435
338	0.01662155
341	0.01572132
344	0.01488702
347	0.01408795
350	0.01335827
353	0.0126791
356	0.01197949
359	0.01136368
362	0.01073766
365	0.01014973
368	0.009583611
371	0.009055666
374	0.008548769
377	0.008101479
380	0.007656098
383	0.007270367
386	0.006862938
389	0.006491111
392	0.006136564
395	0.005810142
398	0.005529967
401	0.005210808
404	0.004956603
407	0.004713548
410	0.004462283
413	0.004183933
416	0.003927074
419	0.003745206
422	0.003542423
425	0.003463723
428	0.003315709
431	0.003208332
434	0.003086909
437	0.00299469
440	0.002891719
443	0.002745976
446	0.002625544
449	0.002508488
452	0.002416912
455	0.002353935
458	0.002327747
461	0.002273167
464	0.002223631
467	0.002156607
470	0.002117611
473	0.002071625
476	0.002067415
479	0.001967384
482	0.001916111
485	0.001853459
488	0.001802806
491	0.001735909
494	0.001708991
497	0.001677643
500	0.001638979
503	0.001599152
506	0.001544828
509	0.001448626
512	0.001430794
515	0.001411945
518	0.001382459
521	0.00136624
524	0.001330234
527	0.001271619
530	0.001237414
533	0.001197689
536	0.001150982
539	0.001150949
542	0.001115683
545	0.001109709
548	0.001058175
551	0.001068835
554	0.00105178
557	0.001089199
560	0.001105155
563	0.001050102
566	0.0009892755
569	0.0009798183
572	0.0009505205
575	0.0009454771
578	0.0009189437
581	0.0008990654
584	0.0008817262
587	0.0008751328
590	0.0009167403
593	0.0008924389
596	0.0008992073
599	0.0008740263
602	0.0008636839
605	0.0008743903
608	0.0008958745
611	0.0009080361
614	0.0008777944
617	0.0008460984
620	0.0008098554
623	0.000753029
626	0.0007668034
629	0.0007358245
632	0.0007335338
635	0.0007205092
638	0.0006839466
641	0.0007375752
644	0.0007442857
647	0.0006985926
650	0.0007132256
653	0.0006607286
656	0.0007214758
659	0.0006589884
662	0.0006340425
665	0.0006746789
668	0.00062844
671	0.0006396192
674	0.0006195436
677	0.0005942604
680	0.00062749
683	0.0005833136
686	0.0005793253
689	0.000592328
692	0.0004973104
695	0.0005340247
698	0.0005030298
701	0.0004925207
704	0.0006171026
707	0.0005343127
710	0.0005629293
713	0.0005181036
716	0.0004982436
719	0.0005240275
722	0.0004987443
725	0.0005222613
728	0.0005538265
731	0.0004503562
734	0.0001700173
737	0.0001351774
740	0.0001072691
743	0.0002876416
746	0.0006786427
749	0.0007222141
752	0.0006413411
755	0.0006943688
758	0.000686553
761	0.0005378849
764	0.0005834626
767	0.0004725941
770	0.0005184862
773	0.000539576
776	0.0003713734
779	0.0005573641
782	0.0003490184
785	0.00044984
788	0.000378396
791	0.0003181227
794	0.0004203492
797	0.0003076873
800	0.0003251906
