Wavelength (nm)	Dilution Corrected Absorbance
230	0.08536084
233	0.0816935
236	0.07948131
239	0.07663998
242	0.07422528
245	0.07161343
248	0.06924779
251	0.06674509
254	0.06468931
257	0.06249069
260	0.06051938
263	0.05827593
266	0.05614748
269	0.05405305
272	0.05181345
275	0.04971778
278	0.04768879
281	0.04561351
284	0.04211507
287	0.0415586
290	0.03973074
293	0.03799598
296	0.03631501
299	0.03462079
302	0.03300005
305	0.03140775
308	0.02990104
311	0.02845715
314	0.02705353
317	0.02574687
320	0.02451681
323	0.02331879
326	0.02219502
329	0.02116148
332	0.02014674
335	0.01922716
338	0.01830554
341	0.01746636
344	0.01668825
347	0.01591852
350	0.01511509
353	0.01439989
356	0.01373613
359	0.01309867
362	0.01249182
365	0.01191126
368	0.01131024
371	0.01076925
374	0.01024691
377	0.009728531
380	0.009278071
383	0.008842942
386	0.008445152
389	0.008041466
392	0.007674627
395	0.007286964
398	0.00699254
401	0.00668551
404	0.006431598
407	0.006183392
410	0.005945949
413	0.005762602
416	0.005586188
419	0.005418408
422	0.005230003
425	0.005141688
428	0.004961569
431	0.004775863
434	0.004593599
437	0.004481992
440	0.004349093
443	0.004209395
446	0.004096832
449	0.004052643
452	0.003981845
455	0.003895439
458	0.003777445
461	0.003728235
464	0.003653882
467	0.003506992
470	0.003365499
473	0.003281667
476	0.003198359
479	0.003204535
482	0.003222278
485	0.003174908
488	0.003136044
491	0.003083791
494	0.002988572
497	0.002977122
500	0.002918689
503	0.002877187
506	0.002804366
509	0.002747713
512	0.002682505
515	0.002707776
518	0.002638818
521	0.002573501
524	0.002625386
527	0.002582089
530	0.002509334
533	0.002450164
536	0.002445189
539	0.00239754
542	0.00236253
545	0.002326686
548	0.002287896
551	0.002242226
554	0.00223383
557	0.00223097
560	0.002219648
563	0.002222635
566	0.002168891
569	0.002161564
572	0.002127244
575	0.002125162
578	0.002079313
581	0.00209813
584	0.002068633
587	0.002054935
590	0.002016722
593	0.001977441
596	0.001971603
599	0.00194816
602	0.002025534
605	0.001971943
608	0.001996874
611	0.001894354
614	0.00193297
617	0.001888575
620	0.001937996
623	0.001912986
626	0.00187742
629	0.00189956
632	0.001842765
635	0.00184456
638	0.001817958
641	0.001849992
644	0.001827955
647	0.001813788
650	0.001778664
653	0.001770948
656	0.001735505
659	0.001730085
662	0.001774512
665	0.001739828
668	0.001724601
671	0.00169232
674	0.0016246
677	0.001730441
680	0.001655715
683	0.00165283
686	0.001619241
689	0.001584193
692	0.001574096
695	0.001558413
698	0.001611153
701	0.001578854
704	0.001673655
707	0.001653291
710	0.001790809
713	0.001751147
716	0.001770691
719	0.001722334
722	0.001665121
725	0.001690868
728	0.001677214
731	0.001767884
734	0.001745921
737	0.00181149
740	0.001780525
743	0.001752761
746	0.001821001
749	0.001767335
752	0.001857008
755	0.001725575
758	0.001819701
761	0.00170605
764	0.001744409
767	0.001674486
770	0.001622286
773	0.001630082
776	0.001512486
779	0.001693047
782	0.001555719
785	0.001616865
788	0.001558662
791	0.001517647
794	0.001541884
797	0.00155462
800	0.001551856
