"Wavelength","I1","I1.dark","R1","R1dark","XCorrect","I1c","R1c","I1c.R1c","Abs","Percent.T"
"nm","uA","uA","uA","uA","","uA","uA","uA/uA","OD","T*100"
"","Abs Detector Raw","Dark Offset for Abs Detector","Ref Detector Raw","Dark Offset for Ref Detector","Linear interp","Dark subtracted Abs Detector","Corrected Ref Detector","Corrected Intensity ","-Log(T)","% Transmittance"
"800","0.163576512102728","0.00296903507572177","0.234211470163991","0.00106781650688739","1.34088253974915","0.160607477027006","0.312618254442132","0.51374951636657","0.00179751490271008","99.5869622550629"
"797","0.16059830998145","","0.230418058008738","","1.3260293006897","0.157629274905728","0.304125140351712","0.518303993952733","0.00182326564608036","99.581057592698"
"794","0.174390090092966","","0.25120418432949","","1.31175875663757","0.171421055017245","0.328118570844815","0.522436308849824","0.00176535600874281","99.59433680222"
"791","0.186498464068021","","0.268749719232526","","1.29830348491669","0.1835294289923","0.347532347157826","0.528093083976879","0.00170238013964087","99.6087797549787"
"788","0.171497287217563","","0.24738840065333","","1.28535497188568","0.168528252141841","0.316609387510416","0.532290762023904","0.0017120056380719","99.6065720973449"
"785","0.168793510678073","","0.244093874909659","","1.27193987369537","0.165824475602352","0.309114534029506","0.536449947664135","0.00166516877144613","99.6173148341291"
"782","0.175521845764714","","0.254372041982847","","1.25860202312469","0.172552810688992","0.318809210650077","0.541241610733716","0.0016779474888177","99.6143837289996"
"779","0.185990660420148","","0.270187276599828","","1.24614322185516","0.183021625344426","0.335361391064139","0.545744472145938","0.00165880066649259","99.6187755438398"
"776","0.205941547181249","","0.299929900687526","","1.23451888561249","0.202972512105527","0.368950887114507","0.550134229769537","0.0016292308962183","99.6255585095804"
"773","0.236343901948683","","0.345112596582424","","1.22383856773376","0.233374866872961","0.421055270883923","0.554261834516491","0.0015791013564164","99.6370587055371"
"770","0.311637197393675","","0.457128291477849","","1.21381187438965","0.308668162317953","0.553571619959536","0.557593906892329","0.0015511372481453","99.6434745162803"
"767","0.459847169335637","","0.675138960314973","","1.20520555973053","0.456878134259915","0.812394290171423","0.562384718587215","0.00148518281449563","99.6586080909699"
"764","0.469290834459035","","0.686652151186937","","1.19851565361023","0.466321799383313","0.821683556983995","0.567519935648897","0.00146876898514608","99.6623746833777"
"761","0.375106936672533","","0.549425714815101","","1.19181299209595","0.372137901596812","0.653540067522158","0.569418647899801","0.00148568025445392","99.6584939422815"
"758","0.366711423553004","","0.538137591538673","","1.18398952484131","0.363742388477282","0.635884987746513","0.572025437754608","0.0015042115363179","99.6542416196811"
"755","0.399523348470722","","0.586951809788445","","1.17633533477783","0.396554313395","0.689196043377835","0.575386810770762","0.00150127864423305","99.6549146103259"
"752","0.44034720374583","","0.64722761429613","","1.16980671882629","0.437378168670109","0.755882072889296","0.578632811065709","0.00149701078366955","99.6558939351563"
"749","0.479916504124829","","0.705623996203903","","1.16390073299408","0.476947469049107","0.820033453984865","0.581619526290582","0.00149929917608038","99.6553688278845"
"746","0.546841118267812","","0.804447851399843","","1.15848278999329","0.54387208319209","0.930701944247695","0.584367623333712","0.00152306293654707","99.6499160265651"
"743","0.640191878545435","","0.94125819997427","","1.15345752239227","0.637222843469713","1.08446967029133","0.587589363655078","0.00153653691545088","99.6468244375762"
"740","0.723231651773195","","1.0626952978777","","1.14841175079346","0.720262616697473","1.21918547457151","0.590773620355522","0.00161170088656205","99.6295799105486"
"737","0.865812769977883","","1.27222686686467","","1.14263534545898","0.862843734902161","1.45247126063888","0.594052191106783","0.00165905000332168","99.6187183507979"
"734","1.02638231340366","","1.50576336495495","","1.13635516166687","1.02341327832794","1.70986855321611","0.598533306202391","0.00169773848801812","99.6098443591683"
"731","1.07746859921027","","1.57913670267446","","1.12990951538086","1.07449956413455","1.78307505040721","0.602610397071712","0.00171896687144856","99.6049755331101"
"728","1.06031956363427","","1.55549191089882","","1.12338900566101","1.05735052855854","1.74622293777447","0.605507181062528","0.00164529165666633","99.6218742982662"
"725","1.04890088692208","","1.54189955804786","","1.11702907085419","1.04593185184636","1.72115384859615","0.607692248255127","0.00152646718054064","99.649134917634"
"722","1.05205908393094","","1.54984766592626","","1.11090362071991","1.04909004885522","1.72054514241801","0.609742821034534","0.0014417037903028","99.6685858275525"
"719","1.02134416767184","","1.50703240669792","","1.10438621044159","1.01837513259612","1.6631665268203","0.612310984001755","0.00144026818751425","99.6689152923332"
"716","0.912700193496585","","1.34890905833073","","1.09723365306854","0.909731158420863","1.47889676952281","0.615141757808018","0.00154823558440483","99.6441402692081"
