Wavelength (nm)	Dilution Corrected Absorbance
230	0.4800767
233	0.4595267
236	0.4413475
239	0.4234391
242	0.4085519
245	0.393859
248	0.3812929
251	0.3690723
254	0.3584443
257	0.3476692
260	0.3370009
263	0.3258412
266	0.3141535
269	0.3026858
272	0.2907585
275	0.2791889
278	0.2677616
281	0.2560144
284	0.2445668
287	0.2332039
290	0.2233385
293	0.2153406
296	0.2061442
299	0.1968374
302	0.1877268
305	0.1789656
308	0.1708173
311	0.1630864
314	0.1553459
317	0.148152
320	0.1410373
323	0.1339522
326	0.127121
329	0.1207851
332	0.1146076
335	0.1088299
338	0.1032558
341	0.0977756
344	0.09266586
347	0.0877443
350	0.0831291
353	0.07853065
356	0.07409802
359	0.07003761
362	0.06600575
365	0.06221997
368	0.05866864
371	0.05528587
374	0.05200506
377	0.04899524
380	0.04621173
383	0.04368415
386	0.04111111
389	0.03854806
392	0.036205
395	0.03386873
398	0.03186316
401	0.02987387
404	0.02798047
407	0.0261366
410	0.02439832
413	0.02273196
416	0.02129447
419	0.01992953
422	0.01867468
425	0.0171833
428	0.01600842
431	0.01475997
434	0.0135334
437	0.0124215
440	0.01147871
443	0.01070763
446	0.01005165
449	0.00946304
452	0.008897297
455	0.008260192
458	0.007615203
461	0.007006145
464	0.006394184
467	0.005879669
470	0.005418381
473	0.004988583
476	0.004573104
479	0.004072771
482	0.00363746
485	0.0033185
488	0.002950572
491	0.002686402
494	0.002368743
497	0.002102876
500	0.001808741
503	0.001561556
506	0.001308568
509	0.001065524
512	0.0008105261
515	0.0005922086
518	0.0003616867
521	0.0001667599
524	-1.246898e-05
527	-0.0002273045
530	-0.000383996
533	-0.0005907892
536	-0.0007740231
539	-0.0009370293
542	-0.00108939
545	-0.00123098
548	-0.001408832
551	-0.001501984
554	-0.001580356
557	-0.00173163
560	-0.001875949
563	-0.001959662
566	-0.002071295
569	-0.002211233
572	-0.002308106
575	-0.002392067
578	-0.002485849
581	-0.00259244
584	-0.002689747
587	-0.002783474
590	-0.002878019
593	-0.002978491
596	-0.003043148
599	-0.003102271
602	-0.003154094
605	-0.00325448
608	-0.003291772
611	-0.003337582
614	-0.003357643
617	-0.003420722
620	-0.003482488
623	-0.003525294
626	-0.003581856
629	-0.003610532
632	-0.00367804
635	-0.003742594
638	-0.003781482
641	-0.003817787
644	-0.003883973
647	-0.003973323
650	-0.003958968
653	-0.003974735
656	-0.004070759
659	-0.004150812
662	-0.004112999
665	-0.004130416
668	-0.004264013
671	-0.0043101
674	-0.004280127
677	-0.004338092
680	-0.00442047
683	-0.00444803
686	-0.004474785
689	-0.004496677
692	-0.004493736
695	-0.004393734
698	-0.004565413
701	-0.00483479
704	-0.00507665
707	-0.005149067
710	-0.005269416
713	-0.005141934
716	-0.004880737
719	-0.004702598
722	-0.004778147
725	-0.004968021
728	-0.005144509
731	-0.005420421
734	-0.005711765
737	-0.005859197
740	-0.005907178
743	-0.005897687
746	-0.005844013
749	-0.00574418
752	-0.005653929
755	-0.005550457
758	-0.005504924
761	-0.005454001
764	-0.005433143
767	-0.005372219
770	-0.005163803
773	-0.005228471
776	-0.005261786
779	-0.005144897
782	-0.005002086
785	-0.005091282
788	-0.005168777
791	-0.005025046
794	-0.00499282
797	-0.005015877
800	-0.005010995
